,UBE2T (29089)
ACH-000253,-0.1084217909240521
ACH-000255,-0.2463642914970709
ACH-000256,-0.13960808035068495
ACH-000257,-0.2957738542427586
ACH-000258,-0.16659099518774598
ACH-000259,-0.2625688198305437
ACH-000260,-0.10685924760369488
ACH-000261,-0.3368863352587959
ACH-000262,-0.3329909480096288
ACH-000263,-0.2759354386682994
ACH-000264,-0.3854200381309635
ACH-000265,-0.14287352760591132
ACH-000266,-0.377371657516152
ACH-000272,-0.2536117030419766
ACH-000274,-0.2904513575709345
ACH-000277,-0.21178952878771232
ACH-000278,-0.4004105064595092
ACH-000279,-0.20923841745420102
ACH-000280,-0.08267545369468536
ACH-000281,-0.1868691802867644
ACH-000288,-0.3188262044217835
ACH-000291,-0.04280693198328763
ACH-000293,-0.2022467109519355
ACH-000294,-0.2690100691885857
ACH-000295,-0.4109614437788585
ACH-000296,-0.3475131853893849
ACH-000302,-0.16705814074829742
ACH-000304,-0.4351643272284697
ACH-000307,-0.17794899455841814
ACH-000308,-0.2343073226730188
ACH-000310,-0.35727326248278657
ACH-000311,-0.1941341728469445
ACH-000312,-0.16556986578401928
ACH-000315,-0.07682361844737033
ACH-000316,-0.20863766590962848
ACH-000317,-0.2427154272011903
ACH-000318,-0.267843688464932
ACH-000319,-0.25829454591504336
ACH-000320,-0.4599829145983717
ACH-000322,-0.27537738266633743
ACH-000323,-0.273138433126207
ACH-000324,-0.31515177921207543
ACH-000329,-0.3147542818370444
ACH-000330,-0.19276595175343686
ACH-000331,-0.1930674827825312
ACH-000332,-0.32785730717959205
ACH-000334,-0.19410300607553932
ACH-000335,-0.18414789477811794
ACH-000336,-0.24141373403071165
ACH-000337,-0.09503883497347697
ACH-000338,-0.2664408226053737
ACH-000339,-0.19881067490867574
ACH-000341,-0.5368722188118412
ACH-000348,-0.3032593661541917
ACH-000350,-0.16575460857079466
ACH-000352,-0.07506681051060764
ACH-000356,-0.23870840028942714
ACH-000361,-0.3057533622920272
ACH-000362,-0.575954388372747
ACH-000363,-0.16682004788313906
ACH-000364,-0.32896817075280954
ACH-000365,-0.3853499013525154
ACH-000366,-0.1268567811271107
ACH-000368,-0.2641321479002328
ACH-000374,-0.3695224050537981
ACH-000375,-0.32899577584680584
ACH-000376,-0.1422025657918578
ACH-000381,-0.25102748182909834
ACH-000383,-0.23012458190164475
ACH-000387,-0.3952200875540675
ACH-000389,-0.08197970231749489
ACH-000390,-0.20679537888465094
ACH-000393,-0.4632106367499866
ACH-000395,-0.20918916244173869
ACH-000396,-0.1054739622547634
ACH-000397,-0.2507378818616457
ACH-000401,-0.4318143655471426
ACH-000402,-0.3159953337465425
ACH-000403,-0.2489694744579465
ACH-000404,-0.15923373645057992
ACH-000406,-0.32219634731648866
ACH-000407,-0.27721132992850395
ACH-000408,-0.35145549119701536
ACH-000410,-0.5548277147047465
ACH-000411,-0.15785319845653664
ACH-000414,-0.1746321741788336
ACH-000415,-0.4194316191718409
ACH-000416,-0.10423890734106778
ACH-000420,-0.1891300957058008
ACH-000421,-0.1656874171070387
ACH-000424,-0.4278088274509973
ACH-000425,-0.24096604791867465
ACH-000426,-0.3739473604451524
ACH-000427,-0.21084768277080376
ACH-000433,-0.2259272620142605
ACH-000435,-0.3750078618969313
ACH-000436,-0.11912692512835298
ACH-000444,-0.6646054359613002
ACH-000445,-0.18560866741629906
ACH-000448,-0.2728689649129332
ACH-000450,-0.29712105831926044
ACH-000452,-0.32102788109569563
ACH-000454,-0.07224116278903378
ACH-000458,-0.2040452343603439
ACH-000459,-0.2628613753269841
ACH-000460,-0.1458606116844008
ACH-000461,-0.1252643819352079
ACH-000463,-0.10202274992323038
ACH-000464,-0.2057917929834086
ACH-000466,-0.2989307580039679
ACH-000467,-0.1491967363284247
ACH-000468,-0.34906526416183115
ACH-000469,-0.34799171516182503
ACH-000470,-0.22453747853096184
ACH-000471,-0.2409904596769239
ACH-000472,-0.3003425675023204
ACH-000473,-0.3592006429340388
ACH-000475,-0.0751441156165633
ACH-000476,-0.16275466427298374
ACH-000477,-0.26116813505076514
ACH-000479,-0.2614566558606877
ACH-000480,0.005144000532755875
ACH-000481,-0.17810514816218845
ACH-000483,-0.38863424750053205
ACH-000484,-0.4442972135980113
ACH-000485,-0.19900635579458115
ACH-000486,-0.23468326765165945
ACH-000487,-0.0559609542719502
ACH-000488,0.010354018200685952
ACH-000490,-0.13280612304740866
ACH-000491,0.029632351469473343
ACH-000495,-0.4608594579741186
ACH-000496,-0.17792667703718956
ACH-000499,-0.09742307278900733
ACH-000500,-0.1252246904278438
ACH-000502,-0.22386228710312564
ACH-000503,-0.14684350148877068
ACH-000505,-0.26220042917427777
ACH-000507,-0.36973909250600606
ACH-000510,-0.2862903391709016
ACH-000511,-0.4357316159849887
ACH-000512,0.033009295095651384
ACH-000516,-0.5636811224061112
ACH-000517,-0.3370586201124504
ACH-000518,-0.23211739164948186
ACH-000520,-0.3373283894320337
ACH-000521,-0.4781840034452594
ACH-000522,-0.2941791858543508
ACH-000524,-0.16986236195327753
ACH-000527,-0.163865547857656
ACH-000528,-0.5584262003162197
ACH-000537,-0.2425208895699675
ACH-000541,-0.3306338348301642
ACH-000542,-0.5289572615257372
ACH-000544,-0.3463556075987624
ACH-000545,-0.4002975830219626
ACH-000547,-0.4856762388795957
ACH-000548,-0.2671525204130292
ACH-000549,-0.32812991085372656
ACH-000550,-0.3682022341136078
ACH-000552,-0.1343587805917254
ACH-000556,-0.1287383914961888
ACH-000557,-0.2339024870607828
ACH-000569,0.02935683889496825
ACH-000570,-0.0016888301811763982
ACH-000571,-0.2504465375635818
ACH-000573,-0.3645011241227825
ACH-000576,-0.016824451231180947
ACH-000579,-0.2313400589004833
ACH-000580,-0.4478210989004
ACH-000584,-0.4412555227915686
ACH-000585,-0.4333445442301379
ACH-000588,-0.41354661631210826
ACH-000589,-0.18296858879216504
ACH-000591,-0.17361725978153833
ACH-000593,-0.3044153445537845
ACH-000600,-0.17730536379837022
ACH-000601,-0.113901269353278
ACH-000605,-0.08339235044252379
ACH-000606,-0.27105600281505443
ACH-000608,-0.2569361022548358
ACH-000614,-0.2773390348553452
ACH-000616,-0.24268861257147556
ACH-000618,-0.2305191467485132
ACH-000619,-0.22635494501115824
ACH-000620,-0.1049573203484332
ACH-000621,-0.2672332446819097
ACH-000622,-0.2360777915201787
ACH-000623,-0.18732374745683675
ACH-000624,-0.3492249896945825
ACH-000627,-0.3621426095559136
ACH-000630,-0.2606019587317159
ACH-000631,-0.09148959881166392
ACH-000632,-0.2021961348136155
ACH-000633,-0.09178946528236022
ACH-000637,-0.3513835879806492
ACH-000638,-0.3693544078162564
ACH-000646,-0.20717120764304214
ACH-000647,-0.1881925006600464
ACH-000648,-0.3281926353643619
ACH-000649,-0.3018359749973761
ACH-000651,-0.07710744441395301
ACH-000652,-0.1204274566346572
ACH-000653,-0.3313357889222488
ACH-000657,-0.20134690379119488
ACH-000658,-0.17158781534288933
ACH-000661,-0.2309400508369813
ACH-000662,-0.17690853539968038
ACH-000663,-0.3663856965286063
ACH-000665,-0.262712836160168
ACH-000671,-0.17536639948355606
ACH-000672,-0.4733380195663103
ACH-000673,-0.3343699776567742
ACH-000676,-0.3323278189784436
ACH-000677,-0.2740533360177441
ACH-000681,-0.2237025761823325
ACH-000683,-0.2865101189759286
ACH-000684,-0.1704676222853345
ACH-000688,-0.4527115527258099
ACH-000693,-0.2808214224836809
ACH-000694,-0.19230175699590926
ACH-000695,-0.13586966175690462
ACH-000696,-0.2701400485484768
ACH-000697,-0.12568642744688
ACH-000699,-0.26126125698212505
ACH-000701,-0.4043318141334503
ACH-000706,-0.2497709328489623
ACH-000711,-0.15972326854047358
ACH-000713,-0.3823012713549069
ACH-000714,-0.1810645173059926
ACH-000718,-0.2998723857310505
ACH-000720,-0.20204970990798052
ACH-000721,-0.16264462845879227
ACH-000724,-0.3655122285126496
ACH-000725,-0.15677298323874025
ACH-000732,-0.11313629867652852
ACH-000734,-0.2458387137052377
ACH-000735,-0.3052691130752549
ACH-000736,-0.2252743233385207
ACH-000738,-0.17022455404084594
ACH-000746,-0.1429889136264317
ACH-000747,-0.04304594794400731
ACH-000748,-0.2222421254430696
ACH-000753,-0.21114674440048475
ACH-000756,-0.18964070443448755
ACH-000757,-0.09892917181897344
ACH-000758,-0.2191488826537729
ACH-000760,-0.2254802671767611
ACH-000762,-0.25480647175625715
ACH-000763,-0.2375194352634365
ACH-000764,-0.24707299251494386
ACH-000765,-0.26674164800804395
ACH-000766,-0.2701524285020308
ACH-000767,-0.2345011987919513
ACH-000768,-0.3698249939039561
ACH-000769,-0.33075788925776184
ACH-000770,-0.6230907369385774
ACH-000771,-0.1833341500621354
ACH-000773,-0.21546482169099712
ACH-000776,-0.25246207031677603
ACH-000777,-0.4624087124353979
ACH-000778,-0.3575974800971252
ACH-000781,-0.03551927092087643
ACH-000782,-0.5384566834096568
ACH-000783,-0.2640678796064378
ACH-000784,-0.2273419003190493
ACH-000785,-0.4783833256537387
ACH-000787,-0.3011954348694441
ACH-000788,-0.21019433759170508
ACH-000791,-0.35830000573214
ACH-000792,-0.2023121105925026
ACH-000794,-0.5121764763471096
ACH-000796,-0.4803112733143258
ACH-000798,-0.32347838447904004
ACH-000799,-0.4199664821098375
ACH-000800,-0.2969472369815216
ACH-000802,-0.2999197487699209
ACH-000804,-0.1428628190444136
ACH-000805,-0.3076776916522142
ACH-000809,-0.7901785081190553
ACH-000810,-0.4228450648373584
ACH-000811,-0.2357800871414093
ACH-000817,-0.24833337963058286
ACH-000819,-0.02548609073254095
ACH-000820,-0.4959766229175192
ACH-000821,-0.1855286169929236
ACH-000822,-0.2091946885783242
ACH-000823,-0.35299324602747023
ACH-000824,-0.15515841139188236
ACH-000827,-0.1662414153807763
ACH-000829,-0.4972887809748233
ACH-000831,0.03427777671062108
ACH-000832,-0.6642528652974359
ACH-000833,-0.2939384802559549
ACH-000834,-0.5386363622740219
ACH-000835,-0.4790527775925969
ACH-000836,-0.2359699182814333
ACH-000837,-0.3048350420787295
ACH-000838,-0.2977037581477608
ACH-000839,-0.0996474933805816
ACH-000840,-0.29496759797921585
ACH-000841,-0.40484400731107545
ACH-000843,-0.3498505288194109
ACH-000846,-0.17826931204130822
ACH-000847,-0.17870490444584766
ACH-000848,-0.03541405005873677
ACH-000849,-0.10150724341839636
ACH-000851,-0.05015943108182385
ACH-000855,-0.4615094305097882
ACH-000856,-0.32142859061047435
ACH-000858,-0.3027083434123081
ACH-000859,-0.27704254413391605
ACH-000861,-0.30292125169434964
ACH-000862,-0.3103226294664639
ACH-000865,-0.4813645711094693
ACH-000866,-0.03640123444517927
ACH-000867,-0.2669187450755324
ACH-000869,-0.2511599572118897
ACH-000872,-0.15623547869124094
ACH-000873,-0.2629686562155412
ACH-000876,-0.21821165390743455
ACH-000878,-0.3764696922213413
ACH-000880,-0.18466505504332545
ACH-000881,-0.34806517463881714
ACH-000882,-0.2094434563594064
ACH-000884,-0.17144647619926154
ACH-000885,-0.13247739014329268
ACH-000887,-0.2280362682375025
ACH-000889,-0.22232109788082127
ACH-000896,-0.10476991635764643
ACH-000898,-0.19868985324695726
ACH-000900,-0.27209339339573835
ACH-000901,-0.37882515391069815
ACH-000905,-0.31294578852975097
ACH-000906,-0.3811629020900882
ACH-000907,-0.31862761888976443
ACH-000910,-0.1416176676839837
ACH-000911,-0.16773015249464493
ACH-000912,-0.2519676279788617
ACH-000913,-0.28251877415945675
ACH-000915,-0.19647999439199576
ACH-000916,-0.19722781651766091
ACH-000917,-0.3971824427163492
ACH-000920,0.3333152319086374
ACH-000921,-0.3176663420454666
ACH-000924,-0.16150200319081653
ACH-000926,-0.10788222518028392
ACH-000928,-0.3975360885052493
ACH-000929,-0.22432969210180867
ACH-000932,-0.1895841579540538
ACH-000935,-0.3138508593310298
ACH-000936,-0.1752496028161253
ACH-000937,-0.2233851977648723
ACH-000938,-0.5577039217324764
ACH-000939,-0.0856892006645607
ACH-000941,-0.2550245423907712
ACH-000943,-0.18049964453760048
ACH-000946,-0.4690035680597136
ACH-000947,-0.3201500474733566
ACH-000948,-0.13549748256258567
ACH-000950,-0.18746649298359824
ACH-000953,-0.22440397531960665
ACH-000954,-0.2944627203168556
ACH-000957,-0.3496422967185619
ACH-000958,-0.3240856500256944
ACH-000960,-0.4801066174017104
ACH-000963,-0.2847503369447748
ACH-000968,-0.12602438535747304
ACH-000969,-0.18787003289517906
ACH-000972,-0.4757866764019061
ACH-000973,-0.2586081793235689
ACH-000974,-0.5051321249212974
ACH-000978,-0.263901382526828
ACH-000984,-0.2972047116035389
ACH-000986,-0.12525439184779324
ACH-000988,-0.1782822763870509
ACH-000993,-0.2900992197732977
ACH-000994,-0.17482889427479004
ACH-000996,-0.2970456467805125
ACH-001001,-0.4992819692952951
ACH-001020,-0.5459937711918919
ACH-001028,-0.2307852410853959
ACH-001031,-0.3691347703629446
ACH-001038,-0.20657312909933434
ACH-001048,-0.1257060173438914
ACH-001050,-0.3306190653359913
ACH-001053,-0.3024488403695952
ACH-001054,-0.14914176260380385
ACH-001061,-0.11607795531025865
ACH-001067,-0.2817433933418633
ACH-001075,-0.33212263277463844
ACH-001096,-0.3598763715609173
ACH-001111,-0.11022852175718632
ACH-001119,-0.1985032354495168
ACH-001128,-0.4671938691553854
ACH-001134,-0.13462298826520847
ACH-001151,-0.32251198469075626
ACH-001163,-0.21707418654967545
ACH-001164,-0.2465820199563573
ACH-001183,-0.4305287928810089
ACH-001192,-0.18016257252517265
ACH-001193,-0.06149938844418181
ACH-001196,-0.15451225610522912
ACH-001197,-0.490806202202712
ACH-001205,-0.08787875699968929
ACH-001211,-0.28626885667240226
ACH-001212,-0.20434537079881834
ACH-001228,-0.2609368221928605
ACH-001232,-0.5483675969098981
ACH-001239,-0.2664199290055903
ACH-001270,-0.25068741274665696
ACH-001274,-0.25115881449801924
ACH-001275,-0.15162660149665724
ACH-001277,-0.24712627704171025
ACH-001278,-0.2405397141368673
ACH-001280,-0.3732759185542791
ACH-001283,-0.15403109571181595
ACH-001289,-0.09506021650330562
ACH-001300,-0.22194308301697516
ACH-001301,-0.21240598814592174
ACH-001302,-0.18088134419652416
ACH-001306,-0.31679337688561304
ACH-001318,-0.1253391669185175
ACH-001322,-0.06737132440372813
ACH-001328,-0.15693446359110458
ACH-001332,-0.24999041110734085
ACH-001336,-0.412470896546145
ACH-001346,-0.18906723089007954
ACH-001353,-0.4078482197497606
ACH-001354,-0.3533462440672219
ACH-001367,-0.20103383221751803
ACH-001368,-0.2644303394535003
ACH-001374,-0.2713343418074683
ACH-001377,-0.08796408204430438
ACH-001380,-0.1773076383454953
ACH-001391,-0.3164369570875765
ACH-001408,-0.3190966042092088
ACH-001430,-0.19879777794045533
ACH-001431,-0.3259985779064863
ACH-001450,-0.2668603227705617
ACH-001496,-0.17362370766989427
ACH-001500,-0.10039875949716873
ACH-001523,-0.3544089882988753
ACH-001532,-0.40846412900990975
ACH-001550,-0.2794617178159781
ACH-001552,-0.1631658760708554
ACH-001554,-0.2725679220609082
ACH-001654,-0.3814276178685221
ACH-001735,-0.5614391636422166
ACH-001736,-0.7716783746887881
ACH-001737,-0.2634554352801597
ACH-001740,-0.521601872233426
ACH-001745,-0.519139757589811
ACH-001765,-0.6446111788291857
