,UBE2T (29089)
ACH-000004,-0.3654995853505576
ACH-000005,-0.2358468711308519
ACH-000007,-0.1345419027542612
ACH-000009,-0.26441327431816025
ACH-000011,-0.18716759920819465
ACH-000012,-0.182290227318142
ACH-000013,-0.2853584930463785
ACH-000014,-0.2769999954120494
ACH-000015,-0.04556004368877018
ACH-000017,-0.17434417224363954
ACH-000018,-0.24705565627726375
ACH-000019,-0.4090178380866321
ACH-000021,-0.34468814756090144
ACH-000022,-0.1917681121749356
ACH-000025,-0.1905759822845648
ACH-000028,-0.23971836614686615
ACH-000030,-0.09974982900887697
ACH-000035,-0.23330272694826626
ACH-000036,-0.3182435272193398
ACH-000037,-0.11446434083304954
ACH-000039,-0.3078758624466435
ACH-000040,-0.16452780003719394
ACH-000041,-0.12735717339157235
ACH-000042,-0.143699449549788
ACH-000045,-0.5017565181213282
ACH-000047,-0.17341981865680414
ACH-000052,-0.3157509137626653
ACH-000053,-0.11690076213754275
ACH-000054,-0.11386170934256767
ACH-000055,-0.3776573072294858
ACH-000060,-0.2616969249543894
ACH-000067,-0.19698178453473275
ACH-000070,-0.3364958530614827
ACH-000075,-0.21308586609060412
ACH-000078,-0.2344683121685082
ACH-000082,-0.4536502839073775
ACH-000085,-0.008015237057289315
ACH-000086,-0.19758298120942436
ACH-000087,-0.5040647464649113
ACH-000092,-0.2504049764783086
ACH-000095,-0.3323238985742755
ACH-000097,-0.16467467686430834
ACH-000098,-0.26665588038759563
ACH-000099,-0.38198917991071657
ACH-000108,-0.19420645175564535
ACH-000113,-0.39458004201490976
ACH-000116,-0.2671417624345699
ACH-000118,-0.3761260867082063
ACH-000120,-0.4355232911519172
ACH-000123,-0.23395400643581
ACH-000127,-0.33891008796179994
ACH-000128,-0.11087644099704297
ACH-000132,-0.5095472609916974
ACH-000133,-0.3996184024429403
ACH-000137,-0.0874988420722206
ACH-000138,-0.09300658498174444
ACH-000142,-0.30754421014664257
ACH-000143,-0.43940508345994855
ACH-000146,-0.3041966228589568
ACH-000148,-0.3212889570682259
ACH-000150,-0.2599713513047735
ACH-000152,-0.2493497078555297
ACH-000153,-0.4151638285811443
ACH-000159,-0.12011533310139845
ACH-000160,-0.18700578678110946
ACH-000163,-0.3230703769826069
ACH-000167,-0.5710647467040036
ACH-000168,-0.4458763594419001
ACH-000169,-0.03876202876708942
ACH-000178,-0.016362970988928516
ACH-000183,-0.029834959428460112
ACH-000188,-0.17042997497459464
ACH-000189,-0.3491772893815129
ACH-000190,-0.2731274680752573
ACH-000198,-0.5644220569710512
ACH-000203,-0.5758901984229362
ACH-000204,-0.25080958012130944
ACH-000206,-0.4073126241741445
ACH-000207,-0.17146225132516107
ACH-000208,-0.2266787767320469
ACH-000210,-0.14722092016606295
ACH-000211,-0.2601216888760317
ACH-000215,-0.23249291350962226
ACH-000221,-0.13060630367882628
ACH-000222,-0.17946392669100586
ACH-000223,-0.28814650271608816
ACH-000226,-0.2062129025366777
ACH-000227,-0.3212409657399133
ACH-000228,-0.3482936137202296
ACH-000231,-0.3098785231900501
ACH-000232,-0.20446015814805726
ACH-000233,-0.17883123431167272
ACH-000234,-0.31165607283493696
ACH-000235,-0.17071976457539814
ACH-000237,-0.2959860050462897
ACH-000238,-0.3259751058346432
ACH-000242,-0.5049629743994346
ACH-000243,-0.2527064868579058
ACH-000244,-0.4245153913577575
ACH-000246,-0.2302814713102513
ACH-000248,-0.21353304396533185
ACH-000250,-0.06852339344746712
ACH-000251,-0.15658884976203055
ACH-000252,-0.2573892912547319
