,EVA1C (59271)
ACH-000004,0.03937635186099627
ACH-000005,-0.07175834301784068
ACH-000007,0.010900448610214318
ACH-000009,-0.3318015352057091
ACH-000011,-0.2529709582581216
ACH-000012,-0.1860973731600858
ACH-000013,-0.11079448378315478
ACH-000014,-0.1193596616737414
ACH-000015,-0.2255577219920893
ACH-000017,-0.18938345789231825
ACH-000018,-0.14558355463920794
ACH-000019,-0.3638188438879099
ACH-000021,-0.15915869487820594
ACH-000022,-0.2923328754285054
ACH-000025,-0.23118093822441266
ACH-000028,-0.11336156883165965
ACH-000030,-0.2442637362577485
ACH-000035,-0.10952607549054134
ACH-000036,-0.017410130641097917
ACH-000037,-0.21940458011661687
ACH-000039,-0.3368996589885529
ACH-000040,-0.18693847030556046
ACH-000041,-0.17084186951045394
ACH-000042,-0.2563321584696812
ACH-000045,-0.2958442917874005
ACH-000047,-0.2428213076036568
ACH-000052,-0.1389490947957081
ACH-000053,-0.0984181426699407
ACH-000054,-0.3434345889125018
ACH-000055,-0.24423599370081675
ACH-000060,-0.20616851244760653
ACH-000067,-0.22193172755683885
ACH-000070,-0.05059940328321507
ACH-000075,-0.22427085149403173
ACH-000078,-0.13699992743859574
ACH-000082,-0.0341716008376125
ACH-000085,0.02476385347404958
ACH-000086,-0.21234493080136524
ACH-000087,-0.15411765008483894
ACH-000092,-0.05455184704979247
ACH-000095,-0.0727843734293557
ACH-000097,-0.3988780751254339
ACH-000098,-0.18254310803225887
ACH-000099,-0.17953881842958255
ACH-000108,-0.1772026374871344
ACH-000113,-0.18945901912767715
ACH-000116,-0.3955318406483063
ACH-000118,-0.16539103741931996
ACH-000120,-0.22575968406219285
ACH-000123,-0.06704450885334276
ACH-000127,-0.13059682024648805
ACH-000128,-0.2818827977579848
ACH-000132,-0.2306539760104025
ACH-000133,-0.18507439721615904
ACH-000137,-0.10325389086386094
ACH-000138,-0.21636993411672886
ACH-000142,-0.28468585567051546
ACH-000143,-0.23148060841904386
ACH-000146,-0.07968425475745347
ACH-000148,-0.1170170507468564
ACH-000150,-0.20721482634933955
ACH-000152,-0.26951508577054883
ACH-000153,-0.3382416074233055
ACH-000159,-0.2251179733801085
ACH-000160,-0.2842863980323667
ACH-000163,-0.09356527537527247
ACH-000167,-0.2591247880002423
ACH-000168,-0.4054151068254567
ACH-000169,-0.2329382198000852
ACH-000178,-0.25784915743205644
ACH-000183,-0.14292632853534887
ACH-000188,-0.2838304802466167
ACH-000189,-0.405120159605455
ACH-000190,-0.19514886800537595
ACH-000198,-0.21217683687101654
ACH-000203,-0.09948742307575274
ACH-000204,-0.2609210418860563
ACH-000206,-0.06387707091156188
ACH-000207,-0.2299249107214925
ACH-000208,-0.34083805755676505
ACH-000210,-0.2059604609545405
ACH-000211,-0.2414223898494535
ACH-000215,-0.04436701343346108
ACH-000221,-0.2659945080954864
ACH-000222,-0.2415102171331653
ACH-000223,-0.2151016933231032
ACH-000226,-0.18583416672598285
ACH-000227,-0.2268211694356117
ACH-000228,-0.15869732068739265
ACH-000231,-0.23806984191090896
ACH-000232,-0.11528132810290427
ACH-000233,-0.16642397122644892
ACH-000234,-0.15159602737347566
ACH-000235,-0.1232465162467582
ACH-000237,-0.2434405709637432
ACH-000238,-0.29384173380499595
ACH-000242,-0.44327030350604696
ACH-000243,-0.1570021207591091
ACH-000244,-0.27465947092159426
ACH-000246,-0.2111774203210033
ACH-000248,-0.06305099812954669
ACH-000250,-0.2329347746583772
ACH-000251,-0.09338676369980828
ACH-000252,-0.13199420159225095
ACH-000253,-0.13851685311704764
ACH-000255,-0.2662704595339522
ACH-000256,-0.01982445213891757
ACH-000257,-0.292665435555782
ACH-000258,-0.003247082371438943
ACH-000259,-0.1804780296580641
ACH-000260,-0.19275649063887346
ACH-000261,-0.17327030533122956
ACH-000262,-0.04080620347355298
ACH-000263,-0.18845438268173104
ACH-000264,-0.20080228957085966
ACH-000265,-0.21686028449552314
ACH-000266,-0.2721686232717677
ACH-000272,-0.17930963520222104
ACH-000274,-0.32318683020019395
ACH-000277,-0.22391033839971505
ACH-000278,-0.09002611231605279
ACH-000279,-0.20300926264525365
ACH-000280,-0.16248119865820024
ACH-000281,-0.2772073525499129
ACH-000288,-0.2967096356176501
ACH-000291,-0.1905791891246402
ACH-000293,-0.10732267914930356
ACH-000294,-0.09181555000355
ACH-000295,-0.2613034462282242
ACH-000296,-0.18342921549101987
ACH-000302,-0.3000198681944583
ACH-000304,-0.21994974837141146
ACH-000307,-0.3104693962051909
ACH-000308,-0.2429574047505305
ACH-000310,-0.1857374714397864
ACH-000311,-0.20885868216209813
ACH-000312,-0.3688001600546581
ACH-000315,-0.3751166462591548
ACH-000316,-0.15120972056602006
ACH-000317,-0.26264642262038546
ACH-000318,-0.24347630332646664
ACH-000319,-0.2637289297637998
ACH-000320,-0.005031359634379751
ACH-000322,-0.181258104480602
ACH-000323,-0.024390160507345996
ACH-000324,-0.2591225732137902
ACH-000329,-0.17322966073885107
ACH-000330,-0.059594842488312864
ACH-000331,-0.14976030055717365
ACH-000332,-0.3021800630753643
ACH-000334,-0.3354451316197794
ACH-000335,-0.11292652846983757
ACH-000336,-0.1302158684290528
ACH-000337,-0.2618745057150113
ACH-000338,-0.4684526867021847
ACH-000339,-0.141408521010927
ACH-000341,-0.1759752593287561
ACH-000348,-0.20780940602698766
ACH-000350,-0.09158898496595308
ACH-000352,-0.20282278726825576
ACH-000356,-0.16819082386485568
ACH-000361,-0.04549719956515975
ACH-000362,-0.12577536245777482
ACH-000363,-0.3089280837976185
ACH-000364,-0.2768206015193931
ACH-000365,-0.3073700979916723
ACH-000366,-0.3985950403260834
ACH-000368,-0.07619263504940517
ACH-000374,-0.2309260600110586
ACH-000375,-0.4515863955162142
ACH-000376,-0.3072726301438369
ACH-000381,-0.2916061657923887
ACH-000383,-0.0864593482151017
ACH-000387,-0.2524194316971342
ACH-000389,-0.21294492661732886
ACH-000390,-0.19510218102582166
ACH-000393,-0.2635025180787252
ACH-000395,-0.2054324391587916
ACH-000396,-0.2542101312625641
ACH-000397,-0.2487514769734687
ACH-000401,-0.0007696702095232578
ACH-000402,0.09299292315838864
ACH-000403,-0.2291130849147618
ACH-000404,-0.15071824006164888
ACH-000406,-0.1473940078898806
ACH-000407,-0.07357402522929861
ACH-000408,-0.19023282463925445
ACH-000410,-0.17391477714334125
ACH-000411,-0.10344407227191836
ACH-000414,-0.13059159035611
ACH-000415,-0.3820861376966597
ACH-000416,-0.12417443316931727
ACH-000420,-0.4154989305321641
ACH-000421,-0.09242870910402112
ACH-000424,-0.1918326665028464
ACH-000425,-0.149609157600315
ACH-000426,0.09115553938182168
ACH-000427,-0.32678609737913483
ACH-000433,-0.2295564492230708
ACH-000435,-0.4722506997910994
ACH-000436,-0.25747503639941016
ACH-000444,-0.2060234966778582
ACH-000445,-0.0035571882596058383
ACH-000448,-0.14115476920184705
ACH-000450,-0.001081640721120861
ACH-000452,-0.24110643661505754
ACH-000454,-0.1155482418853327
ACH-000458,0.0375295506877883
ACH-000459,-0.03798798513134898
ACH-000460,-0.3415065986271747
ACH-000461,-0.2773513640576099
ACH-000463,-0.2166004061459512
ACH-000464,-0.2269135700157784
ACH-000466,-0.2274522576560757
ACH-000467,-0.2090966602122497
ACH-000468,-0.22973639366704815
ACH-000469,-0.01634314788543436
ACH-000470,-0.22186770377648327
ACH-000471,-0.3221171843076536
ACH-000472,-0.1331582040599298
ACH-000473,-0.292429655885084
ACH-000475,-0.20228966206069726
ACH-000476,-0.2462281692095925
ACH-000477,-0.10908796825244016
ACH-000479,-0.23545263294280774
ACH-000480,-0.2538634115857692
ACH-000481,-0.342567242578776
ACH-000483,-0.19833851799914168
ACH-000484,-0.2699133616554221
ACH-000485,0.011684435764575346
ACH-000486,-0.2951531548102342
ACH-000487,-0.2820373591607321
ACH-000488,-0.3117220341268727
ACH-000490,-0.12630368639308368
ACH-000491,-0.19356833015751568
ACH-000495,-0.13607438314439516
ACH-000496,-0.2426690722639533
ACH-000499,-0.21064542700546268
ACH-000500,-0.3128354321297746
ACH-000502,-0.20010632923652866
ACH-000503,-0.2833445515096543
ACH-000505,-0.2294320311851907
ACH-000507,-0.2583896765532194
ACH-000510,-0.11006182559920093
ACH-000511,-0.1935684233319622
ACH-000512,-0.23673086110419544
ACH-000516,-0.1529240672854093
ACH-000517,-0.14405620266204475
ACH-000518,-0.04588880595104418
ACH-000520,-0.2846300471050697
ACH-000521,-0.09155264914671464
ACH-000522,-0.2628345830364118
ACH-000524,-0.22000066155695994
ACH-000527,-0.17480584321169554
ACH-000528,-0.21049781461338493
ACH-000537,-0.3517353407263391
ACH-000541,-0.2386164337872255
ACH-000542,-0.24036679995702614
ACH-000544,-0.19830413217113646
ACH-000545,-0.05068670246924102
ACH-000547,-0.4314337256327333
ACH-000548,-0.3109179533608731
ACH-000549,-0.1259282005791863
ACH-000550,-0.228345357340362
ACH-000552,-0.3334107957455553
ACH-000556,-0.14366024023727705
ACH-000557,-0.20900849783414935
ACH-000569,-0.23552877436669456
ACH-000570,-0.2761296206457385
ACH-000571,-0.18262588389095655
ACH-000573,-0.20823953662535927
ACH-000576,-0.155571604797428
