,EVA1C (59271)
ACH-000579,-0.3300137708971424
ACH-000580,-0.2134884333830828
ACH-000584,-0.29957132221563393
ACH-000585,-0.16458958136581767
ACH-000588,-0.12423259816532745
ACH-000589,-0.412545046754871
ACH-000591,-0.1616270239022053
ACH-000593,-0.2013475713991749
ACH-000600,-0.1111682841607824
ACH-000601,-0.176880525017655
ACH-000605,-0.3280136310831107
ACH-000606,-0.1898108760562021
ACH-000608,-0.18301369649202864
ACH-000614,-0.2352824208428157
ACH-000616,-0.2971868195795711
ACH-000618,-0.12920555355706534
ACH-000619,-0.1634765078463334
ACH-000620,-0.2621483680508653
ACH-000621,-0.2140836053808292
ACH-000622,-0.22234801043552385
ACH-000623,-0.1252274955570402
ACH-000624,-0.14989036903704925
ACH-000627,-0.12504660961611608
ACH-000630,-0.32885332179324184
ACH-000631,-0.1457387274931939
ACH-000632,-0.18323321593505498
ACH-000633,-0.2240617603017336
ACH-000637,-0.0914550272100222
ACH-000638,-0.33197719676275034
ACH-000646,-0.0997732001973772
ACH-000647,-0.14513243664883385
ACH-000648,-0.11676685444997625
ACH-000649,-0.18917629136827327
ACH-000651,-0.21603005999880528
ACH-000652,-0.19993823366078092
ACH-000653,-0.3031528109851543
ACH-000657,-0.3102313275124154
ACH-000658,-0.3180207698358225
ACH-000661,-0.22998811451898976
ACH-000662,-0.3550106297860712
ACH-000663,-0.30617246075426224
ACH-000665,-0.17721280224340266
ACH-000671,-0.10615441969135132
ACH-000672,-0.19335145601400552
ACH-000673,-0.2252820783833879
ACH-000676,-0.10450157620129907
ACH-000677,-0.11812784324155715
ACH-000681,-0.04845533728171349
ACH-000683,-0.2563068442969549
ACH-000684,-0.08216490625542522
ACH-000688,-0.16319993274495986
ACH-000693,-0.2167225428000066
ACH-000694,-0.2582708927981319
ACH-000695,-0.3035587751103182
ACH-000696,-0.16916941605412691
ACH-000697,-0.1082702290312528
ACH-000699,-0.1551006899928579
ACH-000701,-0.16414367351185602
ACH-000706,-0.15727230812372708
ACH-000711,-0.07600023439036853
ACH-000713,-0.22935729533254898
ACH-000714,-0.2723762789095325
ACH-000718,-0.19205627542927894
ACH-000720,-0.19087044394237507
ACH-000721,-0.20815105033935874
ACH-000724,-0.2288687551659583
ACH-000725,-0.11732957276137718
ACH-000732,-0.2780627312764446
ACH-000734,-0.3114791797320489
ACH-000735,-0.2996492842559498
ACH-000736,-0.12460771342966542
ACH-000738,-0.19613062093261555
ACH-000746,-0.3679217778667722
ACH-000747,-0.2013709375017667
ACH-000748,-0.3701957060244651
ACH-000753,-0.1040057573950116
ACH-000756,-0.3896901002006581
ACH-000757,-0.23370070019350755
ACH-000758,-0.22732421953931764
ACH-000760,-0.11379265106617648
ACH-000762,-0.21609631638841173
ACH-000763,0.027580571691728697
ACH-000764,-0.4248149980932765
ACH-000765,0.1179927918282217
ACH-000766,-0.17841973880348
ACH-000767,-0.12692286168896744
ACH-000768,-0.07861116473521358
ACH-000769,-0.2917135211342156
ACH-000770,-0.2953985034953629
ACH-000771,-0.19367041117481507
ACH-000773,-0.2724985849752704
ACH-000776,-0.33871545514701257
ACH-000777,-0.2212632275632232
ACH-000778,-0.15654465331816322
ACH-000781,-0.23874527838897924
ACH-000782,-0.030577721842803
ACH-000783,-0.28481543337798154
ACH-000784,-0.1814879156756154
ACH-000785,-0.32323879316929377
ACH-000787,-0.2847105617315491
ACH-000788,-0.24299208226816565
ACH-000791,-0.2386142789961788
ACH-000792,-0.13200432199947612
ACH-000794,-0.2959295044831753
ACH-000796,-0.29261157218807043
ACH-000798,0.03094733733234197
ACH-000799,-0.22268520961022306
ACH-000800,-0.2425087422573864
ACH-000802,-0.3885574056518463
ACH-000804,-0.0858280923872278
ACH-000805,0.16052008180876626
ACH-000809,-0.3121029704301318
ACH-000810,-0.4164492484971728
ACH-000811,-0.14734377572733334
ACH-000817,-0.13285202755728842
ACH-000819,-0.15336859230056507
ACH-000820,-0.35299338625891713
ACH-000821,-0.0982828331427234
ACH-000822,-0.3496767026360203
ACH-000823,-0.2645165833126809
ACH-000824,-0.1815888742682206
ACH-000827,-0.21635047984246572
ACH-000829,-0.2008363651164604
ACH-000831,-0.2913614539914147
ACH-000832,-0.06458369362182277
ACH-000833,-0.3369350223522273
ACH-000834,-0.09906164342324268
ACH-000835,-0.21889357218411604
ACH-000836,-0.1347010802102707
ACH-000837,-0.2427006324218302
ACH-000838,-0.05540725203090573
ACH-000839,-0.20494866399527306
ACH-000840,-0.10130419033855273
ACH-000841,0.04624537565579186
ACH-000843,-0.28150395964357344
ACH-000846,-0.023863592355715
ACH-000847,-0.2734877646657727
ACH-000848,-0.19442358251788305
ACH-000849,-0.24695826349713226
ACH-000851,-0.0594293945694005
ACH-000855,-0.3608258596249763
ACH-000856,-0.14274839678392073
ACH-000858,-0.11121324192719532
ACH-000859,-0.15216493583900026
ACH-000861,-0.15571344776902468
ACH-000862,-0.19887534791821676
ACH-000865,-0.28106375640208586
ACH-000866,-0.19228340420721265
ACH-000867,-0.10481793311550278
ACH-000869,-0.22565132076185515
ACH-000872,-0.13170303305855746
ACH-000873,-0.25756305031961296
ACH-000876,-0.1761595451427665
ACH-000878,-0.1609236834541412
ACH-000880,-0.3792905334350815
ACH-000881,-0.07215065458672706
ACH-000882,-0.07321881661964673
ACH-000884,-0.3483148666422713
ACH-000885,-0.12348259679911798
ACH-000887,-0.2908903774602951
ACH-000889,-0.4145176794549664
ACH-000896,-0.11345533749445146
ACH-000898,-0.12366866234992464
ACH-000900,-0.2248455293847328
ACH-000901,-0.2086559929131903
ACH-000905,-0.25719907124192626
ACH-000906,-0.2761363828578108
ACH-000907,-0.13811957090114216
ACH-000910,-0.2569141262480609
ACH-000911,-0.2225323762946976
ACH-000912,-0.09788774133995558
ACH-000913,-0.11293384002171918
ACH-000915,-0.13114995193905146
ACH-000916,-0.3853050839397732
ACH-000917,-0.1312944177993024
ACH-000920,-0.3131631433233717
ACH-000921,-0.3866901157989766
ACH-000924,-0.3068355599016375
ACH-000926,-0.2608036723353009
ACH-000928,0.01365613032515588
ACH-000929,-0.3396346921472446
ACH-000932,-0.200560285124252
ACH-000935,-0.1399842586988976
ACH-000936,-0.2019490555665875
ACH-000937,-0.2119100915183109
ACH-000938,-0.16158974699430556
ACH-000939,-0.11955089314469075
ACH-000941,-0.20027529757625911
ACH-000943,-0.08072234572187709
ACH-000946,-0.22439676305901568
ACH-000947,-0.3449192109452545
ACH-000948,-0.19755195684407614
ACH-000950,-0.3163869744374316
ACH-000953,-0.13844853859611422
ACH-000954,-0.10571954841854904
ACH-000957,-0.07829753528749663
ACH-000958,-0.3378156097453455
ACH-000960,-0.04073875839449416
ACH-000963,-0.32897475452517555
ACH-000968,-0.16582454531163246
ACH-000969,-0.10010279164264196
ACH-000972,-0.28996538380672804
ACH-000973,-0.0588223018646144
ACH-000974,-0.208877657229451
ACH-000978,-0.15425132783239376
ACH-000984,-0.2585660659867403
ACH-000986,-0.35901011536306465
ACH-000988,-0.15099418157512626
ACH-000993,-0.26516377837389365
ACH-000994,-0.10789110809400773
ACH-000996,-0.3238243062548957
ACH-001001,-0.2866423231265747
ACH-001020,-0.3885615060731121
ACH-001028,-0.2347515929830943
ACH-001031,-0.101403452719056
ACH-001038,-0.15603795687790686
ACH-001048,-0.22909697064747445
ACH-001050,-0.06732372968646706
ACH-001053,-0.1848114682154375
ACH-001054,-0.322770871698688
ACH-001061,-0.30650568086303825
ACH-001067,-0.1224337267101586
ACH-001075,-0.21478110178984414
ACH-001096,-0.3105751109880635
ACH-001111,-0.33138914074762954
ACH-001119,-0.2303899790462108
ACH-001128,-0.4377301289791973
ACH-001134,-0.15321525812402964
ACH-001151,-0.2076776186152133
ACH-001163,-0.23131962834133984
ACH-001164,-0.031258365916677286
ACH-001183,-0.30873556738100594
ACH-001192,-0.14332220392661665
ACH-001193,-0.04813008367471917
ACH-001196,-0.24387556835628546
ACH-001197,-0.4136075494537441
ACH-001205,-0.19544816053292016
ACH-001211,-0.0971591324301598
ACH-001212,-0.11577228272315045
ACH-001228,-0.25695867540642603
ACH-001232,-0.1231696115392423
ACH-001239,-0.09819700265490547
ACH-001270,-0.1539458307486756
ACH-001274,-0.192287329811234
ACH-001275,-0.1205669358014444
ACH-001277,-0.09844257814258227
ACH-001278,-0.15370960913573548
ACH-001280,-0.1959407563293391
ACH-001283,-0.16556796670844412
ACH-001289,-0.2549519529210356
ACH-001300,-0.4009939273599273
ACH-001301,-0.26523909835187803
ACH-001302,-0.5362888182128145
ACH-001306,-0.34556995314235145
ACH-001318,-0.023094144897382842
ACH-001322,-0.2664510424581853
ACH-001328,-0.034900929875450994
ACH-001332,-0.3566996225581825
ACH-001336,-0.3178075992417297
ACH-001346,-0.12168826549296427
ACH-001353,-0.2550417270003421
ACH-001354,-0.3588573519265272
ACH-001367,-0.08548212964773051
ACH-001368,-0.08776474076240835
ACH-001374,-0.2562278825141501
ACH-001377,-0.26554939080819234
ACH-001380,-0.2901624881219242
ACH-001391,-0.355148871465986
ACH-001408,-0.07802306677119428
ACH-001430,-0.15189155213115252
ACH-001431,-0.08302406826793264
ACH-001450,0.04754112447840751
ACH-001496,-0.18033751997899652
ACH-001500,-0.17122460081587726
ACH-001523,-0.3146153103126804
ACH-001532,-0.08619675969058907
ACH-001550,-0.2980081685490906
ACH-001552,-0.05020612155701325
ACH-001554,-0.31490335114743684
ACH-001654,-0.07432053667251459
ACH-001735,-0.3223750023930773
ACH-001736,-0.12577349691523018
ACH-001737,-0.03083927768851278
ACH-001740,-0.1789026487195294
ACH-001745,-0.13388689707827686
ACH-001765,-0.08604664312347557
