,RIT1 (6016)
ACH-000004,-0.18634232045445615
ACH-000005,-0.20751973753200714
ACH-000007,-0.06346691669905659
ACH-000009,-0.2525656630262624
ACH-000011,-0.08362061836328563
ACH-000012,-0.1462511551055786
ACH-000013,-0.14728146032800693
ACH-000014,-0.08163164833620726
ACH-000015,-0.19583044443255346
ACH-000017,-0.05692397996766744
ACH-000018,-0.13545621810426578
ACH-000019,-0.16889578201663108
ACH-000021,-0.1675568998292488
ACH-000022,-0.09934644379936176
ACH-000025,-0.2235121034948676
ACH-000028,-0.25594461884219954
ACH-000030,-0.06364215161824772
ACH-000035,-0.2877177021061225
ACH-000036,-0.2859650365580103
ACH-000037,-0.2352340091207063
ACH-000039,-0.1825927052145108
ACH-000040,-0.14501328366134875
ACH-000041,-0.03609095433241077
ACH-000042,-0.0327663208278499
ACH-000045,-0.17927354433243806
ACH-000047,0.05674510155406914
ACH-000052,-0.18056497640561286
ACH-000053,-0.048043247731500066
ACH-000054,-0.10635899997335947
ACH-000055,-0.2357216945405261
ACH-000060,-0.036609202378263074
ACH-000067,-0.05497695078268024
ACH-000070,-0.09216984572813333
ACH-000075,-0.3960378970761783
ACH-000078,-0.3308232431998347
ACH-000082,-0.07204884110345501
ACH-000085,-0.2644236217562439
ACH-000086,-0.3946741902037789
ACH-000087,-0.10221901076404624
ACH-000092,-0.25122734852021444
ACH-000095,-0.15158480964114018
ACH-000097,-0.07911388265294178
ACH-000098,-0.2428248587058017
ACH-000099,-0.32145052233889576
ACH-000108,-0.13148785746730035
ACH-000113,-0.09364789915961486
ACH-000116,-0.11313444086329827
ACH-000118,-0.06681659919202253
ACH-000120,-0.24581999590849216
ACH-000123,-0.11480559589785568
ACH-000127,-0.16341159353414642
ACH-000128,-0.2915679693837445
ACH-000132,-0.34164897676653705
ACH-000133,-0.23164460530486716
ACH-000137,-0.33516989675726405
ACH-000138,-0.17352815443357775
ACH-000142,-0.2893948233231925
ACH-000143,-0.2124451169374008
ACH-000146,-0.15112705478734573
ACH-000148,-0.22381150052683274
ACH-000150,-0.024440065491664584
ACH-000152,-0.11296023480558715
ACH-000153,-0.22142195748650925
ACH-000159,-0.06742194160401509
ACH-000160,-0.09224012844153637
ACH-000163,-0.04236757409103874
ACH-000167,-0.2110877687215474
ACH-000168,-0.1245241358589274
ACH-000169,-0.15942838328517853
ACH-000178,-0.07544191676248121
ACH-000183,-0.06440497585326532
ACH-000188,-0.275997481111902
ACH-000189,-0.21629812913831256
ACH-000190,-0.05816223352457831
ACH-000198,-0.3927588417112924
ACH-000203,-0.3728370417217641
ACH-000204,-0.2676737904924658
ACH-000206,0.08089318893275811
ACH-000207,-0.027872212922585463
ACH-000208,-0.23605255897544755
ACH-000210,-0.2941314301018457
ACH-000211,-0.2006376797686063
ACH-000215,-0.17773649048854082
ACH-000221,-0.041601930401068944
ACH-000222,-0.24841261438433745
ACH-000223,-0.12889167874055196
ACH-000226,-0.1165468758343153
ACH-000227,-0.17972920655740895
ACH-000228,-0.2657126635525009
ACH-000231,-0.1984204768321533
ACH-000232,-0.3308180840911725
ACH-000233,-0.04095167285065255
ACH-000234,-0.1947850620132852
ACH-000235,-0.1626530684802257
ACH-000237,-0.06942497193832993
ACH-000238,-0.13219193590991088
ACH-000242,0.21566056112934245
ACH-000243,-0.15918727307923194
ACH-000244,-0.14469497649527194
ACH-000246,-0.1962485583716906
ACH-000248,-0.1471342307218765
ACH-000250,-0.13770094333670432
ACH-000251,-0.15004136079451227
ACH-000252,-0.08568537743459655
ACH-000253,-0.17941892614749072
ACH-000255,-0.1553815190839554
ACH-000256,-0.06880592221134159
ACH-000257,-0.33095231286229576
ACH-000258,-0.4715933044846153
ACH-000259,-0.21452913945935348
ACH-000260,-0.19663847599741652
ACH-000261,-0.1926474960636727
ACH-000262,-0.13044874949632398
ACH-000263,-0.3542849019421733
ACH-000264,-0.1957258531066436
ACH-000265,-0.12226043351405401
ACH-000266,-0.1757948883570732
ACH-000272,-0.2640879869562925
ACH-000274,-0.1658018369006282
ACH-000277,-0.040225980531355336
ACH-000278,-0.1749935698092817
ACH-000279,-0.08388901684520453
ACH-000280,-0.19734506275715216
ACH-000281,-0.18700661587699768
ACH-000288,-0.2121006583130328
ACH-000291,-0.10478288282023693
ACH-000293,-0.14049605140455085
ACH-000294,-0.059963695875394685
ACH-000295,-0.0581697029575041
ACH-000296,0.10310364662715986
ACH-000302,-0.09924582424338607
ACH-000304,-0.14807733287268662
ACH-000307,-0.052721996430254055
ACH-000308,-0.13863196715743398
ACH-000310,-0.10911610879122613
ACH-000311,-0.27578850162646673
ACH-000312,-0.24719545912960256
ACH-000315,-0.08317866908953685
ACH-000316,-0.1669750117453596
ACH-000317,-0.4052826799954841
ACH-000318,-0.2944320019635489
ACH-000319,-0.26423598953845845
ACH-000320,-0.0983317207231978
ACH-000322,-0.1964218432073267
ACH-000323,-0.33594038454095354
ACH-000324,-0.07067537282607818
ACH-000329,-0.2213596745225283
ACH-000330,-0.12681805632763532
ACH-000331,-0.21303979038582427
ACH-000332,-0.16802163573634682
ACH-000334,-0.032374563584794916
ACH-000335,-0.14450496036531188
ACH-000336,-0.1591637599479547
ACH-000337,-0.22471349494800108
ACH-000338,-0.6198354434293748
ACH-000339,-0.04605159076808818
ACH-000341,-0.3171094520448897
ACH-000348,-0.16292318769648284
ACH-000350,-0.08815991430093809
ACH-000352,-0.15062149409637446
ACH-000356,-0.3218797377348324
ACH-000361,-0.06900181973720036
ACH-000362,-0.1348562535575068
ACH-000363,-0.13329395326091728
ACH-000364,-0.21280578971643868
ACH-000365,-0.13478616442996974
ACH-000366,-0.20880359769998186
ACH-000368,-0.4013061463916732
ACH-000374,-0.16502006427497198
ACH-000375,-0.0194529309520154
ACH-000376,-0.23657584196976525
ACH-000381,-0.13280602533368754
ACH-000383,-0.18059079739145095
ACH-000387,-0.30600024448982005
ACH-000389,-0.3437145905832545
ACH-000390,-0.1466894574294765
ACH-000393,-0.1122497832835518
ACH-000395,-0.07637157692879533
ACH-000396,-0.06266948961806293
ACH-000397,-0.12346044047936695
ACH-000401,-0.30717381301868485
ACH-000402,-0.27729829739824563
ACH-000403,-0.16938382004083968
ACH-000404,-0.1870921867957153
ACH-000406,-0.1950457933011897
ACH-000407,-0.13796444326210866
ACH-000408,-0.16796709776890653
ACH-000410,-0.2461412699166864
ACH-000411,-0.08677874459828544
ACH-000414,-0.0890941060748996
ACH-000415,-0.08346411302224334
ACH-000416,-0.2297884814800709
ACH-000420,-0.13260298496723774
ACH-000421,-0.21894900772486525
ACH-000424,-0.17514016510646974
ACH-000425,-0.0822255159080407
ACH-000426,-0.17686176292617972
ACH-000427,-0.08339947821249948
ACH-000433,-0.04063890812120106
ACH-000435,0.11233229083834984
ACH-000436,-0.14705006428096815
ACH-000444,-0.03404267903100525
ACH-000445,-0.29728484515999665
ACH-000448,-0.1150131494804249
ACH-000450,-0.10732533636137566
ACH-000452,-0.09989415539747068
ACH-000454,-0.1741148168843194
ACH-000458,-0.19144708942045224
ACH-000459,0.1875254021151424
ACH-000460,-0.10636593919935644
ACH-000461,-0.034664104611420415
ACH-000463,-0.200478657414826
ACH-000464,-0.2570545002305745
ACH-000466,-0.025479108283364336
ACH-000467,-0.09517292384931868
ACH-000468,-0.04740515672035686
ACH-000469,-0.3096180205297558
ACH-000470,-0.06364361923040422
ACH-000471,-0.2535211275121749
ACH-000472,-0.11184194467346988
ACH-000473,-0.06201908500744194
ACH-000475,-0.1202609106709918
ACH-000476,0.02766543326560951
ACH-000477,-0.13364929896460406
ACH-000479,-0.10361366262085107
ACH-000480,0.050722783165421545
ACH-000481,-0.2498450553749028
ACH-000483,-0.11517978108012755
ACH-000484,-0.11437363555215653
ACH-000485,-0.15465128863377034
ACH-000486,-0.09276785412074076
ACH-000487,-0.35865792600936364
ACH-000488,-0.1997731483622648
ACH-000490,-0.2062229550813363
ACH-000491,-0.1218775019225367
ACH-000495,-0.2026450206210917
ACH-000496,-0.0049108064580385795
ACH-000499,-0.11610933020236
ACH-000500,-0.31501273451874545
ACH-000502,-0.17145658637266248
ACH-000503,-0.11330848691855006
ACH-000505,-0.24691407802676216
ACH-000507,-0.13661205387153405
ACH-000510,-0.19185839348034084
ACH-000511,-0.1650452340247599
ACH-000512,-0.1738226778657572
ACH-000516,-0.1328235845778767
ACH-000517,-0.16890501992402754
ACH-000518,-0.15728518474890088
ACH-000520,-0.40278082684131705
ACH-000521,-0.27499461730321195
ACH-000522,-0.0382932232862974
ACH-000524,-0.12883389000173678
ACH-000527,-0.1257837666119523
ACH-000528,-0.1781355586092814
ACH-000537,-0.13017065538126982
ACH-000541,-0.11183123765334416
ACH-000542,-0.12294013749130095
ACH-000544,-0.19645249073272733
ACH-000545,-0.1498553898823662
ACH-000547,-0.30472162479403364
ACH-000548,-0.11561010609524615
ACH-000549,-0.16507433395921822
ACH-000550,0.027644087131761214
ACH-000552,-0.1500495529175408
ACH-000556,-0.1698747798509419
ACH-000557,-0.15756147986781027
ACH-000569,-0.12710502993574438
ACH-000570,-0.3343269218304682
ACH-000571,-0.155423173932
ACH-000573,-0.2272157094537947
ACH-000576,-0.05663442113939929
ACH-000579,-0.15773815611679795
ACH-000580,-0.03731063947130421
ACH-000584,-0.18213684323081988
ACH-000585,-0.4316752899440919
ACH-000588,-0.14211209022098362
ACH-000589,-0.11938521756768528
