,NCKAP1 (10787)
ACH-000004,-0.3040310392897411
ACH-000005,-0.2770895156509553
ACH-000007,-0.3729564337080534
ACH-000009,-0.7492426322991645
ACH-000011,-0.7844891018960075
ACH-000012,0.11701578368279154
ACH-000013,-0.5892514787943418
ACH-000014,-0.5578064796102178
ACH-000015,-0.4962780888990774
ACH-000017,-0.3337732626623309
ACH-000018,-0.7525174119084348
ACH-000019,-0.4760865118626898
ACH-000021,-0.13824387189930346
ACH-000022,-0.5291762887624232
ACH-000025,-0.3780487110515272
ACH-000028,-0.6508140637093275
ACH-000030,-0.3954746086535295
ACH-000035,-0.4966559949129818
ACH-000036,-0.7341006168402993
ACH-000037,-0.31200914953714004
ACH-000039,-0.3983118316144251
ACH-000040,-0.6802928816809738
ACH-000041,-0.2592236237093902
ACH-000042,-0.7530303417390114
ACH-000045,-0.37478542224941575
ACH-000047,-0.7884877432857983
ACH-000052,-0.411854813854428
ACH-000053,-0.14714224873807588
ACH-000054,-0.9290930781229062
ACH-000055,-0.5457831812783557
ACH-000060,-0.8245286548759432
ACH-000067,-0.5361447035285294
ACH-000070,-0.227201959051728
ACH-000075,-0.1188862487249742
ACH-000078,-0.3294602628106294
ACH-000082,-0.3894501703405791
ACH-000085,-0.4192250781826475
ACH-000086,-0.2919745973693541
ACH-000087,-0.6410872593558966
ACH-000092,-0.6160483920099079
ACH-000095,-0.473406668540105
ACH-000097,-0.6252612508579642
ACH-000098,-0.7720254140844152
ACH-000099,-0.44475829610845496
ACH-000108,-0.7002128081012317
ACH-000113,-0.30282552599323953
ACH-000116,-0.3937943604530692
ACH-000118,-0.6681182548960779
ACH-000120,-0.6428774809233114
ACH-000123,-0.4008220092377976
ACH-000127,-0.6556574915714902
ACH-000128,-0.5196334754305884
ACH-000132,-0.5953278098142702
ACH-000133,-0.6021629398858322
ACH-000137,-0.7541585649209989
ACH-000138,-0.5869668691686084
ACH-000142,-0.7923502373971553
ACH-000143,-0.7486531444295276
ACH-000146,-0.1079751777739624
ACH-000148,-0.5329655234318796
ACH-000150,-0.04435192724417433
ACH-000152,-0.753085722834372
ACH-000153,-0.3098890090029195
ACH-000159,-0.3567384940896533
ACH-000160,-0.3697950120665624
ACH-000163,-0.8328650860534885
ACH-000167,-0.7254721805945286
ACH-000168,-0.1300739980386459
ACH-000169,-0.5340415497858062
ACH-000178,-0.697106337459206
ACH-000183,-0.328152227717114
ACH-000188,-0.6423834196741839
ACH-000189,-0.550099031429749
ACH-000190,-0.3260831066687492
ACH-000198,-0.2902074453339411
ACH-000203,-1.061312430353235
ACH-000204,-0.18698692980631385
ACH-000206,-0.4360660416396426
ACH-000207,-0.5713945990672945
ACH-000208,-0.6573340508939561
ACH-000210,-0.4269497180844881
ACH-000211,-0.6763059363646379
ACH-000215,-0.5034685067923014
ACH-000221,-0.3953319351036385
ACH-000222,-0.4700182788653538
ACH-000223,-0.6065879450918761
ACH-000226,-0.20358771614941068
ACH-000227,-0.4765734393448327
ACH-000228,-0.5319160923660142
ACH-000231,-0.2393374455228285
ACH-000232,-0.9917353569930508
ACH-000233,-0.2667273483929981
ACH-000234,-0.4804575743563443
ACH-000235,-0.7763088355572517
ACH-000237,-0.43563587239708496
ACH-000238,-0.4378938366544919
ACH-000242,-0.6600770157312136
ACH-000243,-0.6846914074272636
ACH-000244,-0.4546806588414005
ACH-000246,-0.3285912388741039
ACH-000248,-0.5257380676028591
ACH-000250,-0.4167834806500735
ACH-000251,-0.6541644038825059
ACH-000252,-0.8373158178245659
ACH-000253,-0.8071555952499737
ACH-000255,-0.7824349722109656
ACH-000256,-0.7873054937637158
ACH-000257,-0.4891854421781018
ACH-000258,-0.2921156280584507
ACH-000259,-0.4733275598011933
ACH-000260,-0.7752519118894999
ACH-000261,-0.33398049603049457
ACH-000262,-1.0131203154989206
ACH-000263,-0.34286030173616155
ACH-000264,-0.4459625428477245
ACH-000265,-0.330485433076241
ACH-000266,-0.8138387445261659
ACH-000272,-0.6191530136032584
ACH-000274,-0.4071139371354179
ACH-000277,-0.4023727340705774
ACH-000278,-0.4844248582462676
ACH-000279,-0.3716154345692096
ACH-000280,-0.6067825670920103
ACH-000281,-0.8541160965477906
ACH-000288,-0.6031230345417372
ACH-000291,-0.4321996479277103
ACH-000293,-0.4620205344433017
ACH-000294,-0.1073662187232563
