,TP53AIP1 (63970)
ACH-000004,0.1062927345622405
ACH-000005,-0.08848279027453547
ACH-000007,-0.042273755271897716
ACH-000009,-0.08723535182792816
ACH-000011,-0.014690661052364388
ACH-000012,0.08447485650043189
ACH-000013,-0.0788371349894357
ACH-000014,-0.06460350427463278
ACH-000015,-0.0397213147387532
ACH-000017,-0.08609816116824204
ACH-000018,-0.00415399112913652
ACH-000019,-0.04661039788285884
ACH-000021,-0.047371626288874175
ACH-000022,-0.057463466425596216
ACH-000025,-0.01383428669796457
ACH-000028,-0.11287859294289584
ACH-000030,-0.01624278526843007
ACH-000035,-0.033059110727552465
ACH-000036,-0.10229967079617204
ACH-000037,-0.08020849755162386
ACH-000039,-0.1829561874127537
ACH-000040,-0.03287697665622444
ACH-000041,-0.06196786070800904
ACH-000042,0.01275735947866048
ACH-000045,-0.04910262390323143
ACH-000047,-0.09688172927637392
ACH-000052,-0.16152932259827268
ACH-000053,-0.07436518343619893
ACH-000054,-0.09924378037414423
ACH-000055,-0.19760179758097104
ACH-000060,0.03358248771651285
ACH-000067,-0.050685993474278664
ACH-000070,0.03403403850356032
ACH-000075,0.13595615458576302
ACH-000078,-0.04995005787741373
ACH-000082,-0.072183247465883
ACH-000085,-0.10593121500989904
ACH-000086,-0.1208665499984216
ACH-000087,-0.18820667285757914
ACH-000092,-0.02570225218742095
ACH-000095,-0.014921349192992752
ACH-000097,-0.20725276136893625
ACH-000098,-0.05691916551829181
ACH-000099,-0.10629932840908587
ACH-000108,-0.1001201543718626
ACH-000113,-0.08653312477109701
ACH-000116,-0.002153075068766386
ACH-000118,-0.08204217713979291
ACH-000120,0.008359177826397035
ACH-000123,-0.1148324662609158
ACH-000127,0.0150615058031984
ACH-000128,-0.029659922953839207
ACH-000132,-0.2017138853077821
ACH-000133,-0.09673735469824757
ACH-000137,-0.05063841595532336
ACH-000138,-0.08627026452135182
ACH-000142,-0.07723651905662904
ACH-000143,-0.12186751322861475
ACH-000146,-0.09532274903691393
ACH-000148,-0.11096250886993808
ACH-000150,-0.1322831619701717
ACH-000152,-0.07378085562721054
ACH-000153,-0.07729440041914634
ACH-000159,-0.11219336253109062
ACH-000160,0.05712623575553925
ACH-000163,-0.02398558470823729
ACH-000167,-0.1629076170471127
ACH-000168,-0.05578747156838852
ACH-000169,-0.03648627901399752
ACH-000178,-0.023508832882001972
ACH-000183,0.059222241316923975
ACH-000188,-0.20908093547026987
ACH-000189,-0.30985247621904594
ACH-000190,-0.1899022226258431
ACH-000198,-0.02435870377992293
ACH-000203,-0.463693962335207
ACH-000204,-0.21543009630574186
ACH-000206,-0.07096280927649687
ACH-000207,0.0034368149282429828
ACH-000208,0.20042119907562056
ACH-000210,-0.1989144601150468
ACH-000211,-0.017019197127851358
ACH-000215,-0.11345811604197835
ACH-000221,-0.1334922603264757
ACH-000222,-0.15814476123731128
ACH-000223,-0.13703047831656165
ACH-000226,0.06271112777519175
ACH-000227,-0.1849651121012374
ACH-000228,0.03631070592937652
ACH-000231,-0.11572934110364735
ACH-000232,-0.0917126705867296
ACH-000233,0.004648232109899367
ACH-000234,0.0015543795537234918
ACH-000235,-0.0989360191059216
ACH-000237,-0.03199923017106307
ACH-000238,-0.09341974140622199
ACH-000242,-0.17036920372222786
ACH-000243,-0.07777526078766071
ACH-000244,-0.02926627612049706
ACH-000246,-0.041030246038347096
ACH-000248,0.0676870685983664
ACH-000250,-0.06096473235494529
ACH-000251,0.05699293490237576
ACH-000252,-0.2604649038362989
ACH-000253,0.01666095133270663
ACH-000255,-0.07453523283270104
ACH-000256,-0.006689664077421659
ACH-000257,-0.2990346576491438
ACH-000258,-0.0438376874863069
ACH-000259,-0.08625083639452008
ACH-000260,-0.09871917597988153
ACH-000261,-0.03382323434408836
ACH-000262,0.008718175405918738
ACH-000263,-0.126080510763679
ACH-000264,-0.1340435932260116
ACH-000265,-0.0013085766165995792
ACH-000266,-0.09421898927932552
ACH-000272,-0.05392538077101109
ACH-000274,-0.061444423845145923
ACH-000277,-0.10515034075852098
ACH-000278,-0.16698857335509246
ACH-000279,-0.10989029021708094
ACH-000280,-0.04783085119176629
ACH-000281,-0.1995495952424151
ACH-000288,-0.10656734798747676
ACH-000291,-0.05468124956645252
ACH-000293,0.0039811452974129954
ACH-000294,-0.0051496536589568966
ACH-000295,0.11244632968778516
ACH-000296,0.009812321363713248
ACH-000302,0.057621198728514275
ACH-000304,-0.2494115762648463
ACH-000307,-0.07526840958004316
ACH-000308,-0.08928826841807327
ACH-000310,-0.04432057570026419
ACH-000311,-0.020004397819380067
ACH-000312,-0.18210131409638425
ACH-000315,-0.0068395503006020535
ACH-000316,-0.09998183650572703
ACH-000317,-0.0725701475611201
ACH-000318,-0.08042581050808839
ACH-000319,-0.02425313747124541
ACH-000320,0.12109667266773826
ACH-000322,-0.033498656813191086
ACH-000323,-0.1889560104510458
ACH-000324,-0.16814833208615815
ACH-000329,-0.04597088334727492
ACH-000330,-0.0638042625520348
ACH-000331,-0.10140364844321413
ACH-000332,-0.17298010840563255
ACH-000334,0.0953179093771596
ACH-000335,-0.1583637830638408
ACH-000336,0.11975435635360995
ACH-000337,0.07334687186820993
ACH-000338,0.1843063733269389
ACH-000339,-0.155109007578944
ACH-000341,0.0502915944168526
ACH-000348,-0.0795397147086613
ACH-000350,-0.15579782752481167
ACH-000352,-0.12245944399311405
ACH-000356,-0.15530051392357774
ACH-000361,0.01960392657896276
ACH-000362,-0.0878401886574099
ACH-000363,-0.11585088181964913
ACH-000364,0.13781963383005372
ACH-000365,-0.11659222730643184
ACH-000366,-0.1103247792320605
ACH-000368,-0.2662965943240251
ACH-000374,-0.23254842052781124
ACH-000375,-0.25027414876238296
ACH-000376,-0.008744158930834776
ACH-000381,0.03160235831504421
ACH-000383,-0.008086010824827374
ACH-000387,-0.06812181122703971
ACH-000389,-0.20844708170852064
ACH-000390,0.047895166734587054
ACH-000393,-0.021300732981392668
ACH-000395,-0.19405781566539174
ACH-000396,0.011401581474975674
ACH-000397,-0.12967295978065813
ACH-000401,-0.015846222883924954
ACH-000402,-0.16186551375411468
ACH-000403,-0.08673470958946175
ACH-000404,0.26126729570619983
ACH-000406,-0.09035525334499694
ACH-000407,-0.04207773350302425
ACH-000408,-0.2201070195845617
ACH-000410,-0.09048274997970096
ACH-000411,-0.14760521390168924
ACH-000414,-0.04761404638929039
ACH-000415,-0.02996561075612315
ACH-000416,-0.08610466663663882
ACH-000420,0.2632547323438578
ACH-000421,-0.09629245590848448
ACH-000424,-0.08060571790180975
ACH-000425,-0.06267169021609859
ACH-000426,0.12049582589742913
ACH-000427,-0.17175948211483294
ACH-000433,-0.1623304924311686
ACH-000435,0.18618655981891868
ACH-000436,0.004685862060018547
ACH-000444,-0.031906664910930395
ACH-000445,-0.07800447317673638
ACH-000448,-0.11210853929879708
ACH-000450,-0.0881927522370009
ACH-000452,0.05464661480057069
ACH-000454,-0.0736970319852943
ACH-000458,0.07445524224472748
ACH-000459,-0.2129283811728495
ACH-000460,-0.08467251257971849
ACH-000461,-0.0051489631404917705
ACH-000463,-0.007361625243649428
ACH-000464,-0.08790367841728622
ACH-000466,0.07047288434894912
ACH-000467,-0.14358697526544878
ACH-000468,-0.13486815563809
ACH-000469,-0.09979577418515632
ACH-000470,-0.0537239527130508
ACH-000471,0.0037661985176918687
ACH-000472,-0.08901468189740631
ACH-000473,-0.013111223058492496
ACH-000475,-0.019842241634297646
ACH-000476,-0.06003534717375556
ACH-000477,-0.19124700663001926
ACH-000479,-0.19989322909303248
ACH-000480,-0.16806600675470088
ACH-000481,-0.03772499568566783
ACH-000483,-0.2141376903849974
ACH-000484,0.029124056942836894
ACH-000485,0.02679631242912933
ACH-000486,-0.060522223878393774
ACH-000487,-0.03028609680913408
ACH-000488,0.039731255912988234
ACH-000490,0.023843708914983074
ACH-000491,-0.11535197601786484
ACH-000495,-0.19373896086360895
ACH-000496,-0.11251210602888753
ACH-000499,-0.20591495855620964
ACH-000500,0.2996342135843251
ACH-000502,-0.031607700351579386
ACH-000503,-0.024685345940825585
ACH-000505,-0.08776701320832818
ACH-000507,-0.1942168121423688
ACH-000510,-0.11806898365697442
ACH-000511,-0.08702898318881318
ACH-000512,0.17141346688965892
ACH-000516,-0.021823356582445733
ACH-000517,-0.04728146242443857
ACH-000518,0.024936387201650683
ACH-000520,-0.07622660074139068
ACH-000521,0.07186858972719086
ACH-000522,-0.10395486352162936
ACH-000524,0.012148257694582276
ACH-000527,-0.08432133795355498
ACH-000528,-0.0932557243172856
ACH-000537,-0.13185370534374186
