,DTNBP1 (84062)
ACH-000004,-0.05217415600256227
ACH-000005,-0.2831880765956173
ACH-000007,-0.01909820187872151
ACH-000009,0.010588303075819408
ACH-000011,-0.03811514924445925
ACH-000012,-0.08073524969536187
ACH-000013,-0.24772261833504236
ACH-000014,0.005394528089754228
ACH-000015,-0.04202504555292414
ACH-000017,-0.17862044238651673
ACH-000018,0.016553784108808742
ACH-000019,-0.1840577954666996
ACH-000021,-0.09736233320631796
ACH-000022,0.04352534221450508
ACH-000025,0.004841985662957534
ACH-000028,-0.08874891673587817
ACH-000030,-0.13211797240912151
ACH-000035,0.014617909796076304
ACH-000036,0.008977483441347744
ACH-000037,0.0008335892401163468
ACH-000039,-0.23158594827520404
ACH-000040,0.10211866884243356
ACH-000041,-0.004597834048929142
ACH-000042,0.01264007494531758
ACH-000045,-0.15058338433394572
ACH-000047,-0.04603916122352572
ACH-000052,-0.2359555785046487
ACH-000053,0.060318928790801286
ACH-000054,-0.2433095524879723
ACH-000055,-0.09315351401379436
ACH-000060,-0.006558901005395334
ACH-000067,-0.06326709584773832
ACH-000070,0.01986085006989789
ACH-000075,-0.054968272150947295
ACH-000078,-0.2575976689850646
ACH-000082,-0.19728184440097754
ACH-000085,-0.03553314391667852
ACH-000086,-0.08066688323152342
ACH-000087,-0.15119599941711953
ACH-000092,-0.07457566622907824
ACH-000095,-0.12235696831195572
ACH-000097,-0.10098257802720392
ACH-000098,0.014843140921430475
ACH-000099,-0.07011682477520577
ACH-000108,0.010115056389928932
ACH-000113,0.0612908982934971
ACH-000116,-0.0934849925346154
ACH-000118,-0.04198002167548109
ACH-000120,0.09141040323884804
ACH-000123,-0.11841527945883812
ACH-000127,-0.1600393998436286
ACH-000128,-0.11082194476715472
ACH-000132,-0.11295311294071457
ACH-000133,-0.06042548958933881
ACH-000137,0.007706663171306773
ACH-000138,0.0578610825626928
ACH-000142,-0.15079727588150452
ACH-000143,-0.08699522909470828
ACH-000146,-0.0048185616468889
ACH-000148,-0.06340317522310668
ACH-000150,-0.044719799629015664
ACH-000152,-0.10127559229371358
ACH-000153,-0.00872391113488762
ACH-000159,-0.02082466235046364
ACH-000160,-0.024931481708602057
ACH-000163,-0.17430008985056722
ACH-000167,-0.7635046329618311
ACH-000168,0.06051106281675135
ACH-000169,-0.058865399789647485
ACH-000178,-0.007265993371283813
ACH-000183,-0.015909326867433526
ACH-000188,-0.049434417210531933
ACH-000189,0.006364412168393684
ACH-000190,-0.02453346538092825
ACH-000198,0.0076146575500432015
ACH-000203,0.14432761063628094
ACH-000204,0.07797901338556178
ACH-000206,-0.2167695737427057
ACH-000207,-0.035830683598262573
ACH-000208,-0.10380993776899054
ACH-000210,0.15110295107118027
ACH-000211,-0.05105000504217492
ACH-000215,-0.10767676325489772
ACH-000221,0.1042336224141192
ACH-000222,0.09647758467705564
ACH-000223,-0.1144240857258837
ACH-000226,-0.013649762037099916
ACH-000227,-0.30120422861927104
ACH-000228,-0.2657116778692217
ACH-000231,-0.18060098120304527
ACH-000232,-0.13607846091980233
ACH-000233,-0.12583475282919174
ACH-000234,0.00530729696025664
ACH-000235,-0.14889649496289362
ACH-000237,-0.10067587968226427
ACH-000238,-0.12610988771708487
ACH-000242,0.2967959544441054
ACH-000243,-0.08270546705867235
ACH-000244,0.1600684716232859
ACH-000246,-0.041896937970318564
ACH-000248,-0.1537929042093582
ACH-000250,-0.16629617368617094
ACH-000251,0.0792842339556171
ACH-000252,-0.3036123773961936
ACH-000253,-0.12075490749312115
ACH-000255,-0.12670077058192042
ACH-000256,0.06300230724540667
ACH-000257,-0.07176086912424093
ACH-000258,-0.09808737918247244
ACH-000259,-0.05231943874630473
ACH-000260,-0.1265104869544209
ACH-000261,-0.0724535953842831
ACH-000262,-0.07895510964976958
ACH-000263,-0.2468660014930572
ACH-000264,-0.2335623833941679
ACH-000265,-0.2113082437903371
ACH-000266,-0.1546625171799344
ACH-000272,-0.06331444923910194
ACH-000274,-0.16023885991558662
ACH-000277,-0.10840664065603148
ACH-000278,-0.002844916299211161
ACH-000279,-0.11256109144429796
ACH-000280,-0.01205994325213287
ACH-000281,-0.03659658573966531
ACH-000288,-0.05951267579499259
ACH-000291,-0.07572427116745152
ACH-000293,-0.15192964102315176
ACH-000294,0.1067836933967386
ACH-000295,-0.07702909487740357
ACH-000296,0.08670741168287728
ACH-000302,-0.038531414045534534
ACH-000304,-0.0922126192397022
ACH-000307,-0.12110556270755472
ACH-000308,-0.09301076839609956
ACH-000310,-0.17626619714019898
ACH-000311,-0.06281853261524001
ACH-000312,-0.004648506612370485
ACH-000315,0.22206254909863468
ACH-000316,0.035970298457926965
ACH-000317,0.07471316101315463
ACH-000318,-0.0987766499015827
ACH-000319,-0.10353499135468146
ACH-000320,0.03750020679242199
ACH-000322,0.042207504798396654
ACH-000323,-0.12806691927472613
ACH-000324,-0.09931079318748076
ACH-000329,-0.012012433452581423
ACH-000330,-0.19756284753320166
ACH-000331,0.10499470311226647
ACH-000332,-0.1694034062728074
ACH-000334,-0.2331175044142592
ACH-000335,0.0635475414752036
ACH-000336,-0.2769457834578508
ACH-000337,0.03843289126447125
ACH-000338,-0.1363440794188703
ACH-000339,-0.055069617298691885
ACH-000341,-0.07306802652913291
ACH-000348,-0.048982775885884414
ACH-000350,-0.030518133246833938
ACH-000352,-0.1715344735504269
ACH-000356,-0.05508801416743301
ACH-000361,-0.06810318888867649
ACH-000362,0.14706287627424205
ACH-000363,-0.10379553865478924
ACH-000364,0.1003885674241091
ACH-000365,-0.132160017943934
ACH-000366,-0.24866369210863545
ACH-000368,-0.1879246335065808
ACH-000374,-0.18828801683178176
ACH-000375,-0.0031415588101027197
ACH-000376,0.10463845469873473
ACH-000381,-0.06682890155096967
ACH-000383,-0.16470416420924014
ACH-000387,-0.08773180307132071
ACH-000389,0.04572207375135586
ACH-000390,-0.17435065397516458
ACH-000393,-0.09232458671958717
ACH-000395,-0.034068464308782284
ACH-000396,-0.08462702082810035
ACH-000397,-0.007602109754959234
ACH-000401,0.09231201238837487
ACH-000402,0.17164131912107802
ACH-000403,-0.18177636550963425
ACH-000404,-0.11375277092766825
ACH-000406,-0.029217966304197006
ACH-000407,-0.12329199930481055
ACH-000408,-0.012690914304718064
ACH-000410,-0.15004724641976486
ACH-000411,-0.08776244239566744
ACH-000414,-0.007925527491141627
ACH-000415,-0.14222665321221806
ACH-000416,-0.08824219362000182
ACH-000420,-0.014735861035047575
ACH-000421,-0.0550274486732078
ACH-000424,-0.24431439101189104
ACH-000425,0.011008657113554863
ACH-000426,0.0792279895375188
ACH-000427,-0.1468563775134494
ACH-000433,-0.014363864846332373
ACH-000435,-0.06543607535970465
ACH-000436,0.012180024135439905
ACH-000444,-0.21549587273261106
ACH-000445,-0.2468674143683202
ACH-000448,-0.10178930067893764
ACH-000450,-0.08470963325493609
ACH-000452,-0.09001550998496671
ACH-000454,-0.2557654691548659
ACH-000458,0.049210766383326485
ACH-000459,-0.20242098714600454
ACH-000460,-0.13642222367675644
ACH-000461,-0.10491512820200667
ACH-000463,-0.09234595663470277
ACH-000464,-0.19554965141118769
ACH-000466,-0.13339787886270746
ACH-000467,-0.04173141085408474
ACH-000468,-0.038941655398146764
ACH-000469,-0.03491684025135086
ACH-000470,-0.07658836384790606
ACH-000471,-0.021929366434375416
ACH-000472,-0.08642743218294605
ACH-000473,-0.16164462952478126
ACH-000475,-0.08169447333596216
ACH-000476,-0.08288418404730945
ACH-000477,0.005730777792152494
ACH-000479,-0.2125005233766724
ACH-000480,0.01515424156144031
ACH-000481,-0.05000329588526252
