,MST1 (4485)
ACH-000004,-0.3816879338823306
ACH-000005,-0.7631939961097418
ACH-000007,-0.2531034761068011
ACH-000009,-0.6853667455626264
ACH-000011,-0.642327343410948
ACH-000012,-0.6612954205496606
ACH-000013,-0.4018604792683211
ACH-000014,-0.6609052631285807
ACH-000015,-0.6237796115134849
ACH-000017,-0.4296568079431892
ACH-000018,-0.6504237450172421
ACH-000019,-0.3418244910611373
ACH-000021,-0.509843561197531
ACH-000022,-0.4524015281557405
ACH-000025,-0.6286717296593591
ACH-000028,-0.4703221760041113
ACH-000030,-0.6706571609866121
ACH-000035,-0.4862976264213054
ACH-000036,-0.513217406213525
ACH-000037,-0.5012739403845505
ACH-000039,-1.048109322129018
ACH-000040,-0.4345175681648889
ACH-000041,-0.6471151952356008
ACH-000042,-0.7121507061753595
ACH-000045,-0.4614584073263605
ACH-000047,-0.6079430840583189
ACH-000052,-0.5183731574770264
ACH-000053,-0.6670460717529924
ACH-000054,-0.5469628460012418
ACH-000055,-0.5796973474822175
ACH-000060,-0.5056641625003769
ACH-000067,-0.5766020604348835
ACH-000070,-0.3300687958075335
ACH-000075,-0.4646644607892316
ACH-000078,-0.5535287913343184
ACH-000082,-0.5277739409291977
ACH-000085,-0.4995890665872773
ACH-000086,-0.6705033552044057
ACH-000087,-0.5029607407305218
ACH-000092,-0.4073402416956777
ACH-000095,-0.5473168924625412
ACH-000097,-0.7970062424130309
ACH-000098,-0.6817516416744526
ACH-000099,-0.4804968469901557
ACH-000108,-0.503856868030036
ACH-000113,-0.7529152842655682
ACH-000116,-0.5348513332104077
ACH-000118,-0.4001494905980951
ACH-000120,-0.5675541346327599
ACH-000123,-0.6512647186372261
ACH-000127,-0.6034291983155382
ACH-000128,-0.7493951752752233
ACH-000132,-0.4207339073655168
ACH-000133,-0.4424305975143644
ACH-000137,-0.5476220738376055
ACH-000138,-0.3914166076713009
ACH-000142,-0.5268492040960149
ACH-000143,-0.5511113480638818
ACH-000146,-0.6809008538023612
ACH-000148,-0.6388723887439259
ACH-000150,-0.524024110988185
ACH-000152,-0.5968121218836546
ACH-000153,-0.29926761943087515
ACH-000159,-0.5243588785257014
ACH-000160,-0.6736019706577631
ACH-000163,-0.439469029505077
ACH-000167,-0.6467308862555821
ACH-000168,-0.2379511170420793
ACH-000169,-0.7319262716182541
ACH-000178,-0.4425515698943413
ACH-000183,-0.5317377512658152
ACH-000188,-0.5006579958486769
ACH-000189,-0.6241040239090606
ACH-000190,-0.8295633506819802
ACH-000198,-0.6772762547305795
ACH-000203,-0.7997895815716559
ACH-000204,-0.2275620562687897
ACH-000206,-0.7864639754803193
ACH-000207,-0.5628715276329312
ACH-000208,-0.5972527596828376
ACH-000210,-0.6621121500458035
ACH-000211,-0.5373797347877994
ACH-000215,-0.5875976169746796
ACH-000221,-0.7015473608026283
ACH-000222,-0.6952842647622977
ACH-000223,-0.2723737860873796
ACH-000226,-0.5022349359379511
ACH-000227,-0.631105505739711
ACH-000228,-0.4268812149773567
ACH-000231,-0.453488511048514
ACH-000232,-0.5530047392293647
ACH-000233,-0.5438755093336851
ACH-000234,-0.7520771903757779
ACH-000235,-0.6309835440528281
ACH-000237,-0.6716282924868148
ACH-000238,-0.5447429773170637
ACH-000242,-0.6749993264815431
ACH-000243,-0.5729868855432028
ACH-000244,-0.7399665159075514
ACH-000246,-0.4779949637118792
ACH-000248,-0.5529781313405927
ACH-000250,-0.4359507279304112
ACH-000251,-0.4023982690870688
ACH-000252,-0.5028581072962479
ACH-000253,-0.8832252832363691
ACH-000255,-0.5270656864421924
ACH-000256,-0.658795258893051
ACH-000257,-0.8323647141194224
ACH-000258,-0.5813170331576158
ACH-000259,-0.4931106551673484
ACH-000260,-0.5992140181353056
ACH-000261,-0.5596892380970504
ACH-000262,-0.5324197854297752
ACH-000263,-0.6645621398886621
ACH-000264,-0.5595173616876399
ACH-000265,-0.5601878150882685
ACH-000266,-0.5572714169599278
ACH-000272,-0.6607339552686636
ACH-000274,-0.7678769235525389
ACH-000277,-0.4711823271778592
ACH-000278,-0.569384789889422
ACH-000279,-0.6824582425790618
ACH-000280,-0.7198963648118969
ACH-000281,-0.7615700758357661
ACH-000288,-0.60400450542095
ACH-000291,-0.5589032759289854
ACH-000293,-0.563479168438647
ACH-000294,-0.6651425573277704
ACH-000295,-0.8177092745542963
ACH-000296,-0.9646334019870466
ACH-000302,-0.4625068129636355
ACH-000304,-0.3349170295350873
ACH-000307,-0.5769190502114421
ACH-000308,-0.4468273154486039
ACH-000310,-0.6823972829039641
ACH-000311,-0.744323450545667
ACH-000312,-0.4796916709182017
ACH-000315,-0.8066835304772083
ACH-000316,-1.0480221905952514
ACH-000317,-0.5179001358984401
ACH-000318,-0.3125352665613668
ACH-000319,-0.3083210724751047
ACH-000320,-0.5562914869651896
ACH-000322,-0.30808225563770725
ACH-000323,-0.5931862841489675
ACH-000324,-0.634148182499834
ACH-000329,-0.7297646989569652
ACH-000330,-0.7903150246478237
ACH-000331,-0.572196006615036
ACH-000332,-0.4905600628409517
