,USB1 (79650)
ACH-000004,-0.0861850079345665
ACH-000005,-0.17501458680721876
ACH-000007,0.052099265869235925
ACH-000009,-0.10446950455183544
ACH-000011,-0.057258406212975066
ACH-000012,-0.13699222351305246
ACH-000013,0.02562528268164253
ACH-000014,0.019741738875064908
ACH-000015,-0.00344334846993053
ACH-000017,-0.14459363997341082
ACH-000018,-0.04154798130586832
ACH-000019,-0.02898566940611585
ACH-000021,-0.16813555707436076
ACH-000022,-0.11219387949828154
ACH-000025,-0.14994637435598968
ACH-000028,0.19998305042769654
ACH-000030,-0.04574803516320376
ACH-000035,-0.0798083497854529
ACH-000036,-0.10672911603872033
ACH-000037,-0.12270364187704336
ACH-000039,-0.09523441197791667
ACH-000040,-0.041651411960693725
ACH-000041,0.024295131182978456
ACH-000042,-0.1440509649095532
ACH-000045,-0.007589927692656603
ACH-000047,-0.07527857250797086
ACH-000052,-0.14244333958474126
ACH-000053,-0.10268310154793547
ACH-000054,-0.03039751278882745
ACH-000055,-0.09404689577189644
ACH-000060,-0.0645840726119872
ACH-000067,-0.09099196023000077
ACH-000070,-0.12811093270978013
ACH-000075,-0.13240992384306907
ACH-000078,-0.06748202824795006
ACH-000082,-0.02334307546739893
ACH-000085,-0.07667500474529806
ACH-000086,-0.0997166072270866
ACH-000087,-0.14938158629743334
ACH-000092,-0.0014665768285686224
ACH-000095,-0.02236544340469064
ACH-000097,-0.22548770842934115
ACH-000098,-0.24296073317484265
ACH-000099,-0.0400275090615212
ACH-000108,-0.045131235908897914
ACH-000113,-0.12451839656225094
ACH-000116,0.019111277216574355
ACH-000118,-0.04955202585066537
ACH-000120,-0.10643020571293747
ACH-000123,-0.10562265008778024
ACH-000127,-0.16747627440753832
ACH-000128,-0.10012287577773776
ACH-000132,-0.3651304417681011
ACH-000133,-0.12634865653970592
ACH-000137,-0.09144955378070876
ACH-000138,-0.11682191953404195
ACH-000142,-0.3106020450899357
ACH-000143,-0.0022685973717460643
ACH-000146,-0.09664356783815503
ACH-000148,-0.08349880808860963
ACH-000150,-0.16021947017226834
ACH-000152,-0.13592662785402354
ACH-000153,-0.09648629430314216
ACH-000159,0.0015827630088495527
ACH-000160,-0.12648686944374987
ACH-000163,0.07864901434010999
ACH-000167,-0.19186456893835785
ACH-000168,0.0651044507050165
ACH-000169,-0.0005512330475587712
ACH-000178,-0.14892784001038414
ACH-000183,-0.00882532079088465
ACH-000188,-0.1942145579131513
ACH-000189,0.00822956884901337
ACH-000190,-0.1891633174739895
ACH-000198,-0.015402393662015781
ACH-000203,0.21748494242233532
ACH-000204,-0.19709483029780475
ACH-000206,-0.1912477688536164
ACH-000207,-0.08252836849095231
ACH-000208,-0.10225538512638482
ACH-000210,0.19638605660735006
ACH-000211,-0.0403493270861473
ACH-000215,-0.05012391635398728
ACH-000221,-0.1022493130557976
ACH-000222,-0.07566840429154037
ACH-000223,-0.007416034770858831
ACH-000226,-0.3183347314798279
ACH-000227,-0.08036371365345177
ACH-000228,-0.026091845344974225
ACH-000231,-0.2395506320268039
ACH-000232,-0.14398427430305338
ACH-000233,-0.06545952187610539
ACH-000234,-0.03269192688378846
ACH-000235,-0.09780838775093056
ACH-000237,-0.1295549262686514
ACH-000238,-0.16083398981198532
