,RERG (85004)
ACH-000004,-0.08922471775960249
ACH-000005,-0.02566087013962436
ACH-000007,0.1149790197058442
ACH-000009,-0.08971701301030664
ACH-000011,-0.0322495396550609
ACH-000012,0.09145926567354533
ACH-000013,-0.10213972721795056
ACH-000014,-0.024182342267831964
ACH-000015,-0.1342261592736344
ACH-000017,0.02978021514179803
ACH-000018,0.005914571403301993
ACH-000019,-0.3259621281534721
ACH-000021,-0.11776999006628405
ACH-000022,-0.20189462104225947
ACH-000025,-0.05355540530464265
ACH-000028,-0.09218433356815624
ACH-000030,-0.06047135434107739
ACH-000035,0.007309283211221582
ACH-000036,-0.040850964180585085
ACH-000037,0.040748602602463886
ACH-000039,-0.04480502627232753
ACH-000040,0.07017692060774693
ACH-000041,-0.06263497505055897
ACH-000042,-0.05906743249487133
ACH-000045,-0.1870205594073464
ACH-000047,-0.23234914897056824
ACH-000052,-0.15181784467779014
ACH-000053,-0.09985309880008676
ACH-000054,-0.13662258193752946
ACH-000055,-0.014808111405318531
ACH-000060,-0.22362371826591115
ACH-000067,-0.20949170209668316
ACH-000070,-0.06947492454753157
ACH-000075,0.040596207028007834
ACH-000078,-0.255591695106522
ACH-000082,0.0051875079836343355
ACH-000085,-0.3063513198448051
ACH-000086,-0.10538511118008903
ACH-000087,-0.1709480997835905
ACH-000092,-0.11468607318761972
ACH-000095,-0.11206636656677156
ACH-000097,-0.2322721338292313
ACH-000098,-0.03747571410711769
ACH-000099,-0.21119834950703814
ACH-000108,0.050410573048954126
ACH-000113,-0.08632419020211493
ACH-000116,0.025018576138282397
ACH-000118,-0.08090019027595068
ACH-000120,-0.12278547932021072
ACH-000123,-0.12197393115593196
ACH-000127,-0.16836534401956013
ACH-000128,-0.1936600305655373
ACH-000132,-0.1079551003273076
ACH-000133,-0.1203597965426211
ACH-000137,-0.10579290870522168
ACH-000138,-0.04138693165363644
ACH-000142,-0.2404521247343093
ACH-000143,-0.12456022590756255
ACH-000146,-0.1772456169424638
ACH-000148,-0.03554499324789369
ACH-000150,0.06820236347603223
ACH-000152,-0.03659605310412317
ACH-000153,-0.06767772236077396
ACH-000159,-0.15438096882563462
ACH-000160,-0.08824320591212009
ACH-000163,-0.062259103447221985
ACH-000167,-0.08141546901281305
ACH-000168,-0.08914137891863808
ACH-000169,-0.12680068658453894
ACH-000178,-0.14190881476820186
ACH-000183,-0.29728439527210243
ACH-000188,-0.09639837426725167
ACH-000189,-0.17479489976634588
ACH-000190,-0.3957528578660106
ACH-000198,-0.10441733339501663
ACH-000203,0.043852681613455284
ACH-000204,-0.10833576690205876
ACH-000206,-0.004180197095579956
ACH-000207,0.02171105991330248
ACH-000208,-0.2503576519502104
ACH-000210,-0.106047179528789
ACH-000211,-0.2068497092161392
ACH-000215,-0.012124185788893415
ACH-000221,-0.34384208756803303
ACH-000222,-0.09658512044582172
ACH-000223,-0.2435394512807864
ACH-000226,-0.19593417875676888
ACH-000227,-0.042405169302923734
ACH-000228,-0.16878242981204894
ACH-000231,-0.17127224918169578
ACH-000232,-0.16018892323844164
ACH-000233,-0.19142649639484813
ACH-000234,-0.19418565891623515
ACH-000235,-0.07071164404784228
ACH-000237,-0.05327766187218486
ACH-000238,-0.13841804145570427
ACH-000242,-0.023621313378235184
ACH-000243,-0.09882354472885528
ACH-000244,0.06878478617936039
ACH-000246,-0.20318694365344736
ACH-000248,-0.11219490678055308
ACH-000250,0.00624063589255126
ACH-000251,-0.10716754051701192
ACH-000252,-0.1850890581223545
ACH-000253,-0.1703560831391923
ACH-000255,-0.052801841051123566
ACH-000256,-0.10938996085035214
ACH-000257,-0.01792012937440546
ACH-000258,0.10164361208559766
ACH-000259,-0.13870067099276576
ACH-000260,-0.03065147877895649
ACH-000261,-0.019801481241513742
ACH-000262,-0.5074421051343954
ACH-000263,0.19327078878459125
ACH-000264,-0.26621669446259866
ACH-000265,-0.07311038816710637
ACH-000266,-0.019845804460407387
ACH-000272,-0.14512390780607634
ACH-000274,-0.0789750880737314
ACH-000277,-0.2731591848963712
ACH-000278,-0.08281489482115784
ACH-000279,-0.2600967153828276
ACH-000280,-0.13848151198721412
ACH-000281,-0.11009219728293024
ACH-000288,-0.16308960555997748
ACH-000291,-0.12235740355808815
ACH-000293,-0.01637298796464353
ACH-000294,-0.08466813814548511
ACH-000295,-0.1855837800026132
ACH-000296,-0.3365093153263647
ACH-000302,-0.07998800107654495
ACH-000304,-0.07890148209224071
ACH-000307,-0.1622169288122268
ACH-000308,-0.1540532952600621
ACH-000310,-0.2451785007547774
ACH-000311,-0.10266802158134904
ACH-000312,-0.03122408018793112
ACH-000315,-0.03566040120221555
ACH-000316,-0.0409352109272189
ACH-000317,-0.11139235280928704
ACH-000318,0.2567573881875451
ACH-000319,-0.1467555002372226
ACH-000320,-0.14342719253545713
ACH-000322,-0.18130536870260505
ACH-000323,0.10920989321678476
ACH-000324,-0.15926176771807504
ACH-000329,-0.1605818585063885
ACH-000330,-0.0952582119530796
ACH-000331,0.007713323595469392
ACH-000332,-0.18273722094763534
ACH-000334,-0.026141781289335798
ACH-000335,-0.024055688346732617
ACH-000336,-0.2974385769141193
ACH-000337,-0.1152370326155664
ACH-000338,-0.14815303134565064
ACH-000339,-0.05640985093704099
ACH-000341,-0.03182694487454324
ACH-000348,-0.193431266676782
ACH-000350,-0.1441131651851614
ACH-000352,-0.12491280466111045
ACH-000356,0.0597636644489731
ACH-000361,-0.2609891976764609
ACH-000362,-0.06686410056899247
ACH-000363,-0.08088493500405765
ACH-000364,-0.15505735780004068
ACH-000365,-0.09359088583533268
ACH-000366,-0.1136138424576314
ACH-000368,-0.049801500784722695
ACH-000374,-0.270160023501036
ACH-000375,-0.008965069374436571
ACH-000376,-0.1700317023175246
ACH-000381,-0.3355542506013485
ACH-000383,-0.08774851629012367
ACH-000387,-0.1337848834497692
ACH-000389,-0.3091640356521881
ACH-000390,-0.1489013446322732
ACH-000393,0.005949754243549202
ACH-000395,-0.25288509757407895
ACH-000396,-0.08866812019830328
ACH-000397,-0.0972085272742354
ACH-000401,-0.2822962946319777
ACH-000402,-0.4295597827399815
ACH-000403,-0.08342866735648635
ACH-000404,-0.1549111527500541
ACH-000406,-0.039099334816718616
ACH-000407,-0.044195594899058235
ACH-000408,-0.12466044557558985
ACH-000410,-0.2132521093426408
ACH-000411,-0.18354239091037813
ACH-000414,-0.13680114208397168
ACH-000415,0.04308731645442035
ACH-000416,-0.011259338673483568
ACH-000420,-0.126756986164435
ACH-000421,-0.02411546529219001
ACH-000424,-0.05456224233028079
ACH-000425,-0.050091459704755516
ACH-000426,-0.5007691484284532
ACH-000427,-0.23734039384506456
ACH-000433,-0.15787545812133602
ACH-000435,-0.32198746448074345
ACH-000436,-0.15270891882345142
ACH-000444,-0.035759022892625475
ACH-000445,-0.0630718100056762
ACH-000448,-0.17774717212644287
ACH-000450,0.08216254199875235
ACH-000452,-0.257480491969032
ACH-000454,-0.08175354275953248
ACH-000458,-0.33846638551965913
ACH-000459,0.14126614237901525
ACH-000460,-0.08346788101884556
ACH-000461,-0.042817894630934834
ACH-000463,-0.1576609529679284
ACH-000464,-0.19398828898841103
ACH-000466,-0.14354415923709232
ACH-000467,-0.07438372262969979
ACH-000468,-0.10246122083657554
ACH-000469,-0.049732258494732826
ACH-000470,-0.2085093665145017
ACH-000471,-0.21051641479165195
ACH-000472,-0.16440561108303425
ACH-000473,-0.05824216273440504
ACH-000475,-0.06838764497647096
ACH-000476,-0.03765803622055327
ACH-000477,-0.1918735714158463
ACH-000479,-0.14463968166520902
ACH-000480,-0.061341955553909915
ACH-000481,-0.06477338005832692
ACH-000483,-0.16728933664659762
ACH-000484,-0.07985533935830315
ACH-000485,-0.19599329064024384
ACH-000486,-0.1419017185052383
ACH-000487,-0.03185681507938787
ACH-000488,-0.03883171642745527
ACH-000490,-0.15279649596159392
ACH-000491,-0.15632245874311554
ACH-000495,-0.12829873583586016
ACH-000496,-0.17901376987724288
ACH-000499,-0.05975552421939804
ACH-000500,-0.17560860883367485
ACH-000502,-0.18465600041724728
ACH-000503,-0.04252850901965198
ACH-000505,-0.16510034875402033
ACH-000507,-0.051733570155311284
ACH-000510,-0.08189462207272598
ACH-000511,-0.14904685868050166
ACH-000512,-0.05427650028670862
ACH-000516,-0.04650748228542245
ACH-000517,-0.02943730252549415
ACH-000518,-0.2559192479253595
ACH-000520,-0.17967870966424787
ACH-000521,-0.01090310551074546
ACH-000522,-0.033735414149187994
ACH-000524,-0.07928463055941247
ACH-000527,-0.13484953531794894
ACH-000528,-0.0551068640849312
ACH-000537,-0.0228220715019799
ACH-000541,0.13255161451693967
ACH-000542,-0.10452962899543723
ACH-000544,0.028714324403454262
ACH-000545,-0.15794271946121471
ACH-000547,-0.11176169510416348
ACH-000548,-0.18222261043362453
ACH-000549,-0.18702835496861486
ACH-000550,-0.08802667173244003
ACH-000552,-0.09301803247944966
ACH-000556,-0.2562027513565765
ACH-000557,-0.11337907002031335
ACH-000569,-0.10954834862597147
ACH-000570,-0.05549835714902771
ACH-000571,-0.11804758428568955
ACH-000573,-0.09753377452779
ACH-000576,-0.07652056492695937
ACH-000579,-0.2486652367072249
ACH-000580,-0.06203429947599789
ACH-000584,0.0036960307621068094
ACH-000585,-0.12232559182461705
ACH-000588,0.13554948201768496
ACH-000589,-0.1425472070251206
ACH-000591,-0.14724030798048632
ACH-000593,-0.1544348237766279
ACH-000600,0.08228016092181488
ACH-000601,-0.12629263930491555
ACH-000605,-0.003916694805106079
ACH-000606,-0.18005654961138873
ACH-000608,-0.09115980048755606
ACH-000614,-0.2822288362461383
ACH-000616,0.1375000973063984
ACH-000618,-0.17414576444863095
ACH-000619,-0.0929212597126509
ACH-000620,-0.06650672462942063
ACH-000621,-0.16181421648930985
ACH-000622,-0.05379526164447397
ACH-000623,-0.043546686339168236
ACH-000624,-0.07663952721766909
ACH-000627,-0.19461349299338654
ACH-000630,-0.18177434865512687
ACH-000631,-0.060690982099155
ACH-000632,-0.0960257665521143
ACH-000633,-0.2586259374910724
ACH-000637,-0.10183742257335236
ACH-000638,-0.15518341218428308
ACH-000646,-0.07615041627249956
ACH-000647,-0.13179139686251948
