,TSEN54 (283989)
ACH-000004,-0.7418360263475741
ACH-000005,-0.3860547218685466
ACH-000007,-0.7542263275351486
ACH-000009,-0.9791827615141494
ACH-000011,-0.8599452672454599
ACH-000012,-0.9689924096720716
ACH-000013,-0.5751453891896651
ACH-000014,-0.7238917119011388
ACH-000015,-0.6237247117106276
ACH-000017,-0.7318929887576728
ACH-000018,-0.8178468625359476
ACH-000019,-0.6102244274559597
ACH-000021,-0.7522011250558691
ACH-000022,-0.8396439030810524
ACH-000025,-0.9243423334412392
ACH-000028,-0.7538941190479606
ACH-000030,-0.9118288215336766
ACH-000035,-0.8725127664094044
ACH-000036,-0.8598624134537971
ACH-000037,-0.7788057566125256
ACH-000039,-0.6963171726067706
ACH-000040,-0.7925297153402082
ACH-000041,-0.6859277779181445
ACH-000042,-0.7175030132381649
ACH-000045,-0.8340667721578825
ACH-000047,-0.6622815273706898
ACH-000052,-0.8488792283044327
ACH-000053,-0.8524048617107102
ACH-000054,-0.7056761463735206
ACH-000055,-0.7247809264839676
ACH-000060,-0.8008211674125679
ACH-000067,-0.8728668465966849
ACH-000070,-0.51746417299278
ACH-000075,-0.8025228410856866
ACH-000078,-0.5736969977201829
ACH-000082,-0.7305201742442906
ACH-000085,-0.4933096581053653
ACH-000086,-0.899279368687361
ACH-000087,-0.5881780020566205
ACH-000092,-0.7743763008926688
ACH-000095,-0.5688183080900229
ACH-000097,-0.5951800542744965
ACH-000098,-0.9007671037815252
ACH-000099,-0.6082277471204355
ACH-000108,-0.8820992386177061
ACH-000113,-0.8716577155109559
ACH-000116,-0.679356864584866
ACH-000118,-0.9167561003031396
ACH-000120,-0.4867401575618154
ACH-000123,-0.8866101469950026
ACH-000127,-0.8475851797811693
ACH-000128,-0.6965736727438492
ACH-000132,-1.05767312792785
ACH-000133,-0.758518362290568
ACH-000137,-0.8291532947684497
ACH-000138,-0.8636507970296641
ACH-000142,-0.9182552002923446
ACH-000143,-0.9298526599129532
ACH-000146,-0.5975411485795794
ACH-000148,-0.8392793335210342
ACH-000150,-0.7206882036579719
ACH-000152,-1.0736981589954535
ACH-000153,-0.8844009745516516
ACH-000159,-0.8827325489440933
ACH-000160,-0.6406210832224488
ACH-000163,-0.9097106115707259
ACH-000167,-1.367555446779634
ACH-000168,-0.8751799208951889
ACH-000169,-0.7659746662296774
ACH-000178,-0.741654668008583
ACH-000183,-0.9316736820934599
ACH-000188,-0.7563014685230682
ACH-000189,-0.8203347222270074
ACH-000190,-0.8496118715269813
ACH-000198,-0.8064240092135121
ACH-000203,-0.8576369925746683
ACH-000204,-1.0141841065334951
ACH-000206,-0.6287527925248227
ACH-000207,-0.9118902956999324
ACH-000208,-0.8079518847706875
ACH-000210,-1.1032023887933662
