,RAPGEFL1 (51195)
ACH-000004,-0.25135558347134795
ACH-000005,-0.10664321303930234
ACH-000007,-0.3154563311964376
ACH-000009,-0.1142242829896248
ACH-000011,0.044701532665923874
ACH-000012,-0.17987257638145715
ACH-000013,-0.14233713372895276
ACH-000014,-0.17384892245224598
ACH-000015,-0.08994691180829029
ACH-000017,-0.33242210479430906
ACH-000018,-0.14720814229022364
ACH-000019,0.041593677629461916
ACH-000021,-0.08529712792512921
ACH-000022,-0.11694118942547255
ACH-000025,-0.03245377003922149
ACH-000028,-0.10253051900985276
ACH-000030,-0.027126353711116692
ACH-000035,-0.3863391163099604
ACH-000036,-0.04831196012605623
ACH-000037,-0.09052700748123137
ACH-000039,-0.11807569981095345
ACH-000040,-0.1555252604725105
ACH-000041,-0.20948810761469214
ACH-000042,-0.2817914770529657
ACH-000045,-0.24715384591201225
ACH-000047,-0.17663117910455545
ACH-000052,-0.14619550634393258
ACH-000053,-0.1930581347126918
ACH-000054,-0.11703582079791712
ACH-000055,0.017131030943326776
ACH-000060,-0.31893427336221103
ACH-000067,-0.27463279198828616
ACH-000070,-0.09614511117473433
ACH-000075,-0.4026970738099066
ACH-000078,-0.08171302501884578
ACH-000082,-0.24254159269645964
ACH-000085,-0.4975157605159534
ACH-000086,-0.0936645357755394
ACH-000087,-0.14759002286383072
ACH-000092,-0.2238903536819357
ACH-000095,-0.112161852033633
ACH-000097,-0.10802795544028997
ACH-000098,-0.1442906712898047
ACH-000099,-0.0774862578729102
ACH-000108,-0.10886647792413393
ACH-000113,-0.09257410326575702
ACH-000116,-0.14659975193685512
ACH-000118,-0.15844322726083312
ACH-000120,-0.3229462223979332
ACH-000123,-0.2089004269003484
ACH-000127,-0.02495645208236413
ACH-000128,-0.014085510375862509
ACH-000132,-0.16389379371721946
ACH-000133,-0.01963481641153095
ACH-000137,0.049201857824740514
ACH-000138,-0.35194252883405763
ACH-000142,-0.09530729040232212
ACH-000143,-0.09848802627728384
ACH-000146,0.099116597302196
ACH-000148,-0.12079593715276107
ACH-000150,-0.1564113779855244
ACH-000152,-0.1661117740658667
ACH-000153,-0.07381987012002522
ACH-000159,0.031089635501396536
ACH-000160,-0.3204042964257072
ACH-000163,-0.14006919660328498
ACH-000167,0.06781421042571728
ACH-000168,0.02155637063848573
ACH-000169,-0.14577586397318207
ACH-000178,-0.03818739741486895
ACH-000183,-0.0947937177748097
ACH-000188,-0.17714013056699726
ACH-000189,-0.11927739248910794
ACH-000190,0.0011765767625125532
ACH-000198,-0.08707979822626674
ACH-000203,0.07175409390714572
