,LYG1 (129530)
ACH-000004,-0.007920810933755832
ACH-000005,0.06880926980079721
ACH-000007,-0.0498528790187684
ACH-000009,-0.09347272875029908
ACH-000011,-0.00030272174555129327
ACH-000012,-0.09549188012556144
ACH-000013,-0.05259416261262806
ACH-000014,-0.002189415625105021
ACH-000015,-0.16497845473720055
ACH-000017,0.025731821060860725
ACH-000018,-0.14905983711850174
ACH-000019,-0.13029327531068394
ACH-000021,0.12525760678017087
ACH-000022,-0.12314573912934328
ACH-000025,-0.10001549259994982
ACH-000028,-0.06327579172566578
ACH-000030,-0.11085854357713762
ACH-000035,-0.12668974332288585
ACH-000036,-0.043460565575207874
ACH-000037,-0.2308134066333196
ACH-000039,-0.0543791318757786
ACH-000040,0.04208983385270317
ACH-000041,0.1175975594227592
ACH-000042,0.0763588207049924
ACH-000045,0.1142071445525761
ACH-000047,-0.033075540445267865
ACH-000052,0.030417771839680037
ACH-000053,-0.13728762623563273
ACH-000054,-0.06603452385437815
ACH-000055,0.056099354599144426
ACH-000060,0.027397015187778196
ACH-000067,-0.030934601336833168
ACH-000070,-0.1162557203691815
ACH-000075,0.10533972423328616
ACH-000078,0.04104405430793159
ACH-000082,-0.0677573014948773
ACH-000085,0.027685527490311446
ACH-000086,0.014767900863491631
ACH-000087,-0.00966459102525325
ACH-000092,-0.1486372201461128
ACH-000095,0.07187020667953357
ACH-000097,0.0566599776339626
ACH-000098,-0.1509803527277846
ACH-000099,0.00021080879912414112
ACH-000108,-0.010794048779878256
ACH-000113,-0.06457050705242548
ACH-000116,0.08430513988657183
ACH-000118,-0.04849518614163139
ACH-000120,0.08840732116486781
ACH-000123,-0.15324113777119888
ACH-000127,-0.0016817505464906588
ACH-000128,-0.08458877568899285
ACH-000132,0.0056148820047855685
ACH-000133,-0.048769767778775834
ACH-000137,-0.01884997305509983
ACH-000138,0.0511188023965439
ACH-000142,-0.023511669227049642
ACH-000143,-0.06401614687270894
ACH-000146,-0.018190283537427663
ACH-000148,0.12348724297185093
ACH-000150,0.2334592393261856
ACH-000152,0.0303477806290626
ACH-000153,0.10677106782334997
ACH-000159,-0.07598894013477549
ACH-000160,-0.02523769922611688
ACH-000163,-0.14517927586550686
ACH-000167,0.21718675550082067
ACH-000168,-0.06873199656090588
ACH-000169,-0.05265049544864917
ACH-000178,0.017016491660821257
ACH-000183,-0.2430984466022216
ACH-000188,0.07698587210445691
ACH-000189,-0.07757352733599653
ACH-000190,-0.009514607239488444
ACH-000198,-0.046560798593875866
ACH-000203,-0.09137919359982016
ACH-000204,-0.023888859233731668
ACH-000206,-0.07624402874886481
ACH-000207,-0.11313435014238693
ACH-000208,-0.08294504482669947
ACH-000210,0.030557309734419624
ACH-000211,-0.047472788301272564
ACH-000215,-0.06762285224412481
ACH-000221,-0.1842468769581599
ACH-000222,0.03780809071104672
ACH-000223,-0.2132456608603261
ACH-000226,0.0005817046493075608
ACH-000227,0.12177030181513612
ACH-000228,-0.1195905197033856
ACH-000231,-0.011002330867772877
ACH-000232,-0.04792982567895998
ACH-000233,-0.09643352602143848
ACH-000234,-0.16561061243390932
ACH-000235,-0.07346216458764931
ACH-000237,0.0146943297609106
ACH-000238,0.03607155302630795
ACH-000242,0.009120277017716658
ACH-000243,0.02155479578412296
ACH-000244,-0.09151799574064964
ACH-000246,-0.006870689429328154
ACH-000248,0.04001676907148696
ACH-000250,0.022647180158924987
ACH-000251,0.0679587079478502
ACH-000252,-0.20544017003120046
ACH-000253,-0.01032502058167368
ACH-000255,-0.10473242927468082
ACH-000256,0.15101638965449965
ACH-000257,0.059868630787926265
ACH-000258,0.003492486630448554
ACH-000259,0.027835187901595868
ACH-000260,-0.04992234194398205
ACH-000261,0.022184507339409118
ACH-000262,-0.031078033773625207
ACH-000263,-0.19598350930021094
ACH-000264,-0.0019174960878232603
ACH-000265,-0.10990406588074514
ACH-000266,0.010591973998165924
ACH-000272,-0.14294262372648894
ACH-000274,-0.05564350201355931
ACH-000277,0.049153224094119166
ACH-000278,0.03646102900907906
ACH-000279,-0.08581285340890395
ACH-000280,0.03999870334312704
ACH-000281,0.052408742685905584
ACH-000288,-0.1474292674317257
ACH-000291,-0.061684046565308424
ACH-000293,0.03822286868788435
ACH-000294,-0.044125626724818345
ACH-000295,0.10858333193770546
ACH-000296,0.021554911713437663
ACH-000302,-0.10689025680061208
ACH-000304,-0.2582017136342261
ACH-000307,-0.07381683088396172
ACH-000308,-0.08399050951164948
ACH-000310,-0.03664049411269765
ACH-000311,0.06741468543106761
ACH-000312,0.05539698393973277
ACH-000315,0.0019280742981629168
ACH-000316,0.0309970425042675
ACH-000317,-0.0031269526569875144
ACH-000318,-0.044148995661841925
ACH-000319,0.051523940440904976
ACH-000320,0.1310359392488043
ACH-000322,0.054111152835275136
ACH-000323,0.02526770246892381
ACH-000324,-0.06467795189094876
ACH-000329,-0.06344474456631094
ACH-000330,-0.1900877730205262
ACH-000331,-0.1219449991449378
ACH-000332,0.08595164867985103
ACH-000334,0.03224361894010565
ACH-000335,-0.23781984158922626
ACH-000336,-0.07911272911977159
ACH-000337,-0.12472489637367555
ACH-000338,0.2253803915494971
ACH-000339,0.015622666488468669
ACH-000341,-0.14611347428255184
ACH-000348,0.02347556150781012
ACH-000350,-0.017991626542137658
ACH-000352,-0.06356584765774183
ACH-000356,0.0209595639890567
ACH-000361,-0.12219168709191937
ACH-000362,0.037298941712939584
ACH-000363,-0.12962043088425032
ACH-000364,-0.036661758803664506
ACH-000365,-0.08794009832408008
ACH-000366,-0.005817360866097051
ACH-000368,-0.03215177416848629
ACH-000374,-0.15063224955439433
ACH-000375,-0.016744712154772884
ACH-000376,-0.08742736985737694
ACH-000381,-0.2170676800536328
ACH-000383,-0.01910689393422221
ACH-000387,-0.0052013731285249715
ACH-000389,0.1651809333155339
ACH-000390,-0.07227725498978678
ACH-000393,-0.10926586919517743
ACH-000395,0.0005947024158878923
ACH-000396,-0.08829272351416001
ACH-000397,0.013315199184188432
ACH-000401,-0.11295401671762627
ACH-000402,0.20744261050323368
ACH-000403,0.010826487852938087
ACH-000404,-0.4611100983407652
ACH-000406,-0.1426357862590852
ACH-000407,-0.09424007978198018
ACH-000408,-0.0792566148094915
ACH-000410,-0.028021025976078348
ACH-000411,0.06459195703367766
ACH-000414,0.07284261420100899
ACH-000415,-0.07659234914600825
ACH-000416,0.001657026710912818
ACH-000420,0.02387356274565216
