,SAMM50 (25813)
ACH-000004,-0.5426800070616171
ACH-000005,-0.739680861386197
ACH-000007,-0.22050352613570232
ACH-000009,-0.3764423710498396
ACH-000011,-0.42472536100213976
ACH-000012,-0.5093601811497178
ACH-000013,-0.6650490077962821
ACH-000014,-0.4544225359439868
ACH-000015,-0.5276706664525261
ACH-000017,-0.385176843834067
ACH-000018,-0.4222693421613236
ACH-000019,-0.2692753635481433
ACH-000021,-0.3009822716962025
ACH-000022,-0.5703752777485664
ACH-000025,-0.6155208435561601
ACH-000028,-0.3035322344288056
ACH-000030,-0.5389765038635247
ACH-000035,-0.539284194966979
ACH-000036,-0.4077422586162114
ACH-000037,-0.3879721087355016
ACH-000039,-0.5015671512093831
ACH-000040,-0.394589570295223
ACH-000041,-0.4392209276244504
ACH-000042,-0.7077256879991639
ACH-000045,-0.3493025667756622
ACH-000047,-0.425863546091087
ACH-000052,-0.4757778601372292
ACH-000053,-0.3891797332366069
ACH-000054,-0.5073016983528265
ACH-000055,-0.4641252215948558
ACH-000060,-0.44894724313445583
ACH-000067,-0.1983845145384008
ACH-000070,-0.35488581472598324
ACH-000075,-0.3165887597630161
ACH-000078,-0.1629637459873451
ACH-000082,-0.1512132700785868
ACH-000085,-0.5607637063651562
ACH-000086,-0.4572803613414748
ACH-000087,-0.5236240690288614
ACH-000092,-0.3891993707491367
ACH-000095,-0.266903452179845
ACH-000097,-0.3624552041630257
ACH-000098,-0.6079333120656261
ACH-000099,-0.17864943554112056
ACH-000108,-0.3739596561516985
ACH-000113,-0.3213635269799009
ACH-000116,-0.6305453029769121
ACH-000118,-0.4977715451543319
ACH-000120,-0.3851582182546306
ACH-000123,-0.3778576528013483
ACH-000127,-0.1924242138320114
ACH-000128,-0.42367229025616976
ACH-000132,-0.2303538224196293
ACH-000133,-0.4667335173036681
ACH-000137,-0.5282356910333348
ACH-000138,-0.3355314667560241
ACH-000142,-0.4767802149859822
ACH-000143,-0.4658984152081269
ACH-000146,-0.4545069523301988
ACH-000148,-0.3262051081261237
ACH-000150,-0.6952830517603502
ACH-000152,-0.4875699242966617
ACH-000153,-0.3940831613018241
ACH-000159,-0.2777095624254425
ACH-000160,-0.4468423880205805
ACH-000163,-0.4143610156907392
ACH-000167,-0.5136003203111752
ACH-000168,-0.4003309620278149
ACH-000169,-0.4978251716332697
ACH-000178,-0.3406117749262821
ACH-000183,-0.21927867587936525
ACH-000188,-0.4234879652573352
ACH-000189,-0.3635316124542365
ACH-000190,-0.5924049746135213
ACH-000198,-0.2501559709639907
ACH-000203,-0.015698345484970316
ACH-000204,-0.2496502006630169
ACH-000206,-0.3228518452152712
ACH-000207,-0.2774059529043728
ACH-000208,-0.7251607683193259
ACH-000210,-0.5668840161284261
ACH-000211,-0.4402326682547975
ACH-000215,-0.2798285034103227
ACH-000221,-0.6212895694858954
ACH-000222,-0.3377965634102681
ACH-000223,-0.2717258531965066
ACH-000226,-0.6303104092665621
ACH-000227,-0.19332977890557426
ACH-000228,-0.4988696675608336
ACH-000231,-0.6928488484861914
ACH-000232,-0.4546258909796228
ACH-000233,-0.31338510231611155
ACH-000234,-0.29814574373990205
ACH-000235,-0.2600831252051025
ACH-000237,-0.4262993970804477
ACH-000238,-0.3032656814399718
ACH-000242,-0.21405341168755
ACH-000243,-0.5525646551813922
ACH-000244,-0.4164200796715623
ACH-000246,-0.3331727330286079
ACH-000248,-0.4560570200702186
ACH-000250,-0.5195603050774604
ACH-000251,-0.4987236152974786
ACH-000252,-0.42851081775507305
ACH-000253,-0.4001104179714222
ACH-000255,-0.4802268642583792
ACH-000256,-0.35481389781477995
ACH-000257,-0.4176625725564759
ACH-000258,-0.6421702738933694
ACH-000259,-0.2281153061942985
ACH-000260,-0.6324922696632874
ACH-000261,-0.29749340704138105
ACH-000262,-0.3320460950521069
ACH-000263,-0.476342546581458
ACH-000264,-0.17946327380085034
ACH-000265,-0.4407266602543137
ACH-000266,-0.2397250836942748
ACH-000272,-0.6029693726282144
ACH-000274,-0.4890335569248069
ACH-000277,-0.3708980107459296
ACH-000278,-0.378374320100526
ACH-000279,-0.22269326558699246
ACH-000280,-0.5603285587480195
ACH-000281,-0.4349316979656757
ACH-000288,-0.3815069339357383
ACH-000291,-0.5691903505884917
ACH-000293,-0.5438323171493951
ACH-000294,-0.2988699918397818
ACH-000295,-0.31409947106727665
ACH-000296,-0.6109320992613668
ACH-000302,-0.5100928471277969
ACH-000304,-0.6689822547367912
ACH-000307,-0.380639946884951
ACH-000308,-0.20491967946381184
ACH-000310,-0.08305614709646868
ACH-000311,-0.42885813968733294
ACH-000312,-0.2296414154023545
ACH-000315,-0.21179318011354567
ACH-000316,-0.4391273104135279
ACH-000317,-0.6170333221702212
ACH-000318,-0.6570465466665789
ACH-000319,-0.4359271978405312
ACH-000320,-0.5331041918952555
ACH-000322,-0.3082569054418882
ACH-000323,-0.5113290338050179
ACH-000324,-0.2894971254068551
ACH-000329,-0.1573040303632762
ACH-000330,-0.5860622302931293
ACH-000331,-0.6364166107015967
ACH-000332,-0.7429325368581436
ACH-000334,0.02016351681247308
ACH-000335,-0.6054713651549308
ACH-000336,-0.5311523707629017
ACH-000337,-0.4562988870016429
ACH-000338,-0.10796089092254496
ACH-000339,-0.2179522283220765
ACH-000341,-0.3715525948848565
ACH-000348,-0.4357453217665497
ACH-000350,-0.4185803376933118
ACH-000352,-0.5366471245984579
ACH-000356,-0.61662364106783
ACH-000361,-0.4203665461832484
ACH-000362,-0.34368844964332784
ACH-000363,-0.3432794074941459
ACH-000364,-0.27538019031322136
ACH-000365,-0.22104589221865426
ACH-000366,-0.2528222103155603
ACH-000368,-0.4155259642220939
ACH-000374,-0.34901383481265497
ACH-000375,-0.34490024827974003
ACH-000376,-0.5828652183100796
ACH-000381,-0.5611741198605261
ACH-000383,-0.4323697277857616
ACH-000387,-0.5122171055001227
ACH-000389,-0.4404821735859169
ACH-000390,-0.4775177635738478
ACH-000393,-0.2153952921500227
ACH-000395,-0.4213732323280638
ACH-000396,-0.4544058237145928
ACH-000397,-0.2866459168568053
ACH-000401,-0.4137549730201533
ACH-000402,-0.27547671019855857
ACH-000403,-0.4234190054004196
ACH-000404,-0.5353971416175505
ACH-000406,-0.5614433248959161
ACH-000407,-0.5568676276531117
ACH-000408,-0.5959163995280496
ACH-000410,-0.4368399954475517
ACH-000411,-0.4567116971273894
ACH-000414,-0.4586923376937882
ACH-000415,-0.4058480631633187
ACH-000416,-0.3617893922799615
ACH-000420,-0.4384181761653984
ACH-000421,-0.4459825206003717
ACH-000424,-0.3680593891236832
ACH-000425,-0.2842699131108231
ACH-000426,-0.3061768751404814
ACH-000427,-0.481595776626111
ACH-000433,-0.5484446663350994
ACH-000435,-0.5442142137773559
ACH-000436,-0.4855772800414534
ACH-000444,-0.5753129276044818
ACH-000445,-0.2965625420353897
ACH-000448,-0.3862215588108565
ACH-000450,-0.6753285435326954
ACH-000452,-0.4437560546622569
ACH-000454,-0.6554024056494523
ACH-000458,-0.4638058412285292
ACH-000459,-0.3280388146550308
ACH-000460,-0.3791992791704237
ACH-000461,-0.4604431931444845
ACH-000463,-0.4080677007511304
ACH-000464,-0.3455392219655461
ACH-000466,-0.4291828723544988
ACH-000467,-0.5298675993449138
ACH-000468,-0.4101283974626808
ACH-000469,-0.3631911099877372
ACH-000470,-0.3672654649502618
ACH-000471,-0.6682460158066982
ACH-000472,-0.2510062939954389
ACH-000473,-0.4962365271876482
ACH-000475,-0.3642008164091286
ACH-000476,-0.3750289931936899
ACH-000477,-0.5755177846736441
ACH-000479,-0.4507999967961774
ACH-000480,-0.4042601384235601
ACH-000481,-0.4426756790263892
ACH-000483,-0.6048220010831716
ACH-000484,-0.2863116324886937
ACH-000485,-0.5354966303284455
ACH-000486,-0.6435229637376679
ACH-000487,-0.2535954166005823
ACH-000488,-0.5709998312726459
ACH-000490,-0.6352019529863729
ACH-000491,-0.3973258411434484
ACH-000495,-0.43289594950042976
ACH-000496,-0.3671149226820696
ACH-000499,-0.3907106242317906
ACH-000500,-0.3520831208679692
ACH-000502,-0.623937393003815
ACH-000503,-0.31184519568815355
ACH-000505,-0.2981271264966308
ACH-000507,-0.6474716328684464
ACH-000510,-0.4619258973700328
ACH-000511,-0.5417675192382075
ACH-000512,-0.32456061180678825
ACH-000516,-0.2802771675825803
ACH-000517,-0.1978154073683688
ACH-000518,-0.484049556252555
ACH-000520,-0.6048283337999322
ACH-000521,-0.494179623604737
ACH-000522,-0.5731077542393473
ACH-000524,-0.43218687029126895
ACH-000527,-0.5289186910616419
ACH-000528,-0.4918569804860747
ACH-000537,-0.4387289997918091
ACH-000541,-0.4966130024083029
ACH-000542,-0.5240778864048867
ACH-000544,-0.4027479692679636
ACH-000545,-0.39727554646581215
ACH-000547,-0.4241481310111727
ACH-000548,-0.231593608817278
ACH-000549,-0.2979737148607832
ACH-000550,-0.5525126515155891
