,PRRT1 (80863)
ACH-000004,0.04164545337967514
ACH-000005,0.11488500412151564
ACH-000007,0.2952855766266496
ACH-000009,0.21076953622522854
ACH-000011,0.11643866988539606
ACH-000012,0.08267801014054822
ACH-000013,0.051119648848545134
ACH-000014,0.13997272021502954
ACH-000015,0.21669787387440245
ACH-000017,0.1612329128650654
ACH-000018,0.2394335975629357
ACH-000019,0.042115800434921705
ACH-000021,0.13344725034157204
ACH-000022,0.13797703371392606
ACH-000025,0.08254354349688986
ACH-000028,0.1491125240430206
ACH-000030,0.189855742243252
ACH-000035,0.06179898886750599
ACH-000036,0.12940199646521194
ACH-000037,-0.10578076205349103
ACH-000039,-0.1666542665856663
ACH-000040,0.14184377728001524
ACH-000041,0.1618231938052556
ACH-000042,0.14367073951815235
ACH-000045,0.13459974036644587
ACH-000047,-0.04256215202124525
ACH-000052,-0.024629554537665518
ACH-000053,0.07381481244174977
ACH-000054,0.02103867828561183
ACH-000055,0.2766402823239573
ACH-000060,0.1279187407937838
ACH-000067,0.10329822752295796
ACH-000070,0.10770302488616144
ACH-000075,0.2931856415595888
ACH-000078,0.0681829122825899
ACH-000082,0.11845522838725844
ACH-000085,0.034179341376817586
ACH-000086,0.058592837861157376
ACH-000087,0.32594313014474263
ACH-000092,0.055733510152258914
ACH-000095,0.131656640108194
ACH-000097,0.1281344855139014
ACH-000098,0.09823201715959344
ACH-000099,0.12474236900986505
ACH-000108,0.08740037228516327
ACH-000113,0.2215049156209011
ACH-000116,0.18772155101658008
ACH-000118,0.1933569659918718
ACH-000120,0.02955824608396467
ACH-000123,0.1705762342029374
ACH-000127,0.14897369082627746
ACH-000128,0.12589037472760262
ACH-000132,0.07568447330782649
ACH-000133,-0.02775632803109829
ACH-000137,-0.05753121361191599
ACH-000138,0.13534384715856726
ACH-000142,-0.013723779838903813
ACH-000143,0.06767682874550962
ACH-000146,0.10022016162831207
ACH-000148,0.1331787718702027
ACH-000150,0.2262948516743349
ACH-000152,0.049206747913282806
ACH-000153,0.2521031005055201
ACH-000159,0.16192898144773193
ACH-000160,0.044925619382482185
ACH-000163,0.09910682388044922
ACH-000167,0.2449179404870169
ACH-000168,0.05436076402849117
ACH-000169,0.20759777717031744
ACH-000178,0.08912052824915953
ACH-000183,0.2368078221413641
ACH-000188,0.07637885881704111
ACH-000189,0.05983817126171514
ACH-000190,0.15468126396152684
ACH-000198,0.13948980927005067
ACH-000203,0.3220597547209412
ACH-000204,0.15327699303226144
ACH-000206,0.2830728501185477
ACH-000207,0.20122247153648454
ACH-000208,0.15377353582854802
ACH-000210,0.11079085834797968
ACH-000211,0.16655017724195076
ACH-000215,0.13431612663682124
ACH-000221,0.13281570665949102
ACH-000222,0.19495292663055575
ACH-000223,0.1115507223980625
ACH-000226,-0.0410691895971661
ACH-000227,0.2804345172089907
ACH-000228,0.3070043679893036
ACH-000231,0.04638805596825005
ACH-000232,0.20873161416664732
ACH-000233,0.15440178691904854
ACH-000234,0.14096924424694182
ACH-000235,0.11430528620090585
ACH-000237,0.0817326821421627
ACH-000238,0.07516065640238027
ACH-000242,0.2639120926501497
ACH-000243,0.12846666154946826
ACH-000244,0.10197362940203003
ACH-000246,0.14891934571474585
ACH-000248,0.15030792848352392
ACH-000250,0.09609526592503928
ACH-000251,0.18509668835982487
ACH-000252,0.15190665225567418
ACH-000253,0.08970826107813283
ACH-000255,0.1329766668906142
ACH-000256,0.12295957031919652
ACH-000257,0.21335421993665502
ACH-000258,0.34476377745597875
ACH-000259,0.07207040301322648
ACH-000260,0.11958747328397368
ACH-000261,0.13031273973564728
ACH-000262,0.16286146778804525
ACH-000263,0.19157651051319216
ACH-000264,0.03779624332328692
ACH-000265,0.1902346807244246
ACH-000266,0.09894844852446602
ACH-000272,0.14955375180485408
ACH-000274,0.1071245279615403
ACH-000277,0.13983008088738866
ACH-000278,0.12226117773653845
ACH-000279,0.11523438871207675
ACH-000280,0.10129945205895613
ACH-000281,0.20156183474439948
ACH-000288,0.13875838465295626
ACH-000291,0.19193036790427545
ACH-000293,0.05643056863282366
ACH-000294,0.06612368247012253
ACH-000295,0.3667246711516684
ACH-000296,-0.010099838830609165
ACH-000302,0.06025513922032585
ACH-000304,0.012109626402739809
ACH-000307,0.09590730870276687
ACH-000308,0.16966193538001625
ACH-000310,0.03786057048520608
ACH-000311,0.2545045843924903
ACH-000312,0.03731051465211373
ACH-000315,0.1836387252897793
ACH-000316,0.2135825672635583
ACH-000317,0.094552042745971
ACH-000318,0.08366227303597995
ACH-000319,0.2845204560220232
ACH-000320,0.23192895054027335
ACH-000322,-0.027589721510458968
ACH-000323,0.23990061437773197
ACH-000324,0.23630279441689875
ACH-000329,0.1158172332392234
ACH-000330,0.1423937815374043
ACH-000331,0.059501639439411724
ACH-000332,0.1877718226756077
ACH-000334,0.15716812680352346
ACH-000335,0.27946231117455245
ACH-000336,-0.011854802900790079
ACH-000337,0.21638369653508335
ACH-000338,0.0540395815926935
ACH-000339,0.07335416936374291
ACH-000341,-0.004316673989507095
ACH-000348,0.17932727500307602
ACH-000350,0.25685253213366904
ACH-000352,0.2561246557276209
ACH-000356,0.25231162779848115
ACH-000361,0.2095360075133205
ACH-000362,0.1492751948256861
ACH-000363,0.09885818181034756
ACH-000364,0.14860158145265145
ACH-000365,0.10124250807386848
ACH-000366,0.12350297579873795
ACH-000368,-0.04787412255622071
ACH-000374,0.16678938129487902
ACH-000375,0.2036228213676269
ACH-000376,0.18166523309333693
ACH-000381,0.019210898300593825
ACH-000383,0.095765860250642
ACH-000387,0.05308310349595936
ACH-000389,-0.0724723027340974
ACH-000390,0.16151538023989934
ACH-000393,0.04559214685791857
ACH-000395,0.17842988835694987
ACH-000396,0.10308790072877257
ACH-000397,0.07785711530367889
ACH-000401,0.08182200827987411
ACH-000402,0.05697276738960156
ACH-000403,0.11066633438645564
ACH-000404,0.1116429864594179
ACH-000406,0.11895294746422895
ACH-000407,0.15960558367206662
ACH-000408,0.1845354342804618
ACH-000410,0.14467589659617985
ACH-000411,0.2441325601144927
ACH-000414,0.11799689459919245
ACH-000415,0.0742284918950186
ACH-000416,0.08273583803652716
ACH-000420,-0.04079884044782833
ACH-000421,0.06328112220945667
ACH-000424,0.08265103360702389
ACH-000425,0.0663813346526073
ACH-000426,0.1601802517132792
ACH-000427,0.12819804543033453
ACH-000433,0.11594479378148825
ACH-000435,0.437090811425168
ACH-000436,-0.1671021604730011
ACH-000444,0.17884037034404834
ACH-000445,0.026478648652574526
ACH-000448,0.09298308740546647
ACH-000450,0.24254174109491514
ACH-000452,0.08341367795365154
