,RBPJL (11317)
ACH-000444,-0.0991354276373085
ACH-000445,0.03181810665395926
ACH-000448,-0.11596492035374252
ACH-000450,-0.3201620895843139
ACH-000452,-0.24673620461422704
ACH-000454,-0.03715292227219992
ACH-000458,-0.027357684273837533
ACH-000459,-0.10137132562478343
ACH-000460,-0.14283403853206025
ACH-000461,-0.154974196579307
ACH-000463,-0.06618361554900799
ACH-000464,-0.03299407418167307
ACH-000466,-0.16399663479177978
ACH-000467,-0.2680303855849801
ACH-000468,-0.16423435990621754
ACH-000469,-0.10232053103289004
ACH-000470,-0.19287437331206694
ACH-000471,-0.10443676961956448
ACH-000472,-0.15345434777045672
ACH-000473,-0.2845332869862487
ACH-000475,-0.11099001734632367
ACH-000476,-0.095353986904107
ACH-000477,-0.0916687359943062
ACH-000479,0.0013155343029537091
ACH-000480,-0.15468160012930454
ACH-000481,-0.1721444634382744
ACH-000483,-0.2128419750691848
ACH-000484,-0.0024513164450722467
ACH-000485,-0.0949739853222656
ACH-000486,-0.10372740898585744
ACH-000487,-0.11860582418311183
ACH-000488,-0.2302980646050133
ACH-000490,-0.1077430480436334
ACH-000491,-0.015950587823631433
ACH-000495,-0.13202499344446594
ACH-000496,-0.13156569872721938
ACH-000499,-0.1588885149336015
ACH-000500,-0.1787002722352009
ACH-000502,-0.2325248633041943
ACH-000503,0.08004138468158553
ACH-000505,0.0005249630026413037
ACH-000507,-0.10385528767230646
ACH-000510,-0.13494674790663572
ACH-000511,-0.058157616089430285
ACH-000512,-0.09608823239381127
ACH-000516,-0.1491360726732707
ACH-000517,-0.09456280685464964
ACH-000518,-0.15129548452744113
ACH-000520,-0.1163781360674068
ACH-000521,-0.2919003270034127
ACH-000522,-0.07885653760894515
ACH-000524,-0.04698047728756037
ACH-000527,-0.18211093466502826
ACH-000528,-0.15063907223077053
ACH-000537,-0.1601610267952271
ACH-000541,-0.07162248853917944
ACH-000542,-0.14552705840957872
ACH-000544,-0.23270713626811
ACH-000545,-0.10889410074075744
ACH-000547,-0.18023579255923666
ACH-000548,-0.15677638239111386
ACH-000549,-0.15110936840036726
ACH-000550,-0.10816125511847237
ACH-000552,-0.013240260315109206
ACH-000556,-0.28984582433381834
ACH-000557,-0.16926674728687285
ACH-000569,-0.05803900342405394
ACH-000570,-0.1959460027858844
ACH-000571,-0.06611364957226769
ACH-000573,-0.03429479226288397
ACH-000576,-0.20392363644182995
ACH-000579,-0.06654279016014171
ACH-000580,-0.12746819700974907
ACH-000584,-0.032128669962933835
ACH-000585,0.0328610411238481
ACH-000588,-0.22868671462582255
ACH-000589,-0.08407378973545483
ACH-000591,-0.20717325263501554
ACH-000593,-0.23977209593482765
ACH-000600,-0.13543474003202213
ACH-000601,-0.14897092547991994
ACH-000605,-0.1958475747875758
ACH-000606,-0.16190192561869846
ACH-000608,-0.20239972598152825
ACH-000614,-0.4183570021756072
ACH-000616,-0.08680975354247145
ACH-000618,-0.1914104322671875
ACH-000619,0.0406926797531193
ACH-000620,-0.14916206124649384
ACH-000621,-0.03666417281178386
ACH-000622,-0.07615694679098213
ACH-000623,-0.12991937619440405
ACH-000624,-0.0765442312561717
ACH-000627,-0.19471938248775533
ACH-000630,0.007734191819501161
ACH-000631,-0.1943082467455192
ACH-000632,-0.08582546779150219
ACH-000633,-0.1897338178525783
ACH-000637,-0.07667867480346728
ACH-000638,0.024547513851506667
ACH-000646,-0.1236005056706726
ACH-000647,-0.028834575835697932
ACH-000648,-0.05473717476322853
ACH-000649,-0.13983529291224514
ACH-000651,-0.15080569378831785
ACH-000652,-0.08133531795474902
ACH-000653,-0.10096211672694316
ACH-000657,-0.11223666100094944
ACH-000658,-0.231519830943852
ACH-000661,-0.18782909120433305
ACH-000662,-0.2768607015419981
ACH-000663,-0.14984968528066978
ACH-000665,-0.1722025121433769
ACH-000671,-0.12375923619356707
ACH-000672,-0.17129448010995832
ACH-000673,-0.08226501436148605
ACH-000676,-0.09055362982777312
ACH-000677,-0.09114154872497636
ACH-000681,-0.13732685746738546
ACH-000683,-0.1371409517178799
ACH-000684,-0.11001439043299438
ACH-000688,-0.04050832025839996
ACH-000693,-0.12854120467582014
ACH-000694,-0.07111028945948894
ACH-000695,-0.1711386856740181
ACH-000696,-0.04363709270167476
ACH-000697,-0.12384126671982795
ACH-000699,-0.19299791521614693
ACH-000701,-0.14315064894605609
ACH-000706,-0.06491018916898998
ACH-000711,-0.16287618178114374
ACH-000713,-0.5929314661514475
ACH-000714,-0.08558421632812954
ACH-000718,-0.2438866756454912
ACH-000720,-0.26088542191963016
ACH-000721,-0.4079165531533863
ACH-000724,-0.1496482151753011
ACH-000725,-0.0329392764978769
ACH-000732,-0.25270164869159456
ACH-000734,-0.08139567724148722
ACH-000735,-0.15312922648180494
ACH-000736,-0.05403567337837312
ACH-000738,-0.0959891347704952
ACH-000746,-0.2418583832716032
ACH-000747,-0.12573805994019194
ACH-000748,-0.14032090294023056
ACH-000753,-0.05333151731478671
ACH-000756,-0.04078746357014206
ACH-000757,0.10383167380923478
ACH-000758,-0.2189841639105972
ACH-000760,-0.10180901617185872
ACH-000762,-0.17529459012205434
ACH-000763,-0.08520426458193997
ACH-000764,0.056960278638423525
ACH-000765,-0.0397324012392999
ACH-000766,-0.27848213224783064
ACH-000767,-0.0950586345712974
ACH-000768,-0.174002130054959
ACH-000769,-0.18326399052248254
ACH-000770,-0.10329305755617464
ACH-000771,-0.06083873657447191
ACH-000773,-0.17560773104095614
ACH-000776,-0.2665600442656165
ACH-000777,-0.05780730777293119
ACH-000778,-0.19584621370349112
ACH-000781,-0.11063731357440368
ACH-000782,-0.19328441919892544
ACH-000783,-0.1506782860623019
ACH-000784,-0.12230629032533105
ACH-000785,-0.08076518800493672
ACH-000787,-0.1932860491181269
ACH-000788,-0.1410819087607553
ACH-000791,-0.03893220507758298
ACH-000792,0.023224371931485303
ACH-000794,-0.13741828559471858
ACH-000796,-0.09484572834781496
ACH-000798,-0.1807495884071811
ACH-000799,-0.15015304640015045
ACH-000800,-0.13198995403937105
ACH-000802,0.0006655376652933983
ACH-000804,-0.09482384836736484
ACH-000805,-0.011636826642630091
ACH-000809,-0.02446636218626644
ACH-000810,-0.0015010346992384092
ACH-000811,-0.1272299061651431
ACH-000817,-0.07854757066664114
ACH-000819,-0.17941787299224218
ACH-000820,-0.1336451253378795
ACH-000821,-0.08266305442506103
ACH-000822,-0.20139503536742212
ACH-000823,-0.1745658146175478
ACH-000824,-0.062016921939977085
ACH-000827,-0.1297177947682429
ACH-000829,-0.09981736938254852
ACH-000831,-0.02709563453893709
ACH-000832,-0.18866897718342607
ACH-000833,-0.21384469346079507
ACH-000834,-0.26679118119737977
ACH-000835,-0.02200154649486132
ACH-000836,-0.18232946795089874
ACH-000837,-0.15383547376908355
ACH-000838,-0.02259613326769129
ACH-000839,-0.4224018722606687
ACH-000840,0.028491231950439632
ACH-000841,-0.06187313260024415
ACH-000843,-0.2195856757241663
ACH-000846,-0.14219893493033556
ACH-000847,-0.08425831096532227
ACH-000848,-0.0661264053772588
ACH-000849,-0.1638079578750082
ACH-000851,-0.2775836618136009
ACH-000855,-0.08974148330771434
ACH-000856,-0.2002081816216744
ACH-000858,-0.2353053158798577
ACH-000859,-0.18247638488986925
ACH-000861,-0.05361350908253122
ACH-000862,-0.12740743270764954
ACH-000865,-0.0341538556077844
ACH-000866,-0.12346012224184008
ACH-000867,-0.15788035519280993
ACH-000869,-0.10490548593553332
ACH-000872,-0.12042849266298758
ACH-000873,0.05433037751580402
ACH-000876,-0.08914018052226345
ACH-000878,-0.03113448938771322
ACH-000880,-0.1955737263848604
ACH-000881,-0.0523600291707198
ACH-000882,-0.1797557912418368
ACH-000884,-0.20656965059798887
ACH-000885,-0.12906970198034334
ACH-000887,-0.055791782170177454
ACH-000889,-0.0007142967965564687
ACH-000896,-0.16752360831688753
ACH-000898,-0.1539133903680336
ACH-000900,-0.20434235343818047
ACH-000901,-0.1926333799590952
ACH-000905,-0.17246286970872338
ACH-000906,-0.14587069044991646
ACH-000907,-0.18640232684868766
ACH-000910,-0.05652657003516545
ACH-000911,-0.19319260116178613
ACH-000912,-0.20493251533357698
ACH-000913,-0.16998194525449506
ACH-000915,-0.048791345654513776
ACH-000916,-0.16605340198195134
ACH-000917,-0.1439862521023836
ACH-000920,0.01985763290849428
ACH-000921,-0.07103664938825435
ACH-000924,-0.0485502749609009
ACH-000926,-0.1056656715133367
ACH-000928,-0.1729614646259876
ACH-000929,-0.16566488599769666
ACH-000932,-0.0902709435803786
ACH-000935,-0.125931060410207
ACH-000936,-0.2714076746418753
ACH-000937,-0.061230971847587974
ACH-000938,-0.13831525589969024
ACH-000939,-0.23673011645794925
ACH-000941,-0.08450762172854451
ACH-000943,-0.06604422140421064
ACH-000946,-0.12614216706776768
ACH-000947,-0.03079724167540924
ACH-000948,-0.0038541783578429547
ACH-000950,-0.062352244943933724
ACH-000953,-0.05413135032924293
ACH-000954,-0.2713803038363172
ACH-000957,-0.15437120834842624
ACH-000958,-0.0773519115914655
ACH-000960,-0.1291010535127959
ACH-000963,-0.04903598983183002
ACH-000968,0.0171640969862536
ACH-000969,-0.3013954301547068
ACH-000972,-0.22344448428414676
ACH-000973,-0.1457472075050785
ACH-000974,-0.15284784420429254
ACH-000978,-0.41948255359519776
ACH-000984,-0.10979066558335984
ACH-000986,-0.3721830082692689
ACH-000988,-0.10035965038783574
ACH-000993,-0.0678014142183736
ACH-000994,-0.04853520068344099
ACH-000996,-0.18191021401304505
ACH-001001,-0.02753126560526549
ACH-001020,0.06696438223712088
ACH-001028,-0.2480441069871629
ACH-001031,-0.08926545154718654
ACH-001038,-0.08264746207972848
ACH-001048,-0.1581648626252989
ACH-001050,-0.08585490174677755
ACH-001053,-0.039262674711305776
ACH-001054,-0.1264299730896828
ACH-001061,-0.1317371185347875
ACH-001067,-0.1390845470716727
ACH-001075,-0.3816133218331998
ACH-001096,-0.11110992924332652
ACH-001111,-0.2306792885813492
ACH-001119,-0.09436813789318284
ACH-001128,-0.08864192276460159
ACH-001134,-0.0486439065482511
ACH-001151,-0.12415734174970593
ACH-001163,-0.11838067229999295
ACH-001164,0.07453656060877313
ACH-001183,-0.14843686929328512
ACH-001192,-0.12057876263249473
ACH-001193,0.126147079669288
ACH-001196,-0.16087679305947733
ACH-001197,-0.027656854632165467
ACH-001205,-0.17363572763396046
ACH-001211,-0.06773475783103608
ACH-001212,0.032177325528556316
ACH-001228,-0.1145540645700509
ACH-001232,-0.2018868888440547
ACH-001239,-0.14078904433862166
ACH-001270,-0.12110984637493155
ACH-001274,0.04864920749717151
ACH-001275,-0.1743046453981517
ACH-001277,-0.1992609985918877
ACH-001278,-0.04720226484412544
ACH-001280,-0.052844444472963915
ACH-001283,-0.14425897903113072
ACH-001289,-0.08937468284152622
ACH-001300,0.021865084867243503
ACH-001301,-0.1147732317249497
ACH-001302,0.13785178392629066
ACH-001306,-0.12577970803169256
ACH-001318,-0.3142540358725593
ACH-001322,-0.08892900048580077
ACH-001328,-0.17816201999963846
ACH-001332,-0.05038658824524316
ACH-001336,-0.0944091902276952
ACH-001346,-0.004872833212286894
ACH-001353,-0.14492774013357546
ACH-001354,-0.3132765842105819
ACH-001367,-0.15039845433571775
ACH-001368,-0.1297441824641077
ACH-001374,0.1709668325046375
ACH-001377,-0.15790560457846115
ACH-001380,-0.11489850516799804
ACH-001391,-0.05054150984326004
ACH-001408,-0.21313046875758
ACH-001430,-0.12530752546317378
ACH-001431,-0.03459338164144748
ACH-001450,-0.19833630877137726
ACH-001496,-0.0949775928944476
ACH-001500,-0.15955347353513405
ACH-001523,-0.13559043667999335
ACH-001532,-0.08810856617381141
ACH-001550,-0.060755307608887435
ACH-001552,-0.1115420730595992
ACH-001554,-0.07511756492925542
ACH-001654,-0.12428906451476293
ACH-001735,0.04603670820994782
ACH-001736,-0.2297847085556114
ACH-001737,-0.18635765917919106
ACH-001740,-0.06264971907551971
ACH-001745,0.016828479832892578
ACH-001765,-0.07828878703085979
