,TMED3 (23423)
ACH-000004,0.09876650345551788
ACH-000005,-0.106596256816932
ACH-000007,0.030365629517927057
ACH-000009,-0.048150816079795995
ACH-000011,-0.04419083245318831
ACH-000012,0.055301445812672566
ACH-000013,0.03124028005751488
ACH-000014,0.053515654885553716
ACH-000015,0.04258336135204596
ACH-000017,0.021550574439769987
ACH-000018,-0.006852452348236689
ACH-000019,0.012986188006352165
ACH-000021,0.10754191924734646
ACH-000022,0.02387726614380748
ACH-000025,-0.06501760663595603
ACH-000028,0.0680295533300929
ACH-000030,-0.0019803948083109285
ACH-000035,0.09085640069426207
ACH-000036,-0.01245190106888276
ACH-000037,-0.09533712348135484
ACH-000039,-0.03326353844112705
ACH-000040,0.0418478708941619
ACH-000041,0.10575365483714183
ACH-000042,0.03890657696909144
ACH-000045,0.1206645308277373
ACH-000047,-0.1611316167410499
ACH-000052,-0.05548500295440845
ACH-000053,-0.07203898393049199
ACH-000054,-0.034498850998998784
ACH-000055,-0.017018813294657726
ACH-000060,-0.06342557702815659
ACH-000067,0.05987999380934119
ACH-000070,0.2247838028605124
ACH-000075,0.14548457398310569
ACH-000078,0.04044950199836634
ACH-000082,-0.04535987049308348
ACH-000085,-0.032357325359101366
ACH-000086,0.0929257660016316
ACH-000087,0.0019711471179679127
ACH-000092,0.03531180024191825
ACH-000095,-0.002211259225927883
ACH-000097,-0.06672912304600234
ACH-000098,0.16869966568408068
ACH-000099,-0.060690198718074025
ACH-000108,-0.039703374303338985
ACH-000113,0.17869223028138614
ACH-000116,0.0441718748110165
ACH-000118,0.061330227446807585
ACH-000120,0.018036812644741548
ACH-000123,0.04311666986430863
ACH-000127,-0.02612603731156238
ACH-000128,0.005654891437108951
ACH-000132,-0.005775273963332023
ACH-000133,0.07057535172455498
ACH-000137,0.0302203769695663
ACH-000138,0.03803390814739917
ACH-000142,0.06911822205411505
ACH-000143,0.020711929682745198
ACH-000146,0.038363217735848935
ACH-000148,-0.0023208718393621978
ACH-000150,0.04552436341663792
ACH-000152,0.04276119904200169
ACH-000153,0.1310125728886356
ACH-000159,0.11793724764105484
ACH-000160,-0.0288980804131414
ACH-000163,-0.05286957496170701
ACH-000167,-0.2595791911535528
ACH-000168,0.039847074436100055
ACH-000169,0.04450305935513095
ACH-000178,0.07748483760749615
ACH-000183,0.08164099327957834
ACH-000188,0.05322395517481143
ACH-000189,-0.08022460041842679
ACH-000190,0.0830594304126951
ACH-000198,-0.041294420629590586
ACH-000203,0.001361330288886819
ACH-000204,0.10749534898801257
ACH-000206,-0.014009004649451037
ACH-000207,0.1433349272166909
ACH-000208,-0.055859727914143
ACH-000210,-0.018484492103558698
ACH-000211,-0.00226285190274657
ACH-000215,-0.026386703947727318
ACH-000221,-0.0014343887822894372
ACH-000222,-0.03570492440937572
ACH-000223,-0.0273928411248083
ACH-000226,0.12545835139279288
ACH-000227,-0.0931427638419308
ACH-000228,0.07926761168602336
ACH-000231,-0.0009951931550793679
ACH-000232,-0.024272533288923443
ACH-000233,-0.02496667025307795
ACH-000234,0.04254892214879049
ACH-000235,-0.03639095066839661
ACH-000237,0.0923936791126812
ACH-000238,-0.0254876108802234
ACH-000242,-0.11199044903981842
ACH-000243,-0.025544240935665725
ACH-000244,-0.1970423136898644
ACH-000246,0.07458518323883558
ACH-000248,0.0470143880239166
ACH-000250,-0.05975623489332917
ACH-000251,-0.07971204232071105
ACH-000252,0.08956019567651333
ACH-000253,0.008855017861293002
ACH-000255,-0.06515740302496634
ACH-000256,0.0009624511143405399
ACH-000257,0.014499970435824931
ACH-000258,0.059502418610084123
ACH-000259,0.018881676001958937
ACH-000260,0.026495561137458302
ACH-000261,-0.07944361626139891
ACH-000262,0.24971201531271706
ACH-000263,0.09130923811962596
ACH-000264,-0.0047585102658749216
ACH-000265,-0.09652908873709706
ACH-000266,-0.0432194035117899
ACH-000272,0.05835178579097695
ACH-000274,-0.020960765128135328
ACH-000277,0.11497682083559616
ACH-000278,-0.02424897219958552
ACH-000279,-0.03366781665639403
ACH-000280,0.08645121372932117
ACH-000281,0.008028092391202495
ACH-000288,0.11479907559976232
ACH-000291,-0.04104040981247377
ACH-000293,0.003090770492006881
ACH-000294,-0.1724756896761644
ACH-000295,0.221302151319678
ACH-000296,-0.12180040421184253
ACH-000302,-0.036158965437974776
ACH-000304,0.2025258800456076
ACH-000307,-0.02372369723931404
ACH-000308,0.0017921208108765975
ACH-000310,-0.15485544735946358
ACH-000311,-0.050831131860825
ACH-000312,0.013983247172783727
ACH-000315,0.1694827694374089
ACH-000316,0.09096651101114712
ACH-000317,0.09896463131021756
ACH-000318,0.03795473862856878
ACH-000319,-0.011993193880477052
ACH-000320,0.01655929527883081
ACH-000322,-0.028710726909639217
ACH-000323,0.0644307764080808
ACH-000324,0.047670115404738214
ACH-000329,0.08690861984962363
ACH-000330,-0.08022482896309177
ACH-000331,0.07372811251165967
