,G6PC (2538)
ACH-000207,-0.1668920505127182
ACH-000208,-0.34319708254440834
ACH-000210,-0.2506136240734064
ACH-000211,-0.2953445533718473
ACH-000215,-0.16489450050566587
ACH-000221,-0.20352373817545308
ACH-000222,-0.1812895531044623
ACH-000223,-0.20466040618486034
ACH-000226,-0.12323062439698418
ACH-000227,-0.3656831029796675
ACH-000228,-0.4037047581589468
ACH-000231,-0.2081090441825298
ACH-000232,-0.16730061916043418
ACH-000233,-0.12795312333537298
ACH-000234,-0.3004912784399684
ACH-000235,-0.20472314338849146
ACH-000237,-0.19776398525555314
ACH-000238,-0.2987344650583089
ACH-000242,-0.15061605639524736
ACH-000243,-0.3499646293953572
ACH-000244,-0.23694612503216775
ACH-000246,-0.19674458363161496
ACH-000248,-0.2736222930087787
ACH-000250,-0.30771794288938176
ACH-000251,-0.11779954869305803
ACH-000252,-0.16986267967722946
ACH-000253,-0.1608147523430793
ACH-000255,-0.3834064480035189
ACH-000256,-0.2491871327322747
ACH-000257,-0.25259094959290923
ACH-000258,-0.10711030042410036
ACH-000259,-0.238402467957696
ACH-000260,-0.18640952843542666
ACH-000261,-0.17758015702552238
ACH-000262,-0.17180230903007965
ACH-000263,-0.4409255514377684
ACH-000264,-0.2465059256783539
ACH-000265,-0.27587776295337946
ACH-000266,-0.2445616490923909
ACH-000272,-0.27016928581367017
ACH-000274,-0.37985997325089693
ACH-000277,-0.2291585117006114
ACH-000278,-0.15798975658829512
ACH-000279,-0.1863605019133205
ACH-000280,-0.20548229193171585
ACH-000281,-0.1585554302052974
ACH-000288,-0.2748201232030204
ACH-000291,-0.18667108450519207
ACH-000293,-0.2411497140758873
ACH-000294,-0.2144787856658328
ACH-000295,-0.36633633373988056
ACH-000296,-0.15802922216368134
ACH-000302,-0.2447513549246379
ACH-000304,-0.3754843218677258
ACH-000307,-0.19400856948559156
ACH-000308,-0.2384646170226161
ACH-000310,-0.2835350517220998
ACH-000311,-0.22327805741968848
ACH-000312,-0.33985921915625705
ACH-000315,-0.1705596107618463
ACH-000316,-0.2970477820171852
ACH-000317,-0.21580006981045816
ACH-000318,-0.2799620719085224
ACH-000319,-0.3324844093173357
ACH-000320,-0.2488789137211794
ACH-000322,-0.22996536928368336
ACH-000323,-0.22836675723597105
ACH-000324,-0.3770182024532041
ACH-000329,-0.22887618308565374
ACH-000330,-0.20168868905565607
ACH-000331,-0.2503083216183075
ACH-000332,-0.26807636164626475
ACH-000334,-0.1502686133836739
ACH-000335,-0.05960246192933093
ACH-000336,-0.22446421608010947
ACH-000337,-0.15967939575949935
ACH-000338,0.22112838455266973
ACH-000339,-0.1854778633176785
ACH-000341,-0.1142770055868
ACH-000348,-0.2615370726927863
ACH-000350,-0.3103841307783641
ACH-000352,-0.2507040248167044
ACH-000356,-0.34043138708535664
ACH-000361,-0.3328389344132173
ACH-000362,-0.11355047681194284
ACH-000363,-0.28297788914361893
ACH-000364,-0.2658441073117952
ACH-000365,-0.23935512030311434
ACH-000366,-0.20744932589863427
ACH-000368,-0.08623981149861172
ACH-000374,-0.0772696296562473
ACH-000375,-0.2932342256419304
ACH-000376,-0.11420965321682786
ACH-000381,-0.29424552977872703
ACH-000383,-0.21231454314268186
ACH-000387,-0.13353954139456867
ACH-000389,-0.2609444291772041
ACH-000390,-0.4284943698519701
ACH-000393,-0.11074982383883243
ACH-000395,-0.15665560710452145
ACH-000396,-0.06198187490921921
ACH-000397,-0.4006139523515344
ACH-000401,-0.18788700882612244
ACH-000402,-0.2513847918151016
ACH-000403,-0.2656031217542286
ACH-000404,-0.07620047670759715
ACH-000406,-0.12016506762303765
ACH-000407,-0.2295421912755716
ACH-000408,-0.16607144325971174
ACH-000410,-0.22126213604505635
ACH-000411,-0.353755973021992
ACH-000414,-0.11602354882849608
ACH-000415,-0.3996735938573289
ACH-000416,-0.2833041539687869
ACH-000420,-0.2184557696747108
ACH-000421,-0.2935054051504394
ACH-000424,-0.26773922634417097
ACH-000425,-0.29158484866671397
ACH-000426,-0.3902263402493432
ACH-000427,-0.4068053996580569
ACH-000433,-0.17405059427712632
ACH-000435,-0.202336121311796
ACH-000436,-0.23522022163649986
ACH-000444,-0.11197002312977056
ACH-000445,-0.2421414545808302
ACH-000448,-0.1834228740794498
ACH-000450,-0.10768335719520583
ACH-000452,-0.2227835779219487
ACH-000454,-0.06565750751705014
ACH-000458,-0.30429172597241083
ACH-000459,-0.13668090738162691
ACH-000460,-0.20607539454966106
ACH-000461,-0.10536460056481922
ACH-000463,-0.3147576126972873
ACH-000464,-0.04499209605887862
ACH-000466,-0.173718655164523
ACH-000467,-0.22098495990652264
ACH-000468,-0.27495476785535544
ACH-000469,-0.16147857115783978
ACH-000470,-0.16273990260506538
ACH-000471,-0.3124547490392067
ACH-000472,-0.22280894800080348
ACH-000473,-0.20511817897166595
ACH-000475,-0.18622568393035765
ACH-000476,-0.2441883040346037
ACH-000477,-0.1996359522818022
ACH-000479,-0.26231347175362363
ACH-000480,-0.3032489315763362
ACH-000481,-0.0933473339050224
ACH-000483,-0.2427274024361355
ACH-000484,-0.1795376291150452
ACH-000485,-0.06818026255414088
ACH-000486,-0.27329168774410634
ACH-000487,-0.2314399116197968
ACH-000488,-0.24477244711407264
ACH-000490,-0.13252123853176873
ACH-000491,-0.1842403740502848
ACH-000495,-0.25964413650969165
ACH-000496,-0.21978280292277055
ACH-000499,0.0009834685406468616
ACH-000500,-0.6604644528366538
ACH-000502,-0.20566240334186708
ACH-000503,-0.3061541087218672
ACH-000505,-0.1234158843152507
ACH-000507,-0.3633683251014895
ACH-000510,-0.19133528590421287
ACH-000511,-0.08624696709503825
ACH-000512,-0.01857012657273228
ACH-000516,-0.23744101424221545
ACH-000517,-0.1483239017410036
ACH-000518,-0.21493107782140647
ACH-000520,-0.2971094073491057
ACH-000521,-0.21763012512818908
ACH-000522,-0.2448311958499529
ACH-000524,-0.1905028284624584
ACH-000527,-0.3474493453754832
ACH-000528,-0.2310088413096885
ACH-000537,-0.09408118655920024
ACH-000541,-0.17285358271936244
ACH-000542,-0.17047424578795412
ACH-000544,-0.2356020841633269
ACH-000545,-0.1817100778330568
ACH-000547,-0.3036855206266911
ACH-000548,-0.3072972229897874
ACH-000549,-0.3654600381219213
ACH-000550,-0.2777907195701955
ACH-000552,-0.3064834262975101
ACH-000556,-0.4212151599211
ACH-000557,-0.1878045548464008
ACH-000569,-0.22196590897275506
ACH-000570,-0.2369696230168359
ACH-000571,-0.16283514045713432
ACH-000573,-0.1822186674055369
ACH-000576,-0.2468488190441719
ACH-000579,-0.2266536390036825
ACH-000580,-0.11406418482365728
ACH-000584,-0.0792046522729312
ACH-000585,-0.13308250072332212
ACH-000588,-0.3586733668039129
ACH-000589,-0.2752455035580028
ACH-000591,-0.17085311454307706
ACH-000593,-0.3225689694989997
ACH-000600,-0.2760102848104282
ACH-000601,-0.20692031588304832
ACH-000605,-0.3123603322733958
ACH-000606,-0.35141115499621634
ACH-000608,-0.1965963971641471
ACH-000614,-0.21381473241208307
ACH-000616,-0.1947780120172744
ACH-000618,-0.2335032408020069
ACH-000619,-0.29549266101834826
ACH-000620,-0.15553139709148067
ACH-000621,-0.14955930089705305
ACH-000622,-0.21817239842344632
ACH-000623,-0.2605075158502819
ACH-000624,-0.21362105954550287
ACH-000627,-0.2387591656616741
ACH-000630,-0.2376989768486651
ACH-000631,-0.1223426418121242
ACH-000632,-0.2501453737425863
ACH-000633,-0.1873233825924256
ACH-000637,-0.3187660516098645
ACH-000638,-0.2520010626105474
ACH-000646,-0.4053348401441693
ACH-000647,-0.2801422118526107
ACH-000648,-0.11325452693893955
ACH-000649,-0.19403475940663495
ACH-000651,-0.1725969742440499
ACH-000652,-0.30581936835861506
ACH-000653,-0.19811683284918966
ACH-000657,-0.18843097748401305
ACH-000658,-0.1838311127710585
ACH-000661,-0.23743977774795455
ACH-000662,-0.2631131768517965
ACH-000663,-0.2570802685925226
ACH-000665,-0.1275534943430217
ACH-000671,-0.2260098273771961
ACH-000672,-0.1829801656718747
ACH-000673,-0.2554300135757032
ACH-000676,-0.2573353898782899
ACH-000677,-0.29712451623167363
ACH-000681,-0.20950086809624185
ACH-000683,-0.16212876217590486
ACH-000684,-0.2185813427338021
ACH-000688,-0.23160358758131624
ACH-000693,-0.2511572926393469
ACH-000694,-0.16966361064362012
ACH-000695,-0.10340159180001628
ACH-000696,-0.20640495303840106
ACH-000697,-0.13782711595217156
ACH-000699,-0.2399017380173535
ACH-000701,-0.20104820836494092
ACH-000706,-0.17394344732922254
ACH-000711,-0.1785552285854704
ACH-000713,-0.17421039915938552
ACH-000714,-0.2927126540111831
ACH-000718,-0.18230242124230012
ACH-000720,-0.3104725315056195
ACH-000721,-0.19870403730658295
ACH-000724,-0.2271578060638476
ACH-000725,-0.21957265135451925
ACH-000732,-0.3583542692783269
ACH-000734,-0.14345606664383945
ACH-000735,-0.2450789365693365
ACH-000736,-0.3022833100414972
ACH-000738,-0.2556561176535297
ACH-000746,-0.22199857983974852
ACH-000747,-0.31654347233204866
ACH-000748,-0.11381180176843435
ACH-000753,-0.18488424043025528
ACH-000756,-0.3217595242387445
ACH-000757,-0.18773066214987225
ACH-000758,-0.2974972295074473
ACH-000760,-0.3148766043611249
ACH-000762,-0.12746784986711074
ACH-000763,-0.12289753012258728
ACH-000764,-0.19296222000028787
ACH-000765,-0.11912556689363495
ACH-000766,-0.3707529727259353
ACH-000767,-0.2601005861132254
ACH-000768,-0.2829270269305961
ACH-000769,-0.118437787511698
ACH-000770,-0.19112760322005906
ACH-000771,-0.24940594150826745
ACH-000773,-0.19620163253226885
ACH-000776,-0.3824264887331335
ACH-000777,-0.12877097088051145
ACH-000778,-0.25795435813203177
ACH-000781,-0.2012449619790652
ACH-000782,-0.2846937399459801
ACH-000783,-0.25960780518823257
ACH-000784,-0.2348201854600781
ACH-000785,-0.2427191264145037
ACH-000787,-0.1942560424622916
ACH-000788,-0.26961898412887464
ACH-000791,-0.3557875482180997
ACH-000792,-0.07050320933439777
ACH-000794,-0.22430204332136652
ACH-000796,-0.18892392025737564
ACH-000798,-0.2510489581660172
ACH-000799,-0.1918700604056149
ACH-000800,-0.2926597051770851
ACH-000802,-0.1726099060292252
ACH-000804,-0.08999179012422256
ACH-000805,-0.21808731413271248
ACH-000809,-0.2674667096363742
ACH-000810,-0.2794721257560162
ACH-000811,-0.2174620131776985
ACH-000817,-0.1912538885371382
ACH-000819,-0.15374105883830466
ACH-000820,-0.1337807961205473
ACH-000821,-0.43232379643745744
ACH-000822,-0.1833113538543788
ACH-000823,-0.24444020225562146
ACH-000824,-0.21116721639748276
ACH-000827,-0.24403282946429164
ACH-000829,-0.20090133397959867
ACH-000831,-0.09288704606907383
ACH-000832,-0.2498621409169899
ACH-000833,-0.3569912426920732
ACH-000834,-0.2306009085073785
ACH-000835,-0.3199616762637251
ACH-000836,-0.20672170726158745
ACH-000837,-0.3311243249251763
ACH-000838,-0.14268338450503734
ACH-000839,-0.15002232217947392
ACH-000840,-0.1620622739504162
ACH-000841,-0.09636335958938716
ACH-000843,-0.19421595534529493
ACH-000846,-0.10336015472545558
ACH-000847,-0.09645330628306513
ACH-000848,-0.20579532291677194
ACH-000849,-0.1530597073806502
ACH-000851,-0.2350251541509884
ACH-000855,-0.0796827800585444
ACH-000856,-0.17012729100813664
ACH-000858,-0.33154028808709285
ACH-000859,-0.22861239115958926
ACH-000861,-0.1974426633599704
ACH-000862,-0.1964061776382228
ACH-000865,-0.19747896942139706
ACH-000866,-0.28193218478153986
ACH-000867,-0.26211235153872736
ACH-000869,-0.1738458613167845
ACH-000872,-0.14663479157050724
ACH-000873,-0.2407261054573136
ACH-000876,-0.1158573989790166
ACH-000878,-0.21558504389834166
ACH-000880,-0.12735725691560082
ACH-000881,-0.09665202162132562
ACH-000882,-0.21707374456599304
ACH-000884,-0.27818382255406154
ACH-000885,-0.16556074699154066
ACH-000887,-0.3313001567696397
ACH-000889,-0.1809056839166723
ACH-000896,-0.1225752290083236
ACH-000898,-0.15503067284443567
ACH-000900,-0.2832027670649276
ACH-000901,-0.17141109406742594
ACH-000905,-0.2186515610135742
ACH-000906,-0.18944982501832708
ACH-000907,-0.2170287288970308
ACH-000910,-0.3057287871476499
ACH-000911,-0.20772181946601048
ACH-000912,-0.2334509498469204
ACH-000913,-0.2588912240791701
ACH-000915,-0.14441514236137734
ACH-000916,-0.2313979290653361
ACH-000917,-0.20000912004020507
ACH-000920,0.026687881218408614
ACH-000921,-0.37464934245828624
ACH-000924,-0.2078290643762671
ACH-000926,-0.14918241834825685
ACH-000928,-0.2823910805550218
ACH-000929,-0.08550217858403987
ACH-000932,-0.13032810683437304
ACH-000935,-0.2426376863266348
ACH-000936,-0.14159542170537154
ACH-000937,-0.3153769249704266
ACH-000938,-0.23458699528846294
ACH-000939,-0.18005372047575702
ACH-000941,-0.16840151997498812
ACH-000943,-0.19251246528138666
ACH-000946,-0.22232260080675434
ACH-000947,-0.1942240104458413
ACH-000948,-0.3259229449867372
ACH-000950,-0.2927540153241324
ACH-000953,-0.174025464257106
ACH-000954,-0.3604054103369376
ACH-000957,-0.40583014609797735
ACH-000958,-0.21131154745755973
ACH-000960,-0.18286957563701756
ACH-000963,-0.3974646547523841
ACH-000968,-0.2588215473584813
ACH-000969,-0.0808499952239388
ACH-000972,-0.2761137454758448
ACH-000973,-0.23226933561964094
ACH-000974,-0.2276346455973563
ACH-000978,-0.22829622869567756
ACH-000984,-0.3101584347878856
ACH-000986,-0.12379110349231062
ACH-000988,-0.2058685592643705
ACH-000993,-0.3385793259294818
ACH-000994,-0.1972305374408954
ACH-000996,-0.21929015437721247
ACH-001001,-0.1536970327680531
ACH-001020,-0.2062531541996969
ACH-001028,-0.2355037453237617
ACH-001031,-0.2639007480808255
ACH-001038,-0.2433205120194736
ACH-001048,-0.2787585444542225
ACH-001050,-0.24769650587153266
ACH-001053,-0.08904579351708801
ACH-001054,-0.22941212869339006
ACH-001061,-0.25797937084816985
ACH-001067,-0.15467193064346127
ACH-001075,-0.2395536412184946
ACH-001096,-0.21032476019815846
ACH-001111,-0.1236054661657666
ACH-001119,-0.06257625287237599
ACH-001128,-0.08103536007339797
ACH-001134,-0.1038271062069338
ACH-001151,-0.2320539075328008
ACH-001163,-0.3735358660331104
ACH-001164,-0.1811996162540121
ACH-001183,-0.19366217801385466
ACH-001192,-0.2966185672740935
ACH-001193,-0.4281148896045177
ACH-001196,-0.22309235185995194
ACH-001197,-0.3866388200436557
ACH-001205,-0.2041959979630111
ACH-001211,-0.09385124678593652
ACH-001212,-0.010649596842996342
ACH-001228,-0.2498849016769536
ACH-001232,-0.2099622609630015
ACH-001239,-0.2787166532124055
ACH-001270,-0.30816471160804193
ACH-001274,-0.227749786211368
ACH-001275,-0.08004645299504776
ACH-001277,-0.31325032969721506
ACH-001278,-0.29789288004122283
ACH-001280,-0.16797638008465854
ACH-001283,-0.16537173439464006
ACH-001289,-0.2417230063070644
ACH-001300,-0.18278910916956945
ACH-001301,-0.2828547634696868
ACH-001302,-0.2368377817184297
ACH-001306,-0.17510051720696354
ACH-001318,-0.2537935841279261
ACH-001322,-0.360801929711334
ACH-001328,-0.1941127697515108
ACH-001332,-0.1754585657886063
ACH-001336,-0.16480361582490974
ACH-001346,-0.16719687147051804
ACH-001353,-0.18528740311120992
ACH-001354,-0.2798448045808157
ACH-001367,-0.2767053373724254
ACH-001368,-0.22825506539465695
ACH-001374,-0.1955699862884183
ACH-001377,-0.31617546356947257
ACH-001380,-0.1751903005562407
ACH-001391,-0.20865523428067587
ACH-001408,-0.2984756778759008
ACH-001430,-0.3098075821115558
ACH-001431,-0.2187278055725197
ACH-001450,-0.22480746389659464
ACH-001496,-0.1982190092585336
ACH-001500,-0.36072690918823397
ACH-001523,-0.4230024044424652
ACH-001532,-0.22999025088459146
ACH-001550,-0.1833486399115345
ACH-001552,-0.3869251827461976
ACH-001554,-0.17749891596327685
ACH-001654,-0.31608097803314805
ACH-001735,-0.23584052703985006
ACH-001736,-0.22909411383621425
ACH-001737,-0.4346087529747416
ACH-001740,-0.12225695647873785
ACH-001745,-0.11568324134237627
ACH-001765,-0.2078204047938108
