,POLE4 (56655)
ACH-000004,-0.1142002346185771
ACH-000005,-0.26925250657909205
ACH-000007,-0.3486361347084864
ACH-000009,-0.2258947129538193
ACH-000011,-0.21030893563384426
ACH-000012,-0.32225355132095257
ACH-000013,-0.2429477012484503
ACH-000014,-0.21614961892879747
ACH-000015,-0.01583613807431371
ACH-000017,-0.1636509533719791
ACH-000018,-0.34168017296146475
ACH-000019,-0.25123519345909306
ACH-000021,-0.13529902099084307
ACH-000022,-0.14458292656288307
ACH-000025,-0.23876122638913164
ACH-000028,-0.4348894817489333
ACH-000030,-0.015806515676431522
ACH-000035,-0.13587318080476385
ACH-000036,-0.4364596047240388
ACH-000037,-0.2394040080494731
ACH-000039,-0.20515411387208912
ACH-000040,-0.31714982587814683
ACH-000041,-0.09549448245070276
ACH-000042,-0.133871334386375
ACH-000045,-0.0697674546224212
ACH-000047,-0.43336810908331386
ACH-000052,-0.5090127270904533
ACH-000053,0.0846178219455792
ACH-000054,-0.12080451670695327
ACH-000055,-0.3728217368011216
ACH-000060,-0.15055932613611714
ACH-000067,-0.2361586662698412
ACH-000070,-0.1734799010700143
ACH-000075,-0.2506275866610592
ACH-000078,-0.2540274924743379
ACH-000082,-0.25684925533108016
ACH-000085,-0.0818049184007871
ACH-000086,-0.4791908009477026
ACH-000087,-0.05081012964015173
ACH-000092,-0.4297348241912438
ACH-000095,-0.0509523812385999
ACH-000097,-0.4114929868864529
ACH-000098,-0.32022142723749397
ACH-000099,-0.20480219896636406
ACH-000108,-0.19495555309917345
ACH-000113,-0.25847971826643634
ACH-000116,-0.3049349862984108
ACH-000118,-0.019731926486181082
ACH-000120,-0.4161430535910697
ACH-000123,-0.2307168547472621
ACH-000127,-0.4711861468414121
ACH-000128,-0.14644539722535171
ACH-000132,-0.117941586022708
ACH-000133,-0.6161181656462676
ACH-000137,-0.21460880745904545
ACH-000138,-0.025174172270378
ACH-000142,-0.043440478813177474
ACH-000143,-0.2455725485810456
ACH-000146,-0.17733506069433885
ACH-000148,-0.470624053949641
ACH-000150,-0.1781207940531893
ACH-000152,-0.12792013678172318
ACH-000153,0.028779529682132588
ACH-000159,-0.206846273896888
ACH-000160,-0.0040866909275032995
ACH-000163,-0.17823407961208448
ACH-000167,-0.09617629034385812
ACH-000168,-0.07395399798770101
ACH-000169,-0.16878774819851805
ACH-000178,-0.18101087444663214
ACH-000183,-0.17246683170534846
ACH-000188,-0.19108742866743803
ACH-000189,-0.7357537193040671
ACH-000190,-0.11147670792969246
ACH-000198,-0.3609730450453578
ACH-000203,-0.5888182227656431
ACH-000204,-0.2443798601721206
ACH-000206,-0.3831718859304076
ACH-000207,-0.0786588141348018
ACH-000208,-0.3844867995770536
ACH-000210,0.04555311606124783
ACH-000211,-0.21827572410434856
ACH-000215,-0.41598107363788495
ACH-000221,-0.063056399884311
ACH-000222,-0.03039918716596527
ACH-000223,-0.2590390443757767
ACH-000226,-0.3896718345363563
ACH-000227,-0.3974728787912678
ACH-000228,-0.41367612239572893
ACH-000231,-0.4887416200381195
ACH-000232,-0.2413223576963952
ACH-000233,-0.4211513006415042
ACH-000234,-0.2989308414956968
ACH-000235,-0.15806471972123828
ACH-000237,-0.4810660040342197
ACH-000238,-0.22104422105778015
ACH-000242,0.13955517126276204
ACH-000243,-0.003556115792147985
ACH-000244,-0.2487917335353489
ACH-000246,-0.7029870086907666
ACH-000248,-0.12646678938089229
ACH-000250,-0.5735952644717708
ACH-000251,-0.15947569377615464
ACH-000252,-0.3952505187318739
ACH-000253,-0.17270759587915827
ACH-000255,-0.3679667033628938
ACH-000256,-0.3720867205542282
ACH-000257,-0.26068833182179835
ACH-000258,-0.16377593468417528
ACH-000259,-0.3593464620511622
ACH-000260,-0.25615807628507764
ACH-000261,-0.094548794757146
ACH-000262,-0.8860362894652739
ACH-000263,-0.02668230984610724
ACH-000264,-0.1740872654347449
ACH-000265,-0.07939662780538764
ACH-000266,-0.11299993375910293
ACH-000272,-0.13783267151646925
ACH-000274,-0.203895375995312
ACH-000277,-0.07837273547761334
ACH-000278,-0.7010631822518142
ACH-000279,-0.5444663712485229
ACH-000280,0.06728066223950621
ACH-000281,-0.06871846605866781
ACH-000288,-0.2659075146830284
ACH-000291,-0.21494287699465306
ACH-000293,-0.2605976894269844
ACH-000294,-0.10587858359049143
ACH-000295,-0.2763554098502081
ACH-000296,-0.5836249342335075
ACH-000302,-0.5910521511966961
ACH-000304,-0.3778337926614521
ACH-000307,-0.10600096962778538
ACH-000308,-0.06979836040789365
ACH-000310,-0.07866910842012205
ACH-000311,-0.3126688974703107
ACH-000312,-0.07190833352203897
ACH-000315,-0.11068420244538872
ACH-000316,-0.2535290775490259
ACH-000317,-0.5430718105678385
ACH-000318,-0.25216405378378803
ACH-000319,-0.16747078013931124
ACH-000320,-0.1103326689931145
ACH-000322,-0.2432598184936628
ACH-000323,-0.1447595906961418
ACH-000324,-0.10108697675134684
ACH-000329,-0.13925824293419514
ACH-000330,-0.25599894211814306
ACH-000331,-0.5880487071556768
ACH-000332,-0.06435980859982607
ACH-000334,-0.1936005979551684
ACH-000335,-0.3651218136710193
ACH-000336,-0.02981318144126795
ACH-000337,-0.2194782767027669
ACH-000338,-0.4389988337650864
ACH-000339,-0.343073995466734
ACH-000341,-0.2289084592532608
ACH-000348,-0.32159227639035165
ACH-000350,-0.11429599167115766
ACH-000352,-0.056801864877752115
ACH-000356,-0.279697889288287
ACH-000361,-0.15406469259866265
ACH-000362,-0.2329520615693376
ACH-000363,-0.11949209924528224
ACH-000364,-0.0008812760526938444
ACH-000365,0.008674560333386283
ACH-000366,-0.2156760348111761
ACH-000368,-0.30992738394161945
ACH-000374,-0.05108729977131096
ACH-000375,-0.4135316306588524
ACH-000376,-0.3149045481038925
ACH-000381,-0.3869270134489435
ACH-000383,-0.09883235578678247
ACH-000387,-0.266792512706828
ACH-000389,-0.4990738493735362
ACH-000390,-0.26270982049481945
ACH-000393,-0.2146947260388978
ACH-000395,0.12035995792187094
ACH-000396,-0.17216419483313827
ACH-000397,-0.21001196868195784
ACH-000401,-0.35392314330112995
ACH-000402,0.3326101689139545
ACH-000403,-0.02371041621566491
ACH-000404,-0.4900840477516252
ACH-000406,0.013008129319565395
ACH-000407,-0.19434427372908944
ACH-000408,-0.059991072894866514
ACH-000410,-0.15930886880898154
ACH-000411,-0.607478087496254
ACH-000414,-0.17112267811920334
ACH-000415,-0.342627061489134
ACH-000416,-0.14686676306943275
ACH-000420,-0.08244201243555749
ACH-000421,-0.07520581984389514
ACH-000424,-0.10811068844919272
ACH-000425,-0.24247055805466125
ACH-000426,-0.1544811488839702
ACH-000427,-0.09395089419294166
ACH-000433,-0.1643353333077819
ACH-000435,0.1494695626328989
ACH-000436,-0.027131773131245342
ACH-000444,-0.4839482998076233
ACH-000445,-0.1232328148922243
ACH-000448,-0.24700909130881016
ACH-000450,-0.4129137608457771
ACH-000452,-0.08290060767627885
ACH-000454,-0.14609278238678108
ACH-000458,-0.03524438710934449
ACH-000459,-0.45984306166383204
ACH-000460,-0.1278647837529288
ACH-000461,-0.20087062058938845
ACH-000463,-0.20252050989620185
ACH-000464,-0.2037219351710718
ACH-000466,-0.34276036999148946
ACH-000467,-0.119216515523201
ACH-000468,-0.122421033568158
ACH-000469,-0.17670068037648487
ACH-000470,-0.14820266369866586
ACH-000471,-0.20000874731056248
ACH-000472,-0.1255355315270015
ACH-000473,-0.024685495115501627
ACH-000475,0.016073496157783692
ACH-000476,-0.11584016072828925
ACH-000477,-0.06399854114168718
ACH-000479,-0.1712007703252111
ACH-000480,-0.34913502633119303
ACH-000481,-0.29741477312067
ACH-000483,-0.2378374070500569
ACH-000484,-0.018807106009449213
ACH-000485,-0.19181687429465072
ACH-000486,-0.11088118908561828
ACH-000487,0.0032785902507542204
ACH-000488,-0.06780010464830763
ACH-000490,-0.10082463720664148
ACH-000491,0.02357660593247697
ACH-000495,-0.7772097877525549
ACH-000496,-0.1687724088969184
ACH-000499,-0.3322964329467181
ACH-000500,-0.056033618747540835
ACH-000502,-0.3759195299046815
ACH-000503,-0.025165480993838595
ACH-000505,-0.0261570660152868
ACH-000507,0.001978129534807146
ACH-000510,-0.2013079780389473
ACH-000511,-0.3558608282687759
ACH-000512,-0.06508107964000444
ACH-000516,-0.2694026146562916
ACH-000517,-0.1647317563901778
ACH-000518,-0.3889115879698036
ACH-000520,-0.21516171675221268
ACH-000521,-0.025037495639856192
ACH-000522,-0.15430637212724446
ACH-000524,-0.2077167235478737
ACH-000527,-0.006551444440524125
ACH-000528,-0.3514399969281481
ACH-000537,-0.07827630776603076
ACH-000541,-0.2977626764667322
ACH-000542,-0.4738686928820355
ACH-000544,-0.29359261702127953
ACH-000545,-0.19134462793616736
ACH-000547,-0.14419818180799174
ACH-000548,-0.1437646430834141
ACH-000549,-0.2162079918025817
ACH-000550,-0.041885757185561326
ACH-000552,-0.20005966823826726
ACH-000556,-0.06617676502799717
ACH-000557,-0.1636318518129393
ACH-000569,0.06525090698025772
ACH-000570,-0.2831636286921125
ACH-000571,-0.04721977631279349
ACH-000573,-0.4822884734080927
ACH-000576,-0.271707870466259
ACH-000579,-0.18382405058762716
ACH-000580,-0.33178571786323
ACH-000584,-0.403860211558502
ACH-000585,0.03584438498314748
ACH-000588,-0.27799856452551697
ACH-000589,-0.047807058605216585
ACH-000591,-0.4334362108298298
ACH-000593,-0.008291481030043586
ACH-000600,-0.3894862668390466
ACH-000601,-0.12118586138942793
ACH-000605,-0.32684621009943404
ACH-000606,-0.1255642860407923
ACH-000608,-0.19036928474573475
ACH-000614,-0.41522688422106
ACH-000616,-0.563290995747108
ACH-000618,-0.3290785362207688
ACH-000619,-0.2836220236250322
ACH-000620,-0.07624985274123082
ACH-000621,-0.15582274590379466
ACH-000622,-0.2363356255802591
ACH-000623,-0.27714384621938404
ACH-000624,-0.22032731873341055
ACH-000627,-0.09068080162833303
ACH-000630,-0.08634907056197813
ACH-000631,-0.2591976829375273
ACH-000632,-0.3773487937046484
ACH-000633,-0.08102265117004212
ACH-000637,-0.4038988528627445
ACH-000638,-0.32044239457111606
ACH-000646,-0.0384752155516044
