,STRN (6801)
ACH-000004,0.061640358639347664
ACH-000005,-0.008461921139536439
ACH-000007,-0.14287156240513146
ACH-000009,-0.01570681844130767
ACH-000011,-0.03082229909648972
ACH-000012,0.07460030450328048
ACH-000013,-0.18257916535037755
ACH-000014,-0.03529476088106274
ACH-000015,-0.02725668521011193
ACH-000017,-0.0699977569182829
ACH-000018,-0.0027344276109466928
ACH-000019,-0.05087340857992366
ACH-000021,-0.1404695601971176
ACH-000022,0.008551194891704814
ACH-000025,-0.0028929924784127092
ACH-000028,-0.02285458063803536
ACH-000030,-0.2519826502050341
ACH-000035,-0.18808705083986896
ACH-000036,-0.004905195390402623
ACH-000037,-0.1993407755788033
ACH-000039,-0.10738052927572768
ACH-000040,-0.04302708221923526
ACH-000041,0.11068975467298378
ACH-000042,0.01968612159071117
ACH-000045,0.06194855548065021
ACH-000047,-0.01595279794130075
ACH-000052,-0.020415400596740067
ACH-000053,-0.08000256854183492
ACH-000054,0.005294414051139153
ACH-000055,-0.08996715492472299
ACH-000060,0.0032630377273449797
ACH-000067,-0.06405299342077984
ACH-000070,-0.0497508558406608
ACH-000075,-0.020814834570213967
ACH-000078,-0.06586974701062287
ACH-000082,-0.024483792428540943
ACH-000085,0.026347756004204515
ACH-000086,-0.009576309839392123
ACH-000087,0.06919944177242987
ACH-000092,-0.20011921224850365
ACH-000095,-0.012781914505785157
ACH-000097,0.02732287076722126
ACH-000098,-0.003425115832314481
ACH-000099,0.023607718191496062
ACH-000108,-0.23400796817176184
ACH-000113,-0.11697844569225165
ACH-000116,-0.04199798292655265
ACH-000118,-0.07564058008060284
ACH-000120,0.03399739512706207
ACH-000123,0.05248993222325516
ACH-000127,-0.019919729467753496
ACH-000128,0.0038557022878387866
ACH-000132,-0.16829846350982727
ACH-000133,-0.08515202059749966
ACH-000137,-0.10946614891449696
ACH-000138,0.0002477184082576239
ACH-000142,-0.0840815490800126
ACH-000143,0.10747033858974728
ACH-000146,-0.02212499625738791
ACH-000148,0.06995415171289643
ACH-000150,0.013470495080382066
ACH-000152,-0.1337049570125502
ACH-000153,-0.01916457627716516
ACH-000159,-0.11234954738116866
ACH-000160,-0.0005755342312653609
ACH-000163,0.12836589363985654
ACH-000167,-0.6632048094279352
ACH-000168,-0.15030498085226854
ACH-000169,-0.08235251386575264
ACH-000178,-0.046291232890836455
ACH-000183,0.010516376361419891
ACH-000188,0.031457885843411144
ACH-000189,-0.16612946952644225
ACH-000190,0.0799297350481996
ACH-000198,-0.04356195452975281
ACH-000203,0.0908256936560251
ACH-000204,-0.1813416102707926
ACH-000206,-0.09359458975260004
ACH-000207,-0.18484647278314176
ACH-000208,-0.2719272919506828
ACH-000210,0.118203240736179
ACH-000211,0.04698702024142788
ACH-000215,-0.020103027830326702
ACH-000221,0.05210265971647831
ACH-000222,0.020181863171570173
ACH-000223,-0.17441278211910666
ACH-000226,-0.11741583495376405
ACH-000227,-0.021130127682794517
ACH-000228,-0.011286060927472929
ACH-000231,-0.19009154898888372
ACH-000232,0.00271970226096307
ACH-000233,-0.09958244328112684
ACH-000234,0.05475748465465195
ACH-000235,-0.08238376950136099
ACH-000237,-0.03062910159562125
ACH-000238,-0.06786248087257908
ACH-000242,0.09039791974169012
ACH-000243,0.0052949378803634345
ACH-000244,-0.2472009687052293
ACH-000246,0.04674274821363709
ACH-000248,0.03892959691813201
ACH-000250,-0.056974088659631536
ACH-000251,0.15756511025576825
ACH-000252,-0.21435942740598574
ACH-000253,-0.1432707829709665
ACH-000255,-0.06850581481376042
ACH-000256,-0.06818752224552561
ACH-000257,0.16753621897945606
ACH-000258,-0.08479924936069305
ACH-000259,-0.024106161441507564
ACH-000260,-0.0916292735614961
ACH-000261,-0.09051541538720427
ACH-000262,-0.07986862790355863
ACH-000263,-0.25963835927569456
ACH-000264,-0.019563402648519704
ACH-000265,-0.03766820951392081
ACH-000266,-0.008736723637031462
ACH-000272,-0.17573557587572772
ACH-000274,-0.10568620893620377
ACH-000277,0.002858864430162533
ACH-000278,-0.21520040359679085
ACH-000279,-0.07412694509603411
ACH-000280,-0.08587902786457077
ACH-000281,0.04837983668368038
ACH-000288,-0.19650879910652505
ACH-000291,-0.051591036733311266
ACH-000293,-0.2516650664749955
ACH-000294,-0.09581683494566083
ACH-000295,0.008835627867818394
ACH-000296,0.03725705215136723
ACH-000302,-0.02349163923884183
ACH-000304,0.2346496244355029
ACH-000307,-0.08506141067969293
ACH-000308,-0.09471061325247132
ACH-000310,-0.00938392366853783
ACH-000311,0.06017816631085824
ACH-000312,-0.11002199725553607
ACH-000315,0.02387165333453874
ACH-000316,0.024000859990902384
ACH-000317,-0.11260457592043245
ACH-000318,-0.06727682526170009
ACH-000319,0.013517670987199666
ACH-000320,0.007757320118476512
ACH-000322,-0.2681686571389413
ACH-000323,-0.05388422170665918
ACH-000324,0.033094380311932535
ACH-000329,-0.042547300064903
ACH-000330,0.004028519598636279
ACH-000331,-0.23211259489117755
ACH-000332,-0.0576085645388003
ACH-000334,0.13617873969415936
ACH-000335,-0.043190049539071684
ACH-000336,-0.2474781781678057
ACH-000337,-0.1310087699943356
ACH-000338,0.012048643976377052
ACH-000339,-0.02539553743620361
ACH-000341,-0.02391225442326593
ACH-000348,-0.00516108082973646
ACH-000350,-0.09438515719331247
ACH-000352,-0.05111258403022804
ACH-000356,-0.014258124594339016
ACH-000361,-0.08284947058018953
ACH-000362,-0.0893857627265302
ACH-000363,-0.034980998797992754
ACH-000364,-0.12271759007712485
ACH-000365,0.012679886191986777
ACH-000366,0.013401624404113709
ACH-000368,-0.09489396582807064
ACH-000374,0.06865151439469347
ACH-000375,-0.055976010463848126
ACH-000376,-0.08085116367855935
ACH-000381,-0.013736811310268384
ACH-000383,-0.12437264057832835
ACH-000387,0.0877826832812237
ACH-000389,-0.08836824662859133
ACH-000390,0.005475373120864432
ACH-000393,-0.1645517065293193
ACH-000395,0.01034614658373704
ACH-000396,-0.00937890269519284
ACH-000397,-0.10110927234947187
ACH-000401,-0.1655709350829657
ACH-000402,-0.0603272542234557
ACH-000403,-0.034713959856642794
ACH-000404,-0.2953426419622465
ACH-000406,-0.15395824028310068
ACH-000407,-0.2575600731422294
ACH-000408,-0.1488314200350917
ACH-000410,-0.10945523000019733
ACH-000411,-0.058018822300130016
ACH-000414,0.054730813988867005
ACH-000415,0.005100626464187166
ACH-000416,-0.045297316034719634
ACH-000420,-0.14103718658344724
ACH-000421,-0.006293184559717696
ACH-000424,-0.14782399006235125
ACH-000425,-0.04198302631460765
ACH-000426,0.02344140824195496
