,UBQLNL (143630)
ACH-000004,0.11654391331045814
ACH-000005,0.3549706743756556
ACH-000007,-0.03438384053286913
ACH-000009,-0.009724147971628006
ACH-000011,0.05467533601952848
ACH-000012,0.02131659542646889
ACH-000013,0.04708963633096644
ACH-000014,0.027834803797594256
ACH-000015,0.22067808430624056
ACH-000017,0.037932145246693534
ACH-000018,0.06046176702558347
ACH-000019,-0.11426462946392987
ACH-000021,0.0545735738875001
ACH-000022,-0.0321507652741348
ACH-000025,-0.02933980607220487
ACH-000028,-0.03758352533512426
ACH-000030,-0.0294508599604359
ACH-000035,0.049058181009513806
ACH-000036,0.06346483243304045
ACH-000037,-0.07954538142852947
ACH-000039,-0.014112298905513831
ACH-000040,0.0016511721500887609
ACH-000041,0.12635693574728946
ACH-000042,-0.10762308123270513
ACH-000045,0.1590933288838802
ACH-000047,-0.007486986004185635
ACH-000052,-0.17479555288339946
ACH-000053,0.017867492188988594
ACH-000054,0.001434781133221118
ACH-000055,0.1336264107244693
ACH-000060,-0.030574197606273192
ACH-000067,0.14666563989679388
ACH-000070,0.06688742123494258
ACH-000075,0.14475864480561426
ACH-000078,0.13850294415382206
ACH-000082,0.05975874375818651
ACH-000085,-0.1229007063318627
ACH-000086,-0.013509581098107877
ACH-000087,-0.050527830662911936
ACH-000092,0.11156693814362392
ACH-000095,0.0053609980680552685
ACH-000097,-0.015845771101102052
ACH-000098,0.03604313332064432
ACH-000099,0.09198301274946738
ACH-000108,-0.06131423733703621
ACH-000113,0.04777769319622118
ACH-000116,0.1550177799162913
ACH-000118,0.08743494203524681
ACH-000120,-0.010986940930260631
ACH-000123,-0.07721423494343807
ACH-000127,0.05926337425052114
ACH-000128,-0.015996299329745577
ACH-000132,-0.027786114754905857
ACH-000133,-0.005501901185689086
ACH-000137,0.011637325082541124
ACH-000138,-0.031338523987119504
ACH-000142,0.07389438197499874
ACH-000143,0.06858740927887652
ACH-000146,-0.06953964877849242
ACH-000148,0.020623634878886837
ACH-000150,0.1835641028153002
ACH-000152,-0.04528065438043447
ACH-000153,-0.2023612491291751
ACH-000159,0.0760562050980416
ACH-000160,0.0177585190178714
ACH-000163,0.18400100052412388
ACH-000167,-0.18372629477702304
ACH-000168,-0.060301735843265564
ACH-000169,-0.044055436842507116
ACH-000178,0.05233220416475224
ACH-000183,0.01015223968544988
ACH-000188,0.16348916692452498
ACH-000189,0.08485934394856076
ACH-000190,0.045791937836787235
ACH-000198,0.09045077223703396
ACH-000203,0.21948206632221706
ACH-000204,0.045445449479935465
ACH-000206,-0.11216892535244127
ACH-000207,0.12651537873312854
ACH-000208,0.377737567494035
ACH-000210,0.02675258086134804
ACH-000211,0.22475856917974288
ACH-000215,-0.04878198767485067
ACH-000221,0.008360065215325424
ACH-000222,0.11641050631436126
ACH-000223,0.033352365350343
ACH-000226,0.07824110668078063
ACH-000227,0.11089797153342797
ACH-000228,0.13448055468077302
ACH-000231,0.08227329414974935
ACH-000232,0.044575089422378186
