,SPX (80763)
ACH-000004,0.242136282777746
ACH-000005,-0.19475657172129066
ACH-000007,0.1640887550359998
ACH-000009,0.14935819865502373
ACH-000011,0.08129666989113163
ACH-000012,0.1944999302866736
ACH-000013,0.13274760304470365
ACH-000014,0.2413364592844205
ACH-000015,0.11352173820422395
ACH-000017,0.11726102368497925
ACH-000018,0.04011542468762635
ACH-000019,0.025099982578700757
ACH-000021,0.1384984829345285
ACH-000022,0.12256102680706756
ACH-000025,0.24496411770357085
ACH-000028,0.3277399251803672
ACH-000030,0.17926051672365112
ACH-000035,0.15715641603531988
ACH-000036,0.21606906403614612
ACH-000037,0.0663846598049887
ACH-000039,0.2067563298459028
ACH-000040,0.3029837614671469
ACH-000041,0.23405745450407103
ACH-000042,0.1617435822017359
ACH-000045,0.1625011464368575
ACH-000047,-0.06860895704345145
ACH-000052,0.1429692547772365
ACH-000053,0.1757020583379335
ACH-000054,0.0026633123841183675
ACH-000055,0.2383458376941863
ACH-000060,-0.04188228898059645
ACH-000067,0.1228777073321936
ACH-000070,0.3427784156727629
ACH-000075,0.19840088133233852
ACH-000078,0.10631670608154116
ACH-000082,0.042758821299144836
ACH-000085,0.1831183210167084
ACH-000086,0.09841535352468876
ACH-000087,0.12611998291226564
ACH-000092,0.17159305364772992
ACH-000095,0.08145569976921102
ACH-000097,0.14117086359604827
ACH-000098,0.13328944692710376
ACH-000099,0.18973065850531806
ACH-000108,0.15533206541643285
ACH-000113,0.15021508891504745
ACH-000116,-0.11389777672124715
ACH-000118,0.2187793880331195
ACH-000120,0.03297987577174795
ACH-000123,0.1931314873939875
ACH-000127,0.113058779616184
ACH-000128,0.2887990034236787
ACH-000132,0.19868890500155725
ACH-000133,0.12238990808541195
ACH-000137,-0.0018150538619719997
ACH-000138,0.057608290270551435
ACH-000142,0.20549122337115036
ACH-000143,0.05135513064741043
ACH-000146,-0.09981340902017964
ACH-000148,0.2388112522793969
ACH-000150,0.104162948218983
ACH-000152,0.10995756294728556
ACH-000153,0.024159913960264557
ACH-000159,0.11693541491397205
ACH-000160,0.06034267515238052
ACH-000163,0.15447449162765065
ACH-000167,-0.2958907964065205
ACH-000168,0.4593709927720289
ACH-000169,0.17499899065532212
ACH-000178,0.07162218001028814
ACH-000183,0.0897581885534796
ACH-000188,0.15578355104316172
ACH-000189,0.25048050055637444
ACH-000190,0.3651255942785988
ACH-000198,0.0835405604412482
ACH-000203,0.18144629012112312
ACH-000204,0.06409279703957163
ACH-000206,0.1345051611544234
ACH-000207,0.09689222129204632
ACH-000208,-0.20744575157447112
ACH-000210,0.3734020911442611
ACH-000211,0.1576636035631513
ACH-000215,0.14467456064311712
ACH-000221,0.04866796109128452
ACH-000222,0.08689519067082986
ACH-000223,-0.000522245252867179
ACH-000226,0.12619112579506642
ACH-000227,0.13173366744471124
ACH-000228,0.022821737674593504
ACH-000231,0.10757526474311556
ACH-000232,0.18986701729899344
ACH-000233,0.1565276434361952
ACH-000234,0.04282554443151864
ACH-000235,0.0833504779067078
ACH-000237,0.026367280883709317
ACH-000238,0.07970915662642349
ACH-000242,0.02975133689220705
ACH-000243,0.0032658144706924287
ACH-000244,-0.01815909548628512
ACH-000246,0.1007278556460385
ACH-000248,0.13381756725350308
ACH-000250,0.15422888534114765
ACH-000251,0.15950712077538645
ACH-000252,0.10161634606731647
ACH-000253,0.12709320258593884
ACH-000255,-0.18189936981687307
ACH-000256,0.1896676263825743
ACH-000257,0.05664728746122692
ACH-000258,0.12735456281297142
ACH-000259,0.1426933317055253
ACH-000260,0.17435552294651946
ACH-000261,0.11013312347191158
ACH-000262,-0.06409571303158175
ACH-000263,0.4927296281347622
ACH-000264,0.08551113277324622
ACH-000265,0.0476765622802045
ACH-000266,0.09914402996688088
ACH-000272,0.13544070911049838
ACH-000274,0.14115723726505294
ACH-000277,0.16767530535181308
ACH-000278,0.11705101185557786
ACH-000279,0.08611242206616081
ACH-000280,0.11722596890297067
ACH-000281,0.17276085635807334
ACH-000288,0.012474607799241736
ACH-000291,0.2103509682894312
ACH-000293,0.04191779076546144
ACH-000294,-0.05742194333676975
ACH-000295,0.04359739257465352
ACH-000296,0.1816747150868468
ACH-000302,0.15891517293358326
ACH-000304,0.1921736290803979
ACH-000307,0.05050132029145075
ACH-000308,0.09174628369094028
ACH-000310,0.05866850585799766
ACH-000311,0.06378798541198867
ACH-000312,0.07856666014941292
ACH-000315,0.07164133862264616
ACH-000316,0.17183608075162576
ACH-000317,0.17466445150331927
ACH-000318,0.16867060073919768
ACH-000319,0.17693374148157653
ACH-000320,0.17422524462798047
ACH-000322,0.018135817046112432
ACH-000323,0.2934497940881115
ACH-000324,0.13508140817147196
ACH-000329,0.16411259384947074
ACH-000330,0.13692057818246428
ACH-000331,0.1466013628745432
ACH-000332,0.08579906819612812
ACH-000334,0.18419639752015834
ACH-000335,0.2473727005519881
ACH-000336,0.2635144651691393
ACH-000337,0.12149695469088245
ACH-000338,0.4156259367166063
ACH-000339,0.09829458462816576
ACH-000341,0.0322431877095874
ACH-000348,-0.04870880238763882
ACH-000350,-0.013176474163031035
ACH-000352,0.17155829931904895
ACH-000356,0.33424079630410464
ACH-000361,0.058187624952792075
ACH-000362,0.283116448017655
ACH-000363,0.21518036085387546
ACH-000364,0.2480707994140737
ACH-000365,0.16627527048529034
ACH-000366,0.220408967934603
ACH-000368,-0.03768552270395277
ACH-000374,0.13260729619678138
ACH-000375,-0.0037110365266071095
ACH-000376,0.038085110253894335
ACH-000381,0.03418323658836512
ACH-000383,0.1339786093480338
ACH-000387,0.029119628462992705
ACH-000389,0.0930991519749173
ACH-000390,0.0927926370344077
ACH-000393,0.15239640411742114
ACH-000395,0.1126364087984999
ACH-000396,-0.08740534977847314
ACH-000397,0.1644754380517095
ACH-000401,0.0838822140423204
ACH-000402,-0.03026521715053137
ACH-000403,0.09587566609394936
ACH-000404,0.1102174100068096
ACH-000406,0.0946965906185231
ACH-000407,0.09460125854590797
ACH-000408,-0.003127102392548014
ACH-000410,0.06293336180420821
ACH-000411,0.01722342415237341
ACH-000414,-0.0329298043374888
ACH-000415,0.1561255946984379
ACH-000416,-0.08531502855955643
ACH-000420,0.13751375190167348
