,PELI2 (57161)
ACH-000004,-0.0824631590824573
ACH-000005,0.03670551541224015
ACH-000007,-0.0715797431811408
ACH-000009,-0.05123749368807228
ACH-000011,0.021209076612052832
ACH-000012,-0.04016912759899605
ACH-000013,-0.004642952680929935
ACH-000014,-0.0311805026649629
ACH-000015,0.07124924344074315
ACH-000017,0.09117668124363708
ACH-000018,-0.07689969052249349
ACH-000019,-0.11614967804016872
ACH-000021,0.08195511412829892
ACH-000022,-0.034890965212264806
ACH-000025,-0.005272798124908983
ACH-000028,0.04104190500466386
ACH-000030,0.009748310502688573
ACH-000035,0.17553773142522022
ACH-000036,-0.04930215770749799
ACH-000037,-0.004385672250823683
ACH-000039,-0.029397640625014893
ACH-000040,-0.0611214291563903
ACH-000041,-0.1014424676806164
ACH-000042,-0.04404968485548303
ACH-000045,-0.09248758746804664
ACH-000047,-0.18715908669424774
ACH-000052,-0.13049667677534074
ACH-000053,0.021270373387736376
ACH-000054,-0.05683216969454311
ACH-000055,0.013013790380171824
ACH-000060,-0.2934680993246293
ACH-000067,0.020704121560688155
ACH-000070,-0.0973810744717952
ACH-000075,-0.24160457959947845
ACH-000078,0.00034357797994688543
ACH-000082,-0.08083650360579597
ACH-000085,-0.16363655914768593
ACH-000086,0.09402305421908763
ACH-000087,0.008955210916911777
ACH-000092,0.054071490841016784
ACH-000095,0.08799877506042117
ACH-000097,-0.017050808845997262
ACH-000098,-0.03885739866059308
ACH-000099,-0.036266393539981616
ACH-000108,0.03672762999142912
ACH-000113,-0.12417907104748993
ACH-000116,-0.04620046336548024
ACH-000118,-0.03203151084487614
ACH-000120,-0.00046745818732494817
ACH-000123,0.1267434703772603
ACH-000127,-0.01839773387455986
ACH-000128,-0.11193884505160412
ACH-000132,-0.007801536242802664
ACH-000133,-0.026638183806999643
ACH-000137,0.11577247846868068
ACH-000138,-0.01011844763712234
ACH-000142,0.035679489368593484
ACH-000143,-0.10204132014979332
ACH-000146,-0.062296154385304836
ACH-000148,0.018791055922188018
ACH-000150,0.14924776293844524
ACH-000152,-0.03960443487576597
ACH-000153,0.07654708423924493
ACH-000159,-0.06922587480163797
ACH-000160,-0.08109813738513252
ACH-000163,0.15654564158946474
ACH-000167,-0.3694380325068103
ACH-000168,0.07822660319497615
ACH-000169,0.03012512624223382
ACH-000178,0.06500608835401411
ACH-000183,0.019844616158816844
ACH-000188,0.11294786206357214
ACH-000189,0.024112217480505783
ACH-000190,-0.08307898967657569
ACH-000198,-0.026140924896450743
ACH-000203,0.13555300657105265
ACH-000204,-0.21533440753775693
ACH-000206,-0.02698126818878537
ACH-000207,-0.09947887299079784
ACH-000208,0.16785436493314515
ACH-000210,-0.0964323785364718
ACH-000211,-0.19001453378856392
ACH-000215,-0.014616433292923094
ACH-000221,0.06214850575561445
ACH-000222,0.10410471050025308
ACH-000223,0.002892004338062241
ACH-000226,-0.015981256323841998
ACH-000227,-0.0762325075653747
ACH-000228,-0.057429638469048826
ACH-000231,-0.03023236149258025
ACH-000232,-0.09935774563059577
ACH-000233,-0.02703688858609268
ACH-000234,0.002657392796680869
ACH-000235,0.004671188380717278
ACH-000237,0.08630029541318603
ACH-000238,-0.00954872099596005
ACH-000242,0.11764657240071814
ACH-000243,-0.07781276568753691
ACH-000244,-0.1139723572739268
ACH-000246,-0.09284164532916918
ACH-000248,-0.02650041266523156
ACH-000250,-0.010896637651947582
ACH-000251,-0.12056107314816585
ACH-000252,0.03201581326878185
ACH-000253,-0.07270248052032795
ACH-000255,-0.033543919750251616
ACH-000256,0.119951772779741
ACH-000257,-0.2302078913793475
ACH-000258,0.11599248963376235
ACH-000259,-0.03151450288993304
ACH-000260,0.0075477759747999106
ACH-000261,-0.028294009872615638
ACH-000262,-0.010069987205000146
ACH-000263,0.03777916173959752
ACH-000264,0.012817991530210465
ACH-000265,-0.025423497677627933
ACH-000266,-0.055571339570145636
ACH-000272,-0.020862438083776424
ACH-000274,0.049200905349651235
ACH-000277,0.09337486712301504
ACH-000278,0.08634802685744147
ACH-000279,-0.053059620660026265
ACH-000280,0.06430819448052247
ACH-000281,0.06571553261367084
ACH-000288,-0.02413828937027827
ACH-000291,0.0681057632110069
ACH-000293,-0.10999165220916304
ACH-000294,-0.021894374022774745
ACH-000295,0.11926380613898295
ACH-000296,-0.012329285914632207
ACH-000302,0.041549878009146016
ACH-000304,0.13560336614570118
ACH-000307,0.0271536108746755
ACH-000308,-0.06779330049460294
ACH-000310,-0.04378771492627104
ACH-000311,-0.08619741896875026
ACH-000312,0.0005608465744612575
ACH-000315,0.12109381532783815
ACH-000316,0.015108355357214009
ACH-000317,-0.12360756940892645
ACH-000318,0.07341657134619188
ACH-000319,0.08234566488992838
ACH-000320,0.17141663969071486
ACH-000322,0.07767545562652173
ACH-000323,0.08870898498882225
ACH-000324,-0.018468208647662018
ACH-000329,0.02691395855212154
ACH-000330,-0.007328771370092189
ACH-000331,0.08885690771559493
ACH-000332,-0.006677928706203722
ACH-000334,0.1896821063431824
ACH-000335,-0.04011338714394965
ACH-000336,0.003301434492255266
ACH-000337,0.02032728543123768
ACH-000338,0.035588183595412395
ACH-000339,-0.01286766153648834
ACH-000341,-0.053609973316044376
ACH-000348,-0.09150393562782574
ACH-000350,0.02274251790928856
ACH-000352,0.0066875178258203214
ACH-000356,-0.08968970093246507
ACH-000361,-0.03559817760708952
ACH-000362,0.07044632925715498
ACH-000363,0.009245448467449085
ACH-000364,0.001869484955448452
ACH-000365,-0.049890184404399414
ACH-000366,-0.02294250655624929
ACH-000368,-0.06033736963496932
ACH-000374,0.0262245728266321
ACH-000375,0.04069147628402446
ACH-000376,-0.010235391679685813
ACH-000381,0.07725035161484209
ACH-000383,-0.026232480094600184
ACH-000387,-0.025732549335721718
ACH-000389,-0.05195724022702942
ACH-000390,-0.04203963288884306
ACH-000393,-0.025665312344475312
ACH-000395,-0.017870046835135222
