,VAMP4 (8674)
ACH-000004,0.0937012141776344
ACH-000005,0.04196757405427478
ACH-000007,0.043900004822896486
ACH-000009,-0.12473061461769865
ACH-000011,0.03320927268824365
ACH-000012,-0.07701877914594787
ACH-000013,-0.05759165467299979
ACH-000014,-0.11486965449624426
ACH-000015,0.02962744343549148
ACH-000017,0.0575167132225056
ACH-000018,0.3000320414118621
ACH-000019,-0.032859788836379675
ACH-000021,-0.08007646957896189
ACH-000022,-0.002468550544182074
ACH-000025,-0.07924585534165215
ACH-000028,-0.12155591559470172
ACH-000030,0.022146125771705074
ACH-000035,0.05685680248762371
ACH-000036,-0.04659206494784225
ACH-000037,-0.02932254992933374
ACH-000039,-0.07318637950558529
ACH-000040,-0.13504594993797855
ACH-000041,-0.1184226193922237
ACH-000042,0.14798565503578054
ACH-000045,0.027897313705331415
ACH-000047,-0.10630126639337403
ACH-000052,-0.0401090513589597
ACH-000053,0.06787156453004342
ACH-000054,-0.055032175691816135
ACH-000055,-0.0779381270642272
ACH-000060,0.14586635161556652
ACH-000067,-0.004906528983260894
ACH-000070,-0.2270354472992968
ACH-000075,0.04514509295525332
ACH-000078,0.07575376760547609
ACH-000082,-0.03303645500635445
ACH-000085,0.041330970396310375
ACH-000086,-0.06796164963328485
ACH-000087,0.10169897301817807
ACH-000092,-0.1211452031377468
ACH-000095,-0.017732676016405987
ACH-000097,0.014005362351391151
ACH-000098,-0.044158302173477576
ACH-000099,0.001267908274727637
ACH-000108,0.1149247742532033
ACH-000113,-0.017009712258632282
ACH-000116,-0.06980138538935876
ACH-000118,0.023740025660791787
ACH-000120,-0.15205021847481087
ACH-000123,-0.01873912349607856
ACH-000127,0.055165988601647856
ACH-000128,0.04815454565456576
ACH-000132,0.038841723039591006
ACH-000133,-0.054282259569295485
ACH-000137,-0.18870717524258124
ACH-000138,0.11807551982686455
ACH-000142,-0.07289179988863012
ACH-000143,0.025936929736852483
ACH-000146,-0.0034973893506098515
ACH-000148,-0.08708224396830065
ACH-000150,0.0095647419811665
ACH-000152,0.1412812046766148
ACH-000153,0.08453782440316003
ACH-000159,-0.1379049253865302
ACH-000160,0.04078813539620951
ACH-000163,-0.04987905395811549
ACH-000167,-0.1321237326963147
ACH-000168,0.025427612097329768
ACH-000169,0.1362162337586367
ACH-000178,0.058215463565983776
