,MYNN (55892)
ACH-000004,-0.0755015835950478
ACH-000005,0.024730939941531447
ACH-000007,0.006384922125106984
ACH-000009,-0.16696046372144646
ACH-000011,-0.008004366084620115
ACH-000012,-0.039570136907513334
ACH-000013,-0.09642868274913116
ACH-000014,-0.2929166398565339
ACH-000015,-0.06590923500693313
ACH-000017,-0.019118856479610355
ACH-000018,-0.11373112689843465
ACH-000019,-0.13018957540775206
ACH-000021,-0.008925840350182075
ACH-000022,-0.07905593433852595
ACH-000025,-0.012293821100043052
ACH-000028,-0.01284157351980683
ACH-000030,-0.07455894698246272
ACH-000035,-0.09579435937822868
ACH-000036,-0.1552391541230078
ACH-000037,0.058628860300554565
ACH-000039,-0.1592188760589909
ACH-000040,-0.17788477074959494
ACH-000041,-0.028036210380207257
ACH-000042,0.057086206412308764
ACH-000045,-0.011984982026803254
ACH-000047,-0.06973403170404174
ACH-000052,-0.09012393598549948
ACH-000053,-0.0664228421310382
ACH-000054,-0.13819865215233676
ACH-000055,-0.22402655423777254
ACH-000060,-0.06638627366351715
ACH-000067,-0.003939151117912132
ACH-000070,-0.07534926579666583
ACH-000075,0.12134413059130215
ACH-000078,-0.194474091149134
ACH-000082,-0.04114123092822858
ACH-000085,-0.20592980971521727
ACH-000086,-0.01218800647608882
ACH-000087,-0.24623537051403546
ACH-000092,-0.08306465474661087
ACH-000095,-0.16590824233699525
ACH-000097,-0.2091503540761439
ACH-000098,0.2676506962987075
ACH-000099,-0.08724010073030243
ACH-000108,0.005746301334819078
ACH-000113,-0.02833260420135737
ACH-000116,-0.1354136313039499
ACH-000118,-0.07121066345899914
ACH-000120,-0.0450864587645462
ACH-000123,-0.13361700897758105
ACH-000127,0.03679982910454525
ACH-000128,-0.15677990952785129
ACH-000132,-0.06699625646622515
ACH-000133,-0.2342357866534122
ACH-000137,0.043865143597498636
ACH-000138,0.03735919076316513
ACH-000142,-0.12219586319747275
ACH-000143,0.12894562215053593
ACH-000146,-0.07955346837987846
ACH-000148,-0.10763263794019784
ACH-000150,0.1346849659135122
ACH-000152,-0.03074862008740469
ACH-000153,0.08220394443215287
ACH-000159,-0.06813954009799637
ACH-000160,-0.07871098918082503
ACH-000163,-0.1776667881013579
ACH-000167,-0.13667862521205046
ACH-000168,-0.17529374695748742
ACH-000169,-0.10398910576025372
ACH-000178,0.023202957817424853
ACH-000183,-0.1460230942165613
ACH-000188,0.039584588265859484
ACH-000189,-0.06706447659587343
ACH-000190,-0.10253914599194017
ACH-000198,-0.14755433512909955
ACH-000203,0.5122004977247299
ACH-000204,0.17519837696701138
ACH-000206,-0.12848004123353338
ACH-000207,-0.10517290735020476
ACH-000208,-0.046017777916572335
ACH-000210,0.2897845325932069
ACH-000211,-0.10900648757034773
ACH-000215,-0.060328206388725575
ACH-000221,-0.0011529330275598295
ACH-000222,0.06323173193581652
ACH-000223,-0.11849460890149086
ACH-000226,-0.03777486722821425
ACH-000227,-0.2451107063541448
ACH-000228,-0.004122244162095065
ACH-000231,-0.12679467648824405
ACH-000232,0.04128753462299145
ACH-000233,-0.03634851129240205
ACH-000234,-0.20670409274887488
ACH-000235,-0.08764712745251149
ACH-000237,-0.06235933224817038
ACH-000238,0.04299181613781631
ACH-000242,0.26697297623997346
ACH-000243,-0.007278652559668256
ACH-000244,-0.4066074120429172
ACH-000246,0.1279043177466188
ACH-000248,-0.07910103429481186
ACH-000250,-0.06411688177936793
ACH-000251,0.015536226518183541
ACH-000252,0.11344495163528745
ACH-000253,-0.0407296265976218
ACH-000255,-0.2606174335266406
ACH-000256,-0.08203230650202145
ACH-000257,-0.01626371320157896
ACH-000258,-0.16115179239879282
ACH-000259,0.025465436686803528
ACH-000260,-0.1339759258097994
ACH-000261,-0.11472879789038434
ACH-000262,-0.20406379751444506
ACH-000263,-0.07713363362847267
ACH-000264,-0.09986166524587692
ACH-000265,0.028652885406657762
ACH-000266,-0.0070752005881833295
ACH-000272,-0.0830300045993319
ACH-000274,-0.139791375854273
ACH-000277,0.1330586967920577
ACH-000278,-0.020883470240055737
ACH-000279,-0.10920156206618636
ACH-000280,0.04395222466089162
ACH-000281,-0.004954862630964321
ACH-000288,0.019826776424238274
ACH-000291,-0.08182067592185213
ACH-000293,0.0691105073546788
ACH-000294,-0.1980622514390633
ACH-000295,-0.006051422585342808
