,CYHR1 (50626)
ACH-000364,-0.3255645988570392
ACH-000365,-0.21343289390559989
ACH-000366,-0.36570483448309016
ACH-000368,-0.32041424988838596
ACH-000374,-0.2455188937851417
ACH-000375,-0.1786845233368959
ACH-000376,-0.2994208812891417
ACH-000381,-0.16560856873217888
ACH-000383,-0.30795475710351444
ACH-000387,-0.2329860437185599
ACH-000389,-0.3639108126373774
ACH-000390,-0.29044124294007834
ACH-000393,-0.37978320441489255
ACH-000395,-0.3210928349125228
ACH-000396,-0.4225545632227045
ACH-000397,-0.2963766304099528
ACH-000401,-0.14867227291311502
ACH-000402,-0.3513052321130029
ACH-000403,-0.38533669231123135
ACH-000404,-0.4928342862063075
ACH-000406,-0.16892119632732558
ACH-000407,-0.3294999440278832
ACH-000408,-0.06889472360467334
ACH-000410,-0.29665439945089783
ACH-000411,-0.4780087108419374
ACH-000414,-0.43858454740363534
ACH-000415,-0.28865582280672525
ACH-000416,-0.3760699374549373
ACH-000420,-0.1182164063737218
ACH-000421,-0.2676840683103719
ACH-000424,-0.3232253817765725
ACH-000425,-0.3184825967460781
ACH-000426,-0.20680813618851326
ACH-000427,-0.2877730031663465
ACH-000433,-0.3429807234778297
ACH-000435,-0.07105277264319601
ACH-000436,-0.28540189483251216
ACH-000444,-0.2307375780824299
ACH-000445,-0.2593972234996393
ACH-000448,-0.19405000106503048
ACH-000450,-0.2730388427696447
ACH-000452,-0.44751704021584615
ACH-000454,-0.0802447512723471
ACH-000458,-0.1972024863494644
ACH-000459,-0.0002552469560660284
ACH-000460,-0.3465806427378451
ACH-000461,-0.3535598724856471
ACH-000463,-0.30927236450398365
ACH-000464,-0.2435789333854624
ACH-000466,-0.3387876272384353
ACH-000467,-0.4486603567778011
ACH-000468,-0.2800923172579126
ACH-000469,-0.21266039714312385
ACH-000470,-0.4954644722817782
ACH-000471,-0.10827795490885904
ACH-000472,-0.2581069778485462
ACH-000473,-0.2663430167348465
ACH-000475,-0.30437606399099065
ACH-000476,-0.18023570870381986
ACH-000477,-0.3608801029152521
ACH-000479,-0.21863203563270706
ACH-000480,-0.3165459152108273
ACH-000481,-0.09577062658162627
ACH-000483,-0.2297907640374343
ACH-000484,-0.2195920438995658
ACH-000485,-0.4832009199483143
ACH-000486,-0.26952569502138896
ACH-000487,-0.22480391572132866
ACH-000488,-0.2855116240757643
ACH-000490,-0.04752563285465173
ACH-000491,-0.24208570730652665
ACH-000495,-0.37578495387413824
ACH-000496,-0.2100381365170652
ACH-000499,-0.4381557758081831
ACH-000500,-0.009765095808691482
ACH-000502,-0.19104547097477376
ACH-000503,-0.1424166087940504
ACH-000505,-0.3085170844798134
ACH-000507,-0.31837049416751423
ACH-000510,-0.21660207130051984
ACH-000511,-0.13729427530637256
ACH-000512,-0.07125125540131337
ACH-000516,-0.3345061273385108
ACH-000517,-0.3063092495535777
ACH-000518,-0.04654392220888677
ACH-000520,-0.20262232540859645
ACH-000521,-0.4205438214341255
ACH-000522,-0.2679944879992011
ACH-000524,-0.24656581141020656
ACH-000527,-0.23581018945861865
ACH-000528,-0.15272434346899402
ACH-000537,-0.17437907641898145
ACH-000541,-0.15763752378486628
ACH-000542,-0.22822993651254364
ACH-000544,-0.13449442439203926
ACH-000545,-0.18194851334795176
ACH-000547,-0.04669720690031436
ACH-000548,-0.1806204177983129
ACH-000549,-0.3674894736030772
ACH-000550,-0.2421791815314039
ACH-000552,-0.3450429599937752
ACH-000556,-0.27331552487588523
ACH-000557,-0.3619168507585605
ACH-000569,-0.2573650709876698
ACH-000570,-0.3186238523816036
ACH-000571,-0.2273742069182153
ACH-000573,-0.19041758099496087
ACH-000576,-0.2598466286744379
ACH-000579,-0.27234581286300513
ACH-000580,-0.29632762440386645
ACH-000584,-0.12790214008150394
ACH-000585,-0.20569921907373973
ACH-000588,-0.4120499542112629
ACH-000589,-0.3132478771126005
ACH-000591,-0.01860562474982111
ACH-000593,-0.187878629865472
ACH-000600,-0.11642848410749247
ACH-000601,-0.2612944319133037
ACH-000605,-0.18923678685609627
ACH-000606,-0.12437477551273345
ACH-000608,-0.2946732224563214
ACH-000614,-0.1713940649795642
ACH-000616,-0.26577871579384266
ACH-000618,-0.13538240864933726
ACH-000619,-0.3642393339994275
ACH-000620,-0.3434192051682489
ACH-000621,-0.28351482596391675
ACH-000622,-0.16972164877204907
ACH-000623,-0.2989277168632673
ACH-000624,-0.18249970723700726
ACH-000627,-0.1989403815991862
ACH-000630,-0.1479834836164159
ACH-000631,-0.2014625508388304
ACH-000632,-0.10207531158830994
ACH-000633,-0.3441641393398521
ACH-000637,-0.3357755140049013
ACH-000638,-0.15960109005402376
ACH-000646,-0.3556562570050851
ACH-000647,-0.2253460958976499
ACH-000648,-0.34545237480173435
ACH-000649,-0.2511708177185127
ACH-000651,-0.10508954888263684
ACH-000652,-0.11360258066657933
ACH-000653,-0.39479769488454425
ACH-000657,-0.2666855743514917
ACH-000658,-0.6078520892899951
ACH-000661,-0.2451236821202693
ACH-000662,-0.6370785013345484
ACH-000663,-0.2083412942524276
ACH-000665,-0.13610338155663326
ACH-000671,-0.17736522418261985
ACH-000672,-0.7447426479664047
ACH-000673,-0.34187466742449024
ACH-000676,-0.18601257754161107
ACH-000677,-0.3199661870369331
ACH-000681,-0.22162617562683984
ACH-000683,-0.3440064905727386
ACH-000684,-0.2581752981978944
ACH-000688,-0.26649787374850603
ACH-000693,-0.18557996590052248
ACH-000694,-0.2669933639326899
ACH-000695,-0.002828774111924941
ACH-000696,-0.16563837270015766
ACH-000697,-0.15062404642401658
ACH-000699,-0.338451190708029
ACH-000701,-0.3065028801360865
ACH-000706,-0.2880750984020454
ACH-000711,-0.27308914512041704
ACH-000713,-0.17680277776663064
ACH-000714,-0.2308297003374521
ACH-000718,-0.48784708217642403
ACH-000720,-0.3023310362396179
ACH-000721,-0.2108451454348518
ACH-000724,-0.3122011246328592
ACH-000725,-0.23105634827836746
ACH-000732,-0.2782262431634256
ACH-000734,-0.17218745665115456
ACH-000735,-0.22679359558697526
ACH-000736,-0.2525216389201205
ACH-000738,-0.3035679569431843
ACH-000746,-0.195150991107586
ACH-000747,-0.16333408861588186
ACH-000748,-0.13281951346687465
ACH-000753,-0.2884819727120819
ACH-000756,-0.15649058128855062
ACH-000757,-0.2061201619239509
ACH-000758,-0.1424726401939124
ACH-000760,-0.16481393264329158
ACH-000762,-0.3045435084545209
ACH-000763,-0.27902671834876924
ACH-000764,-0.4211817352206968
ACH-000765,-0.22463326501828432
ACH-000766,-0.22781471233834005
ACH-000767,-0.4771476503682002
ACH-000768,-0.3890567466516141
ACH-000769,-0.2353298185470015
ACH-000770,-0.1873654959416111
ACH-000771,-0.3096263821429455
ACH-000773,-0.16918473271273773
ACH-000776,-0.2831018504183603
ACH-000777,-0.16013789812804866
ACH-000778,-0.12941636555727404
ACH-000781,-0.2936529811293511
ACH-000782,-0.18861216613332654
ACH-000783,-0.6054067843850396
ACH-000784,-0.16844617561280348
ACH-000785,-0.3952292895432256
ACH-000787,-0.1943692514600536
ACH-000788,-0.18917977667917485
ACH-000791,-0.17332121359616026
ACH-000792,-0.17681064503539112
ACH-000794,-0.33396938092708817
ACH-000796,-0.3711408581873029
ACH-000798,-0.4875027040311016
ACH-000799,-0.3163232681976705
ACH-000800,-0.12074227834261535
ACH-000802,-0.0846506248202269
ACH-000804,-0.3372440100691774
ACH-000805,-0.4357104188547248
ACH-000809,-0.4272483695906421
ACH-000810,-0.38623276883175134
ACH-000811,-0.1886804508104817
ACH-000817,-0.26634001569636
ACH-000819,-0.2316838311187413
ACH-000820,-0.15358257033321984
ACH-000821,-0.2227044411085291
ACH-000822,-0.3715837724629597
ACH-000823,-0.22834048328867446
ACH-000824,-0.3642748096389039
ACH-000827,-0.3594532651719265
ACH-000829,-0.17831791604191086
ACH-000831,-0.2085214995232278
ACH-000832,-0.1308710698619007
ACH-000833,-0.13940766435065569
ACH-000834,0.012068761762962248
ACH-000835,-0.23367503696111294
ACH-000836,-0.1752743178798613
ACH-000837,-0.3505508555414867
ACH-000838,-0.2891101631013951
ACH-000839,-0.2183140339545876
ACH-000840,-0.1471911126245073
ACH-000841,-0.24335816084606596
ACH-000843,-0.1350623229054177
ACH-000846,-0.22407592397956286
ACH-000847,-0.1917056807628158
ACH-000848,-0.1471949866451726
ACH-000849,-0.29274825739749233
ACH-000851,-0.0905452340658166
ACH-000855,-0.2605475990402757
ACH-000856,-0.19800142332253173
ACH-000858,-0.16865599915791865
ACH-000859,-0.15415041644805708
ACH-000861,-0.13811773351839202
ACH-000862,-0.1286637305230695
ACH-000865,-0.1922546671402231
ACH-000866,-0.2589393612580451
ACH-000867,-0.32195382811151885
ACH-000869,-0.2050082210930091
ACH-000872,-0.19941387332173635
ACH-000873,-0.01472299864817448
ACH-000876,-0.1885100988936753
ACH-000878,-0.3755268277676786
ACH-000880,-0.4746407416616754
ACH-000881,-0.27426893681334946
ACH-000882,-0.1695667006760252
ACH-000884,-0.2285584746248777
ACH-000885,-0.2533202307390109
ACH-000887,-0.31462961154080793
ACH-000889,-0.2739792404593689
ACH-000896,-0.2126280468894018
ACH-000898,-0.3730182151160047
ACH-000900,-0.5536523062750129
ACH-000901,-0.1867465316891675
ACH-000905,-0.12705242625621047
ACH-000906,-0.2240265688365904
ACH-000907,-0.2387149085783818
ACH-000910,-0.5150945047908361
ACH-000911,-0.2676217836057536
ACH-000912,-0.2385787406130661
ACH-000913,-0.1349897417065731
ACH-000915,-0.27794683914967866
ACH-000916,0.009099454498011462
ACH-000917,-0.236043548419148
ACH-000920,-0.0303534095933694
ACH-000921,-0.4158582637323059
ACH-000924,-0.3775621807427667
ACH-000926,-0.43951009021103227
ACH-000928,-0.3993592236458843
ACH-000929,-0.3767242628757127
ACH-000932,-0.2668841683678439
ACH-000935,-0.3432519935064755
ACH-000936,-0.11343284876844575
ACH-000937,-0.2595406543355091
ACH-000938,-0.19461459238417106
ACH-000939,-0.2397994774692857
ACH-000941,-0.2340858380373146
ACH-000943,-0.18113868134616629
ACH-000946,-0.4074584926107441
ACH-000947,-0.2286866055244769
ACH-000948,-0.21289577849965846
ACH-000950,-0.18311277542990864
ACH-000953,-0.26935779368882123
ACH-000954,-0.04050505028614272
ACH-000957,-0.2838801475306047
ACH-000958,-0.26763885931262443
ACH-000960,-0.22752170717066214
ACH-000963,-0.2655397322654969
ACH-000968,-0.20302614461528715
ACH-000969,-0.3050751218563969
ACH-000972,-0.35532443292374605
ACH-000973,-0.2270674240647675
ACH-000974,-0.3604608773198897
ACH-000978,-0.17095951934528153
ACH-000984,-0.3506094172063691
ACH-000986,-0.21788702495813647
ACH-000988,-0.1587260262798858
ACH-000993,-0.14021284955950594
ACH-000994,-0.14128801035682353
ACH-000996,-0.2264518222852393
ACH-001001,-0.2649796192367967
ACH-001020,-0.1905225525937922
ACH-001028,-0.4179882440368423
ACH-001031,-0.19887109538641465
ACH-001038,-0.31331025460168793
ACH-001048,-0.2836190756541145
ACH-001050,-0.20057822885429996
ACH-001053,-0.3925499173583449
ACH-001054,-0.27124993334302305
ACH-001061,-0.25666569519293475
ACH-001067,-0.5215481698954089
ACH-001075,-0.3127130012154948
ACH-001096,-0.14919788977349138
ACH-001111,-0.3222990205324273
ACH-001119,-0.29304129246663296
ACH-001128,-0.17809104961000405
ACH-001134,-0.3056808874193199
ACH-001151,-0.309457158814827
ACH-001163,-0.2768861324649397
ACH-001164,-0.33371702086721583
ACH-001183,-0.38025098907173904
ACH-001192,-0.1733456840307244
ACH-001193,-0.29603857595775024
ACH-001196,-0.5035039160206012
ACH-001197,-0.09367519857078158
ACH-001205,-0.381399604724529
ACH-001211,-0.3889131333949559
ACH-001212,-0.18754226429803106
ACH-001228,-0.3054799295325111
ACH-001232,-0.2109297257069107
ACH-001239,-0.4759404194080165
ACH-001270,-0.5050171733865952
ACH-001274,-0.53617552959637
ACH-001275,-0.572042067222283
ACH-001277,-0.2369503090851328
ACH-001278,-0.327732309057297
ACH-001280,-0.7403038554447751
ACH-001283,-0.22293748828358664
ACH-001289,-0.5259276372896662
ACH-001300,-0.4183326235337586
ACH-001301,-0.2580756177962144
ACH-001302,-0.3996374382011591
ACH-001306,-0.10839591961716533
ACH-001318,0.011216469455554458
ACH-001322,-0.08549344234342919
ACH-001328,-0.2761773317861373
ACH-001332,-0.10299523528427937
ACH-001336,-0.1933673237974906
ACH-001346,-0.2861071886847895
ACH-001353,-0.3471145169389689
ACH-001354,-0.11112973656261316
ACH-001367,-0.24266136742933625
ACH-001368,-0.3051911177829187
ACH-001374,-0.6292031925717971
ACH-001377,-0.2933119086734368
ACH-001380,-0.2282651112149243
ACH-001391,-0.2826099115295432
ACH-001408,-0.1988529316758596
ACH-001430,-0.3523605858489414
ACH-001431,-0.20047250983860276
ACH-001450,-0.4676604135435853
ACH-001496,-0.17734524260993234
ACH-001500,-0.1071926365130822
ACH-001523,-0.2584854210461476
ACH-001532,-0.4499100914986434
ACH-001550,-0.3103504802843073
ACH-001552,-0.3533944245198268
ACH-001554,-0.3798311446903302
ACH-001654,-0.36065606967838704
ACH-001735,-0.3323846764255796
ACH-001736,-0.02127078556177696
ACH-001737,-0.18289302713617436
ACH-001740,-0.17289647266874625
ACH-001745,-0.12607332146232084
ACH-001765,-0.22285179826789409
