,MTDH (92140)
ACH-000004,0.044270458854033384
ACH-000005,-0.08264813739478757
ACH-000007,-0.2173690988625609
ACH-000009,0.05903444133922375
ACH-000011,-0.03620310007186745
ACH-000012,0.11409408576246675
ACH-000013,0.0064776826551409365
ACH-000014,0.09568280855763237
ACH-000015,0.12905518355761686
ACH-000017,0.02577053784028316
ACH-000018,-0.06549433927816062
ACH-000019,-0.03212404314359695
ACH-000021,0.023568005933511854
ACH-000022,-0.06636976837783404
ACH-000025,-0.3415610867692043
ACH-000028,-0.09606420666137544
ACH-000030,-0.060646378711405234
ACH-000035,-0.010737156213950272
ACH-000036,0.03921134594454935
ACH-000037,0.042453569462020835
ACH-000039,0.0956427295836296
ACH-000040,0.05071737307862518
ACH-000041,-0.05091251765265805
ACH-000042,0.043237120680176204
ACH-000045,0.005294726704189278
ACH-000047,0.019335101122779013
ACH-000052,0.20240680090200935
ACH-000053,-0.022691319801627332
ACH-000054,0.01570690426862713
ACH-000055,-0.09283088552012426
ACH-000060,-0.1311488621939522
ACH-000067,-0.011306860235717574
ACH-000070,-0.05392941723959003
ACH-000075,0.07327318289484085
ACH-000078,0.015058435198521116
ACH-000082,0.17040944600004482
ACH-000085,-0.008482214333092805
ACH-000086,0.09345963129112016
ACH-000087,0.2478301680412009
ACH-000092,-0.019308058036948517
ACH-000095,-0.08673026758454126
ACH-000097,-0.11817130652488013
ACH-000098,-0.047517367464174884
ACH-000099,-0.051558112766854486
ACH-000108,-0.02871069811427758
ACH-000113,-0.014997765020644227
ACH-000116,-0.03994221213843645
ACH-000118,0.007763347403148857
ACH-000120,0.005459256871594204
ACH-000123,-0.07642588899084209
ACH-000127,-0.07681055470357216
ACH-000128,-0.10729949316069992
ACH-000132,-0.112637355974537
ACH-000133,-0.14916746950740906
ACH-000137,-0.18795840067573985
ACH-000138,0.1747113225361599
ACH-000142,0.044673934299421736
ACH-000143,-0.10780372796956134
ACH-000146,0.11681286696404565
ACH-000148,0.019012076649316843
ACH-000150,-0.11262046578862946
ACH-000152,-0.07495473213752918
ACH-000153,0.2039040253467315
ACH-000159,-0.061098427523672325
ACH-000160,0.07891751783874819
ACH-000163,-0.0005715763538259697
ACH-000167,0.4521644035703611
ACH-000168,0.18563067059528454
ACH-000169,-0.08514843664676844
ACH-000178,-0.05837324056007288
ACH-000183,-0.13603744750428448
ACH-000188,0.08577165460252269
ACH-000189,-0.11092986730477032
ACH-000190,0.26560174050754304
ACH-000198,-0.0318383777591619
ACH-000203,0.030740107301112037
ACH-000204,-0.2716236397142606
ACH-000206,-0.13059333826067313
ACH-000207,-0.004712799579506695
ACH-000208,-0.09474094788627067
ACH-000210,-0.3759558708048269
ACH-000211,-0.008731297052448723
ACH-000215,0.05722645725464653
ACH-000221,0.07296569082374357
ACH-000222,0.18940696331553475
ACH-000223,-0.17696977223212867
ACH-000226,-0.07619196410412611
ACH-000227,-0.2384100919738917
ACH-000228,0.0212589344434894
ACH-000231,-0.03925126772108566
ACH-000232,-0.03100972843234253
ACH-000233,-0.015257991010970756
ACH-000234,-0.08670096835257672
ACH-000235,0.0038482901350445744
ACH-000237,0.02852253825376025
ACH-000238,0.07191584791857474
ACH-000242,0.25213239553342703
ACH-000243,0.095435150545705
ACH-000244,-0.25431259095683034
ACH-000246,-0.05709706593016385
ACH-000248,0.22496134807501128
ACH-000250,-0.07956170878056405
ACH-000251,-0.13881060443979054
ACH-000252,0.0143075644072414
ACH-000253,-0.05511308267526956
ACH-000255,0.06596038504292583
ACH-000256,0.06634918133110437
ACH-000257,0.16359383289658902
ACH-000258,-0.08046815047979447
ACH-000259,0.11083471637419066
ACH-000260,-0.034842211633104594
ACH-000261,-0.026243324990606783
ACH-000262,-0.010283181445194729
ACH-000263,0.06775180518056212
ACH-000264,-0.10290122544567484
ACH-000265,-0.0678730138139281
ACH-000266,-0.008839212282227409
ACH-000272,-0.0171727926643264
ACH-000274,0.026779746298442302
ACH-000277,-0.3700188952605559
ACH-000278,-0.08446611818440697
ACH-000279,0.12848290957458045
ACH-000280,0.007835257283822134
ACH-000281,-0.031679238193384814
ACH-000288,0.09669431872939394
ACH-000291,-0.0330294528830937
ACH-000293,-0.010233865671047684
ACH-000294,0.22370435517955126
ACH-000295,0.0764980729505994
ACH-000296,-0.04458970576531043
ACH-000302,-0.09324841652025917
ACH-000304,-0.3749746603784949
ACH-000307,0.14888900444097106
ACH-000308,-0.03382992503118225
ACH-000310,-0.1931949448489663
ACH-000311,-0.07303343395456788
ACH-000312,0.18712782165251296
ACH-000315,0.024131362904896567
ACH-000316,0.004252843510535388
ACH-000317,0.11098764763992372
ACH-000318,0.08818080840361213
ACH-000319,0.05067834228837512
ACH-000320,0.1625053621639862
ACH-000322,-0.2358939981139909
ACH-000323,0.20155132591779865
ACH-000324,-0.02087583658137576
ACH-000329,-0.0966818761533223
ACH-000330,0.10767181178530186
ACH-000331,-0.15197867090332814
ACH-000332,0.044575635029167344
ACH-000334,0.06675042637328009
ACH-000335,-0.033373727132478714
ACH-000336,0.09259644324554754
ACH-000337,-0.10702621531755384
ACH-000338,-0.23520983959587205
ACH-000339,-0.12828153890350913
ACH-000341,-0.00795721749078259
ACH-000348,-0.03843022896018937
ACH-000350,0.019662366337919956
ACH-000352,-0.06727895179402188
ACH-000356,0.18432210753961095
ACH-000361,0.21739542364176487
ACH-000362,-0.09241986415024707
ACH-000363,-0.04350925703698814
ACH-000364,0.10889145072111876
ACH-000365,-0.06415182204930181
ACH-000366,0.11493944588069473
ACH-000368,0.03158886704776412
ACH-000374,0.1245335106517462
ACH-000375,0.012841200997178509
ACH-000376,-0.033955441993693165
ACH-000381,-0.11798579980378153
ACH-000383,-0.05770333962259649
ACH-000387,-0.024031059926037355
ACH-000389,-0.3024205072640784
ACH-000390,-0.012503682111027878
ACH-000393,-0.06708386210048346
ACH-000395,0.0711306052961139
ACH-000396,-0.0580817037421658
ACH-000397,0.13022524846705918
ACH-000401,-0.11712184040522006
ACH-000402,0.017714737554049655
ACH-000403,-0.023087020616488832
ACH-000404,-0.2328427610447512
ACH-000406,0.08962780825682325
ACH-000407,-0.00933920197232987
ACH-000408,0.022498273011497486
ACH-000410,0.07996480864658352
ACH-000411,-0.125472530732203
ACH-000414,0.08867684552078968
ACH-000415,-0.0209348946445923
ACH-000416,0.012137500449138522
ACH-000420,-0.09769791544774603
ACH-000421,-0.005984504423164046
ACH-000424,0.1113324530254511
ACH-000425,-0.11655940247056495
ACH-000426,-0.10912656409273083
ACH-000427,-0.1320456887503145
ACH-000433,0.11459180555084755
ACH-000435,0.012466833818959423
ACH-000436,-0.1210166167940417
ACH-000444,-0.09920085488802273
ACH-000445,0.15102849092238702
ACH-000448,-0.04607742453697796
ACH-000450,-0.030423485785225177
ACH-000452,0.0429060990339285
