,VTI1B (10490)
ACH-000168,-0.0787931529598149
ACH-000169,-0.06827784477671955
ACH-000178,-0.2532845506447745
ACH-000183,-0.30500517681064315
ACH-000188,-0.15289958351523664
ACH-000189,-0.3998569870057733
ACH-000190,-0.035716847413726466
ACH-000198,-0.1454422071708842
ACH-000203,0.3755365265242608
ACH-000204,-0.2923174906004428
ACH-000206,-0.3352154787377096
ACH-000207,-0.03497829260521413
ACH-000208,0.0840212413621218
ACH-000210,-0.3854508550599125
ACH-000211,-0.33791641307810905
ACH-000215,-0.1828000684096124
ACH-000221,-0.20640353714205684
ACH-000222,-0.12555578938482306
ACH-000223,-0.2291350973572691
ACH-000226,-0.3775323424130612
ACH-000227,-0.2336479813366869
ACH-000228,-0.4381055698797135
ACH-000231,-0.33786257986275825
ACH-000232,-0.3292373445344896
ACH-000233,-0.2183221466612972
ACH-000234,-0.0975955581799226
ACH-000235,-0.24824799818039786
ACH-000237,-0.08643189503209789
ACH-000238,-0.3166250610752186
ACH-000242,-0.3213747645690034
ACH-000243,-0.09718716217139654
ACH-000244,-0.1843014521757468
ACH-000246,-0.13822472814217274
ACH-000248,-0.2810506114615951
ACH-000250,-0.11717827273246413
ACH-000251,-0.23108575571466744
ACH-000252,-0.13201869281030568
ACH-000253,-0.11705235971142645
ACH-000255,-0.2334106134426448
ACH-000256,-0.16636984450266626
ACH-000257,-0.2187690651081984
ACH-000258,0.04334423195348723
ACH-000259,-0.1841629943897666
ACH-000260,-0.32759392336832754
ACH-000261,-0.27833272729054154
ACH-000262,-0.3766413367701135
ACH-000263,-0.5193684462798709
ACH-000264,-0.3052371355274638
ACH-000265,-0.32583841421506604
ACH-000266,-0.1268581387968353
ACH-000272,-0.2429407295588669
ACH-000274,-0.2947936158948361
ACH-000277,-0.14020897626450568
ACH-000278,-0.13585115398063616
ACH-000279,-0.3580132412736476
ACH-000280,-0.1850807123814636
ACH-000281,-0.15024122887140895
ACH-000288,-0.30473077423084005
ACH-000291,-0.2353823810246453
ACH-000293,-0.3641034342980369
ACH-000294,-0.21756376127218915
ACH-000295,-0.3263903200571038
ACH-000296,-0.2330046249534169
ACH-000302,-0.21573600690978026
ACH-000304,-0.5983524532086807
ACH-000307,-0.3689033876405539
ACH-000308,-0.23499892741725134
ACH-000310,-0.23488936052786336
ACH-000311,-0.14254667166015406
ACH-000312,-0.165808036689443
ACH-000315,-0.5296392866979031
ACH-000316,-0.2170884709442996
ACH-000317,-0.20261141299987706
ACH-000318,-0.0784173381538417
ACH-000319,-0.1984922582230089
ACH-000320,-0.4296210355257433
ACH-000322,-0.2700351663240897
ACH-000323,-0.28233025821906305
ACH-000324,-0.12067624413986636
ACH-000329,-0.20745546329486486
ACH-000330,-0.2932688641357961
ACH-000331,-0.3419028729392378
ACH-000332,-0.2005781732802528
ACH-000334,-0.29640615754891786
ACH-000335,-0.3270867652678041
ACH-000336,-0.07362770020147202
ACH-000337,-0.2791218920870463
ACH-000338,-0.8119785931515289
ACH-000339,-0.2767271715954495
ACH-000341,-0.3907228444045264
ACH-000348,-0.0807412749313199
ACH-000350,-0.23137770494895865
ACH-000352,-0.10656638106302467
ACH-000356,-0.2755189756820636
ACH-000361,-0.17482446748009325
ACH-000362,-0.323892457430312
ACH-000363,-0.3069848004762781
ACH-000364,-0.17935624722361102
ACH-000365,-0.36201116266062144
ACH-000366,-0.2360321452354324
ACH-000368,-0.5949934959503714
ACH-000374,-0.1073641470747467
ACH-000375,-0.3833957028383218
ACH-000376,-0.375879611183202
ACH-000381,-0.3029884844252458
ACH-000383,-0.2580239825361436
ACH-000387,-0.25796325057882097
ACH-000389,-0.42807018893121496
ACH-000390,-0.2353830494449073
ACH-000393,-0.3733765751345069
ACH-000395,-0.2597432898636605
ACH-000396,-0.28028233085868376
ACH-000397,-0.244656112366326
ACH-000401,-0.16846075711338526
ACH-000402,-0.04437578712649197
ACH-000403,-0.17190835440593838
ACH-000404,-0.17296632370228796
ACH-000406,-0.2400831303203341
ACH-000407,-0.5279389703821136
ACH-000408,-0.34919986865056235
ACH-000410,-0.32174364923061416
ACH-000411,-0.2457827845087269
ACH-000414,-0.15703421174969925
ACH-000415,-0.25860027579069605
ACH-000416,-0.1746206980314986
ACH-000420,-0.35168717355327345
ACH-000421,-0.3162756827877328
ACH-000424,-0.50777653740861
ACH-000425,-0.21172133473869725
ACH-000426,-0.15302279487804685
ACH-000427,-0.13538519366313506
ACH-000433,-0.07366568939288261
ACH-000435,-0.6631405748190755
ACH-000436,-0.3271073314644748
ACH-000444,-0.3783742491660198
ACH-000445,-0.5323565287615115
ACH-000448,-0.25668863372863804
ACH-000450,-0.2576844159727121
ACH-000452,-0.2843243224183972
ACH-000454,-0.3728336875647112
ACH-000458,-0.1908937923937351
ACH-000459,-0.16946875486462645
ACH-000460,-0.22083350103728855
ACH-000461,-0.05896084531574133
ACH-000463,-0.2758843323193615
ACH-000464,-0.08374730428921398
ACH-000466,-0.31291974048113264
ACH-000467,-0.1584929034394803
ACH-000468,-0.3427990074223753
ACH-000469,-0.3164346235793996
ACH-000470,-0.3669985397524984
ACH-000471,-0.21408191908128474
ACH-000472,-0.16782183298190906
ACH-000473,-0.08208834296113354
ACH-000475,-0.21845112548089285
ACH-000476,-0.21251255433066155
ACH-000477,-0.27664110276957143
ACH-000479,-0.4491716626708793
ACH-000480,-0.3375573671270977
ACH-000481,-0.5538970503450698
ACH-000483,-0.22188612672990665
ACH-000484,-0.2419940683997081
ACH-000485,-0.3079394980839971
ACH-000486,-0.16134431164973645
ACH-000487,-0.058775319907257616
ACH-000488,-0.2047167429639192
ACH-000490,-0.15407569247825126
ACH-000491,-0.4648737356009502
ACH-000495,-0.04494591882566107
ACH-000496,-0.29267154242585464
ACH-000499,-0.3747153029565353
ACH-000500,-0.14391602566799944
ACH-000502,-0.2720325240480117
ACH-000503,-0.045123430277022855
ACH-000505,-0.2795585217876244
ACH-000507,-0.27625548915352177
ACH-000510,-0.08422803199017391
ACH-000511,-0.3602666185988005
ACH-000512,-0.2030850123632208
ACH-000516,-0.3156710615508939
ACH-000517,-0.2429381772649406
ACH-000518,-0.17474324583226172
ACH-000520,-0.2715477068949564
ACH-000521,-0.14645467748280627
ACH-000522,-0.2682869774682894
ACH-000524,-0.18672210168130804
ACH-000527,-0.1280715003517169
ACH-000528,-0.27076560684628737
ACH-000537,-0.38256927929715945
ACH-000541,-0.25607307255144857
ACH-000542,-0.3413674654417441
ACH-000544,-0.3905358071874951
ACH-000545,-0.12499391592507013
ACH-000547,-0.16001262082330522
ACH-000548,-0.26018431366008404
ACH-000549,-0.43784789488064224
ACH-000550,-0.3710608832949784
ACH-000552,-0.35710194453087113
ACH-000556,-0.19949136918644889
ACH-000557,-0.09178462302639316
ACH-000569,-0.21814851890524956
ACH-000570,-0.2970616149718805
ACH-000571,-0.2432137010231549
ACH-000573,-0.2022408279148477
ACH-000576,-0.1909572664873047
ACH-000579,-0.2960906815943576
ACH-000580,-0.14773728292985555
ACH-000584,-0.35708511919330993
ACH-000585,-0.20401688208343013
ACH-000588,-0.1926614861273955
ACH-000589,-0.29807771814178485
ACH-000591,-0.22510115054890692
ACH-000593,-0.20718586265132413
ACH-000600,-0.1784151031362075
ACH-000601,-0.2291302919856888
ACH-000605,-0.2653515193351265
ACH-000606,-0.270549745856668
ACH-000608,-0.13144700083265634
ACH-000614,-0.28159247838883417
ACH-000616,-0.15458359414395573
ACH-000618,-0.2813439292511356
ACH-000619,-0.21858083138343676
ACH-000620,-0.2353486834270011
ACH-000621,-0.24003881373315075
ACH-000622,-0.3466983522655445
ACH-000623,-0.32288312806051683
ACH-000624,-0.24532365904470896
ACH-000627,-0.20354391154450716
ACH-000630,-0.4411788891715296
ACH-000631,-0.6267048534335606
ACH-000632,-0.2810737955632499
ACH-000633,-0.18763772288021965
ACH-000637,-0.25922694785658457
ACH-000638,-0.3089282178158983
ACH-000646,-0.3561057601844379
ACH-000647,-0.2071371392922011
ACH-000648,-0.008074230718210968
ACH-000649,-0.14550047114486428
ACH-000651,-0.283052084425293
ACH-000652,-0.21953776711140635
ACH-000653,-0.3270394703360947
ACH-000657,-0.3951775819936904
ACH-000658,-0.1219054387827294
ACH-000661,-0.12100565200002072
ACH-000662,-0.5006590721013281
ACH-000663,-0.17992966256575754
ACH-000665,-0.29915646030081744
ACH-000671,-0.19983162000668964
ACH-000672,-0.4703517374842905
ACH-000673,-0.2902483080279136
ACH-000676,-0.2481605333748257
ACH-000677,-0.3974862056552279
ACH-000681,-0.20192785528226312
ACH-000683,-0.20656767731633424
ACH-000684,-0.06385059764220025
ACH-000688,-0.2254259540178383
ACH-000693,-0.29353846242612136
ACH-000694,-0.2718755131428103
ACH-000695,-0.14488255462595884
ACH-000696,-0.23772453272612076
ACH-000697,-0.4397413084938517
ACH-000699,-0.2475472749355684
ACH-000701,-0.18789570512468984
ACH-000706,-0.3132813025530915
ACH-000711,-0.21158335109487106
ACH-000713,-0.1707538526902727
ACH-000714,-0.2384201274285702
ACH-000718,-0.2769316662971822
ACH-000720,-0.434582156491348
ACH-000721,-0.10463621236812336
ACH-000724,-0.29896905398919665
ACH-000725,-0.09205521922308356
ACH-000732,-0.2420256339268494
ACH-000734,-0.20231563848170744
ACH-000735,-0.3458212651287371
ACH-000736,-0.2286439592862428
ACH-000738,-0.24168682135090894
ACH-000746,-0.1537297191241058
ACH-000747,-0.19887428416737027
ACH-000748,-0.2501635586211497
ACH-000753,-0.17639769954316128
ACH-000756,-0.47442031460769
ACH-000757,-0.1958455740387685
ACH-000758,-0.18902067125722616
ACH-000760,-0.10977107879922704
ACH-000762,-0.2820944477647978
ACH-000763,-0.06879747318565865
ACH-000764,-0.4602444582210986
ACH-000765,-0.19699913598755306
ACH-000766,-0.2822770162142497
ACH-000767,-0.2410074298245805
ACH-000768,-0.31581997713492754
ACH-000769,-0.1430362942887269
ACH-000770,-0.40759577626609494
ACH-000771,-0.14353522180572642
ACH-000773,-0.2383926264437961
ACH-000776,-0.27360276755946833
ACH-000777,-0.19170767404384387
ACH-000778,-0.12360494996440505
ACH-000781,-0.24579135904652585
ACH-000782,-0.1629489513121802
ACH-000783,-0.11046418618715118
ACH-000784,-0.2225167699347032
ACH-000785,-0.3013134695855655
ACH-000787,-0.2612165184585488
ACH-000788,-0.2727993807217544
ACH-000791,-0.2885925993827846
ACH-000792,-0.2657240650191495
ACH-000794,-0.2944720665266469
ACH-000796,-0.3582020977247269
ACH-000798,-0.6191576347769492
ACH-000799,-0.2105098924223324
ACH-000800,-0.3791299834731988
ACH-000802,-0.10089953860337587
ACH-000804,-0.4195936948509969
ACH-000805,-0.14818716503688747
ACH-000809,-0.17048263876373107
ACH-000810,0.0013375786871296994
ACH-000811,-0.14020656930191702
ACH-000817,-0.2713402908835321
ACH-000819,-0.32886352845707895
ACH-000820,-0.33096226616004865
ACH-000821,-0.3145395237656663
ACH-000822,-0.2687788431982097
ACH-000823,-0.23221436953996316
ACH-000824,-0.4066543281087585
ACH-000827,-0.2266712349723283
ACH-000829,-0.4655669284155297
ACH-000831,-0.3972787197484468
ACH-000832,-0.2478851453330257
ACH-000833,-0.17120479511639186
ACH-000834,-0.2432787940439792
ACH-000835,-0.33662167401009496
ACH-000836,-0.1549230963894065
ACH-000837,-0.12717214833075294
ACH-000838,-0.05023563746562182
ACH-000839,-0.2953407880735772
ACH-000840,-0.2497149874281423
ACH-000841,-0.06420845499194276
ACH-000843,-0.013467211685952895
ACH-000846,-0.1836254889011828
ACH-000847,-0.3311626327342949
ACH-000848,-0.25955512557230354
ACH-000849,-0.22071572512666424
ACH-000851,-0.3454028168829298
ACH-000855,-0.503988469436823
ACH-000856,-0.3646978009445113
ACH-000858,-0.31931615339822395
ACH-000859,-0.20053039034546605
ACH-000861,-0.2648033610046439
ACH-000862,-0.1610776961368366
ACH-000865,-0.2865736193555165
ACH-000866,-0.2265990488156675
ACH-000867,-0.24993141546739034
ACH-000869,-0.14209294121124638
ACH-000872,-0.378003834438658
ACH-000873,-0.2078614579558711
ACH-000876,-0.17302165055484026
ACH-000878,-0.018436638725306192
ACH-000880,-0.30344575151970504
ACH-000881,-0.30570924068580835
ACH-000882,-0.38767289838271146
ACH-000884,-0.21131677887357214
ACH-000885,-0.07689505209601592
ACH-000887,-0.2360693298097649
ACH-000889,-0.4329764462632028
ACH-000896,-0.5073412680555321
ACH-000898,-0.34227153624402895
ACH-000900,-0.4413925526850984
ACH-000901,-0.18453585450079754
ACH-000905,-0.2899456651666246
ACH-000906,-0.2038872522252394
ACH-000907,-0.3479558324586575
ACH-000910,-0.11795101243827595
ACH-000911,-0.26285733774596903
ACH-000912,-0.20438435197606766
ACH-000913,-0.266502089654095
ACH-000915,-0.006568259823606157
ACH-000916,-0.5371423724506893
ACH-000917,-0.3312902921961233
ACH-000920,-0.32240337350072634
ACH-000921,-0.1947169199236736
ACH-000924,-0.19180451501061174
ACH-000926,-0.2027704361127933
ACH-000928,-0.045908332343802094
ACH-000929,-0.022304999907333787
ACH-000932,-0.2060867475403721
ACH-000935,-0.3156104950031727
ACH-000936,-0.3851266393894504
ACH-000937,-0.33818063623779543
ACH-000938,-0.16629376753807096
ACH-000939,-0.1145293768024302
ACH-000941,-0.2684466139732771
ACH-000943,-0.2635429784988003
ACH-000946,-0.3645627984854491
ACH-000947,-0.2857437177104774
ACH-000948,-0.2150421762809581
ACH-000950,-0.4590335109493892
ACH-000953,-0.2608237016401177
ACH-000954,-0.2804534499923098
ACH-000957,-0.22183132897898994
ACH-000958,-0.353086143369749
ACH-000960,-0.11181042170959718
ACH-000963,-0.3774070347073965
ACH-000968,-0.12454349977783401
ACH-000969,-0.3680264030725927
ACH-000972,-0.33693182191421256
ACH-000973,-0.19999771454053508
ACH-000974,-0.1594935067242759
ACH-000978,-0.0037721036956966493
ACH-000984,-0.2324116531876563
ACH-000986,-0.4090193939031765
ACH-000988,-0.14058286425765348
ACH-000993,-0.057355803631146736
ACH-000994,-0.12171760699300267
ACH-000996,-0.2584382175595318
ACH-001001,-0.2938418697619376
ACH-001020,-0.016884548242971625
ACH-001028,-0.3127770430112607
ACH-001031,-0.21436157442134224
ACH-001038,-0.2304082327105825
ACH-001048,-0.4619825100384181
ACH-001050,-0.2960584379132679
ACH-001053,-0.3538568805978261
ACH-001054,-0.29094757406290306
ACH-001061,-0.2286035337492018
ACH-001067,-0.22692586536663084
ACH-001075,-0.3148234422188565
ACH-001096,-0.23605819905663974
ACH-001111,-0.47373600706566205
ACH-001119,0.022441083239277796
ACH-001128,0.16127659875716052
ACH-001134,-0.2998283040245845
ACH-001151,-0.2602199354929406
ACH-001163,-0.2225329547585536
ACH-001164,-0.5348782235781638
ACH-001183,-0.16154994143640927
ACH-001192,-0.3685424504748721
ACH-001193,-0.1689751854701169
ACH-001196,-0.2406562916168727
ACH-001197,-0.09830964916266964
ACH-001205,-0.3051558212607593
ACH-001211,-0.25901305377241257
ACH-001212,-0.1799420063693382
ACH-001228,-0.0719158865492693
ACH-001232,-0.255806663098646
ACH-001239,-0.18372264087544896
ACH-001270,-0.0843520507086014
ACH-001274,-0.22037991137718413
ACH-001275,-0.33890802165621164
ACH-001277,-0.19589708533300088
ACH-001278,-0.2458459659992593
ACH-001280,-0.09670220909003266
ACH-001283,-0.5054308366962894
ACH-001289,-0.34514649904635736
ACH-001300,-0.2672270526991466
ACH-001301,-0.2793513554541264
ACH-001302,-0.5442932318499208
ACH-001306,-0.30070868949564583
ACH-001318,-0.23404204346590196
ACH-001322,-0.37917960445579146
ACH-001328,-0.2013621829924164
ACH-001332,-0.4199035839745328
ACH-001336,-0.21721896281299494
ACH-001346,-0.1773959834625099
ACH-001353,-0.2630270403737753
ACH-001354,-0.2709021409958305
ACH-001367,-0.11883057009788245
ACH-001368,-0.2667137974687791
ACH-001374,0.02352876988043649
ACH-001377,-0.1328493638535397
ACH-001380,-0.3111072443690618
ACH-001391,-0.09948500558074724
ACH-001408,-0.3240538823997736
ACH-001430,-0.3815287134900344
ACH-001431,-0.2969155603923852
ACH-001450,-0.2753501197647218
ACH-001496,-0.2668158513581995
ACH-001500,-0.291787960996838
ACH-001523,-0.2197647979461616
ACH-001532,-0.2285075116778426
ACH-001550,-0.29512718196230786
ACH-001552,-0.30432891980330395
ACH-001554,-0.1686491744229578
ACH-001654,-0.24599989116132814
ACH-001735,-0.21856341294754966
ACH-001736,-0.051126658889522704
ACH-001737,-0.18887711996040715
ACH-001740,-0.1621864007651666
ACH-001745,-0.11376576414462287
ACH-001765,-0.19453388815116734
