,YARS (8565)
ACH-000004,-1.3836221563464286
ACH-000005,-1.0421632005727517
ACH-000007,-1.4428997601310891
ACH-000009,-1.5801886790338948
ACH-000011,-1.2616577111772918
ACH-000012,-1.412157852828249
ACH-000013,-1.4963424905582996
ACH-000014,-1.3090597057439148
ACH-000015,-1.2375438597601511
ACH-000017,-1.4728006256132626
ACH-000018,-1.4227589247675991
ACH-000019,-1.3903427002595423
ACH-000021,-1.376164003448528
ACH-000022,-1.3890610492085191
ACH-000025,-1.4141409084001868
ACH-000028,-1.1945754119356742
ACH-000030,-1.3484518631171707
ACH-000035,-1.3647922745333454
ACH-000036,-1.2255882687563149
ACH-000037,-1.3519820467510142
ACH-000039,-1.350392487728593
ACH-000040,-1.2949462746541869
ACH-000041,-1.2704887397354332
ACH-000042,-1.4443610323290057
ACH-000045,-1.2990727108535118
ACH-000047,-1.2621083681687402
ACH-000052,-1.4875708760419335
ACH-000053,-1.355141094650708
ACH-000054,-1.403295277296122
ACH-000055,-1.3893489098489389
ACH-000060,-1.5026243751649786
ACH-000067,-1.4367688656425084
ACH-000070,-1.352859390716789
ACH-000075,-1.467441785699805
ACH-000078,-1.4687078319216458
ACH-000082,-1.1573672383482747
ACH-000085,-1.3947938715033852
ACH-000086,-1.3226257191936983
ACH-000087,-1.2217197402845137
ACH-000092,-1.416656171893017
ACH-000095,-1.4067694357782718
ACH-000097,-1.6067296206199595
ACH-000098,-1.4807260852782989
ACH-000099,-1.5184381675497958
ACH-000108,-1.3713038042793526
ACH-000113,-1.223773977827451
ACH-000116,-1.2618341696151354
ACH-000118,-1.2544868946910783
ACH-000120,-1.5994325388382884
ACH-000123,-1.3330930828618597
ACH-000127,-1.5508719480398998
ACH-000128,-1.4164868903671963
ACH-000132,-1.6731605870154402
ACH-000133,-1.2222118284873715
ACH-000137,-1.4021594363907963
ACH-000138,-1.2979276768011976
ACH-000142,-1.3304210858283645
ACH-000143,-1.6688910288502965
ACH-000146,-1.3503249938987372
ACH-000148,-1.4147195604135554
ACH-000150,-1.601590114598816
ACH-000152,-1.4153761910712477
ACH-000153,-1.4578876052335488
ACH-000159,-1.4224829220565265
ACH-000160,-1.5818274466100464
ACH-000163,-1.2087636996467024
ACH-000167,-2.383978949863963
ACH-000168,-1.4609514674804327
ACH-000169,-1.2894225540699342
ACH-000178,-1.2989944093304715
ACH-000183,-1.4839011508125373
ACH-000188,-1.2285217397871633
ACH-000189,-1.225019732278323
ACH-000190,-1.1330672682352363
ACH-000198,-1.2766555970886408
ACH-000203,-1.4814893596744323
ACH-000204,-1.2505552413747665
ACH-000206,-1.3968377391745952
ACH-000207,-1.1929921964028285
ACH-000208,-1.4940577079333726
ACH-000210,-1.6823528533280012
ACH-000211,-1.3929687776606816
ACH-000215,-1.4402937064876753
ACH-000221,-1.5547881071085417
ACH-000222,-1.3137294289083952
ACH-000223,-1.5869712920850498
ACH-000226,-1.1482481743174893
ACH-000227,-1.309810814799239
ACH-000228,-1.2594726925314144
ACH-000231,-1.437870789816325
ACH-000232,-1.4739079697594826
ACH-000233,-1.2037119794749824
ACH-000234,-1.3609675874680345
ACH-000235,-1.4985483945288416
ACH-000237,-1.360524050631947
ACH-000238,-1.4707190933317569
ACH-000242,-1.3743173104178603
ACH-000243,-1.314030511694906
ACH-000244,-1.358277574026273
ACH-000246,-1.3323347676091344
ACH-000248,-1.3610986406533705
ACH-000250,-1.2953950496852218
ACH-000251,-1.4516308434435232
ACH-000252,-1.6116052290672285
ACH-000253,-1.4848255099521432
ACH-000255,-1.120528452371174
ACH-000256,-1.3465268965081771
ACH-000257,-1.622221447358856
ACH-000258,-1.0170789144543655
ACH-000259,-1.421149417769443
ACH-000260,-1.265298593692142
ACH-000261,-1.4098172353069944
ACH-000262,-1.5827008685872082
ACH-000263,-1.3040046114116106
ACH-000264,-1.701613586781764
ACH-000265,-1.2282550154729772
ACH-000266,-1.482762985531019
ACH-000272,-1.6566847356058156
ACH-000274,-1.4107826871003013
ACH-000277,-1.6374906461159844
ACH-000278,-1.1845022553000746
ACH-000279,-1.4440024425770772
ACH-000280,-1.4685783213819386
ACH-000281,-1.4930799057251027
ACH-000288,-1.5611312426588726
ACH-000291,-1.4678843426196977
ACH-000293,-1.2158444230448573
ACH-000294,-1.2494520437613852
ACH-000295,-1.5628642962594483
ACH-000296,-1.5849725151394
ACH-000302,-1.4103990305950025
ACH-000304,-1.4554139639807269
ACH-000307,-1.4012126408447168
ACH-000308,-1.7123367618256418
ACH-000310,-1.4138466365575937
ACH-000311,-1.3177574270443435
ACH-000312,-1.5137534152670458
ACH-000315,-1.4479964959363771
ACH-000316,-1.57761309558499
ACH-000317,-1.6492018833093005
ACH-000318,-1.3522499915225723
ACH-000319,-1.5288249464472758
ACH-000320,-1.5375190455193035
ACH-000322,-1.6502832063034187
ACH-000323,-1.4535910211207956
ACH-000324,-1.3112311979605864
ACH-000329,-1.38952059238293
ACH-000330,-1.5007096188505304
ACH-000331,-1.3256060062552768
ACH-000332,-1.390962693999884
ACH-000334,-1.3605887358426365
ACH-000335,-1.3923508510334022
ACH-000336,-1.4612408914774029
ACH-000337,-1.4389129701831305
ACH-000338,-1.1978216064598628
ACH-000339,-1.4416329198858129
ACH-000341,-1.4396144484154467
ACH-000348,-1.2707095154051646
ACH-000350,-1.255637150852717
ACH-000352,-1.6365689257773566
ACH-000356,-1.2591876755014582
ACH-000361,-1.1523978383377602
ACH-000362,-1.197234226479799
ACH-000363,-1.2193442576672922
ACH-000364,-1.3238635845912905
ACH-000365,-1.5165627733933407
ACH-000366,-1.554931689218466
ACH-000368,-1.5083425743849583
ACH-000374,-1.4801513228595338
ACH-000375,-1.238718992819
ACH-000376,-1.1916773782296841
ACH-000381,-1.5074832457286669
ACH-000383,-1.589058014209628
ACH-000387,-1.3835078473778015
ACH-000389,-1.325160275159068
ACH-000390,-1.5106241196241919
ACH-000393,-1.3413708231574244
ACH-000395,-1.256839863131207
ACH-000396,-1.6904925885117503
ACH-000397,-1.4611205726948897
ACH-000401,-1.1526882063963502
ACH-000402,-1.2935279390644217
ACH-000403,-1.4738140638303825
ACH-000404,-1.2813725203537842
ACH-000406,-1.4210294489049384
ACH-000407,-1.6581923140123196
ACH-000408,-1.6364402839893857
ACH-000410,-1.301925431149476
ACH-000411,-1.3217653610722104
ACH-000414,-1.5096131574062541
ACH-000415,-1.570942108803353
ACH-000416,-1.3356024537676086
ACH-000420,-1.3846660697408453
ACH-000421,-1.2802308725608638
ACH-000424,-1.4914156977990891
ACH-000425,-1.5098423085509016
ACH-000426,-1.2658630492350893
ACH-000427,-1.3450635831138835
ACH-000433,-1.3223382163259036
ACH-000435,-1.5374211741516841
ACH-000436,-1.3996877319222478
ACH-000444,-1.3661752380236114
ACH-000445,-1.5226917968127958
ACH-000448,-1.29379668523175
ACH-000450,-1.4409385127373182
ACH-000452,-1.7043763351397636
ACH-000454,-1.3652351851665625
ACH-000458,-1.2741603475247536
ACH-000459,-0.9832058598927008
ACH-000460,-1.2431691542035774
ACH-000461,-1.2659680489287213
ACH-000463,-1.3293031529002266
ACH-000464,-1.592318588044036
ACH-000466,-1.5278146934569172
ACH-000467,-1.3426536294789218
ACH-000468,-1.4916822929924287
ACH-000469,-1.4158094787565585
ACH-000470,-1.726299123770505
ACH-000471,-1.758176018876118
ACH-000472,-1.5712287565803642
ACH-000473,-1.349889058947911
ACH-000475,-1.5495953128000792
ACH-000476,-1.3261411925641369
ACH-000477,-1.165545731265648
ACH-000479,-1.3608913937022928
ACH-000480,-1.3818322204829898
ACH-000481,-1.5272778545725658
ACH-000483,-1.379499493588663
ACH-000484,-1.212586863511346
ACH-000485,-1.3717287943094054
ACH-000486,-1.3734156885000464
ACH-000487,-1.3515256684504426
ACH-000488,-1.32692095363897
ACH-000490,-1.3974846411207344
ACH-000491,-1.3416947371891548
ACH-000495,-1.3074695551121356
ACH-000496,-1.4826380712240457
ACH-000499,-1.4578784099364046
ACH-000500,-1.4365626250756272
ACH-000502,-1.4081631737935485
ACH-000503,-1.2033942788552117
ACH-000505,-1.2712910948376168
ACH-000507,-1.2365272825725817
ACH-000510,-1.41842135364811
ACH-000511,-1.2300488112310493
ACH-000512,-1.4048010297015645
ACH-000516,-1.2396152961662192
ACH-000517,-1.4697987198684737
ACH-000518,-1.3701684522218502
ACH-000520,-1.4141453776422468
ACH-000521,-1.5438825470369588
ACH-000522,-1.5499248756466593
ACH-000524,-1.4132694445839298
ACH-000527,-1.4023615724011376
ACH-000528,-1.3756239768245635
ACH-000537,-1.3044182157488269
ACH-000541,-1.0495168890998812
ACH-000542,-1.5167398008588635
ACH-000544,-1.4089882718899867
ACH-000545,-1.4693593053024143
ACH-000547,-1.2517967580095992
ACH-000548,-1.3477698127684028
ACH-000549,-1.1439605574379643
ACH-000550,-1.4259998999038994
ACH-000552,-1.4176276280862998
ACH-000556,-1.2995974767728675
