,YARS (8565)
ACH-000557,-1.3778708049643107
ACH-000569,-1.1668568870401848
ACH-000570,-1.3909173633407506
ACH-000571,-1.5463561639701051
ACH-000573,-1.3948088585045333
ACH-000576,-1.3317221382529802
ACH-000579,-1.7193714287969852
ACH-000580,-1.4983981690433128
ACH-000584,-1.6200854404393783
ACH-000585,-1.678532883477679
ACH-000588,-1.3513535677558095
ACH-000589,-1.4063334587605112
ACH-000591,-1.4224525180050915
ACH-000593,-1.6274185420462046
ACH-000600,-1.4483166074240714
ACH-000601,-1.3572646997151134
ACH-000605,-1.4551434894121782
ACH-000606,-1.2686162881463323
ACH-000608,-1.2713973710197168
ACH-000614,-1.2199084084825216
ACH-000616,-1.2742670792833366
ACH-000618,-1.283701057182644
ACH-000619,-1.3310344908585885
ACH-000620,-1.5945675501158825
ACH-000621,-1.5499019420385791
ACH-000622,-1.2852467078809338
ACH-000623,-1.3820389468498693
ACH-000624,-1.4752806023424678
ACH-000627,-1.4462193794055458
ACH-000630,-1.2943615573783465
ACH-000631,-1.504709498790072
ACH-000632,-1.439547863366209
ACH-000633,-1.5690646830007826
ACH-000637,-1.1595812896457305
ACH-000638,-1.3889748268463866
ACH-000646,-1.3319787529642595
ACH-000647,-1.3711597029424865
ACH-000648,-1.2110092854387435
ACH-000649,-1.4263627387021824
ACH-000651,-1.477410631690969
ACH-000652,-1.5185049900120495
ACH-000653,-1.4027294822201417
ACH-000657,-1.537657027575472
ACH-000658,-1.511209291195786
ACH-000661,-1.2857901911432943
ACH-000662,-1.4280414973700637
ACH-000663,-1.322905244920653
ACH-000665,-1.3215378860452376
ACH-000671,-1.4717289873548383
ACH-000672,-1.7639875958743598
ACH-000673,-1.4024679735298822
ACH-000676,-1.4395749829337519
ACH-000677,-1.0910710708634823
ACH-000681,-1.3652263419480901
ACH-000683,-1.6714834347198877
ACH-000684,-1.6547031702638582
ACH-000688,-1.4836048821701764
ACH-000693,-1.4001152399885162
ACH-000694,-1.5598714606499395
ACH-000695,-1.2991331239945436
ACH-000696,-1.287307272606307
ACH-000697,-1.1884652548916164
ACH-000699,-1.239276370082938
ACH-000701,-1.2488097197815795
ACH-000706,-1.4068254072120747
ACH-000711,-1.3878679375917342
ACH-000713,-1.433898595143744
ACH-000714,-1.3507972109342636
ACH-000718,-1.5191533527494094
ACH-000720,-1.3968512755502378
ACH-000721,-1.4541123434962648
ACH-000724,-1.4304513690316567
ACH-000725,-0.9809890860989728
ACH-000732,-1.3567123902964882
ACH-000734,-1.44775982600797
ACH-000735,-1.3946811510939052
ACH-000736,-1.3718531914551886
ACH-000738,-1.3337949976524477
ACH-000746,-1.4488490088784898
ACH-000747,-1.3436720079327191
ACH-000748,-1.4625587188537306
ACH-000753,-1.3537590101358752
ACH-000756,-1.4202435996174563
ACH-000757,-1.7243695906505938
ACH-000758,-1.5114875894150868
ACH-000760,-1.3342507632017029
ACH-000762,-1.1688460379806225
ACH-000763,-1.2766250145976317
ACH-000764,-1.444595228185406
ACH-000765,-1.2757210276165545
ACH-000766,-1.6345769694245311
ACH-000767,-1.302129846149829
ACH-000768,-1.285145739641108
ACH-000769,-1.4230302186805504
ACH-000770,-1.2960130536416663
ACH-000771,-1.1885025769996072
ACH-000773,-1.2895048187743912
ACH-000776,-1.2293473228575529
ACH-000777,-1.360652633125874
ACH-000778,-1.4223363253460983
ACH-000781,-1.3716866051630343
ACH-000782,-1.1797757310639936
ACH-000783,-1.6962528174329958
ACH-000784,-1.4925873163608565
ACH-000785,-1.16089111545258
ACH-000787,-1.4245111339508365
ACH-000788,-1.5230367145045656
ACH-000791,-1.3217636722592363
ACH-000792,-1.2690856176938203
ACH-000794,-1.3575690561460625
ACH-000796,-1.4256604817410792
ACH-000798,-1.160938472969875
ACH-000799,-1.2325771032607238
ACH-000800,-1.2668514793682917
ACH-000802,-1.5969900561528323
ACH-000804,-1.3394751931554734
ACH-000805,-1.282248669533447
ACH-000809,-1.3305662855812388
ACH-000810,-1.373663564940626
ACH-000811,-1.4525063647972314
ACH-000817,-1.1251214005911234
ACH-000819,-1.4501670683684567
ACH-000820,-1.4424462361731532
ACH-000821,-1.2983545353303212
ACH-000822,-1.3794724988366518
ACH-000823,-1.4771263574602365
ACH-000824,-1.245866613905025
ACH-000827,-1.2033793222322653
ACH-000829,-1.2599701762656623
ACH-000831,-1.2951216267539
ACH-000832,-1.3821130425559622
ACH-000833,-1.1019213402428971
ACH-000834,-1.4421608531529109
ACH-000835,-1.5836266840897928
ACH-000836,-1.4732592797375108
ACH-000837,-1.47351212605696
ACH-000838,-1.4046234735028724
ACH-000839,-1.2837691853468784
ACH-000840,-1.1461118639870478
ACH-000841,-1.3877301489984042
ACH-000843,-1.449966107949474
ACH-000846,-1.1234645023297776
ACH-000847,-1.5156395918441827
ACH-000848,-1.1669766502684438
ACH-000849,-1.387332272144888
ACH-000851,-1.3837111225573182
ACH-000855,-1.5493853761588081
ACH-000856,-1.2877658472100837
ACH-000858,-1.1942336409159389
ACH-000859,-1.4197581337067315
ACH-000861,-1.2894833151600489
ACH-000862,-1.3791088165745733
ACH-000865,-1.3410665463291296
ACH-000866,-1.5600862634794526
ACH-000867,-1.3089593907175654
ACH-000869,-1.8257045433131496
ACH-000872,-1.4012341101810546
ACH-000873,-1.4122577072264186
ACH-000876,-0.92443490381786
ACH-000878,-1.1286546238052355
ACH-000880,-1.295731142953063
ACH-000881,-1.2768640555145805
ACH-000882,-1.2157256849089872
ACH-000884,-1.4478558660034078
ACH-000885,-1.2806251876742172
ACH-000887,-1.3201484185010235
ACH-000889,-1.569860680959455
ACH-000896,-1.3273678082920437
ACH-000898,-1.324804282556986
ACH-000900,-1.2982747047678078
ACH-000901,-1.420264402834461
ACH-000905,-1.3912703178922723
ACH-000906,-1.3421274240841785
ACH-000907,-1.4000853072546746
ACH-000910,-1.4408810818207334
ACH-000911,-1.3980598263506443
ACH-000912,-1.3742435528163444
ACH-000913,-1.5099002171951232
ACH-000915,-1.3543318342413992
ACH-000916,-1.67683941627094
ACH-000917,-1.5559922774846642
ACH-000920,-1.5666081766232356
ACH-000921,-1.2520980122068193
ACH-000924,-1.2798287109992597
ACH-000926,-1.7579813701900913
ACH-000928,-1.4051888107477903
ACH-000929,-1.1574779789728764
ACH-000932,-1.4654936247446333
ACH-000935,-1.2378700141743535
ACH-000936,-1.400325189261178
ACH-000937,-1.4596954421602195
ACH-000938,-1.298172365716413
ACH-000939,-1.5540970565230912
ACH-000941,-1.6010643345759217
ACH-000943,-1.2429735453699553
ACH-000946,-1.3129630188735386
ACH-000947,-1.48885620902021
ACH-000948,-1.1993905032919563
ACH-000950,-1.4448861926629046
ACH-000953,-1.3737421107880483
ACH-000954,-1.3620218775365078
ACH-000957,-1.3812385814280537
ACH-000958,-1.3218207017405212
ACH-000960,-1.5316790957519235
ACH-000963,-1.0953224790990843
ACH-000968,-1.38036040112277
ACH-000969,-1.3053855996269819
ACH-000972,-1.49578892506002
ACH-000973,-1.467118973802982
ACH-000974,-1.46950759531861
ACH-000978,-1.4620527971991586
ACH-000984,-1.5514567335768574
ACH-000986,-1.2881286659462914
ACH-000988,-1.4938552229845687
ACH-000993,-1.2158566856106665
ACH-000994,-1.56486550529728
ACH-000996,-1.4444866248435932
ACH-001001,-1.3051218387142272
ACH-001020,-1.5335415048261651
ACH-001028,-1.5438158203011356
ACH-001031,-1.4917825081852465
ACH-001038,-1.3268594534627982
ACH-001048,-1.5168978053919182
ACH-001050,-1.5469306107130856
ACH-001053,-1.5809192557635374
ACH-001054,-1.3472735327467693
ACH-001061,-1.2970525732989802
ACH-001067,-1.4379736736427229
ACH-001075,-1.419573579163278
ACH-001096,-1.4056742679345535
ACH-001111,-1.3509823279945141
ACH-001119,-1.431523332436018
ACH-001128,-1.094509718391953
ACH-001134,-1.1169107274836485
ACH-001151,-1.512514038945313
ACH-001163,-1.440228434294977
ACH-001164,-1.3200641855697242
ACH-001183,-1.1749536579301751
ACH-001192,-1.2317852770045412
ACH-001193,-1.1865148508762169
ACH-001196,-1.103194223901661
ACH-001197,-1.5545016364316593
ACH-001205,-1.344794940736852
ACH-001211,-1.2585535672709602
ACH-001212,-1.2931117058682469
ACH-001228,-1.3056947131578631
ACH-001232,-1.3961444471835671
ACH-001239,-1.4568143228178438
ACH-001270,-1.6769483117093051
ACH-001274,-1.3767401526914158
ACH-001275,-1.3783857699989912
ACH-001277,-1.1048764583842312
ACH-001278,-1.324686871878293
ACH-001280,-1.1007678351695898
ACH-001283,-1.2726511830742615
ACH-001289,-1.1058936778464263
ACH-001300,-1.3109854845419973
ACH-001301,-1.6388790961943303
ACH-001302,-1.695045201492274
ACH-001306,-1.3728127209153465
ACH-001318,-1.3167464099410953
ACH-001322,-1.5226304027249076
ACH-001328,-1.2334730769436315
ACH-001332,-1.2748765777170792
ACH-001336,-1.2744771267496031
ACH-001346,-1.2253113105599736
ACH-001353,-1.4580913752535314
ACH-001354,-1.201672504823032
ACH-001367,-1.4787695299647805
ACH-001368,-1.5502354383292232
ACH-001374,-1.4938200364053895
ACH-001377,-1.3952749808150862
ACH-001380,-1.2920575170398303
ACH-001391,-1.5229580697373608
ACH-001408,-1.2687441507260746
ACH-001430,-1.7031860122833258
ACH-001431,-1.4546104318380328
ACH-001450,-1.2241059534603012
ACH-001496,-1.3694423862163023
ACH-001500,-1.5958856773962946
ACH-001523,-1.3929594580927915
ACH-001532,-1.1695341219786397
ACH-001550,-1.63619382512164
ACH-001552,-1.3301183056624026
ACH-001554,-1.3052619821636982
ACH-001654,-1.4770188331590859
ACH-001735,-1.2420550174679594
ACH-001736,-1.4724331309981222
ACH-001737,-1.6128315405791995
ACH-001740,-1.3016630134546152
ACH-001745,-1.2932852578723288
ACH-001765,-1.1674487936677005
