,COQ5 (84274)
ACH-000004,-0.5093520534689889
ACH-000005,-0.7023945908269285
ACH-000007,-0.6848407306960266
ACH-000009,-0.3802544971264388
ACH-000011,-0.15577947347996915
ACH-000012,-0.4229002129588694
ACH-000013,-0.4142641565650959
ACH-000014,-0.3095295126938484
ACH-000015,-0.5207935945248856
ACH-000017,-0.22218405088924348
ACH-000018,-0.24315637905262166
ACH-000019,-0.2605741615907985
ACH-000021,-0.4339367078505015
ACH-000022,-0.3941060675468012
ACH-000025,-0.5313011071764651
ACH-000028,-0.3911645396885324
ACH-000030,-0.3430285062524289
ACH-000035,-0.3904812338081664
ACH-000036,-0.11498534634346814
ACH-000037,-0.4379144924241489
ACH-000039,-0.22801568353986776
ACH-000040,-0.2354062767346632
ACH-000041,-0.2271587983961738
ACH-000042,-0.28875984392024945
ACH-000045,-0.5523737128175259
ACH-000047,-0.5785232767580686
ACH-000052,-0.1862005915049601
ACH-000053,-0.2902281105556737
ACH-000054,-0.3287704770610621
ACH-000055,-0.19993136662155736
ACH-000060,-0.3714394222982369
ACH-000067,-0.27404724546281284
ACH-000070,-0.3851389379899223
ACH-000075,-0.0804240097777936
ACH-000078,-0.14647066994247487
ACH-000082,-0.37842708720363183
ACH-000085,-0.4775290156659676
ACH-000086,-0.4320657964611888
ACH-000087,-0.5611884729523468
ACH-000092,-0.3053862985169359
ACH-000095,-0.14184062422923702
ACH-000097,-0.2797267141954789
ACH-000098,-0.2543265967977186
ACH-000099,-0.3141189955092197
ACH-000108,-0.3420915548118346
ACH-000113,-0.44559257159300375
ACH-000116,-0.3528996222070397
ACH-000118,-0.7820365497146418
ACH-000120,-0.1832142051532728
ACH-000123,-0.4190712559417808
ACH-000127,-0.37465191033932704
ACH-000128,-0.24525748715438905
ACH-000132,-0.3982533102672416
ACH-000133,-0.36436626504213293
ACH-000137,-0.5092229062196251
ACH-000138,-0.4659384765425679
ACH-000142,-0.39991661089081104
ACH-000143,-0.3319971835252478
ACH-000146,-0.2703297339503853
ACH-000148,-0.3839522789275868
ACH-000150,-0.5950715495586856
