,NUF2 (83540)
ACH-000234,-1.16909970992875
ACH-000235,-1.052722236157584
ACH-000237,-1.0617987140285219
ACH-000238,-1.2156066395222629
ACH-000242,-1.0744562817216543
ACH-000243,-0.9422623363695528
ACH-000244,-1.007678888654367
ACH-000246,-1.1441819677333918
ACH-000248,-1.2113502949398325
ACH-000250,-1.0989926385066895
ACH-000251,-1.3010322982387146
ACH-000252,-1.467185022654804
ACH-000253,-1.0292402070312765
ACH-000255,-0.7336148559846443
ACH-000256,-1.101735757172252
ACH-000257,-1.0419596440614052
ACH-000258,-0.7655308138607082
ACH-000259,-0.908908419213832
ACH-000260,-0.9512115883063076
ACH-000261,-1.3386698831197117
ACH-000262,-0.912517345650788
ACH-000263,-1.02606369232599
ACH-000264,-1.228713293001709
ACH-000265,-1.109562010209729
ACH-000266,-1.2592308295350456
ACH-000272,-1.0141293337207908
ACH-000274,-1.2511171169699602
ACH-000277,-0.9969539217475564
ACH-000278,-0.9350790522384824
ACH-000279,-1.1955938744782542
ACH-000280,-0.993162498608782
ACH-000281,-1.2788702365818814
ACH-000288,-1.0160647262322142
ACH-000291,-1.2675675123510997
ACH-000293,-1.0414863719798295
ACH-000294,-0.837424630969643
ACH-000295,-1.1969103622130448
ACH-000296,-1.3595787150880578
ACH-000302,-0.8490396437344389
ACH-000304,-0.9092353442984789
ACH-000307,-1.0006327500060137
ACH-000308,-0.9684488768186508
ACH-000310,-1.120351067599736
ACH-000311,-0.760872213588136
ACH-000312,-1.0949578856818132
ACH-000315,-0.5959293174071938
ACH-000316,-1.0011783956332507
ACH-000317,-0.9671649636134626
ACH-000318,-0.9358492938336674
ACH-000319,-0.8718672217179303
ACH-000320,-1.16141910144048
ACH-000322,-1.1827008553855318
ACH-000323,-1.0381862740097565
ACH-000324,-1.0642077218815027
ACH-000329,-1.1809004697833174
ACH-000330,-0.8084427923917409
ACH-000331,-1.2133184998819293
ACH-000332,-1.0364314286346596
ACH-000334,-0.9356754103044644
ACH-000335,-1.2437758715501748
ACH-000336,-1.2082179073194863
ACH-000337,-1.1142635548388444
ACH-000338,-1.0667891679665455
ACH-000339,-1.08499050240714
ACH-000341,-0.9719690412456652
ACH-000348,-1.11819692946078
ACH-000350,-0.6115562675758129
ACH-000352,-0.739233849606178
ACH-000356,-0.7937625070346516
ACH-000361,-0.992580974761442
ACH-000362,-0.9845855808946296
ACH-000363,-1.1094547066348768
ACH-000364,-1.0500964882166597
ACH-000365,-0.9850820926752945
ACH-000366,-1.1278732644986251
ACH-000368,-1.3393137205011647
ACH-000374,-1.331682869826266
ACH-000375,-0.7820689509405491
ACH-000376,-1.2483952485990573
ACH-000381,-0.853244938970981
ACH-000383,-1.3346219888249655
ACH-000387,-1.0426610204252569
ACH-000389,-0.9597749359848164
ACH-000390,-1.1701030551629434
ACH-000393,-1.382757642655448
ACH-000395,-1.3593981666670252
ACH-000396,-1.2983012953125248
ACH-000397,-1.2036853917544623
ACH-000401,-0.8927413728911519
ACH-000402,-0.913784325548537
ACH-000403,-0.9438471398405917
ACH-000404,-0.9971641204706732
ACH-000406,-0.8943411306332137
ACH-000407,-1.0102495026985372
ACH-000408,-0.8230831266972216
ACH-000410,-1.076274255553506
ACH-000411,-0.936553021458748
ACH-000414,-0.8928073103840154
ACH-000415,-1.043796814616185
ACH-000416,-1.142961506526549
ACH-000420,-1.1214237157285305
ACH-000421,-0.7850212763499846
ACH-000424,-0.9885018395610408
ACH-000425,-1.1384458886163602
ACH-000426,-0.8142951512494878
ACH-000427,-0.9758170958803254
ACH-000433,-1.1943061409517042
ACH-000435,-1.0753311720845269
ACH-000436,-1.0699429837432208
ACH-000444,-1.0730606240489668
ACH-000445,-1.1992954141029906
ACH-000448,-1.1327310109076971
ACH-000450,-0.9474329444852748
ACH-000452,-1.0560206880086702
ACH-000454,-0.6996358191284989
ACH-000458,-1.01901550141027
ACH-000459,-0.5210369366289141
ACH-000460,-1.086426339719661
ACH-000461,-0.9464096054840709
ACH-000463,-1.000829432174779
ACH-000464,-1.1493465333939474
ACH-000466,-1.093771514751861
ACH-000467,-1.0393864111454665
ACH-000468,-1.1876901607725632
ACH-000469,-1.0142969338201893
ACH-000470,-1.1015098671470966
ACH-000471,-1.1741240546855718
ACH-000472,-1.2340713652183348
ACH-000473,-1.1131887831167444
ACH-000475,-1.087782059851989
ACH-000476,-1.144102086063676
ACH-000477,-0.8527513840376673
ACH-000479,-1.4574002141986573
ACH-000480,-0.8914449821425784
ACH-000481,-1.0332178843578632
ACH-000483,-1.0012780325875403
ACH-000484,-0.9517554080948168
ACH-000485,-1.0543139754029238
ACH-000486,-1.0340194302236554
ACH-000487,-1.216832645505775
ACH-000488,-1.0096969460658285
ACH-000490,-0.8662994661389076
ACH-000491,-1.148779213481998
ACH-000495,-1.0678071471125241
ACH-000496,-1.2870765720515354
ACH-000499,-0.8049988027188967
ACH-000500,-1.2359593774629805
ACH-000502,-1.2599859029444314
ACH-000503,-0.9913314418833962
ACH-000505,-1.2294326948005974
ACH-000507,-0.8987352969336009
ACH-000510,-1.1778452882191237
ACH-000511,-1.0558214470719434
ACH-000512,-1.1585363454386035
ACH-000516,-0.993618783283054
ACH-000517,-1.31037826156145
ACH-000518,-1.0739018995614265
ACH-000520,-1.0714964642455935
ACH-000521,-1.2668866576096571
ACH-000522,-1.2103255933701194
ACH-000524,-1.0509465518698418
ACH-000527,-0.9116399386630468
ACH-000528,-0.9238931604436256
ACH-000537,-1.0183044706021864
ACH-000541,-0.8932685607379879
ACH-000542,-1.2639900458928726
ACH-000544,-1.0423757276967365
ACH-000545,-1.0849970954520456
ACH-000547,-1.146670502118602
ACH-000548,-1.0938716123536627
ACH-000549,-1.2349370806824957
ACH-000550,-1.219859941817128
ACH-000552,-1.0410426907996682
ACH-000556,-1.2278670838856864
ACH-000557,-1.1559757722105808
ACH-000569,-0.7698218423562536
ACH-000570,-1.0283515684825224
ACH-000571,-1.2399395293755753
ACH-000573,-1.0234284596077692
ACH-000576,-0.7294558280160741
ACH-000579,-1.0779411102288443
ACH-000580,-0.9240376308239232
ACH-000584,-1.2073054529277027
ACH-000585,-1.2912379971136556
ACH-000588,-0.7265503279355813
ACH-000589,-1.22127954392953
ACH-000591,-1.145231821633473
ACH-000593,-1.1534802168403082
ACH-000600,-0.8981122543753204
ACH-000601,-1.2933093785541234
ACH-000605,-1.0898735049979735
ACH-000606,-1.0588938257985907
ACH-000608,-0.9983966098717464
ACH-000614,-1.0989208476605343
ACH-000616,-0.7737188062484484
ACH-000618,-0.8627752440895022
ACH-000619,-1.1614639469145414
ACH-000620,-0.9848239480951466
ACH-000621,-1.2292343903174685
ACH-000622,-1.1571700982881312
ACH-000623,-1.0203995530540697
ACH-000624,-1.1651062681141515
ACH-000627,-1.175251340202074
ACH-000630,-1.1255997556628987
ACH-000631,-0.9294496451679364
ACH-000632,-0.8359268480206566
ACH-000633,-0.8247827961421839
ACH-000637,-0.6100966183534045
ACH-000638,-0.7800675183171192
ACH-000646,-0.986944190631964
ACH-000647,-1.1364195199843172
ACH-000648,-0.8398461172306284
ACH-000649,-1.011671220761302
ACH-000651,-1.0934777845780383
ACH-000652,-1.0929820188461679
ACH-000653,-0.9618510038326672
ACH-000657,-1.098158738717216
ACH-000658,-0.9772874624798604
ACH-000661,-0.8668082122939466
ACH-000662,-1.5141285170846002
ACH-000663,-0.926619979649406
ACH-000665,-1.0684212274701717
ACH-000671,-0.8156154679979251
ACH-000672,-1.2680937393397262
ACH-000673,-1.3624140886492078
ACH-000676,-0.9318034826178014
ACH-000677,-0.9240500525561496
ACH-000681,-0.9348958697724272
ACH-000683,-1.1894806411309122
ACH-000684,-0.9645140591878624
ACH-000688,-1.327825284815762
ACH-000693,-1.065484156909697
ACH-000694,-0.927104005125406
ACH-000695,-1.1218236669888415
ACH-000696,-1.1971485502937398
ACH-000697,-1.1142662765774292
ACH-000699,-1.1882006004546262
ACH-000701,-0.972785640740225
ACH-000706,-0.9501917285893442
ACH-000711,-0.8763196257403785
ACH-000713,-1.1136321344977729
ACH-000714,-1.047449227125959
ACH-000718,-1.4405550449187905
ACH-000720,-0.8882005983880833
ACH-000721,-1.2793502335108486
ACH-000724,-0.8837186392588537
ACH-000725,-1.2545634839100759
ACH-000732,-0.5664377820007565
ACH-000734,-1.1425218437628848
ACH-000735,-1.3530621993915095
ACH-000736,-1.329652791860135
ACH-000738,-0.9710560309392704
ACH-000746,-1.0117868997798471
ACH-000747,-1.0118971396877656
ACH-000748,-1.3219212369058602
ACH-000753,-1.0271044006111814
ACH-000756,-1.1278645716515194
ACH-000757,-1.1207229986339036
ACH-000758,-1.0144144558268224
ACH-000760,-1.2599288726297906
ACH-000762,-1.0072913289132701
ACH-000763,-0.94784640285809
ACH-000764,-0.9807979802973752
ACH-000765,-0.9055867982334274
ACH-000766,-1.2427650650474558
ACH-000767,-1.167204129273448
ACH-000768,-1.1042800167306317
ACH-000769,-0.9577144005279484
ACH-000770,-1.1770422061591377
ACH-000771,-1.161301537725148
ACH-000773,-1.0866869196095192
ACH-000776,-1.0075414571503376
ACH-000777,-0.9690629016198556
ACH-000778,-1.1418776697548323
ACH-000781,-0.9909925518857551
ACH-000782,-0.6997795736893503
ACH-000783,-1.2638383756837843
ACH-000784,-1.041996615067569
ACH-000785,-1.3228456928225059
ACH-000787,-0.936876052787998
ACH-000788,-1.1054773663206052
ACH-000791,-1.1613198576705333
ACH-000792,-0.8885940780193671
ACH-000794,-0.9605838105754556
ACH-000796,-1.2896928358630406
ACH-000798,-1.2421738069270802
ACH-000799,-1.2433506405678243
ACH-000800,-1.0602746823612903
ACH-000802,-1.1557780245574971
ACH-000804,-0.9784632619729252
ACH-000805,-1.0675679456518192
ACH-000809,-0.973494311928384
ACH-000810,-1.09954807504839
ACH-000811,-0.9365587482671204
ACH-000817,-0.9004141089361529
ACH-000819,-1.0226533697553586
ACH-000820,-1.1002859041644435
ACH-000821,-0.4838232737258257
ACH-000822,-1.0065154496111393
ACH-000823,-0.8675155897210025
ACH-000824,-1.3128486044165757
ACH-000827,-1.1498963358885217
ACH-000829,-0.9318851301529771
ACH-000831,-1.0402299408858822
ACH-000832,-1.2017284560523098
ACH-000833,-0.9691704384931236
ACH-000834,-1.0191932593796884
ACH-000835,-1.0044545046629416
ACH-000836,-1.3144456746492403
ACH-000837,-0.9099279538152352
ACH-000838,-1.0402119021311966
ACH-000839,-1.1858486790789424
ACH-000840,-1.1224321564901187
ACH-000841,-1.119813486936858
ACH-000843,-1.0506239302912452
ACH-000846,-1.162722224088211
ACH-000847,-1.0463090066407412
ACH-000848,-0.9810953030250728
ACH-000849,-1.2623763823429652
ACH-000851,-1.1101474456116096
ACH-000855,-0.8927327007067141
ACH-000856,-0.7358601253449054
ACH-000858,-1.081904157148885
ACH-000859,-1.233154690054208
ACH-000861,-1.0212964744252055
ACH-000862,-1.0535898914592912
ACH-000865,-1.05335220886231
ACH-000866,-0.8926314659102704
ACH-000867,-0.7861189312455227
ACH-000869,-1.129507779154803
ACH-000872,-0.8980011589664623
ACH-000873,-0.9302665745589721
ACH-000876,-0.8503966425963835
ACH-000878,-1.0366883229704438
ACH-000880,-0.9174755937550184
ACH-000881,-1.0797094812548451
ACH-000882,-0.9171609190652223
ACH-000884,-1.2816694728179383
ACH-000885,-0.9439004892369119
ACH-000887,-1.2045842830897642
ACH-000889,-0.7325758349263298
ACH-000896,-0.9790795971782972
ACH-000898,-1.2390925556678467
ACH-000900,-1.2264873924071429
ACH-000901,-0.9362005663230144
ACH-000905,-1.1399969877948304
ACH-000906,-1.0825792299402617
ACH-000907,-0.9221524346211828
ACH-000910,-0.7730173157796798
ACH-000911,-1.0620572123521956
ACH-000912,-1.0463349350511704
ACH-000913,-0.9202651737922901
ACH-000915,-0.9144953417764063
ACH-000916,-1.7166958845077172
ACH-000917,-0.9312351187076886
ACH-000920,-1.3802627940557863
ACH-000921,-1.168778190551678
ACH-000924,-0.8998609601230638
ACH-000926,-1.0743984576345025
ACH-000928,-1.1701364818587296
ACH-000929,-0.8591383394252137
ACH-000932,-0.7863286420716175
ACH-000935,-0.9440452097171441
ACH-000936,-0.953838868858534
ACH-000937,-1.1128233588491072
ACH-000938,-1.0902931986655071
ACH-000939,-1.034505891642487
ACH-000941,-1.2793839091205086
ACH-000943,-1.0208792928674697
ACH-000946,-1.0986783567334424
ACH-000947,-0.9012973827833408
ACH-000948,-0.7945596963270163
ACH-000950,-1.2839655738594842
ACH-000953,-1.131449244403064
ACH-000954,-1.1571340594010169
ACH-000957,-0.9936633005205456
ACH-000958,-1.104138508554748
ACH-000960,-1.0877920806641637
ACH-000963,-1.1189820950422176
ACH-000968,-0.8249662820876916
ACH-000969,-1.09638297008482
ACH-000972,-1.2766516088202222
ACH-000973,-1.3323389043019265
ACH-000974,-1.2172602146526046
ACH-000978,-1.1924421467309951
ACH-000984,-1.0453074323785478
ACH-000986,-1.0903200225283425
ACH-000988,-0.9023880434960764
ACH-000993,-1.1762178512590589
ACH-000994,-0.7445546284810748
ACH-000996,-1.1886580778046751
ACH-001001,-1.2622370060524668
ACH-001020,-1.3137204659972324
ACH-001028,-1.228682854960121
ACH-001031,-0.9016807467617092
ACH-001038,-1.0487466182609546
ACH-001048,-1.174982632688674
ACH-001050,-0.9818627759450238
ACH-001053,-1.0121380530507271
ACH-001054,-0.8580973784341429
ACH-001061,-1.0166609700428624
ACH-001067,-1.128935117505692
ACH-001075,-1.1729561323223725
ACH-001096,-1.0988061200092938
ACH-001111,-0.9043362394279848
ACH-001119,-1.1007315460970573
ACH-001128,-1.0682241724995796
ACH-001134,-0.6938312109330907
ACH-001151,-0.9133633773623671
ACH-001163,-1.3884024995928836
ACH-001164,-1.1330644433704535
ACH-001183,-1.126510632370335
ACH-001192,-0.9561043936328116
ACH-001193,-1.2833592549685775
ACH-001196,-0.9795967108239894
ACH-001197,-1.0049548289378056
ACH-001205,-1.0525253289922756
ACH-001211,-1.0586596738437548
ACH-001212,-1.0669660524518128
ACH-001228,-1.1127523620990187
ACH-001232,-1.1575263292878006
ACH-001239,-0.9736856272441992
ACH-001270,-1.4362045692894518
ACH-001274,-1.0387516221699409
ACH-001275,-0.9793339674882104
ACH-001277,-1.0965341550981402
ACH-001278,-0.9222283579188308
ACH-001280,-1.030865614527772
ACH-001283,-0.9370155220680336
ACH-001289,-0.9192359568231049
ACH-001300,-1.2502506538005558
ACH-001301,-1.0930058669522804
ACH-001302,-1.0182195803193226
ACH-001306,-1.1419743320571591
ACH-001318,-0.7947730293779384
ACH-001322,-0.9125353931724948
ACH-001328,-1.1923546313599866
ACH-001332,-0.9543048176273572
ACH-001336,-1.0069239763582174
ACH-001346,-0.9836492750770934
ACH-001353,-1.0498840422408522
ACH-001354,-1.053824138776456
ACH-001367,-1.2872215314848916
ACH-001368,-1.1722943432071748
ACH-001374,-0.8586047258023479
ACH-001377,-0.7342246062007595
ACH-001380,-1.2897083477843172
ACH-001391,-1.3394753627081977
ACH-001408,-1.000124515209114
ACH-001430,-1.055137026457157
ACH-001431,-0.9425461662853096
ACH-001450,-0.9850990471299697
ACH-001496,-1.2554761434746546
ACH-001500,-0.9669518214660048
ACH-001523,-0.9773505580491052
ACH-001532,-1.1744635725666874
ACH-001550,-0.918956446686722
ACH-001552,-1.0180195664380396
ACH-001554,-0.9671917831656299
ACH-001654,-0.6764799555618679
ACH-001735,-0.8289295817919834
ACH-001736,-0.9762028590127751
ACH-001737,-1.9620546994475712
ACH-001740,-1.0124972972356625
ACH-001745,-0.9372391610845798
ACH-001765,-1.2350771825654117
