,KCNT2 (343450)
ACH-000004,0.06455249024220233
ACH-000005,-0.2695054375961339
ACH-000007,-0.06653539094384041
ACH-000009,-0.05467980085670161
ACH-000011,0.027719665887381797
ACH-000012,-0.048357493310523164
ACH-000013,-0.01170085865024916
ACH-000014,-0.13119640835862229
ACH-000015,-0.07360267741142716
ACH-000017,0.06063585863865096
ACH-000018,-0.052750315264408584
ACH-000019,-0.07427367202995452
ACH-000021,-0.009621478759678346
ACH-000022,-0.11446863966071474
ACH-000025,-0.09609028240172804
ACH-000028,-0.028081931709232573
ACH-000030,-0.03176544950549637
ACH-000035,0.021450882061756108
ACH-000036,0.028403632552639443
ACH-000037,0.013458747000139508
ACH-000039,0.07817316650982639
ACH-000040,0.013018856379555388
ACH-000041,0.07695888826223198
ACH-000042,0.02513271083222739
ACH-000045,0.02237666070504424
ACH-000047,0.1086113368241243
ACH-000052,0.001988220692978641
ACH-000053,-0.06554938984707556
ACH-000054,0.08743527184568782
ACH-000055,0.01825710729592473
ACH-000060,-0.013757271671359672
ACH-000067,0.0046267835324022176
ACH-000070,0.047518719512252366
ACH-000075,0.13001364739708896
ACH-000078,0.13604061330701014
ACH-000082,-0.053850324069901215
ACH-000085,0.16158608150152753
ACH-000086,-0.15756445010086162
ACH-000087,-0.061573558626717435
ACH-000092,-0.05105537259811438
ACH-000095,-0.05229533342496866
ACH-000097,0.08064853655772264
ACH-000098,-0.0763846227635361
ACH-000099,0.03316145459846224
ACH-000108,-0.0158118459393398
ACH-000113,-0.030176187288621526
ACH-000116,0.07220520265443753
ACH-000118,0.029106329889892136
ACH-000120,-0.02885568538149293
ACH-000123,-0.001981790458057475
ACH-000127,-0.0213619617704563
ACH-000128,-0.008936038825681437
ACH-000132,-0.05252464887272187
ACH-000133,-0.1102482172004532
ACH-000137,0.11201990700088316
ACH-000138,0.05061110671749218
ACH-000142,0.10652769082136396
ACH-000143,0.02279037231286877
ACH-000146,-0.035318342693187565
ACH-000148,-0.06722518787015573
ACH-000150,0.12571062152806795
ACH-000152,0.013376304157145146
ACH-000153,0.008604563251767509
ACH-000159,0.04550112799008568
ACH-000160,-0.04711849489532628
ACH-000163,0.00475780446006759
ACH-000167,-0.3682290220414904
ACH-000168,-0.0010631294426357027
ACH-000169,-0.011315189790353295
ACH-000178,-0.0688112774912076
ACH-000183,-0.060409125708459986
ACH-000188,-0.11747676716141853
ACH-000189,0.056713542688082624
ACH-000190,0.01762742775217228
ACH-000198,0.08277759416658792
ACH-000203,0.2426977015732922
ACH-000204,-0.08439652854241739
ACH-000206,0.001913711618818
ACH-000207,0.08135243026804588
ACH-000208,-0.1118782297404405
ACH-000210,-0.040008502580387725
ACH-000211,0.050434657269945886
ACH-000215,-0.09467025442526768
ACH-000221,-0.023106475188712373
ACH-000222,-0.11313228734356608
ACH-000223,-0.015786095477288316
ACH-000226,-0.093767197781232
ACH-000227,0.06294245969631927
ACH-000228,0.08590153436130217
ACH-000231,-0.0650761009488257
ACH-000232,0.07377749789220918
ACH-000233,0.034978084628014806
ACH-000234,-0.0006445746206404827
ACH-000235,-0.09076120007400104
ACH-000237,0.013782063461298302
ACH-000238,-0.038781768409385874
ACH-000242,-0.2005336073844222
ACH-000243,-0.02381654885771554
ACH-000244,-0.07387090711458083
ACH-000246,-0.0038767908823515024
ACH-000248,0.03336210035902083
ACH-000250,0.0052592301036598465
ACH-000251,-0.013325492985215723
ACH-000252,0.2937564004015456
ACH-000253,0.036914714170337086
ACH-000255,0.04578635781054284
ACH-000256,-0.0589755092329017
ACH-000257,0.07342880061654382
ACH-000258,-0.13222956324924404
ACH-000259,-0.04242063649603756
ACH-000260,-0.02894570421676713
ACH-000261,-0.03711301086249735
ACH-000262,0.08321493204298923
ACH-000263,-0.1611652255500828
ACH-000264,-0.00015262093645194419
ACH-000265,0.013498224206208869
ACH-000266,-0.04297561969550906
ACH-000272,-0.05561343285293505
ACH-000274,0.03830400934629658
ACH-000277,-0.03632767577315769
ACH-000278,0.04944756104487052
ACH-000279,0.056256161832139384
ACH-000280,-0.007064799563270135
ACH-000281,0.09801044512646068
ACH-000288,-0.02654465874180476
ACH-000291,0.019201437061798908
ACH-000293,-0.04682611333300633
ACH-000294,-0.1101428135844116
ACH-000295,0.02023527492626276
ACH-000296,0.09248249743074596
ACH-000302,0.02775827933312381
ACH-000304,-0.1686814299560662
ACH-000307,0.05663022335598196
ACH-000308,-0.019628830824427148
ACH-000310,-0.027772288606828816
ACH-000311,0.05066830458908336
ACH-000312,0.0853972644699251
ACH-000315,0.1416353312706084
ACH-000316,-0.039487589281704885
ACH-000317,-0.031906438177119266
ACH-000318,0.00849356616240875
ACH-000319,-0.04043045097777457
ACH-000320,-0.1544380126496271
ACH-000322,0.06844736570304005
ACH-000323,-0.02335484461684684
ACH-000324,-0.0011103751186094905
ACH-000329,-0.06418180201682919
ACH-000330,0.021627707881929203
ACH-000331,0.04858733448382098
ACH-000332,-0.07804342627631057
ACH-000334,0.2418478154232791
ACH-000335,-0.13371717438265668
ACH-000336,-0.1123054327671914
ACH-000337,-0.027858313567584864
ACH-000338,-0.5330848439676158
ACH-000339,0.019188606727077482
ACH-000341,0.07298334904765151
ACH-000348,-0.04016333422910228
ACH-000350,0.08841219531198011
ACH-000352,0.06784063691835013
ACH-000356,-0.1900727520469852
ACH-000361,0.21082264731996955
ACH-000362,-0.0016473649919805811
ACH-000363,0.05146481508944227
