,WBP1 (23559)
ACH-000004,-0.4543012769719112
ACH-000005,-0.3441601559283494
ACH-000007,-0.5262595855097449
ACH-000009,-0.4206238204497384
ACH-000011,-0.4589094218228418
ACH-000012,-0.4931315356844786
ACH-000013,-0.3151824256703
ACH-000014,-0.4516127588193906
ACH-000015,-0.4091398811510855
ACH-000017,-0.3851005972624555
ACH-000018,-0.5772130953038127
ACH-000019,-0.4444669739650665
ACH-000021,-0.4540825250979171
ACH-000022,-0.5599585226102375
ACH-000025,-0.3913673743080676
ACH-000028,-0.3642600676943138
ACH-000030,-0.4937742425120511
ACH-000035,-0.2179373145422947
ACH-000036,-0.6322471202715414
ACH-000037,-0.5238554610165064
ACH-000039,-0.3181373076830947
ACH-000040,-0.5801726623112039
ACH-000041,-0.31754553188323104
ACH-000042,-0.20938030871525606
ACH-000045,-0.3303070627463187
ACH-000047,-0.38262626602664657
ACH-000052,-0.4878565099125257
ACH-000053,-0.46665214395755
ACH-000054,-0.5912695640745886
ACH-000055,-0.6437332191947012
ACH-000060,-0.2314059098686833
ACH-000067,-0.3997083322571456
ACH-000070,-0.4307636788364891
ACH-000075,-0.4844481425645125
ACH-000078,-0.5645112756056152
ACH-000082,-0.4069533487005159
ACH-000085,-0.347716079243402
ACH-000086,-0.3507606431622691
ACH-000087,-0.34930632396012823
ACH-000092,-0.6600923531206931
ACH-000095,-0.5089306183666631
ACH-000097,-0.5793253383400921
ACH-000098,-0.3984877536704803
ACH-000099,-0.3374677538629133
ACH-000108,-0.09190425232082444
ACH-000113,-0.3513216721809263
ACH-000116,-0.5038995459951888
ACH-000118,-0.44332622333890187
ACH-000120,-0.3727917953357784
ACH-000123,-0.3573554999573945
ACH-000127,-0.4048094014235764
ACH-000128,-0.4807958170672702
ACH-000132,-0.5271610295597405
ACH-000133,-0.6255135398420124
ACH-000137,-0.7242095740796239
ACH-000138,-0.3691151815784045
ACH-000142,-0.43332587257757066
ACH-000143,-0.378048018536688
ACH-000146,-0.34635329217641025
ACH-000148,-0.3713754925395589
ACH-000150,-0.3892700440777592
ACH-000152,-0.4204865691586248
ACH-000153,-0.2597604818550196
ACH-000159,-0.3491620943860012
ACH-000160,-0.42955567886652
ACH-000163,-0.3898815771296462
