,IL22RA1 (58985)
ACH-000004,-0.06142689818195109
ACH-000005,-0.5057118075084682
ACH-000007,-0.04441841759655084
ACH-000009,-0.08548577896438175
ACH-000011,-0.09534350645805527
ACH-000012,-0.08835557844061301
ACH-000013,-0.16621525329033068
ACH-000014,-0.20115894611224505
ACH-000015,-0.1623666337341058
ACH-000017,-0.1325608652869828
ACH-000018,-0.2251397475234256
ACH-000019,-0.08060081097998932
ACH-000021,-0.13096732416889798
ACH-000022,-0.1713489655653228
ACH-000025,-0.00983269030318665
ACH-000028,-0.10555828963927233
ACH-000030,-0.13717117129931447
ACH-000035,-0.4132686873584283
ACH-000036,-0.1917208495903995
ACH-000037,-0.18842504582989214
ACH-000039,-0.28809003556570456
ACH-000040,-0.15842195350384575
ACH-000041,-0.4625096332199341
ACH-000042,-0.10150053802756484
ACH-000045,-0.03847963352222999
ACH-000047,0.025449919493996588
ACH-000052,-0.22013602342984728
ACH-000053,-0.14922477675606394
ACH-000054,-0.05545857775016317
ACH-000055,-0.29446902909563205
ACH-000060,-0.11005755096801616
ACH-000067,-0.2527699488367333
ACH-000070,-0.025886508876376387
ACH-000075,-0.20585792756318266
ACH-000078,-0.15952138996688073
ACH-000082,-0.05696324363600281
ACH-000085,-0.2672863904812061
ACH-000086,-0.2579719207166156
ACH-000087,-0.08171253650691772
ACH-000092,-0.18486949125054067
ACH-000095,-0.1801450502896744
ACH-000097,-0.10362202832151636
ACH-000098,-0.1677779748927791
ACH-000099,-0.13856597924316452
ACH-000108,-0.14177473356794498
ACH-000113,-0.1797894628896259
ACH-000116,-0.08104476153063762
ACH-000118,0.013839168738478066
ACH-000120,-0.18057779834220847
ACH-000123,-0.10093177010436204
ACH-000127,-0.12054999580846967
ACH-000128,-0.1984858969963428
ACH-000132,-0.1511524157947826
ACH-000133,-0.21171216501549187
ACH-000137,-0.4606313304916145
ACH-000138,-0.12930086460940926
ACH-000142,-0.20523060295168
ACH-000143,-0.1273032091099448
ACH-000146,-0.16582144520616934
ACH-000148,-0.2135484593081868
ACH-000150,-0.35554797101361657
ACH-000152,-0.15293651097815295
ACH-000153,-0.26722745686149885
ACH-000159,-0.15647615208508112
ACH-000160,-0.2236202382487681
