,IL6ST (3572)
ACH-000004,-0.03785942610931192
ACH-000005,0.20711981135612464
ACH-000007,-0.049221609804269435
ACH-000009,0.02533967926247422
ACH-000011,0.012314638135458815
ACH-000012,-0.32878876424438386
ACH-000013,-0.05035393474993653
ACH-000014,0.2953539113988913
ACH-000015,-0.17040648455542387
ACH-000017,-0.028030360828024757
ACH-000018,-0.21544215106537246
ACH-000019,-0.07050439244238152
ACH-000021,0.037652835999929
ACH-000022,-0.13986401424780068
ACH-000025,0.08973454757809612
ACH-000028,-0.11863935413991605
ACH-000030,-0.08610388240954878
ACH-000035,-0.12758690873643935
ACH-000036,-0.02141830508727379
ACH-000037,-0.017149715416187258
ACH-000039,-0.08969977517001565
ACH-000040,-0.010545557753920591
ACH-000041,-0.005530073876442783
ACH-000042,-0.04499524538357241
ACH-000045,-0.103246430916498
ACH-000047,-0.12852591363944554
ACH-000052,0.03909401057500731
ACH-000053,-0.029117174167601824
ACH-000054,-0.11834887104599595
ACH-000055,0.05642083496390735
ACH-000060,-0.014309184047924224
ACH-000067,-0.09667565142187932
ACH-000070,0.015859573185791617
ACH-000075,-0.09666677687442901
ACH-000078,-0.11436557980856045
ACH-000082,-0.3059721416839654
ACH-000085,-0.14525913702822532
ACH-000086,-0.048394586951029606
ACH-000087,-0.2487317547794672
ACH-000092,-0.2944604214779569
ACH-000095,0.05937989836434924
ACH-000097,-0.08150056582799854
ACH-000098,-0.1357939109031269
ACH-000099,0.04398399690233498
ACH-000108,-0.04505615706238848
ACH-000113,-0.049106791573383206
ACH-000116,-0.039281422995040095
ACH-000118,0.04484449449335628
ACH-000120,-0.18229290462836906
ACH-000123,-0.13888517374226012
ACH-000127,0.03905303647882381
ACH-000128,-0.05488205570568033
ACH-000132,-0.13418891051753656
ACH-000133,-0.1626133898095204
ACH-000137,-0.1856584833726694
ACH-000138,-0.020775903527099987
ACH-000142,-0.043332434986783776
ACH-000143,-0.024240063243871842
ACH-000146,-0.06653498000007801
ACH-000148,-0.09260965162103796
ACH-000150,-0.09942564783883208
ACH-000152,0.0012693490258360494
ACH-000153,-0.12394266364389846
ACH-000159,0.030283566996832864
ACH-000160,-0.07896467902221478
ACH-000163,-0.1741694205304035
ACH-000167,-0.07168884414413147
ACH-000168,-0.1908832742620334
ACH-000169,-0.09608220130563422
ACH-000178,-0.05499347340698053
ACH-000183,-0.1770694497412572
ACH-000188,0.01659380529967189
ACH-000189,-0.013749273028133243
ACH-000190,-0.10980461098766454
ACH-000198,-0.08292949663564836
ACH-000203,-0.4953399146465656
ACH-000204,0.09522856487650362
ACH-000206,-0.4559314427466878
ACH-000207,-0.10549022114470304
ACH-000208,-0.17148314360721062
ACH-000210,-0.02230065327846254
ACH-000211,0.07789551333263525
ACH-000215,0.03168859184296149
ACH-000221,0.09698228040385433
ACH-000222,-0.049733988410276486
ACH-000223,-0.0027593848398755057
ACH-000226,-0.09702369664209616
ACH-000227,-0.14800518141090274
ACH-000228,-0.20075411739636173
ACH-000231,-0.017925763545187046
ACH-000232,-0.2513273026155535
ACH-000233,0.08214737244607619
ACH-000234,-0.03027542982680978
ACH-000235,-0.12938537151685092
ACH-000237,-0.1229459813048167
ACH-000238,-0.06609768873017352
ACH-000242,0.2033371780004408
ACH-000243,-0.08785660454254551
ACH-000244,-0.14014083739753602
ACH-000246,0.030721005030245312
ACH-000248,-0.17948742677867688
ACH-000250,-0.11678594458750663
ACH-000251,0.12443284123921347
ACH-000252,-0.019303007781471114
ACH-000253,-0.08065012072089893
ACH-000255,-0.2521236052232175
ACH-000256,-0.1207559623018216
ACH-000257,-0.03927117858261735
ACH-000258,0.06186937245894701
ACH-000259,-0.09658155647977858
ACH-000260,-0.10330634668496874
ACH-000261,-0.16059945768379194
ACH-000262,0.08088999875825183
ACH-000263,-0.05921637132858953
ACH-000264,-0.07172127178327722
ACH-000265,-0.02875052370552486
ACH-000266,-0.09218119448744193
ACH-000272,-0.15679838873713356
ACH-000274,-0.12805819023593956
ACH-000277,-0.04055244500651562
ACH-000278,-0.16936669786922842
ACH-000279,-0.1879607430327559
ACH-000280,-0.09036392188697352
ACH-000281,0.05406872049313705
ACH-000288,-0.08791177048127022
ACH-000291,-0.25516291058048324
ACH-000293,-0.043904631433049984
ACH-000294,0.026982817654623837
ACH-000295,-0.07517214974957599
ACH-000296,-0.09142766992997918
ACH-000302,-0.08374984069844231
ACH-000304,-0.06200534087288556
ACH-000307,-0.1295037851521681
ACH-000308,0.1040309401132252
ACH-000310,-0.03874759820481083
ACH-000311,-0.030848360184338713
ACH-000312,-0.04440256478251008
ACH-000315,0.06587635323141862
ACH-000316,-0.2701686549723081
ACH-000317,0.04567175362763446
ACH-000318,-0.3209997729833269
ACH-000319,-0.20967105791324211
ACH-000320,-0.11617367749985555
ACH-000322,-0.08308761534294389
ACH-000323,-0.26472553903553553
ACH-000324,-0.1995163180160051
ACH-000329,-0.13567498193432825
ACH-000330,-0.07842019299670328
ACH-000331,-0.28877713201792976
ACH-000332,-0.05491442201385576
