,ITPKB (3707)
ACH-000004,0.0667442428194857
ACH-000005,-0.11358780755679675
ACH-000007,0.1297247290547138
ACH-000009,-0.0893329318220974
ACH-000011,0.07476742379813027
ACH-000012,-0.04828043692451624
ACH-000013,-0.002322208905041891
ACH-000014,0.058158044516747234
ACH-000015,0.05161911777657705
ACH-000017,-0.1638701666152119
ACH-000018,-0.050038850719535184
ACH-000019,-0.06531061052090315
ACH-000021,-0.1107915889165996
ACH-000022,-0.06082145060748336
ACH-000025,-0.12336048906925165
ACH-000028,0.1225346202379374
ACH-000030,-0.033750900751966864
ACH-000035,-0.06970286961652815
ACH-000036,0.014565507967787904
ACH-000037,0.017054946063644275
ACH-000039,0.010121222986983
ACH-000040,0.04050415042425728
ACH-000041,0.06850026303199476
ACH-000042,-0.02515816965717461
ACH-000045,0.010333854122884923
ACH-000047,0.07010646960318752
ACH-000052,-0.02378287482023937
ACH-000053,0.09014100202609916
ACH-000054,-0.07151572584721277
ACH-000055,-0.028762697763136107
ACH-000060,-0.019750149231396088
ACH-000067,-0.03017982038457878
ACH-000070,0.1347223207826268
ACH-000075,0.2780563375898876
ACH-000078,0.07236862749784045
ACH-000082,-0.14451216963509755
ACH-000085,-0.028687312495800026
ACH-000086,0.09890093104702743
ACH-000087,0.3162616017454983
ACH-000092,0.024879071293155457
ACH-000095,-0.13206674127677087
ACH-000097,0.10415284497514403
ACH-000098,-0.09603076485948747
ACH-000099,0.07157688221633618
ACH-000108,-0.03899317038212504
ACH-000113,0.014072762472065159
ACH-000116,0.0398636919101451
ACH-000118,-0.007205457593726642
ACH-000120,-0.06292348801621221
ACH-000123,-0.09398695365882742
ACH-000127,0.0018751213712641774
ACH-000128,-0.03732273459475645
ACH-000132,0.006338391641865318
ACH-000133,-0.015484721358264094
ACH-000137,-0.059378085617595826
ACH-000138,0.1255530233849633
ACH-000142,-0.11862904921000175
ACH-000143,-0.11969569968024182
ACH-000146,0.1009429477697067
ACH-000148,-0.1497628996559327
ACH-000150,0.10761050043212336
ACH-000152,-0.10433090114465576
ACH-000153,0.03700841807165763
ACH-000159,-0.03880316519628873
ACH-000160,-0.021803629239649926
ACH-000163,0.00332928248994989
ACH-000167,-0.20886928381828412
ACH-000168,-0.13131982055787206
ACH-000169,0.03143891524012521
ACH-000178,0.19345926168934588
ACH-000183,-0.15434445173786926
ACH-000188,-0.013784442670788549
ACH-000189,-0.019613147167868168
ACH-000190,0.019693271433691137
ACH-000198,0.008362840494654336
ACH-000203,0.2243272069161022
ACH-000204,-0.011717670326918315
ACH-000206,-0.0799535431448545
ACH-000207,-0.013460888190322038
ACH-000208,0.14468780570318399
ACH-000210,0.02560522913072835
ACH-000211,-0.09676199228279797
