,ARHGDIB (397)
ACH-000004,0.056427507043669126
ACH-000005,0.2174842894097516
ACH-000007,0.2744327890490644
ACH-000009,0.08253442633966182
ACH-000011,0.08094551779820261
ACH-000012,0.1566621964609955
ACH-000013,0.1408778133902939
ACH-000014,0.14781758023190522
ACH-000015,0.04571384843014356
ACH-000017,0.06761575781539582
ACH-000018,-0.15021707183817865
ACH-000019,0.31349502102060395
ACH-000021,0.09269553405962083
ACH-000022,-0.012278269898440565
ACH-000025,0.124664270015166
ACH-000028,0.2317217453758934
ACH-000030,0.14531392851279654
ACH-000035,0.22868588129008074
ACH-000036,0.19595764698217136
ACH-000037,0.01197116245146831
ACH-000039,0.2306432289781396
ACH-000040,0.037897697746688566
ACH-000041,0.08141685130097613
ACH-000042,0.12223342797971605
ACH-000045,0.09505949169985818
ACH-000047,0.20909970874718808
ACH-000052,0.19704381586719996
ACH-000053,0.1906752927373176
ACH-000054,0.13580286898634011
ACH-000055,0.2816829250633595
ACH-000060,0.14573798302757354
ACH-000067,0.10839471295239274
ACH-000070,0.2526915472069487
ACH-000075,-0.06743905696193991
ACH-000078,0.20527397383658771
ACH-000082,0.10037405827094506
ACH-000085,0.20428195476512004
ACH-000086,0.2301563965487779
ACH-000087,0.2581912425969819
ACH-000092,0.10517994952594643
ACH-000095,0.1068315924586722
ACH-000097,0.08603703141534733
ACH-000098,0.1626969719118213
ACH-000099,0.1696272414676156
ACH-000108,0.21303328827198528
ACH-000113,0.3377811140724254
ACH-000116,0.22345277447753295
ACH-000118,0.10139823084078853
ACH-000120,0.17511248081857342
ACH-000123,0.1906583050284476
ACH-000127,0.15226975946132382
ACH-000128,0.1653783551297994
ACH-000132,0.16480836265281992
ACH-000133,0.13096278080842028
ACH-000137,-0.013470509538044037
ACH-000138,0.1264426684102621
ACH-000142,0.21116710778667003
ACH-000143,0.13107775874085115
ACH-000146,0.054976855608145234
ACH-000148,0.05931776645895755
ACH-000150,0.16817781314149025
ACH-000152,0.11464683815701597
ACH-000153,0.06380110092395243
ACH-000159,0.03407029077814984
ACH-000160,0.05606228175317637
ACH-000163,0.10289064635631044
ACH-000167,-0.3102666749445224
ACH-000168,0.09199127145647487
ACH-000169,0.14556952231445358
ACH-000178,0.0655266199173926
ACH-000183,0.14170972061440054
ACH-000188,0.13110253029587068
ACH-000189,0.2725469807241673
ACH-000190,0.15987698624747598
ACH-000198,0.1736219005541249
ACH-000203,0.2656624361727548
ACH-000204,0.03597933615986567
ACH-000206,0.08641267106922874
ACH-000207,0.17385170933758035
ACH-000208,0.010884642213495466
ACH-000210,-0.2503840918381112
ACH-000211,0.16077595686685658
ACH-000215,0.08993281929113182
ACH-000221,0.0943857500958217
ACH-000222,0.008906280804496031
ACH-000223,0.07880670925546343
ACH-000226,0.12509661156575858
ACH-000227,0.07445859885381789
ACH-000228,-0.05041958429408865
ACH-000231,0.08874743205492201
ACH-000232,0.09845501775109106
ACH-000233,0.16767958727908386
ACH-000234,0.0378505191893094
ACH-000235,0.06642253256543096
ACH-000237,0.12537850730355865
ACH-000238,0.2262271192425276
ACH-000242,0.2237706095893085
ACH-000243,0.0842121461570239
ACH-000244,0.17949380694830702
ACH-000246,0.17015752253007324
ACH-000248,0.10522357364002646
ACH-000250,0.13807563785698182
ACH-000251,0.36620091770933055
ACH-000252,-0.03540764801886077
ACH-000253,0.0618540193020983
ACH-000255,0.07863600424698537
ACH-000256,0.2343982266231456
ACH-000257,0.013167195632320331
ACH-000258,-0.07850648013030316
ACH-000259,0.12222535582910606
ACH-000260,0.20995759513465867
ACH-000261,0.13962554187099474
ACH-000262,0.055848266300878836
ACH-000263,0.01557600700549101
ACH-000264,0.027024608894189305
ACH-000265,0.2510317326216672
ACH-000266,0.23862837740035295
ACH-000272,0.05972098085463786
ACH-000274,0.11889790984923307
ACH-000277,0.2686525872778727
ACH-000278,0.128480628636272
ACH-000279,0.04599739662531063
ACH-000280,0.09999703431899012
ACH-000281,0.0621774067839562
ACH-000288,0.06973245642774219
ACH-000291,0.05251477723278152
ACH-000293,0.04182275521966189
ACH-000294,0.10033388158949948
ACH-000295,0.2791298125383693
ACH-000296,0.29623795446867657
ACH-000302,0.10297511931649253
ACH-000304,0.5265538474022992
ACH-000307,0.12080107225910815
ACH-000308,0.07373249602754224
ACH-000310,0.20056581579878446
ACH-000311,0.09707296772125533
ACH-000312,0.12190303757805288
ACH-000315,0.2823474423812648
ACH-000316,0.1756927338876432
ACH-000317,0.1838604356559357
ACH-000318,0.17069841387636492
ACH-000319,0.21033957014121488
ACH-000320,0.14038001930428587
ACH-000322,0.21172211224183984
ACH-000323,0.08794594014643907
ACH-000324,0.148631932724677
ACH-000329,0.17002209424620435
ACH-000330,0.20305344699321426
ACH-000331,0.13330326409677018
ACH-000332,0.09136687545608399
ACH-000334,0.2861367051501493
ACH-000335,0.2992055987037293
ACH-000336,0.19979897667409194
ACH-000337,-0.002819534314030398
ACH-000338,-0.04750020049226422
ACH-000339,0.11614854123996685
ACH-000341,0.18446093632659066
ACH-000348,0.11715612611446613
ACH-000350,0.17657526043181804
ACH-000352,0.16797633906141676
ACH-000356,-0.06221356978045714
ACH-000361,0.17429727495350672
ACH-000362,0.2754727313908755
ACH-000363,0.14346726066608645
ACH-000364,0.20092307122530687
ACH-000365,0.5094841607224742
ACH-000366,0.13634069236402774
ACH-000368,0.0919324219258587
ACH-000374,0.1426513736329245
ACH-000375,0.09583751559481296
