,IQCE (23288)
ACH-000341,-0.1707136370142917
ACH-000348,-0.019531877331910592
ACH-000350,-0.05828990523281564
ACH-000352,-0.10285045910256822
ACH-000356,0.050992043174018634
ACH-000361,-0.09521519317916163
ACH-000362,-0.2546647511728252
ACH-000363,0.004408405472506865
ACH-000364,-0.07452810119651733
ACH-000365,-0.2332938266375387
ACH-000366,-0.11707511073957586
ACH-000368,-0.22228590900156125
ACH-000374,-0.06493441368029876
ACH-000375,-0.12993591578919236
ACH-000376,-0.19295204822602616
ACH-000381,-0.11592251386995953
ACH-000383,-0.1428139835841167
ACH-000387,-0.11515293795786925
ACH-000389,-0.1881454005122117
ACH-000390,-0.03331972963030802
ACH-000393,-0.2905733039061231
ACH-000395,-0.2394777917989642
ACH-000396,0.10844683777902188
ACH-000397,-0.00632293365061851
ACH-000401,-0.13076338778393487
ACH-000402,0.03411438121123195
ACH-000403,-0.23174439503571914
ACH-000404,-0.07014451203244325
ACH-000406,-0.1414811474763363
ACH-000407,-0.12991709366917326
ACH-000408,-0.07283205785912783
ACH-000410,-0.06119835928285449
ACH-000411,-0.12044706560580012
ACH-000414,-0.1695959904250932
ACH-000415,-0.0954248556596704
ACH-000416,-0.19046701201952093
ACH-000420,-0.12061495896804655
ACH-000421,-0.05237827475943607
ACH-000424,-0.22503766030799568
ACH-000425,-0.16753864991154038
ACH-000426,0.03163847378537473
ACH-000427,-0.05805610288833464
ACH-000433,0.02599214109958394
ACH-000435,-0.03076828377734037
ACH-000436,-0.2400604602120039
ACH-000444,-0.05073953803118977
ACH-000445,-0.35198463382504536
ACH-000448,-0.17671100290257824
ACH-000450,-0.050683996973361366
ACH-000452,-0.23472461963330615
ACH-000454,-0.2282633217727354
ACH-000458,-0.17992461266465096
ACH-000459,-0.09428435496748773
ACH-000460,-0.18861904924760084
ACH-000461,-0.12638993490584002
ACH-000463,-0.17877910519419934
ACH-000464,-0.14772444257004547
ACH-000466,-0.01836452566458425
ACH-000467,-0.023952101529620084
ACH-000468,-0.013058383225468154
ACH-000469,-0.1872727059852492
ACH-000470,-0.004187426226031047
ACH-000471,-0.14429538102415404
ACH-000472,-0.1506261371537673
ACH-000473,0.015232289751552969
ACH-000475,-0.11239932282232386
ACH-000476,-0.2098397393294454
ACH-000477,-0.2622242354404981
ACH-000479,-0.27382612306745163
ACH-000480,-0.22023753509343266
ACH-000481,-0.16002037044894935
ACH-000483,-0.07877771236377584
ACH-000484,-0.14373319473327528
ACH-000485,-0.15759691210510615
ACH-000486,-0.12091005663514615
ACH-000487,-0.0062755769888584115
ACH-000488,-0.04137457939970488
ACH-000490,-0.07962070076772307
ACH-000491,-0.040414279996507575
ACH-000495,-0.2291445307391145
ACH-000496,-0.313696139089164
ACH-000499,0.00904945929646548
ACH-000500,0.09932312091258796
ACH-000502,-0.16578834702278547
ACH-000503,0.024047637374459526
ACH-000505,-0.12665072639628078
ACH-000507,-0.2121404141688576
ACH-000510,-0.13179375484320344
ACH-000511,-0.15934604546462355
ACH-000512,-0.03776507973752726
ACH-000516,-0.1104129521080129
ACH-000517,-0.17955045728895014
ACH-000518,-0.20729860973917275
ACH-000520,-0.3371698969139114
ACH-000521,-0.12924984925995678
ACH-000522,-0.18067422184689128
ACH-000524,-0.14198905236536966
ACH-000527,-0.19828495244785824
ACH-000528,-0.0793510549246635
ACH-000537,-0.247018632935048
ACH-000541,0.022216693878969768
ACH-000542,-0.18133637852296625
ACH-000544,0.007820290592433924
ACH-000545,-0.058961316148757825
ACH-000547,-0.1150315754417695
ACH-000548,-0.1462973473514506
ACH-000549,-0.18056891909190187
ACH-000550,-0.22117229641901576
ACH-000552,0.02862628734669488
ACH-000556,-0.09599992069077903
ACH-000557,-0.07169888814954017
ACH-000569,-0.08413329802461944
ACH-000570,-0.20168791931713095
ACH-000571,-0.2569947130308011
ACH-000573,-0.12718738403653174
ACH-000576,-0.1031914139260895
ACH-000579,-0.19982885919013596
ACH-000580,-0.14864830685475924
ACH-000584,-0.15158119751009153
ACH-000585,-0.1086712378142566
ACH-000588,-0.16582334557569506
ACH-000589,-0.11755137338334758
ACH-000591,-0.13288207962277646
ACH-000593,-0.0867631789164421
ACH-000600,-0.1407672241933789
ACH-000601,-0.1595109579943253
ACH-000605,-0.01280943921101105
ACH-000606,-0.16189293356506934
ACH-000608,-0.2979300707824695
ACH-000614,-0.06334836280278956
ACH-000616,-0.21303300013345655
ACH-000618,-0.28533797196123634
ACH-000619,-0.10025702600766503
ACH-000620,-0.2954617216050771
ACH-000621,-0.1385936065602056
ACH-000622,-0.2530958299749465
ACH-000623,-0.2521298694640746
ACH-000624,-0.01637651084472151
ACH-000627,-0.110128593534154
ACH-000630,-0.17197334593818786
ACH-000631,-0.2837193321365166
ACH-000632,-0.21162314509071545
ACH-000633,-0.2197468948564768
ACH-000637,-0.047836865143755805
ACH-000638,0.09027556160070367
ACH-000646,-0.19542329241204687
ACH-000647,-0.15881964792462688
ACH-000648,-0.25081330393542645
ACH-000649,-0.10832578191352286
ACH-000651,-0.07070074544369331
ACH-000652,-0.08710226641962349
ACH-000653,-0.2369429015718636
ACH-000657,-0.09100920926769664
ACH-000658,-0.07493347066104805
ACH-000661,-0.08301703103586396
ACH-000662,-0.34796553701017696
ACH-000663,-0.17221962333655294
ACH-000665,0.004749618988351882
ACH-000671,-0.12304528750892807
ACH-000672,-0.2117103613993244
ACH-000673,-0.20536985184873832
ACH-000676,-0.10685936008121563
ACH-000677,0.04286725633655958
ACH-000681,-0.09670115929706416
ACH-000683,-0.17838613457811325
ACH-000684,-0.16979527143731007
ACH-000688,-0.19333650957801884
ACH-000693,-0.14075271411410306
ACH-000694,-0.1588361456697055
ACH-000695,-0.0948839929423043
ACH-000696,-0.17212762804191425
ACH-000697,-0.14862461338491645
ACH-000699,-0.15785681011463
ACH-000701,-0.3540355019165272
ACH-000706,-0.14968044546208706
ACH-000711,-0.0013821327023177555
ACH-000713,-0.2035916475652931
ACH-000714,-0.11319005437482856
ACH-000718,-0.1804163121404275
ACH-000720,-0.057613575107960974
ACH-000721,-0.0014154373684513225
ACH-000724,-0.12162136738399627
ACH-000725,-0.05988894216953075
ACH-000732,-0.19504203763139585
ACH-000734,-0.1159333719639467
ACH-000735,-0.11647426909540655
ACH-000736,0.1177418550597317
ACH-000738,-0.17598756244505656
ACH-000746,-0.0713222003043457
ACH-000747,0.002492658808298753
ACH-000748,-0.13712197886986452
ACH-000753,-0.1022162708077983
ACH-000756,0.10157547930954093
ACH-000757,-0.09213413168521092
ACH-000758,-0.28059573270673066
ACH-000760,-0.020869004769786984
ACH-000762,-0.08293196728725764
ACH-000763,-0.10549682900040587
ACH-000764,-0.2968037458263369
ACH-000765,-0.23391904568562444
ACH-000766,-0.14550551389391753
ACH-000767,-0.01949312357298973
ACH-000768,-0.09318392704194194
ACH-000769,-0.14178714373824924
ACH-000770,-0.08362680482521502
ACH-000771,-0.15056424826872844
ACH-000773,-0.14551008132334012
ACH-000776,-0.2218664120817816
ACH-000777,-0.2311134154151277
ACH-000778,-0.1549039030533327
ACH-000781,-0.14670585190637786
ACH-000782,0.042201262271203854
ACH-000783,-0.18201266076527656
ACH-000784,-0.14235242620210173
ACH-000785,-0.2110344590436168
ACH-000787,-0.06840393225575997
ACH-000788,-0.07195667705376672
ACH-000791,-0.28582283519011703
ACH-000792,-0.19193002923081406
ACH-000794,-0.2981287540367944
ACH-000796,-0.1579207188597271
ACH-000798,-0.0017622379932186265
ACH-000799,-0.1873395868498488
ACH-000800,-0.1428261657632383
ACH-000802,-0.153261842021766
ACH-000804,-0.1641140756044782
ACH-000805,-0.15162671394153926
ACH-000809,-0.157208148041609
ACH-000810,-0.0951333691891504
ACH-000811,-0.1345465019680642
ACH-000817,-0.03287281726474845
ACH-000819,-0.2170109426172576
ACH-000820,-0.21563208024131775
ACH-000821,-0.11762071296007205
ACH-000822,-0.09664032212373393
ACH-000823,-0.2368990345963156
ACH-000824,-0.16358085427002067
ACH-000827,-0.15995117560446495
ACH-000829,-0.15753408096612678
ACH-000831,-0.20166692046280604
ACH-000832,-0.0444807536911981
ACH-000833,-0.21743865765298706
ACH-000834,-0.1841445503015444
ACH-000835,-0.10330440930583247
ACH-000836,-0.18084819686302847
ACH-000837,-0.011656041634252443
ACH-000838,0.09568161132825732
ACH-000839,-0.32860802962466146
ACH-000840,-0.07611928374130253
ACH-000841,-0.10736795132329698
ACH-000843,0.0020194853542162524
ACH-000846,-0.1919540944001555
ACH-000847,-0.18067293688932798
ACH-000848,-0.08909028497243801
ACH-000849,-0.1199324577058103
ACH-000851,-0.16861682064411554
ACH-000855,-0.17561406448877273
ACH-000856,-0.023953173504867826
ACH-000858,0.03186827731472293
ACH-000859,-0.02940082879596137
ACH-000861,-0.06846970926838601
ACH-000862,-0.17823265716399864
ACH-000865,0.0025171853004989247
ACH-000866,-0.11499578797517572
ACH-000867,-0.013482789810121394
ACH-000869,-0.0919454678639948
ACH-000872,-0.14623611871092362
ACH-000873,0.017722475764924108
ACH-000876,-0.026991017598863132
ACH-000878,-0.09867271544274188
ACH-000880,-0.14010703618550074
ACH-000881,-0.13814132726742345
ACH-000882,-0.05675684901019591
ACH-000884,-0.26566160312313325
ACH-000885,-0.06476641029869094
ACH-000887,-0.07904088352090019
ACH-000889,-0.12892061849733494
ACH-000896,-0.16668839122543172
ACH-000898,-0.17323670590735313
ACH-000900,-0.3993402275240415
ACH-000901,-0.19502337164420175
ACH-000905,-0.200804581390108
ACH-000906,-0.07568347472139875
ACH-000907,-0.08605634870297113
ACH-000910,-0.16149217521340772
ACH-000911,-0.0966318365637358
ACH-000912,0.0372451335898668
ACH-000913,-0.18647165517012199
ACH-000915,-0.009131439974344728
ACH-000916,-0.1318984251133635
ACH-000917,-0.2575208932677299
ACH-000920,0.07189305466305614
ACH-000921,-0.08025453302950558
ACH-000924,0.03493808634187826
ACH-000926,-0.13170707481296454
ACH-000928,-0.08436640561963453
ACH-000929,-0.09556197863854886
ACH-000932,-0.06929569159897954
ACH-000935,-0.1904448337656262
ACH-000936,-0.13251414821794966
ACH-000937,-0.13673875012029346
ACH-000938,0.006153862052823525
ACH-000939,-0.10094458537597734
ACH-000941,0.02267004492378796
ACH-000943,-0.08918858498377161
ACH-000946,-0.09511354669479034
ACH-000947,-0.118696169460246
ACH-000948,-0.14915834049336665
ACH-000950,-0.2063250144684773
ACH-000953,-0.13116333984271727
ACH-000954,-0.12019741439680638
ACH-000957,-0.06860949068753383
ACH-000958,-0.25916725341386226
ACH-000960,-0.15775349253130366
ACH-000963,-0.12433280764424122
ACH-000968,-0.06336937019955419
ACH-000969,-0.04203347877786995
ACH-000972,-0.07071402759226167
ACH-000973,-0.13833280939717293
ACH-000974,-0.11547071823527083
ACH-000978,-0.020190553909103875
ACH-000984,-0.12171077593152413
ACH-000986,-0.04048664946070709
ACH-000988,-0.13193909765346964
ACH-000993,-0.1050525695807588
ACH-000994,-0.09639193492705488
ACH-000996,-0.07180161438691979
ACH-001001,-0.1817142648490188
ACH-001020,-0.1915286547993436
ACH-001028,-0.17114214021028806
ACH-001031,-0.18766793289401254
ACH-001038,-0.07037650915447706
ACH-001048,-0.11664764922816558
ACH-001050,-0.09597056937455714
ACH-001053,-0.010656670195224273
ACH-001054,-0.13531353346614725
ACH-001061,-0.08822846553452601
ACH-001067,-0.26255867127757065
ACH-001075,-0.2132290768605982
ACH-001096,-0.2740409998367366
ACH-001111,-0.09395626115350808
ACH-001119,-0.2484227446052954
ACH-001128,-0.5421599431221987
ACH-001134,-0.00951449115414245
ACH-001151,-0.16479747549142318
ACH-001163,-0.1143334185702746
ACH-001164,-0.13533505726146322
ACH-001183,-0.0772500997312455
ACH-001192,-0.0286052532877548
ACH-001193,-0.1998622253200152
ACH-001196,-0.2567140904184905
ACH-001197,-0.1782395859958019
ACH-001205,-0.06819064887158761
ACH-001211,-0.13267423861897393
ACH-001212,0.13059035641527644
ACH-001228,-0.23958981874448396
ACH-001232,-0.11877255099375472
ACH-001239,-0.13935667147069666
ACH-001270,-0.27142283749718193
ACH-001274,-0.16188881448407286
ACH-001275,-0.16360403943174495
ACH-001277,-0.14356447166395453
ACH-001278,-0.18744749270622996
ACH-001280,-0.23958433744997745
ACH-001283,-0.16340402328198286
ACH-001289,-0.2366183280551013
ACH-001300,-0.18534506787009047
ACH-001301,0.01579281328405764
ACH-001302,-0.1776556003382574
ACH-001306,-0.22887713955283814
ACH-001318,-0.034304655434741024
ACH-001322,-0.26606253622388354
ACH-001328,-0.22368534380782176
ACH-001332,-0.028608762026897508
ACH-001336,-0.07193422477821974
ACH-001346,-0.0575601141056318
ACH-001353,-0.15848190299928205
ACH-001354,-0.3262057001756664
ACH-001367,-0.3608750125810076
ACH-001368,-0.20558166082617635
ACH-001374,0.1868213664436501
ACH-001377,-0.027410258090236127
ACH-001380,-0.13464610917027986
ACH-001391,-0.18432988971255584
ACH-001408,-0.2031961782806269
ACH-001430,-0.1888987370224594
ACH-001431,-0.17797525484635113
ACH-001450,-0.14756553592547866
ACH-001496,-0.11609085364002235
ACH-001500,-0.023970558931660103
ACH-001523,-0.21198221289964336
ACH-001532,-0.10659284840456967
ACH-001550,-0.17382809646949055
ACH-001552,-0.1688811487420215
ACH-001554,-0.11775858378338801
ACH-001654,-0.22403809122032486
ACH-001735,-0.1713138772938876
ACH-001736,-0.22961524343565545
ACH-001737,-0.1767227488079457
ACH-001740,-0.07469054795824838
ACH-001745,-0.06136531583032283
ACH-001765,-0.09382544686300352
