,PCED1A (64773)
ACH-000004,0.031253680831337345
ACH-000005,0.23431427350163336
ACH-000007,0.12192745039950452
ACH-000009,0.09805610111133962
ACH-000011,-0.012716234525366346
ACH-000012,0.0923902818415663
ACH-000013,-0.043258759915179655
ACH-000014,-0.08609679362781826
ACH-000015,0.10849657315358346
ACH-000017,-0.06203566477646185
ACH-000018,0.12417603227378388
ACH-000019,0.10168627464717953
ACH-000021,0.12766164214554954
ACH-000022,-0.058099722430983027
ACH-000025,0.2355748050477393
ACH-000028,0.02625247917141974
ACH-000030,0.1017847277690608
ACH-000035,-0.004194610869517655
ACH-000036,0.0696376597285609
ACH-000037,0.15822850505255953
ACH-000039,0.2894498087946375
ACH-000040,-0.0575725603803843
ACH-000041,0.06960520844461884
ACH-000042,-0.2073801250592377
ACH-000045,0.04193715062794917
ACH-000047,-0.012852007469523962
ACH-000052,0.07272478548639125
ACH-000053,-0.04543248565253527
ACH-000054,0.03034504338660957
ACH-000055,0.08914389070154052
ACH-000060,0.03237731161602828
ACH-000067,0.09492931271438752
ACH-000070,0.030326473121869518
ACH-000075,0.30481207683159306
ACH-000078,0.16527189535683662
ACH-000082,0.07967328367092204
ACH-000085,-0.006454558353748097
ACH-000086,0.056844730166614975
ACH-000087,0.22053783006715255
ACH-000092,0.045476532165434035
ACH-000095,0.07527605027188641
ACH-000097,0.07429612098432087
ACH-000098,0.035073514788740226
ACH-000099,0.08444358501820391
ACH-000108,-0.032492198088316084
ACH-000113,-0.01672331679626389
ACH-000116,0.10905814692419308
ACH-000118,-0.009523030543696352
ACH-000120,-0.15297171828871536
ACH-000123,-0.06561948929736687
ACH-000127,0.07702545855937214
ACH-000128,-0.016795543822949524
ACH-000132,0.192565075405526
ACH-000133,0.0040355835133428905
ACH-000137,-0.05859672949090405
ACH-000138,0.09382378032547292
ACH-000142,0.12635486819567548
ACH-000143,0.05936209078914805
ACH-000146,0.023489766426122244
ACH-000148,0.02646549087212156
ACH-000150,-0.11829280113278555
ACH-000152,0.0901171146638461
ACH-000153,-0.08653423437104467
ACH-000159,0.03590327403717361
ACH-000160,0.020149139586967842
ACH-000163,-0.11787492829023175
ACH-000167,-0.2262140233966308
ACH-000168,-0.15920926554670242
ACH-000169,-0.035387238324249976
ACH-000178,0.08169768875797702
ACH-000183,0.06375784007879384
ACH-000188,0.06395003065048617
ACH-000189,0.05793783644250599
ACH-000190,0.1317894091602709
ACH-000198,-0.14787304886915228
ACH-000203,0.7002325989998927
ACH-000204,0.12683226222181865
ACH-000206,-0.10053764517914764
ACH-000207,-0.010264924816189524
ACH-000208,0.1793633903545843
ACH-000210,0.06988287188360769
ACH-000211,0.11318715497184385
ACH-000215,0.051721823991576855
ACH-000221,-0.03958766467373765
ACH-000222,0.01668504175056599
ACH-000223,0.1372700585108
ACH-000226,0.2297900527835471
ACH-000227,0.11521624056940186
ACH-000228,-0.10941866349396688
ACH-000231,-0.07334198455797658
ACH-000232,-0.026093720935230248
ACH-000233,0.03032674548766802
ACH-000234,0.11675019460913368
ACH-000235,-0.005478257386666715
ACH-000237,0.02996634483469807
ACH-000238,-0.007639231786091578
ACH-000242,0.005330522452732045
ACH-000243,-0.04954898089158054
ACH-000244,0.1369266974397752
ACH-000246,-0.01315846724424441
ACH-000248,-0.08902285738529331
ACH-000250,0.05540977136428222
ACH-000251,0.027586519328057245
ACH-000252,-0.12089151506051507
ACH-000253,0.05703017044708283
ACH-000255,0.0025615868645316466
ACH-000256,0.12926438370147872
ACH-000257,-0.21786965977997547
ACH-000258,0.03997424271183755
ACH-000259,-0.043573078976626115
ACH-000260,0.028391184015414142
ACH-000261,0.020253053628734845
ACH-000262,-0.07941365498319078
ACH-000263,-0.12184973472666125
ACH-000264,-0.008049818540736737
ACH-000265,-0.004548939651777451
ACH-000266,0.002553001827039511
ACH-000272,-0.0597858134966201
ACH-000274,0.031240976767222886
ACH-000277,0.06643473358487732
