,STC2 (8614)
ACH-000004,0.17259934096833576
ACH-000005,0.10270442751910754
ACH-000007,0.06563053309743994
ACH-000009,0.009397680722466812
ACH-000011,0.08451468494675872
ACH-000012,0.10447336997110213
ACH-000013,0.19826708719620095
ACH-000014,0.04447077717628413
ACH-000015,0.06411303789464368
ACH-000017,0.16338897619815046
ACH-000018,-0.0016491380471806312
ACH-000019,0.058864458561200976
ACH-000021,0.01918910060584581
ACH-000022,0.08542920586805497
ACH-000025,0.06605012288239419
ACH-000028,0.1715885084460155
ACH-000030,0.10968906545857478
ACH-000035,0.023873236499091174
ACH-000036,0.04111657756676982
ACH-000037,0.016818296061391534
ACH-000039,0.07824882114841923
ACH-000040,0.03311171870807105
ACH-000041,0.049786180193695365
ACH-000042,-0.10728067969342593
ACH-000045,0.08363321732229953
ACH-000047,0.10191671643400332
ACH-000052,-0.16455316381542434
ACH-000053,0.004964565502662912
ACH-000054,0.06348495177614967
ACH-000055,0.014798149784155373
ACH-000060,-0.05915649904372493
ACH-000067,0.0010583579683179237
ACH-000070,0.10143225293348036
ACH-000075,0.04095018746255258
ACH-000078,0.1109779582801584
ACH-000082,0.010673110179105962
ACH-000085,0.133934946636588
ACH-000086,0.03796943441583114
ACH-000087,-0.10399882388563066
ACH-000092,0.07050644711707106
ACH-000095,0.05491485889534647
ACH-000097,-0.006177661300526722
ACH-000098,0.05889814778883293
ACH-000099,0.0707556991119075
ACH-000108,-0.04062379404809626
ACH-000113,0.04570810648796977
ACH-000116,0.1149505368179346
ACH-000118,0.056769340201358875
ACH-000120,0.09982762207475963
ACH-000123,0.018668365581483038
ACH-000127,-0.07913549663222548
ACH-000128,0.02993663254788106
ACH-000132,0.10557971114582704
ACH-000133,0.11165801872890303
ACH-000137,0.04935263719186945
ACH-000138,0.15001119132152305
ACH-000142,0.09337412080709677
ACH-000143,0.15534240534475086
ACH-000146,0.08425727177328199
ACH-000148,0.11599788514798764
ACH-000150,-0.06931217092028273
ACH-000152,0.03539762773040605
ACH-000153,0.021639939531866662
ACH-000159,0.0484729164748597
ACH-000160,-0.004326820905965973
ACH-000163,0.10877684568152812
ACH-000167,-0.3867845056656039
ACH-000168,-0.09870224808011342
ACH-000169,0.11147707074181384
ACH-000178,0.049370751329282286
ACH-000183,0.07810842067576892
ACH-000188,0.12498944261475298
ACH-000189,0.13186016155849636
ACH-000190,-0.14991170383348582
ACH-000198,0.052444061498208426
ACH-000203,-0.013009365107114704
ACH-000204,0.1940689442777285
ACH-000206,-0.03350829946506409
ACH-000207,0.003037024391826804
ACH-000208,-0.08805402909267328
ACH-000210,-0.10891042325721974
ACH-000211,0.03824292538775667
ACH-000215,0.0617301963381205
ACH-000221,0.022516369951485548
ACH-000222,0.1103183249554158
ACH-000223,0.03151861054199055
ACH-000226,0.12267322071206894
ACH-000227,0.03501924740546148
ACH-000228,0.10342306965586004
ACH-000231,0.01184958988203072
ACH-000232,-0.04048571213671204
ACH-000233,0.023687048654962968
ACH-000234,-0.009832859674428865
ACH-000235,0.030086462058003482
ACH-000237,0.060924355568451084
ACH-000238,0.11096361095939718
ACH-000242,0.05385347621957162
ACH-000243,0.06221853391672615
ACH-000244,0.13887414989509034
ACH-000246,0.16658257382598113
ACH-000248,0.031328480281372736
ACH-000250,-0.007397333639134717
ACH-000251,-0.16894514787287854
ACH-000252,0.1386441161983847
ACH-000253,0.061275395109418165
ACH-000255,0.18097820920466254
ACH-000256,0.11941065034545485
ACH-000257,-0.07882454739488734
ACH-000258,0.02262690649370258
ACH-000259,0.015434329901516618
ACH-000260,0.14161471619783375
ACH-000261,0.03289018933888357
ACH-000262,-0.05828532685055891
ACH-000263,0.150773997164584
ACH-000264,0.03991739602090686
ACH-000265,-0.004443218325676917
ACH-000266,-0.019701347667769938
ACH-000272,0.015376473067468775
ACH-000274,0.0719485951746319
ACH-000277,0.0004925540647570031
ACH-000278,0.09467957577734068
ACH-000279,-0.004982855664775821
ACH-000280,0.015725004848728318
ACH-000281,-0.1948350021132509
ACH-000288,0.12583674860896368
ACH-000291,0.14700296689354694
ACH-000293,0.08730116904293059
ACH-000294,0.018319121739648562
ACH-000295,0.057812703505601325
ACH-000296,0.019138601531311517
ACH-000302,0.037796175210969694
ACH-000304,0.08281659130872555
ACH-000307,0.018260746935875316
ACH-000308,0.053193299771879116
ACH-000310,-0.025673875906690062
ACH-000311,0.04363010061642232
ACH-000312,0.07405876795713097
ACH-000315,-0.24586557698656544
ACH-000316,0.07166142402086516
ACH-000317,0.02071055048799238
ACH-000318,-0.0034259167395982648
ACH-000319,0.14048386856485462
ACH-000320,-0.021773464192546086
ACH-000322,0.2775293474409947
ACH-000323,0.066547460330855
ACH-000324,0.035132121492434165
ACH-000329,0.018394255767282854
ACH-000330,0.03685166599255482
