,GRM7 (2917)
ACH-000004,0.06502828387710638
ACH-000005,-0.23936326423163085
ACH-000007,-0.020385575210175397
ACH-000009,-0.04269941574757576
ACH-000011,-0.031144333806593174
ACH-000012,-0.07769352607752117
ACH-000013,-0.01730192157043804
ACH-000014,0.11173766614149463
ACH-000015,0.02946088051570738
ACH-000017,-0.03956923385445516
ACH-000018,0.031583261169946475
ACH-000019,-0.06369109262720572
ACH-000021,-0.02149207931198174
ACH-000022,0.026318397674869445
ACH-000025,0.022639025376488108
ACH-000028,-0.0650830137687829
ACH-000030,-0.07296114161801986
ACH-000035,-0.020249759008803724
ACH-000036,-0.11381985896056633
ACH-000037,0.018358393522133108
ACH-000039,-0.08716671783422672
ACH-000040,-0.1490462974628378
ACH-000041,0.010306756050764813
ACH-000042,-0.04090725294213137
ACH-000045,0.049247982063539184
ACH-000047,-0.14070465471650004
ACH-000052,0.09048777966523933
ACH-000053,-0.08714401120800018
ACH-000054,-0.205070928336527
ACH-000055,-0.1173846105788812
ACH-000060,-0.1648687157874052
ACH-000067,-0.08958939171606367
ACH-000070,0.011617778235390834
ACH-000075,-0.07300981306225822
ACH-000078,-0.16385266995502387
ACH-000082,-0.008970292141099921
ACH-000085,0.10448802482305493
ACH-000086,-0.09746367526488817
ACH-000087,-0.0621556694519481
ACH-000092,-0.057072478733623436
ACH-000095,-0.13629229736113968
ACH-000097,-0.08580758598259045
ACH-000098,-0.05229124252232621
ACH-000099,-0.12322991427781012
ACH-000108,-0.05329155285002695
ACH-000113,0.013025028453459668
ACH-000116,-0.057396842119275135
ACH-000118,0.05410208781522118
ACH-000120,-0.012765413429194737
ACH-000123,0.011457363114724485
ACH-000127,-0.02041228721270397
ACH-000128,-0.02622894328726031
ACH-000132,-0.08453482010193683
ACH-000133,-0.061797815607784926
ACH-000137,-0.008784516781656027
ACH-000138,-0.07465369624622499
ACH-000142,-0.03569446707068702
ACH-000143,0.02038176824649119
ACH-000146,-0.056315011110462526
ACH-000148,-0.05373291860612322
ACH-000150,-0.2935060364424666
ACH-000152,0.057766021577315176
ACH-000153,-0.0314490511278788
ACH-000159,-0.05786206170846521
ACH-000160,0.023669625805239538
ACH-000163,-0.1449335691935176
ACH-000167,-0.22492899656005635
ACH-000168,-0.0008406969539571057
ACH-000169,0.027327397825151232
ACH-000178,-0.09800914019671014
ACH-000183,0.1122632325950677
ACH-000188,-0.010274726561691894
ACH-000189,-0.3219246018215464
ACH-000190,0.02812627252387077
ACH-000198,-0.0015354895480852206
ACH-000203,-0.1912399160132656
ACH-000204,-0.051237784398088564
ACH-000206,-0.05007217656382035
ACH-000207,0.028960983702955932
ACH-000208,-0.07326391927393623
ACH-000210,-0.1987048845423693
ACH-000211,-0.013092587130273113
ACH-000215,0.005056945934065738
ACH-000221,0.014968277098768553
ACH-000222,-0.013010820732809548
ACH-000223,-0.020650179707245826
ACH-000226,-0.03232567389846485
ACH-000227,-0.23161202219683286
ACH-000228,-0.10091187442009787
ACH-000231,0.003609945356409489
ACH-000232,-0.06616151711018046
ACH-000233,0.017492295876064087
ACH-000234,-0.04862436491736863
ACH-000235,-0.08573236307256807
ACH-000237,-0.04042235090500816
ACH-000238,-0.05505347809767559
ACH-000242,0.02523471952561016
ACH-000243,-0.03756972793825839
ACH-000244,0.0032359655567371685
ACH-000246,-0.14292768335845782
ACH-000248,-0.14252349147319845
ACH-000250,-0.06653055801600924
ACH-000251,-0.10303829489547303
ACH-000252,-0.08469468319943682
ACH-000253,-0.07975300642359863
ACH-000255,-0.020529345755834483
ACH-000256,-0.044826640497812334
ACH-000257,-0.06005209562301508
ACH-000258,-0.09642115570534876
ACH-000259,-0.06122967919186147
ACH-000260,-0.05395531807896767
ACH-000261,0.023168094076115343
ACH-000262,-0.10574077285439344
ACH-000263,-0.003401688665703336
ACH-000264,-0.09620390661358763
ACH-000265,0.04511385325151972
ACH-000266,-0.06389323685809467
ACH-000272,-0.03657272850558839
ACH-000274,-0.1231974633867703
ACH-000277,-0.24611006694062446
ACH-000278,-0.09398130256992426
ACH-000279,-0.09252812698619363
ACH-000280,-0.09423455339002376
ACH-000281,-0.0689929411801437
ACH-000288,-0.05780330658565585
ACH-000291,-0.1383324684209105
ACH-000293,0.02315968786580561
ACH-000294,0.03930862740105622
ACH-000295,0.17223268586605905
ACH-000296,-0.1510875574260119
ACH-000302,-0.00760643663720654
ACH-000304,-0.1895983328932702
ACH-000307,-0.10709990284243594
ACH-000308,-0.031155774324486688
ACH-000310,-0.3388160515015073
ACH-000311,0.06614859923318242
ACH-000312,-0.004213130680727155
ACH-000315,-0.043112868327139856
ACH-000316,-0.02707073622063966
ACH-000317,0.0008098720860803902
ACH-000318,-0.04659786593409217
ACH-000319,0.027166568065759858
ACH-000320,0.04286910951042023
ACH-000322,0.058325807924398974
ACH-000323,-0.03143366002693409
ACH-000324,-0.1358259127734276
ACH-000329,-0.10302205424424576
ACH-000330,0.055546232894718384
ACH-000331,-0.15541990847676504
ACH-000332,-0.06465392061691523
ACH-000334,-0.16618911387242385
ACH-000335,-0.0008469431131312214
ACH-000336,0.06844807129379726
ACH-000337,-0.14059050847786292
ACH-000338,0.12258049022434454
ACH-000339,-0.04430961375223068
ACH-000341,-0.007739206202956434
ACH-000348,-0.07001521536315163
ACH-000350,-0.07069307636072783
ACH-000352,-0.08545664265838175
ACH-000356,0.09104829178648537
ACH-000361,-0.0541696839494722
ACH-000362,-0.0833113851031942
ACH-000363,-0.04396313543889747
ACH-000364,-0.009193364442942305
ACH-000365,-0.09697464764147487
ACH-000366,-0.09965714003420632
ACH-000368,0.027110455894348937
ACH-000374,-0.031491358585973565
ACH-000375,-0.043604826977943316
ACH-000376,0.011693164446337764
ACH-000381,0.04019909675645572
ACH-000383,-0.03395736627652784
ACH-000387,-0.04515629873576154
ACH-000389,-0.002393119715005832
ACH-000390,-0.004751020053111235
ACH-000393,-0.024103943710809997
ACH-000395,0.02569817203702851
ACH-000396,-0.09394264646439902
ACH-000397,0.016740698312348708
ACH-000401,-0.09123969533850224
ACH-000402,-0.15672273349071694
ACH-000403,-0.09237319403093418
ACH-000404,-0.057115354066255994
ACH-000406,-0.08551881570355932
ACH-000407,-0.09758391369264108
ACH-000408,-0.060761921315452036
ACH-000410,-0.048898671934270915
ACH-000411,-0.14901677169851674
ACH-000414,-0.03371848925526541
ACH-000415,-0.05913256258374192
ACH-000416,-0.0732843152769867
ACH-000420,-0.05431344527265865
ACH-000421,-0.026032799521668884
ACH-000424,0.02197008530019005
ACH-000425,-0.060187755287744074
ACH-000426,-0.04096674280469839
ACH-000427,-0.037252757875629414
ACH-000433,-0.09569394775432992
ACH-000435,-0.08209244521339486
ACH-000436,-0.12346499882870116
ACH-000444,-0.1084656640109596
ACH-000445,-0.11551281462040752
ACH-000448,-0.00010662476260957513
ACH-000450,-0.1592251295451788
ACH-000452,-0.02265569702653332
ACH-000454,-0.1069920082844518
ACH-000458,0.00011879353678377358
ACH-000459,-0.05616673809875635
ACH-000460,-0.07244144297577189
ACH-000461,-0.04520148895515285
ACH-000463,-0.13654415362356848
ACH-000464,-0.047062060992502916
ACH-000466,-0.07419076853984352
ACH-000467,-0.17903028666859588
ACH-000468,-0.04566958425388128
ACH-000469,-0.10288064739541257
ACH-000470,0.002130074447100705
ACH-000471,-0.028438066149307512
ACH-000472,-0.046320879160280035
ACH-000473,0.05676266826095671
ACH-000475,0.008593809304520916
ACH-000476,0.014117572608032775
ACH-000477,0.05411163273069877
ACH-000479,0.011111406101573051
ACH-000480,-0.0638075410844386
ACH-000481,0.0244264587252141
ACH-000483,-0.061410545911334616
ACH-000484,-0.07188590532865673
ACH-000485,-0.054198378745803986
ACH-000486,-0.036494224450764334
ACH-000487,-0.11593179479696294
ACH-000488,-0.14794775255780593
ACH-000490,0.024419224530256592
ACH-000491,0.06989006247374155
ACH-000495,-0.2497683880807025
ACH-000496,0.009940486981155358
ACH-000499,-0.06651325225951712
ACH-000500,-0.193156494806722
ACH-000502,-0.01574133500966177
ACH-000503,0.16138020155673605
ACH-000505,0.02386303226991546
ACH-000507,-0.07635523700756577
ACH-000510,-0.006342965988240429
ACH-000511,-0.06394463644848736
ACH-000512,-0.12762037754525882
ACH-000516,-0.004727641707706981
ACH-000517,-0.06662941128677867
ACH-000518,0.03550146312103593
ACH-000520,-0.07987314190163855
ACH-000521,-0.01984307083193974
ACH-000522,0.058349062274128775
ACH-000524,-0.0888016760338767
ACH-000527,-0.10186018830640664
ACH-000528,-0.0935060642702078
ACH-000537,-0.10084324124983196
ACH-000541,-0.18027643976981828
ACH-000542,-0.10189983248101496
ACH-000544,-0.1540903663033926
ACH-000545,-0.015212629299475937
ACH-000547,-0.07953229599950531
ACH-000548,0.06885678001171329
ACH-000549,0.03333035054543131
ACH-000550,-0.12111370714315045
ACH-000552,-0.05868463972436588
ACH-000556,0.006286421490993971
ACH-000557,-0.0016392941397003324
ACH-000569,-0.016605065426181242
ACH-000570,0.011301526976299608
ACH-000571,-0.08832576168954652
ACH-000573,0.011666858543292464
ACH-000576,-0.0002255513030518185
ACH-000579,-0.0988807901430841
ACH-000580,-0.1342074398749355
ACH-000584,-0.08249206029759047
ACH-000585,-0.049289167073821125
ACH-000588,-0.07139113170586997
ACH-000589,-0.028688038889437963
ACH-000591,-0.02782874547735438
ACH-000593,-0.03195847181626379
ACH-000600,0.02146116343038935
ACH-000601,-0.09786280046245376
ACH-000605,-0.030868819417674893
ACH-000606,0.026667741702757087
ACH-000608,-0.05045258636606627
ACH-000614,-0.10577976353383796
ACH-000616,-0.045453249879986383
ACH-000618,0.08486491537475915
ACH-000619,-0.07584664176457316
ACH-000620,-0.1322048210592191
ACH-000621,-0.004202320809696016
ACH-000622,-0.15404446269269262
ACH-000623,-0.03387203826865303
ACH-000624,-0.038078438684852216
ACH-000627,-0.16948179467576654
ACH-000630,0.044658826746311706
ACH-000631,-0.07273253135083306
ACH-000632,-0.011938583004393462
ACH-000633,-0.11450719768071405
ACH-000637,-0.05615101406780003
ACH-000638,-0.03130984486336358
ACH-000646,-0.09457106811310242
ACH-000647,-0.0411574584203166
ACH-000648,-0.14196648346230445
ACH-000649,-0.06484889359042295
ACH-000651,-0.06081811096637658
ACH-000652,-0.13285097643517582
ACH-000653,0.012267658558258813
