,UBE2L3 (7332)
ACH-000004,-0.7570977084784836
ACH-000005,-0.7064808360023069
ACH-000007,-0.7129881184617534
ACH-000009,-0.6204206145190342
ACH-000011,-0.5026565107118955
ACH-000012,-0.8270098514568721
ACH-000013,-0.6947973957014151
ACH-000014,-0.7412758981404705
ACH-000015,-0.8546170663949364
ACH-000017,-0.7111171769847086
ACH-000018,-0.8063894029838095
ACH-000019,-0.4796021908270558
ACH-000021,-0.7707279945340403
ACH-000022,-0.6320564173764589
ACH-000025,-0.7181504893523877
ACH-000028,-0.5822823458903839
ACH-000030,-0.9356894305543796
ACH-000035,-0.5649633801544675
ACH-000036,-0.7640066175804141
ACH-000037,-0.7363456259176039
ACH-000039,-0.5425210652923619
ACH-000040,-0.7783621963972067
ACH-000041,-0.8690002654742642
ACH-000042,-0.8835737990709379
ACH-000045,-0.6884125281297403
ACH-000047,-0.721325488328208
ACH-000052,-0.752993855935675
ACH-000053,-0.6154393306340165
ACH-000054,-0.6520215447079692
ACH-000055,-0.7338675884499104
ACH-000060,-0.9298967776738044
ACH-000067,-0.8674288642463709
ACH-000070,-0.6813623497442415
ACH-000075,-0.482643906748282
ACH-000078,-0.6587095354238724
ACH-000082,-0.6333480654294623
ACH-000085,-0.8812674358734455
ACH-000086,-0.7549200011559805
ACH-000087,-0.8340517632565951
ACH-000092,-0.8875789287696818
ACH-000095,-0.8054179082150097
ACH-000097,-0.6993991991995592
ACH-000098,-0.5421688825740009
ACH-000099,-0.6635300208802177
ACH-000108,-0.6710999012831068
ACH-000113,-0.7318266808520945
ACH-000116,-0.6038479743596165
ACH-000118,-0.7896518882863072
ACH-000120,-0.8868707664953291
ACH-000123,-0.6982595068009939
ACH-000127,-0.5966549176388694
ACH-000128,-0.9028454910540102
ACH-000132,-0.7164723210560733
ACH-000133,-0.7092811459095106
ACH-000137,-0.7245433170753336
ACH-000138,-0.5958314801980982
ACH-000142,-0.8017355109692675
ACH-000143,-0.9017169883522616
ACH-000146,-0.6341321709115945
ACH-000148,-0.6504298388392381
ACH-000150,-0.745097310222528
ACH-000152,-0.5064437018490612
ACH-000153,-0.5634061391562745
ACH-000159,-0.6263918787226761
ACH-000160,-0.32447922486384256
ACH-000163,-0.7467927628110957
ACH-000167,0.18259732646997706
ACH-000168,-0.8893084403599159
ACH-000169,-0.6286061417090807
ACH-000178,-0.6743999004769033
ACH-000183,-0.817606851127782
ACH-000188,-0.8968792625947963
ACH-000189,-0.7781969542008405
ACH-000190,-0.3618196205491121
ACH-000198,-0.35364238469147385
ACH-000203,-0.8164169723802424
ACH-000204,-0.6584382718978554
ACH-000206,-0.5874589099376539
ACH-000207,-0.8891950407675471
ACH-000208,-0.552238992873545
ACH-000210,-0.4838711728105838
ACH-000211,-0.7113876729034673
ACH-000215,-0.5123162733912009
ACH-000221,-1.035539890791634
ACH-000222,-0.7835220759948113
ACH-000223,-0.7732966220671883
ACH-000226,-0.6455572139928212
ACH-000227,-0.6629810202227148
ACH-000228,-0.5831025507667197
ACH-000231,-0.44546374877928346
ACH-000232,-0.7813310895393599
ACH-000233,-0.78353752992116
ACH-000234,-0.7183510880635521
ACH-000235,-0.6495699963545539
ACH-000237,-0.5642888573017529
ACH-000238,-0.6642519720939931
ACH-000242,-1.0025411569029885
ACH-000243,-0.8401485875227419
ACH-000244,-0.6039786446226221
ACH-000246,-0.6712655351535096
ACH-000248,-0.6430354078218583
ACH-000250,-0.4603020880413661
ACH-000251,-0.8233421934905001
ACH-000252,-0.7150921113764809
ACH-000253,-0.8041760649529675
ACH-000255,-0.8081005632364158
ACH-000256,-0.8313323939572249
ACH-000257,-0.5383615702853488
ACH-000258,-0.6532929708171056
ACH-000259,-0.6077462077846074
ACH-000260,-0.4772822291116341
ACH-000261,-0.7828816817854726
ACH-000262,-1.0810773972113052
ACH-000263,-0.7049277643187478
ACH-000264,-0.9238870782395636
ACH-000265,-0.8890533301007819
ACH-000266,-0.6096342759753398
ACH-000272,-0.8312100344218106
ACH-000274,-0.4938600587517738
ACH-000277,-0.3191643298517478
ACH-000278,-0.5584219064831318
ACH-000279,-0.9747207012278696
ACH-000280,-0.7520282773404208
ACH-000281,-0.6667581778963853
ACH-000288,-0.8245440981388213
ACH-000291,-0.7571259663433604
ACH-000293,-0.6079701041470852
ACH-000294,-0.6025866624167535
ACH-000295,-0.37371113405191136
ACH-000296,-0.7878150085282973
ACH-000302,-0.8034450303682463
ACH-000304,-0.6144075663986587
ACH-000307,-0.6876753522986381
ACH-000308,-0.7503570344396555
ACH-000310,-0.6408709943470976
ACH-000311,-0.6364965827316391
ACH-000312,-0.674906471230345
ACH-000315,-0.7748495312578779
ACH-000316,-0.5640979135629205
