,IAH1 (285148)
ACH-000004,0.06306847893218928
ACH-000005,0.35688428903048186
ACH-000007,-0.004168338977413766
ACH-000009,-0.023252256551664168
ACH-000011,-0.013421930198126555
ACH-000012,0.013001667435428974
ACH-000013,-0.02898916310439582
ACH-000014,0.16719887202339573
ACH-000015,0.06426199241357501
ACH-000017,-0.07057561510415553
ACH-000018,0.10707639124732736
ACH-000019,-0.2283772723783236
ACH-000021,0.06755760255311209
ACH-000022,-0.08248776313860208
ACH-000025,-0.03134156981696397
ACH-000028,-0.1668286653076781
ACH-000030,0.013259033973965134
ACH-000035,0.06238034763447295
ACH-000036,-0.04293573206434879
ACH-000037,-0.11174382188003
ACH-000039,-0.07541188013630595
ACH-000040,-0.01831750964054373
ACH-000041,-0.08068188291040447
ACH-000042,0.03886704920191757
ACH-000045,0.05932189930734798
ACH-000047,0.15035902696329542
ACH-000052,0.1365635779589524
ACH-000053,-0.08793817726847981
ACH-000054,-0.05537688433049394
ACH-000055,-0.18117112163278776
ACH-000060,0.03072902891579727
ACH-000067,-0.012935031303438049
ACH-000070,-0.1250088026352522
ACH-000075,-0.06381425336488371
ACH-000078,-0.2816836797402484
ACH-000082,0.0006424671630523059
ACH-000085,-0.1120716580954265
ACH-000086,-0.02256604703094079
ACH-000087,-0.049115802273781546
ACH-000092,-0.1236077136245926
ACH-000095,0.011223532359814572
ACH-000097,-0.01901276427256984
ACH-000098,-0.09623906989440974
ACH-000099,-0.0848360146663875
ACH-000108,0.061415073970825726
ACH-000113,0.13178172914781847
ACH-000116,-0.08338969035994033
ACH-000118,0.013791208452844829
ACH-000120,0.010916714346439607
ACH-000123,0.08971775764253719
ACH-000127,0.017295008452704343
ACH-000128,-0.131262797056361
ACH-000132,0.0585675401234232
ACH-000133,-0.08056057066293623
ACH-000137,0.019122702072966888
ACH-000138,6.43349547986545e-05
ACH-000142,-0.14378772122038627
ACH-000143,-0.08887574099559112
ACH-000146,0.021800348230312582
ACH-000148,0.012486225429544293
ACH-000150,0.08514864456041656
ACH-000152,-0.07747695292252446
ACH-000153,0.22636169265700834
ACH-000159,0.0376895753203181
ACH-000160,-0.1332043838074523
ACH-000163,-0.04650825233198346
ACH-000167,0.01401405111531224
ACH-000168,-0.07160746754548775
ACH-000169,0.009358066165280995
ACH-000178,0.008915001881871745
ACH-000183,-0.014853178103980237
ACH-000188,0.06158701342748998
ACH-000189,-0.1171829361931576
ACH-000190,-0.07682170927461253
ACH-000198,0.031797806243060674
ACH-000203,0.4793891103739141
ACH-000204,-0.3846395472793687
ACH-000206,-0.19789547050905287
ACH-000207,-0.050867165859050746
ACH-000208,-0.10555604544474112
ACH-000210,-0.0999446409493248
ACH-000211,-0.05753258718187814
ACH-000215,-0.09256373243303097
ACH-000221,0.0638156428655759
ACH-000222,-0.2280790014833327
ACH-000223,-0.08264516278816851
ACH-000226,0.009730573950569229
ACH-000227,0.14535835280463555
ACH-000228,0.019725601773198518
ACH-000231,-0.007815148369257577
ACH-000232,0.0026254711147746072
ACH-000233,-0.12124121440430655
ACH-000234,-0.06540195041956504
ACH-000235,0.0479934051160582
ACH-000237,0.03737229373013985
ACH-000238,-0.2974199000166191
ACH-000242,0.16091193722330632
ACH-000243,0.02966093769468457
ACH-000244,0.20381236995383148
ACH-000246,0.08515012546896587
ACH-000248,-0.009530169765712564
ACH-000250,-0.049688749337243036
ACH-000251,0.08073255247031856
ACH-000252,0.09848682237421648
ACH-000253,0.0019230643704325726
ACH-000255,0.030902881913115094
ACH-000256,0.08988744562974024
ACH-000257,0.062106160811040874
ACH-000258,-0.0232339365165044
ACH-000259,-0.13645138936672696
ACH-000260,-0.15825103274354135
ACH-000261,-0.01956739589381256
ACH-000262,-0.26570398394435435
ACH-000263,-0.2690700689149177
ACH-000264,-0.01052607933488841
ACH-000265,0.0176038240878607
ACH-000266,0.006079512367027311
ACH-000272,-0.03686465840778464
ACH-000274,-0.04702981618829643
ACH-000277,0.001406905567942478
ACH-000278,0.03844692260199319
ACH-000279,0.004132705947550939
ACH-000280,0.032724454161732
ACH-000281,-0.01126189257668779
ACH-000288,-0.1087241213265956
ACH-000291,0.070121557061207
ACH-000293,0.06655272419672288
ACH-000294,0.1760569345589533
ACH-000295,0.10012710485783798
ACH-000296,0.04002815953150659
ACH-000302,0.008313566347222485
ACH-000304,-0.022313148339898944
ACH-000307,-0.01399751313819002
ACH-000308,0.015054501442277287
ACH-000310,-0.14813861353961855
ACH-000311,-0.04191902575639545
ACH-000312,-0.1642061292770906
ACH-000315,0.07498214927202862
ACH-000316,-0.13742973610591994
ACH-000317,0.00625067347848071
ACH-000318,-0.022003982231987962
ACH-000319,-0.015184475804582096
ACH-000320,0.14590469522778804
ACH-000322,-0.009513826668319205
ACH-000323,0.12328778910512465
ACH-000324,0.09138352715818512
ACH-000329,-0.03513974825776206
ACH-000330,0.010252413031058049
ACH-000331,-0.038022567962702064
ACH-000332,-0.047351203944409816
ACH-000334,-0.1304005568645629
ACH-000335,0.01221221189927712
ACH-000336,-0.17467829874011598
ACH-000337,-0.03011915977192013
ACH-000338,0.05297105766612529
ACH-000339,-0.07930446508321469
