,PRCP (5547)
ACH-000004,0.018492110720992782
ACH-000005,-0.09726638906171756
ACH-000007,0.07103913619888813
ACH-000009,-0.006580470233874808
ACH-000011,-0.0890451016359353
ACH-000012,0.08331663326655475
ACH-000013,0.021841583129720187
ACH-000014,0.02707311647246154
ACH-000015,0.059946810345524425
ACH-000017,0.02277173748028078
ACH-000018,-0.2108500696273168
ACH-000019,-0.02622265002546038
ACH-000021,0.07087465548137024
ACH-000022,-0.024795933654540272
ACH-000025,0.05921785384944405
ACH-000028,-0.2152633668264555
ACH-000030,0.0027222694503288404
ACH-000035,-0.03636099198903737
ACH-000036,-0.05353009987491532
ACH-000037,-0.0130647382585963
ACH-000039,-0.028571663071143994
ACH-000040,-0.03543748605848509
ACH-000041,0.0979366947679675
ACH-000042,-0.012089336330615805
ACH-000045,-0.11197386196527212
ACH-000047,0.05888740656948392
ACH-000052,-0.07211427380118594
ACH-000053,-0.0186105698282579
ACH-000054,-0.1124097363047282
ACH-000055,0.004313219580679329
ACH-000060,0.005353215852418039
ACH-000067,-0.2291818631178198
ACH-000070,-0.16312877008008306
ACH-000075,-0.20108458712245808
ACH-000078,-0.016361191386344308
ACH-000082,-0.025003117198217614
ACH-000085,0.06455808363122666
ACH-000086,-0.05998090610929619
ACH-000087,-0.12247297854463712
ACH-000092,-0.08774922754255593
ACH-000095,0.0007269295630003212
ACH-000097,-0.0969554603735962
ACH-000098,0.004303733445889094
ACH-000099,0.029778536100635782
ACH-000108,-0.09243984005551807
ACH-000113,0.034767908774190684
ACH-000116,-0.045657372740466766
ACH-000118,0.03163981976816668
ACH-000120,0.02582502070242333
ACH-000123,-0.09035646277344267
ACH-000127,-0.007217460871030973
ACH-000128,0.05314520876768503
ACH-000132,-0.08332592921691527
ACH-000133,-0.06087652409400113
ACH-000137,0.0045474536773836135
ACH-000138,-0.0018943885930000157
ACH-000142,0.059181177368228574
ACH-000143,-0.07519262266204782
ACH-000146,-0.0575479319118763
ACH-000148,0.021263110251166468
ACH-000150,-0.0067518193117028615
ACH-000152,0.036007220049045136
ACH-000153,-0.138139889702356
ACH-000159,-0.0922595039685553
ACH-000160,-0.1373108187341262
ACH-000163,0.05239150212568152
ACH-000167,-0.2509087155275301
ACH-000168,0.15709604785331868
ACH-000169,-0.012548937899968072
ACH-000178,-0.09307984960010522
ACH-000183,-0.1671656632293078
ACH-000188,-0.027343266930111455
ACH-000189,-0.3691227892374392
ACH-000190,-0.1288179993977316
ACH-000198,-0.07227062764389025
ACH-000203,-0.3448152268309852
ACH-000204,-0.040143208309878685
ACH-000206,-0.04997643516146071
ACH-000207,-0.16124492166195506
ACH-000208,-0.2932977232319661
ACH-000210,-0.4996424396763285
ACH-000211,0.039257293880476114
ACH-000215,-0.019098826693286133
ACH-000221,0.10891401431561357
ACH-000222,-0.07361751278261483
ACH-000223,-0.016003225090724243
ACH-000226,-0.13078399005542113
ACH-000227,-0.1335205753377605
ACH-000228,-0.22448425417402765
ACH-000231,-0.015869157397660143
ACH-000232,0.08819109701415068
ACH-000233,-0.05817903990211355
ACH-000234,0.010627984979888544
ACH-000235,-0.06950836035977959
ACH-000237,-0.15993163812046768
ACH-000238,0.06806601992545079
ACH-000242,-0.1783470165747165
ACH-000243,0.06668870415745988
ACH-000244,0.15993577550439134
ACH-000246,-0.1295794847714871
ACH-000248,0.05862575464516132
ACH-000250,-0.012849011206621895
ACH-000251,-0.17853802178382824
ACH-000252,0.16605500564995174
ACH-000253,-0.06701382274184546
ACH-000255,0.04047340388295805
ACH-000256,-0.053561245791976735
ACH-000257,0.13148495093988655
ACH-000258,-0.15110240331462516
ACH-000259,0.076430330792967
ACH-000260,-0.06320066498853022
ACH-000261,-0.015281667380773025
ACH-000262,-0.0021722065000698856
ACH-000263,-0.01679481168696292
ACH-000264,-0.03592177136264848
ACH-000265,0.056092827201571764
ACH-000266,0.02108012717734241
ACH-000272,-0.025990779903560603
ACH-000274,-0.1556672257888353
ACH-000277,-0.0026589767691604397
ACH-000278,-0.10443265203090096
ACH-000279,-0.11884947583868763
ACH-000280,0.12951203129670152
ACH-000281,0.10141084647554864
ACH-000288,-0.06682838105950681
ACH-000291,-0.07544261159183906
ACH-000293,-0.015468641354813791
ACH-000294,-0.08369643039729623
ACH-000295,0.06199283913682538
ACH-000296,0.15648488522122672
ACH-000302,0.02825451550065282
ACH-000304,-0.17652729686981933
ACH-000307,-0.0016790588687457546
ACH-000308,-0.18551502010736293
ACH-000310,-0.10632700799453497
ACH-000311,-0.02020276223783461
ACH-000312,-0.09065086384422592
ACH-000315,-0.0904887967503086
ACH-000316,-0.31518269010715466
ACH-000317,-0.06881692728071187
ACH-000318,0.10918665096169934
ACH-000319,-0.2050870412113512
ACH-000320,-0.06985256235147362
ACH-000322,-0.046295696778125
ACH-000323,0.013897660334639277
ACH-000324,-0.05573632940861775
ACH-000329,0.0924997729428086
ACH-000330,-0.04781928229215481
ACH-000331,0.01965402489575078
ACH-000332,-0.05854633351244815
ACH-000334,-0.1016205684505398
ACH-000335,-0.1182117458043072
ACH-000336,0.1741234344311818
ACH-000337,0.03276263171999473
ACH-000338,-0.14562989125413134
ACH-000339,-0.02936111271777388
ACH-000341,0.17661987072130952
ACH-000348,0.043781877331583854
ACH-000350,-0.10442958285583707
ACH-000352,0.004324322229028992
ACH-000356,-0.07217562544467053
ACH-000361,0.1466568546809202
ACH-000362,-0.020237403485084737
