,STRN3 (29966)
ACH-000004,-0.39689015197635225
ACH-000005,0.09222840861229152
ACH-000007,-0.19395857903549804
ACH-000009,-0.23978667454749705
ACH-000011,-0.15224961543013926
ACH-000012,-0.1473047964908035
ACH-000013,-0.17746146790993808
ACH-000014,-0.2917911775105077
ACH-000015,-0.09667591733115158
ACH-000017,-0.2553998889492756
ACH-000018,-0.17331155343143845
ACH-000019,-0.2444908566127178
ACH-000021,-0.2217357305685944
ACH-000022,-0.12121090739841656
ACH-000025,-0.2902717620972477
ACH-000028,-0.24278862291209455
ACH-000030,-0.2369734889239447
ACH-000035,-0.20282766374544145
ACH-000036,-0.14121324833693813
ACH-000037,-0.2539655877768824
ACH-000039,-0.19687405678752407
ACH-000040,-0.25787613531043924
ACH-000041,-0.1443102708567936
ACH-000042,-0.17378918296137294
ACH-000045,-0.19352483217215588
ACH-000047,-0.3729646517922242
ACH-000052,-0.27843747260324314
ACH-000053,-0.1696488377188171
ACH-000054,-0.3274059221989699
ACH-000055,-0.1860597600571746
ACH-000060,-0.5628393579366746
ACH-000067,-0.3846167491684995
ACH-000070,-0.3763596894045254
ACH-000075,-0.16152428548361758
ACH-000078,-0.10259542568764872
ACH-000082,-0.2799788651247927
ACH-000085,-0.36507072340834795
ACH-000086,-0.3095874955120449
ACH-000087,-0.1627109524209993
ACH-000092,-0.2663271355019584
ACH-000095,-0.2722363923174245
ACH-000097,-0.135164430935602
ACH-000098,-0.20292268603897515
ACH-000099,-0.18450204949807328
ACH-000108,-0.1748036454930023
ACH-000113,-0.13041377987772498
ACH-000116,-0.2368679903933056
ACH-000118,-0.27365009282066033
ACH-000120,-0.06960107184706503
ACH-000123,-0.2540499023603947
ACH-000127,-0.15172046201287304
ACH-000128,-0.18826895590654924
ACH-000132,-0.2413299455104519
ACH-000133,-0.4633368600254666
ACH-000137,-0.2322396965664144
ACH-000138,-0.38435170584586026
ACH-000142,-0.2693398535933877
ACH-000143,-0.14092905158838076
ACH-000146,-0.22050705738637416
ACH-000148,-0.2480086368723516
ACH-000150,-0.06136307163441364
ACH-000152,-0.3080764469109363
ACH-000153,-0.06715196347698622
ACH-000159,-0.2024219224753609
ACH-000160,-0.3431795352780235
ACH-000163,-0.41537844707296223
ACH-000167,-0.7055521807925279
ACH-000168,-0.08631840224320299
ACH-000169,-0.307329243881773
ACH-000178,-0.20500607006396349
ACH-000183,-0.2016052262186596
ACH-000188,-0.3990494181043716
ACH-000189,-0.1881136622030357
ACH-000190,-0.2779384110398098
ACH-000198,-0.40000548990642204
ACH-000203,-0.4155149686402474
ACH-000204,-0.44580346177727403
ACH-000206,-0.1910172358264371
ACH-000207,-0.3543527841496752
ACH-000208,-0.0747587234848578
ACH-000210,-0.0383317696897073
ACH-000211,-0.2509379586168722
ACH-000215,-0.2059466082319508
ACH-000221,-0.26275199027037843
ACH-000222,-0.1815973051412672
ACH-000223,-0.22072721745790924
ACH-000226,-0.19488041593684674
ACH-000227,-0.1797164140010551
ACH-000228,-0.20285163071531528
ACH-000231,-0.3505686829838969
ACH-000232,-0.34868157933234195
ACH-000233,-0.2329302191359192
ACH-000234,-0.06887003895003514
ACH-000235,-0.2922077939611232
ACH-000237,-0.11163495824691416
ACH-000238,-0.13214435331215832
ACH-000242,-0.2856045432481349
ACH-000243,-0.1966214747959736
ACH-000244,-0.3581341774552774
ACH-000246,-0.2329597347908026
ACH-000248,-0.30089479134956104
ACH-000250,-0.2820921172153911
ACH-000251,0.047819660099736164
ACH-000252,-0.2466896696231149
ACH-000253,-0.1473806979638105
ACH-000255,-0.20296631331262
ACH-000256,-0.42333867086021065
ACH-000257,-0.5604941002884011
ACH-000258,-0.3748690408494252
ACH-000259,-0.2763479428578188
ACH-000260,-0.37389407274883
ACH-000261,-0.2961182523359155
ACH-000262,-0.0828990869061256
ACH-000263,-0.06742743056346137
ACH-000264,-0.2743058637494
