,ARID3C (138715)
ACH-000363,-0.3075803327473789
ACH-000364,-0.2977855518544921
ACH-000365,-0.2901170198115611
ACH-000366,-0.34986419663780555
ACH-000368,-0.11783660652993552
ACH-000374,-0.2504283084394327
ACH-000375,-0.1029151235819198
ACH-000376,-0.16617498663387384
ACH-000381,0.008997434912907075
ACH-000383,-0.14655821366182814
ACH-000387,-0.3402294402290725
ACH-000389,-0.12613350773860094
ACH-000390,-0.16750790377172473
ACH-000393,-0.2836774631479829
ACH-000395,-0.11825907048443075
ACH-000396,0.20488615063186608
ACH-000397,-0.2457997109199644
ACH-000401,-0.17542787619052835
ACH-000402,-0.4434435701353937
ACH-000403,-0.3326654194967895
ACH-000404,-0.060548618517104164
ACH-000406,-0.17064053315112349
ACH-000407,-0.20647047624833492
ACH-000408,-0.031801980658443293
ACH-000410,-0.2661678632856258
ACH-000411,-0.1525366904990561
ACH-000414,-0.3365837705284138
ACH-000415,-0.2027784532377709
ACH-000416,-0.1328299146458326
ACH-000420,-0.1417739453897036
ACH-000421,-0.1932574973577796
ACH-000424,-0.27061611762457605
ACH-000425,-0.15467637915533755
ACH-000426,0.005880385395046231
ACH-000427,-0.31132573265844504
ACH-000433,-0.20528317101420174
ACH-000435,-0.2894760540718909
ACH-000436,-0.2614106494048126
ACH-000444,-0.2664100905411108
ACH-000445,-0.05513185051203024
ACH-000448,-0.25572290059683705
ACH-000450,-0.35015254093769466
ACH-000452,-0.21165762022654175
ACH-000454,-0.05595931540736394
ACH-000458,-0.18988670920316625
ACH-000459,-0.03266271119241625
ACH-000460,-0.08282938031817398
ACH-000461,-0.13664850774939627
ACH-000463,-0.2798649408755565
ACH-000464,-0.02617085222800864
ACH-000466,-0.3294757278629177
ACH-000467,-0.1866896106303963
ACH-000468,-0.2752139094458834
ACH-000469,-0.2141034167804995
ACH-000470,-0.14447984657420332
ACH-000471,-0.10828585038769346
ACH-000472,-0.13193680336722985
ACH-000473,-0.16369366548980127
ACH-000475,-0.2622776579998552
ACH-000476,-0.2610647310190766
ACH-000477,-0.1507573157696613
ACH-000479,-0.0739468403625711
ACH-000480,-0.3244150028182549
ACH-000481,-0.0896718088158377
ACH-000483,-0.19338908514752146
ACH-000484,-0.3190601173982741
ACH-000485,-0.2159547396717656
ACH-000486,-0.2308996241514644
ACH-000487,-0.3514142200537828
ACH-000488,-0.25207221198806024
ACH-000490,-0.17576049121834947
ACH-000491,-0.23665206678050996
ACH-000495,-0.15187899753111908
ACH-000496,-0.30519396124579784
ACH-000499,-0.12659372226919152
ACH-000500,-0.042310026430972335
ACH-000502,-0.3044488314136271
ACH-000503,-0.22461829483014573
ACH-000505,-0.21474477210142293
ACH-000507,-0.21677935039862128
ACH-000510,-0.08450816064102694
ACH-000511,-0.216898686669072
ACH-000512,0.05977458932775626
ACH-000516,-0.33947312757878995
ACH-000517,-0.2921411169376209
ACH-000518,-0.1803584671703664
ACH-000520,-0.28906074571358964
ACH-000521,-0.2715642013356037
ACH-000522,-0.01821212085310648
ACH-000524,-0.1628878748387974
ACH-000527,-0.11845484539594625
ACH-000528,-0.11841508727549377
ACH-000537,-0.284474866723207
ACH-000541,-0.210479531818002
ACH-000542,-0.24214665141238986
ACH-000544,-0.13567906360018256
ACH-000545,-0.1188945530522828
ACH-000547,-0.057176482461511836
ACH-000548,-0.0979202443019448
ACH-000549,-0.07141641235574242
ACH-000550,-0.180324562230598
ACH-000552,-0.15267944051523769
ACH-000556,-0.16662937124840002
ACH-000557,-0.15501742035825972
ACH-000569,-0.2712414903480538
ACH-000570,-0.15895866633298375
ACH-000571,-0.12391970355444425
ACH-000573,-0.16291892301565114
ACH-000576,-0.17994105073778538
ACH-000579,-0.08199054870421034
ACH-000580,-0.15066671113641636
ACH-000584,-0.1500536606369745
ACH-000585,-0.15383691799107954
ACH-000588,0.0039554624526415005
ACH-000589,-0.14201311773963268
ACH-000591,-0.3053570552458724
ACH-000593,-0.0823172338809526
ACH-000600,-0.08358359937120036
ACH-000601,-0.3035405898079913
ACH-000605,-0.15237215727678607
ACH-000606,-0.38500197636067096
ACH-000608,-0.251398431866925
ACH-000614,-0.27527856860176114
ACH-000616,-0.41667282238059977
ACH-000618,-0.13451886922670658
ACH-000619,-0.20066999153910364
ACH-000620,0.0006781690754096038
ACH-000621,-0.14340242011670531
ACH-000622,-0.20245844822695852
ACH-000623,-0.2053328828017371
ACH-000624,-0.1818884825208392
ACH-000627,-0.17620249155124504
ACH-000630,-0.2257955476013888
ACH-000631,-0.21759857378685374
ACH-000632,-0.13332044101536827
ACH-000633,-0.060003189482471575
ACH-000637,-0.022500700534465533
ACH-000638,-0.2895040192481509
ACH-000646,-0.2726892324004448
ACH-000647,-0.2811138714522673
ACH-000648,-0.20677983959946994
ACH-000649,-0.14709350676252167
ACH-000651,-0.1992712215433935
ACH-000652,0.041038877453574006
ACH-000653,-0.3753116935903925
ACH-000657,-0.28753224277009903
ACH-000658,-0.18072013726835204
ACH-000661,-0.17164302649804233
ACH-000662,0.08238143901805765
ACH-000663,-0.1701161143810886
ACH-000665,-0.1373436111321824
ACH-000671,-0.2568352602546134
ACH-000672,-0.3331611855241171
ACH-000673,-0.20997158379397826
ACH-000676,-0.31430034033795
ACH-000677,-0.0954494694205353
ACH-000681,0.0014539245595779212
ACH-000683,-0.23846404325843465
ACH-000684,-0.2836115269409468
ACH-000688,-0.05015599317268225
ACH-000693,-0.1995208691245713
ACH-000694,-0.2000792820398076
ACH-000695,-0.17642359275208305
ACH-000696,-0.2923684411132156
ACH-000697,-0.3317523907178202
ACH-000699,-0.2756204628079297
ACH-000701,-0.1282418905795821
ACH-000706,-0.1423369410228001
ACH-000711,-0.34052888507893186
ACH-000713,-0.21209415164255702
ACH-000714,-0.08108975076544653
ACH-000718,-0.3789170795608519
ACH-000720,-0.1198294189426172
ACH-000721,-0.17421466207538525
ACH-000724,-0.3193365193023465
ACH-000725,-0.03972841835563201
ACH-000732,-0.06735934383375004
ACH-000734,-0.06709731893717724
ACH-000735,-0.09935634682927814
ACH-000736,-0.168627729204999
ACH-000738,-0.2512669046711358
ACH-000746,-0.10593774299978397
ACH-000747,-0.22215961231791814
ACH-000748,-0.0912280926682034
ACH-000753,-0.11570434220324036
ACH-000756,-0.3071375587826807
ACH-000757,-0.3195592073226973
ACH-000758,-0.258562716172803
ACH-000760,-0.1663567420140129
ACH-000762,-0.19603721717531145
ACH-000763,-0.2680675460885242
ACH-000764,-0.17472022739162327
ACH-000765,-0.3741985631208908
ACH-000766,-0.19439037987522215
ACH-000767,-0.32173712968138346
ACH-000768,-0.24852649769136834
ACH-000769,-0.11547766968996385
ACH-000770,-0.2875446858116959
ACH-000771,-0.14292072734403227
ACH-000773,-0.032974754985328134
ACH-000776,-0.03851698682143604
ACH-000777,-0.3115465773359555
ACH-000778,-0.07026276006377966
ACH-000781,-0.12713180423110287
ACH-000782,-0.229217945860494
ACH-000783,-0.19199714937264264
ACH-000784,-0.23663378737306925
ACH-000785,-0.1815260555181439
ACH-000787,-0.10457855502104693
ACH-000788,-0.234377373708784
ACH-000791,-0.12447149994916636
ACH-000792,-0.24035894337664446
ACH-000794,-0.19773936624942295
ACH-000796,-0.20193711740966805
ACH-000798,-0.2876132715916995
ACH-000799,-0.21510936886155269
ACH-000800,-0.16982741839079227
ACH-000802,-0.25332940675608706
ACH-000804,-0.1590099816632755
ACH-000805,-0.13797189230694387
ACH-000809,-0.11875695085630066
ACH-000810,-0.4122156175872821
ACH-000811,-0.17414840244600371
ACH-000817,-0.14630579559502044
ACH-000819,-0.3095175636439001
ACH-000820,-0.3433560925582627
ACH-000821,-0.08243749243905893
ACH-000822,-0.11716133504694302
ACH-000823,-0.20111099379092112
ACH-000824,-0.09834383973196724
ACH-000827,-0.26669995282146497
ACH-000829,-0.1268960804248417
ACH-000831,-0.1803985500703372
ACH-000832,-0.3261380439016087
ACH-000833,-0.08082126781024428
ACH-000834,-0.14233420990734527
ACH-000835,-0.10795837378030622
ACH-000836,0.049613974128150745
ACH-000837,-0.17210082249720454
ACH-000838,-0.20765795925575206
ACH-000839,-0.1846241974668143
ACH-000840,-0.2771813448878587
ACH-000841,-0.056990834498908224
ACH-000843,-0.30582003609176195
ACH-000846,-0.2776684288050305
ACH-000847,-0.1754498071836961
ACH-000848,-0.2312054857625817
ACH-000849,-0.16096872176518032
ACH-000851,-0.212101396478518
ACH-000855,-0.4595988675134711
ACH-000856,-0.07684552448953813
ACH-000858,-0.2019546057481533
ACH-000859,-0.12423388518949892
ACH-000861,-0.2794527692788628
ACH-000862,-0.08284374474012313
ACH-000865,-0.06262294885989332
ACH-000866,-0.2856325747677877
ACH-000867,-0.14586302365185766
ACH-000869,-0.16547934516674986
ACH-000872,-0.1403420315147415
ACH-000873,-0.28547065356415857
ACH-000876,-0.23638009244040065
ACH-000878,-0.29627923310912235
ACH-000880,-0.2018265077863343
ACH-000881,-0.12270776040131187
ACH-000882,-0.057733382777853885
ACH-000884,-0.008319737684798458
ACH-000885,-0.28906713609221685
ACH-000887,-0.08718891765964984
ACH-000889,-0.13774737323549066
ACH-000896,-0.2746125050093217
ACH-000898,-0.07475071716690454
ACH-000900,-0.3198039635545753
ACH-000901,-0.1849901749162548
ACH-000905,-0.04984122037732165
ACH-000906,-0.18442777967455615
ACH-000907,-0.12039846742841533
ACH-000910,-0.14708914111164645
ACH-000911,-0.22334593441623135
ACH-000912,-0.1464558683497329
ACH-000913,-0.16282338856671666
ACH-000915,-0.02527478982792852
ACH-000916,-0.16546387202134644
ACH-000917,-0.2020944908806801
ACH-000920,0.05364288691399535
ACH-000921,-0.10286053304819777
ACH-000924,-0.13552933762833255
ACH-000926,-0.3761787908173656
ACH-000928,-0.36747381962851794
ACH-000929,-0.3141894353082369
ACH-000932,-0.1844374725105404
ACH-000935,-0.018029737229136412
ACH-000936,-0.2700741027832395
ACH-000937,-0.3346679793070938
ACH-000938,-0.1411520198140255
ACH-000939,0.18385312783606736
ACH-000941,-0.05881625089598811
ACH-000943,-0.09065963624614697
ACH-000946,-0.2782478450074951
ACH-000947,-0.16318946181331134
ACH-000948,-0.21404613344854445
ACH-000950,-0.03857696591962816
ACH-000953,-0.24815671039470003
ACH-000954,0.14747025070984648
ACH-000957,-0.3193606771899271
ACH-000958,-0.4177439419244945
ACH-000960,-0.3759022467584529
ACH-000963,-0.3341894565807045
ACH-000968,-0.19491242434657444
ACH-000969,-0.35285838777362283
ACH-000972,-0.4459209995419497
ACH-000973,-0.2127275565567967
ACH-000974,-0.21874895650805445
ACH-000978,-0.11121588549192654
ACH-000984,-0.2559336082879181
ACH-000986,-0.25836344362893504
ACH-000988,-0.1364433354431707
ACH-000993,-0.2078580703403095
ACH-000994,-0.15663308831143646
ACH-000996,-0.36598170929161183
ACH-001001,-0.2059365645327529
ACH-001020,0.05006977942476591
ACH-001028,-0.10420633689287084
ACH-001031,-0.16483501430570285
ACH-001038,-0.14928149517964467
ACH-001048,-0.13195240033837902
ACH-001050,-0.10047505307312177
ACH-001053,-0.05220913928487875
ACH-001054,-0.21790837337205388
ACH-001061,-0.15804379578070374
ACH-001067,-0.23384240313575405
ACH-001075,-0.1742111897427953
ACH-001096,-0.3469173630296808
ACH-001111,-0.06491627034830344
ACH-001119,-0.163521807157824
ACH-001128,0.6981755823568652
ACH-001134,-0.1331500909712465
ACH-001151,-0.2482737116248065
ACH-001163,-0.10936448703613127
ACH-001164,-0.16609981471174953
ACH-001183,-0.22064887261037236
ACH-001192,-0.2787131989788431
ACH-001193,-0.13039051363052045
ACH-001196,-0.3316131758726456
ACH-001197,-0.1893424180938288
ACH-001205,-0.2599059577901993
ACH-001211,-0.1862882241733866
ACH-001212,-0.23660566545593514
ACH-001228,-0.3193421114226104
ACH-001232,-0.1535830822986108
ACH-001239,-0.27748537687940483
ACH-001270,-0.22152831256382674
ACH-001274,-0.24952587431909115
ACH-001275,-0.22656624535345166
ACH-001277,-0.009095467063411165
ACH-001278,-0.3694348847492039
ACH-001280,-0.2424663126436684
ACH-001283,-0.09003659073659318
ACH-001289,-0.3062745315882413
ACH-001300,-0.3320570596289128
ACH-001301,-0.426638595468996
ACH-001302,-0.03013107110384885
ACH-001306,-0.19611079568754236
ACH-001318,-0.21850926414878707
ACH-001322,-0.2515422005918912
ACH-001328,-0.1381095923326016
ACH-001332,-0.4960148581743605
ACH-001336,0.007963360155253544
ACH-001346,-0.191286923275222
ACH-001353,-0.21328157456951516
ACH-001354,-0.03985873254153829
ACH-001367,-0.3270587685310743
ACH-001368,-0.2409936492867693
ACH-001374,-0.2024617774976088
ACH-001377,-0.25001116106495885
ACH-001380,-0.11944970143359245
ACH-001391,-0.04232809199024125
ACH-001408,-0.19913390388125266
ACH-001430,-0.3683763043755185
ACH-001431,-0.17800932101963518
ACH-001450,-0.11407924439160508
ACH-001496,0.06664692478669718
ACH-001500,0.2014784801779654
ACH-001523,-0.5014866503368189
ACH-001532,-0.3266523825016853
ACH-001550,-0.026958752830304702
ACH-001552,-0.22157135071724526
ACH-001554,-0.33825170524534354
ACH-001654,-0.27631374831860284
ACH-001735,-0.28439468154387165
ACH-001736,-0.24987940809442225
ACH-001737,-0.3739929534640029
ACH-001740,-0.015250068874816896
ACH-001745,-0.22824475663331434
ACH-001765,-0.09189671335935408
