,SPON2 (10417)
ACH-000004,-0.060428697705382776
ACH-000005,-0.0389052887150882
ACH-000007,0.05792305748331952
ACH-000009,-0.006286054109295281
ACH-000011,0.03178486212406149
ACH-000012,0.005713707448242085
ACH-000013,0.11796498916115128
ACH-000014,0.045296216983060814
ACH-000015,0.07135967814128011
ACH-000017,-0.019850741343546408
ACH-000018,-0.1328554845711248
ACH-000019,0.06008707557633035
ACH-000021,0.16494906726538622
ACH-000022,-0.1517394675984058
ACH-000025,0.0910687975030091
ACH-000028,0.2484325703530393
ACH-000030,0.07946774518422281
ACH-000035,0.07916181584242618
ACH-000036,0.1562501578687556
ACH-000037,0.06117539605697675
ACH-000039,0.11180995366428002
ACH-000040,-0.20998384478903495
ACH-000041,0.07416769284075163
ACH-000042,0.028690469374638188
ACH-000045,-0.022887536300458325
ACH-000047,-0.0014299675877970858
ACH-000052,0.1600969031414491
ACH-000053,0.12013546968719573
ACH-000054,0.110662838114382
ACH-000055,-0.004148826758009801
ACH-000060,-0.04183270389760407
ACH-000067,0.05887509125502695
ACH-000070,0.34023105667495845
ACH-000075,0.15003768719942798
ACH-000078,0.0516554794073803
ACH-000082,0.2364803724557465
ACH-000085,0.15666894297483588
ACH-000086,0.17312627925435534
ACH-000087,-0.022371971370640904
ACH-000092,0.1499268427439708
ACH-000095,-0.010219006858249594
ACH-000097,0.030561281722879113
ACH-000098,0.12843450813277638
ACH-000099,0.1032161213197581
ACH-000108,-0.17245566001335616
ACH-000113,0.0419759773218514
ACH-000116,0.12578090101034275
ACH-000118,0.018501203066597083
ACH-000120,0.01913696385110984
ACH-000123,0.007620302188856981
ACH-000127,0.033989125073835794
ACH-000128,0.19337705734880808
ACH-000132,0.2583580567083084
ACH-000133,0.0074014885306403185
ACH-000137,0.13112004584669795
ACH-000138,0.1299215394188143
ACH-000142,0.026287407505782925
ACH-000143,0.04132117438894745
ACH-000146,0.1135392431153281
ACH-000148,0.09809678314757073
ACH-000150,0.07197010678335247
ACH-000152,0.06961669283742529
ACH-000153,-0.2371842220218437
ACH-000159,0.21668801816193292
