,GDNF (2668)
ACH-000004,-0.2659571157582721
ACH-000005,-0.05701372569274955
ACH-000007,-0.22820693444179
ACH-000009,0.08801711519150254
ACH-000011,-0.06404874206359104
ACH-000012,-0.03828222543679741
ACH-000013,0.04169627761950511
ACH-000014,-0.05594941108486592
ACH-000015,-0.18521792222944314
ACH-000017,0.005915236561960679
ACH-000018,-0.0677066637718442
ACH-000019,0.11557714091549914
ACH-000021,0.07835606245434673
ACH-000022,0.09763602067316056
ACH-000025,0.0037453888412936616
ACH-000028,0.047916890643212515
ACH-000030,0.10907085168591857
ACH-000035,-0.10334487084627557
ACH-000036,0.10970762220328373
ACH-000037,0.04146193484036313
ACH-000039,0.04393154845189472
ACH-000040,-0.07368305889814968
ACH-000041,0.0930949400761575
ACH-000042,-0.03938497684925209
ACH-000045,0.141285245503602
ACH-000047,0.009745833480905157
ACH-000052,0.1517595969814064
ACH-000053,0.04040074641510908
ACH-000054,0.004140373215800836
ACH-000055,0.16964879120234208
ACH-000060,-0.1300108002854689
ACH-000067,0.0033872445885298657
ACH-000070,-0.3473376511298007
ACH-000075,0.012459147924182935
ACH-000078,0.035140755654387935
ACH-000082,0.047195552057561097
ACH-000085,0.2078666772480585
ACH-000086,-0.0038774311779039006
ACH-000087,0.05554412972979039
ACH-000092,-0.10145275582406854
ACH-000095,-0.17032320618824184
ACH-000097,-0.039775608959738896
ACH-000098,0.05927519992194295
ACH-000099,0.0576044219865767
ACH-000108,0.15034718479663664
ACH-000113,-0.06366918428117717
ACH-000116,-0.13654412193733226
ACH-000118,0.009554532238475471
ACH-000120,0.05673798953739266
ACH-000123,-0.006985423057387704
ACH-000127,-0.13705630755637452
ACH-000128,0.01780248045170417
ACH-000132,0.047701918822200685
ACH-000133,0.08384575276313194
ACH-000137,0.07756895846889153
ACH-000138,-0.03249875793516744
ACH-000142,0.060203413276925286
ACH-000143,-0.05562949035996837
ACH-000146,-0.047532463022113086
ACH-000148,-0.026785767889387916
ACH-000150,0.025794910154088774
ACH-000152,0.04118564310871335
ACH-000153,0.23139360720931154
ACH-000159,0.022987449517844944
ACH-000160,0.027364919531300567
ACH-000163,0.12478858608927924
ACH-000167,0.36850412224010265
ACH-000168,0.0831118329527537
ACH-000169,-0.021746936562873662
ACH-000178,-0.1093064278564704
ACH-000183,-0.004109198913064495
ACH-000188,0.008679829471711238
ACH-000189,0.2514078584173885
ACH-000190,0.056347106255962814
ACH-000198,-0.031908744906943134
ACH-000203,0.806598573879587
ACH-000204,-0.021068980674025104
ACH-000206,0.10654692316679716
ACH-000207,-0.29588662623368944
ACH-000208,-0.01400311243758391
ACH-000210,-0.08797877325357742
ACH-000211,0.05501444745744016
ACH-000215,-0.041545507693679005
ACH-000221,-0.13354369330321905
ACH-000222,0.06350011343626105
ACH-000223,0.003372502505820159
ACH-000226,-0.08658841524018354
ACH-000227,-0.051748399843532716
ACH-000228,-0.04659009561977012
ACH-000231,-0.043698434218162836
ACH-000232,0.003464295066814225
ACH-000233,0.08597024174569569
ACH-000234,0.05479169306211875
ACH-000235,0.02043619677321321
ACH-000237,-0.0035080572483856863
ACH-000238,-0.03869306000469616
ACH-000242,0.08369041261100219
ACH-000243,0.028916211672352064
ACH-000244,-0.08407361358660237
ACH-000246,0.03604413887839095
ACH-000248,0.20291943201019827
ACH-000250,0.009673773389537552
ACH-000251,-0.018469138984461186
ACH-000252,-0.04980928918690171
ACH-000253,0.07153297024883014
ACH-000255,0.07277555546788791
ACH-000256,0.11027024783764863
ACH-000257,-0.4233168406710667
ACH-000258,0.09671942089626648
ACH-000259,0.0013428406336005387
ACH-000260,0.11796933168429515
ACH-000261,0.010485057552240804
ACH-000262,0.08569712247458425
ACH-000263,-0.13949153975287146
ACH-000264,0.03650384745473475
ACH-000265,-0.10512775345052518
ACH-000266,-0.02748237200193353
ACH-000272,0.13042071030892702
ACH-000274,0.012294884186945687
ACH-000277,0.05776444330177514
ACH-000278,-0.03907669591185632
ACH-000279,-0.0975596383220402
ACH-000280,0.16597281750731638
ACH-000281,-0.06551985733863044
ACH-000288,-0.003072351640081273
ACH-000291,-0.08381343951702637
ACH-000293,0.06201568073875061
ACH-000294,0.03860111973177203
ACH-000295,-0.059512581535196236
ACH-000296,0.06174462192727999
ACH-000302,0.045934475746297415
ACH-000304,0.175826331963998
ACH-000307,0.09644840111964954
ACH-000308,-0.014048069178464951
ACH-000310,0.044069572744277564
ACH-000311,-0.04263743993517309
ACH-000312,-0.011052326112897954
ACH-000315,0.1273421341213824
ACH-000316,0.019988457951188168
ACH-000317,0.1062425062150983
ACH-000318,0.19179322106392171
ACH-000319,0.08918914653681394
ACH-000320,-0.09077705979964457
ACH-000322,0.02057716513028226
ACH-000323,-0.016476841760520264
ACH-000324,0.033281458504550436
ACH-000329,0.01802992272787701
ACH-000330,0.16922627603823165
ACH-000331,-0.1133074286732082
ACH-000332,-0.046471072908905516
ACH-000334,0.15858021134738348
ACH-000335,0.08881198124249713
ACH-000336,-0.23521233727026455
ACH-000337,0.06871052489201304
ACH-000338,-0.09768165614370763
ACH-000339,0.018350172430986668
ACH-000341,-0.002135772157647452
ACH-000348,-0.13671127968239488
ACH-000350,-0.09849870955310916
ACH-000352,0.01994829274232585
ACH-000356,0.0628486976740238
ACH-000361,0.10140956194791788
ACH-000362,0.03460090144105486
ACH-000363,0.010332592405295759
ACH-000364,-0.023240312146787203
ACH-000365,0.015815758570522757
ACH-000366,0.1284249868883036
ACH-000368,-0.06691807720999518
ACH-000374,0.05545881312174966
ACH-000375,-0.13846318266561894
ACH-000376,0.01981272468774265
ACH-000381,0.004163161086066723
ACH-000383,-0.011814214318831794
ACH-000387,0.06343362656953833
ACH-000389,-0.07664716754125214
ACH-000390,0.0067794930736979975
ACH-000393,0.001227342509784335
ACH-000395,0.06015783813656157
ACH-000396,-0.6410731150767579
ACH-000397,-0.15747911612731447
ACH-000401,-0.01965603449565529
ACH-000402,0.12565816573168034
ACH-000403,0.08571594631489038
ACH-000404,-0.17016048467587716
ACH-000406,-0.0267930462607285
ACH-000407,0.13605226380448726
ACH-000408,0.09506139477310292
ACH-000410,0.035362849560661234
ACH-000411,0.03521572468169222
ACH-000414,-0.09694266958754533
ACH-000415,0.007905735149712021
ACH-000416,-0.02701778274584069
ACH-000420,-0.1034746388362876
ACH-000421,0.05690165849463087
ACH-000424,-0.042765966818927074
ACH-000425,-0.15008732738984487
ACH-000426,-0.12334151570094246
ACH-000427,-0.20296115716030427
ACH-000433,0.2873678653877579
ACH-000435,0.03736060652435354
ACH-000436,-0.02274996139541512
ACH-000444,-0.07291214866908934
ACH-000445,-0.18388476201501616
ACH-000448,-0.08786577720993506
ACH-000450,0.04038358684968675
ACH-000452,0.04788719539048942
ACH-000454,0.022540000787776727
ACH-000458,0.008035031859662473
ACH-000459,-0.09667115276675003
ACH-000460,-0.024280991158207355
ACH-000461,0.07403937149879937
ACH-000463,0.1881125272716037
ACH-000464,-0.08187437056025168
ACH-000466,0.06502334455033285
ACH-000467,-0.2465379210064106
ACH-000468,0.17957011649698906
ACH-000469,-0.0003828413312486443
ACH-000470,-0.14759608730809062
ACH-000471,0.07139735790336463
ACH-000472,-0.04479278559477705
ACH-000473,0.14052899717601916
ACH-000475,0.02962735315475858
ACH-000476,-0.0733540649352644
ACH-000477,-0.1243875932191312
ACH-000479,0.07560533179434502
ACH-000480,0.07117409712688383
ACH-000481,-0.07400443406439727
ACH-000483,-0.04932972794884758
ACH-000484,0.06299912091459244
ACH-000485,-0.09736838043984304
ACH-000486,0.07067202720675933
ACH-000487,0.021957809860361624
ACH-000488,-0.0905408914472838
ACH-000490,0.017496627778459305
ACH-000491,-0.10240435565477612
ACH-000495,0.03592864842239955
ACH-000496,0.13714867103159153
ACH-000499,0.04861135635256564
ACH-000500,0.30107102439389216
ACH-000502,0.06224087899193453
ACH-000503,0.2816480945565309
ACH-000505,0.07578275629971515
ACH-000507,-0.06483059864032954
ACH-000510,0.01043594109075162
ACH-000511,0.0054548416139759475
ACH-000512,0.1513267110743133
ACH-000516,0.00226062208758265
ACH-000517,0.03803820139154871
ACH-000518,-0.04451363919896862
ACH-000520,0.027011090777596086
ACH-000521,-0.01853345758402767
ACH-000522,-0.1041691797536204
ACH-000524,0.07795131472675955
ACH-000527,-0.010165601365792313
