,APCDD1 (147495)
ACH-000004,0.1761051752639288
ACH-000005,0.3393532283764401
ACH-000007,0.20249912501275055
ACH-000009,0.13898676818103292
ACH-000011,0.0426224130616241
ACH-000012,0.1905784762632063
ACH-000013,0.20408068854264108
ACH-000014,0.2497858089426575
ACH-000015,0.2860364837102305
ACH-000017,0.04675557572143461
ACH-000018,0.25635686868228524
ACH-000019,0.11882576009106215
ACH-000021,0.12686274558631053
ACH-000022,0.08297444847459927
ACH-000025,0.09835939035053233
ACH-000028,0.10689731411812624
ACH-000030,0.188969665393914
ACH-000035,0.0686333009968876
ACH-000036,-0.02520577692345552
ACH-000037,0.01505854358961076
ACH-000039,-0.07631789713673867
ACH-000040,-0.03127055310705905
ACH-000041,0.1103448280175797
ACH-000042,0.18048160211634812
ACH-000045,0.08121930732311973
ACH-000047,0.3280959371697739
ACH-000052,-0.11397908212439645
ACH-000053,0.2082295449764289
ACH-000054,0.11866456169985895
ACH-000055,0.1565317535252891
ACH-000060,0.07654353566982237
ACH-000067,0.3080957138316573
ACH-000070,0.267332509691741
ACH-000075,0.2308113497401545
ACH-000078,0.2285030384446599
ACH-000082,0.2048180370924263
ACH-000085,0.3651040098918909
ACH-000086,0.14920341588555586
ACH-000087,0.12389211801216275
ACH-000092,0.05488940134020633
ACH-000095,0.10351449206204777
ACH-000097,0.17339544216316935
ACH-000098,0.19646803118310596
ACH-000099,0.18880263537002728
ACH-000108,0.21206152488177016
ACH-000113,0.19162700918266884
ACH-000116,0.1951803271052321
ACH-000118,0.14325010227274573
ACH-000120,0.08567769326350345
ACH-000123,0.10180907856260796
ACH-000127,0.2033034393793869
ACH-000128,0.1203812752833424
ACH-000132,-0.040837814849335866
ACH-000133,0.27709217174550105
ACH-000137,0.1003005098681815
ACH-000138,-0.010042942001068929
ACH-000142,0.20410341509623575
ACH-000143,0.16830320623203188
ACH-000146,0.2554822717606823
ACH-000148,0.11393103390612135
ACH-000150,0.07020011227883857
ACH-000152,0.16043186731714207
ACH-000153,0.31963359287861665
ACH-000159,0.12990682276217802
ACH-000160,0.2306022266364469
ACH-000163,0.17900612595118987
ACH-000167,0.18199673158132407
ACH-000168,0.24457531878519675
ACH-000169,0.09857765362714382
ACH-000178,0.24802601773762015
ACH-000183,0.21833147366124453
ACH-000188,0.2999069426959831
ACH-000189,0.19419704270708407
ACH-000190,-0.0387552289380094
ACH-000198,0.09542282864131502
ACH-000203,0.39001592426350573
ACH-000204,0.26773846968579884
ACH-000206,0.10873500970653968
ACH-000207,0.25017188149300057
ACH-000208,0.3012113368947033
ACH-000210,0.2408579478004091
ACH-000211,0.1725662793764355
ACH-000215,0.08516438005286803
ACH-000221,0.2519761969435132
ACH-000222,0.057808129685765076
ACH-000223,0.24211779517040016
ACH-000226,0.15671762108308526
ACH-000227,0.11544856669009435
ACH-000228,0.15157368061087126
ACH-000231,0.14773576513386455
ACH-000232,0.29024294822866364
ACH-000233,0.20517055408152265
ACH-000234,0.2344296819194268
ACH-000235,0.07992880026429333
ACH-000237,0.18444574619287474
ACH-000238,0.2407903978304326
ACH-000242,0.059900603667114985
ACH-000243,0.21240514273424946
ACH-000244,0.3602852540496542
ACH-000246,0.039828205300337115
ACH-000248,0.037340237595412745
ACH-000250,0.2139773885114948
ACH-000251,0.21311219837406908
ACH-000252,0.2808452414741886
ACH-000253,0.22025923421005295
ACH-000255,0.23581845753521766
ACH-000256,0.04850678793378314
ACH-000257,-0.09274642387227447
ACH-000258,-0.0741985752603292
ACH-000259,0.11466136047398355
ACH-000260,0.2073125967962043
ACH-000261,0.15035650672917664
ACH-000262,-0.06634836573223674
ACH-000263,-0.007972116995486398
ACH-000264,0.07099763081797511
ACH-000265,0.2300482584924955
ACH-000266,0.15629768810916322
ACH-000272,0.2598472117092888
ACH-000274,0.1445113404638272
ACH-000277,0.15260601272179938
ACH-000278,0.1338166916406957
ACH-000279,0.1329176426616361
ACH-000280,0.2584923063452115
ACH-000281,0.2815213444084246
ACH-000288,0.20575888561321948
ACH-000291,0.24890145465031935
ACH-000293,0.11257576181968047
ACH-000294,0.13535553535352066
ACH-000295,0.11166413033592854
ACH-000296,0.1159027463449252
ACH-000302,0.13126450419981064
ACH-000304,0.23257396329121666
ACH-000307,0.22055162038286874
ACH-000308,0.1939038854972972
ACH-000310,0.12493441753095648
ACH-000311,0.1846484600188552
ACH-000312,0.2255040612348278
ACH-000315,0.5580789970864648
ACH-000316,0.06770228557672983
ACH-000317,0.4462546221731117
ACH-000318,-0.01017268527577853
ACH-000319,0.08192213511495856
ACH-000320,0.21552015418153972
ACH-000322,0.12153773632074305
ACH-000323,0.11457168755765433
ACH-000324,0.2764540149294794
ACH-000329,0.06454570582997744
ACH-000330,0.12017118329321105
ACH-000331,0.06458697104627753
ACH-000332,0.2016836187530572
ACH-000334,0.1182564001830854
ACH-000335,0.28957711354546234
ACH-000336,0.10680908734537732
ACH-000337,-0.026407529203186942
ACH-000338,0.1619060105397104
ACH-000339,0.1591456684631022
ACH-000341,0.14908525127466712
ACH-000348,0.08572318306193406
ACH-000350,0.3175747867309495
ACH-000352,0.23105690793083386
ACH-000356,0.06224082075638064
ACH-000361,0.3029775439353648
ACH-000362,0.20680703178053386
ACH-000363,0.1694927414663472
ACH-000364,0.34591281083914044
ACH-000365,0.1382918149565981
ACH-000366,0.1677843930258723
ACH-000368,-0.05384990852189342
ACH-000374,0.20093527635074768
ACH-000375,0.1651785580547432
ACH-000376,-0.007907481375262789
ACH-000381,0.17954836302964905
ACH-000383,0.07275923007580673
ACH-000387,0.15066979263224836
ACH-000389,0.3956886975707049
ACH-000390,0.21963769080310688
ACH-000393,0.1588115857382438
ACH-000395,0.23930290170459295
ACH-000396,0.13311348087940394
ACH-000397,0.1431403531565255
ACH-000401,0.21405512178529607
ACH-000402,0.5899639013771273
ACH-000403,0.1428826671721591
ACH-000404,0.07921028433820503
ACH-000406,0.15031690599707054
ACH-000407,0.21807978632711647
ACH-000408,0.276339345598469
ACH-000410,0.20223844269547372
ACH-000411,0.2461734541614139
ACH-000414,0.1232884925884
ACH-000415,0.15927140924854055
ACH-000416,0.19854943056466567
ACH-000420,0.21662310386702424
ACH-000421,0.2242940981722411
ACH-000424,-0.08087443529309217
ACH-000425,0.030593863681309945
ACH-000426,0.20723931020077
ACH-000427,0.2888179691324083
ACH-000433,0.025120413726839437
ACH-000435,0.44471218510883015
ACH-000436,0.17985003533255772
ACH-000444,0.2613593547071644
ACH-000445,0.15081245024120413
ACH-000448,0.2631647349747642
ACH-000450,0.048817133892166464
ACH-000452,0.21262136947554
ACH-000454,0.4035687789421879
ACH-000458,0.239907175894658
ACH-000459,0.2290311242165953
ACH-000460,0.2249146827421324
ACH-000461,0.041516164548297006
ACH-000463,0.23832385183938976
ACH-000464,0.3687439462343371
ACH-000466,0.2700860762940697
ACH-000467,0.16695038479814162
ACH-000468,0.21463371536617196
ACH-000469,0.0941447850401998
ACH-000470,0.040779565868465324
ACH-000471,0.2448171673234573
ACH-000472,0.1850908002872352
ACH-000473,0.1769598781882594
ACH-000475,0.19471602767110602
ACH-000476,0.2680271774996582
ACH-000477,0.181235379094446
ACH-000479,-0.0339396272933814
ACH-000480,0.2442264052331538
ACH-000481,0.14240770019184326
ACH-000483,0.25113933996372617
ACH-000484,0.10620685258495904
ACH-000485,0.1349722546962024
ACH-000486,0.2694224724269979
ACH-000487,0.1103212243311138
ACH-000488,0.14371874862699424
ACH-000490,0.16281963885627102
ACH-000491,-0.011297602318440354
ACH-000495,0.30022575364545034
ACH-000496,0.1631066404141406
ACH-000499,0.24151347300067474
ACH-000500,0.2543459427367203
ACH-000502,0.2313321166968697
ACH-000503,0.1589413492875812
ACH-000505,0.21759202189533605
ACH-000507,0.24214864597433525
ACH-000510,0.14879501171615228
ACH-000511,0.1627218226573102
ACH-000512,0.19064212022703708
ACH-000516,0.11836339476962827
ACH-000517,0.1967352121990619
ACH-000518,0.11235249251299867
ACH-000520,0.1891423676012076
ACH-000521,0.15623559923722954
ACH-000522,0.14353838115119288
ACH-000524,0.18947113766151985
ACH-000527,0.15024955084348085
ACH-000528,0.19058206257934346
ACH-000537,0.28269853852256954
ACH-000541,-0.07052376211065871
ACH-000542,0.1496212936335098
ACH-000544,0.14603763869183986
ACH-000545,0.1758542258726898
ACH-000547,0.03310745175264962
ACH-000548,0.11278535633099784
ACH-000549,0.2086421221968049
ACH-000550,0.04982201246190776
ACH-000552,0.21338339704431067
ACH-000556,0.23302645945399145
ACH-000557,0.19097354361164431
ACH-000569,-0.13036568583715688
ACH-000570,0.13427373818013805
ACH-000571,0.223949589912436
ACH-000573,0.07706713975001607
ACH-000576,0.10524833962327833
ACH-000579,0.061886227950378236
ACH-000580,0.12451537782899795
ACH-000584,0.11740129712196147
ACH-000585,0.24068226322010325
ACH-000588,0.01143002103819576
