,ME1 (4199)
ACH-000004,-0.17519187673914605
ACH-000005,0.01534406136176157
ACH-000007,-0.2814673147478213
ACH-000009,-0.13842625270958686
ACH-000011,-0.29264191335242984
ACH-000012,-0.1952638899605797
ACH-000013,-0.1531077495567396
ACH-000014,-0.12120992140195072
ACH-000015,-0.21638863226028496
ACH-000017,-0.1584684613179937
ACH-000018,-0.17780246419486762
ACH-000019,-0.2054819359000376
ACH-000021,-0.3679260825499001
ACH-000022,-0.18771829648927374
ACH-000025,-0.15175674909824344
ACH-000028,-0.2256624438232749
ACH-000030,-0.14857773131938162
ACH-000035,-0.2083249082383584
ACH-000036,-0.09262483427133604
ACH-000037,-0.15913060743018065
ACH-000039,-0.13740894910495893
ACH-000040,-0.1831051130078884
ACH-000041,-0.20755530066786052
ACH-000042,-0.1963455117418412
ACH-000045,-0.1735666823023132
ACH-000047,-0.34900690093196113
ACH-000052,-0.09837780186567888
ACH-000053,-0.18948698277680706
ACH-000054,-0.2081105389771172
ACH-000055,-0.03649534642135503
ACH-000060,-0.3257309299365818
ACH-000067,-0.22170017059576916
ACH-000070,-0.2236508587118593
ACH-000075,-0.2137310836987502
ACH-000078,-0.2325847152723456
ACH-000082,-0.2231844592015584
ACH-000085,-0.1821113506070203
ACH-000086,-0.25660167141127543
ACH-000087,-0.023794642637176885
ACH-000092,-0.16227438881608974
ACH-000095,-0.21677284049596032
ACH-000097,-0.3308183862833353
ACH-000098,-0.31289076792700793
ACH-000099,-0.23174375346440165
ACH-000108,-0.2740772225577987
ACH-000113,-0.25023900691416
ACH-000116,-0.19370993808948628
ACH-000118,-0.198365206570221
ACH-000120,-0.10124791547339193
ACH-000123,-0.2507611545457331
ACH-000127,-0.1979820769964596
ACH-000128,-0.2481930345471243
ACH-000132,-0.2273294889969635
ACH-000133,-0.2967269495684177
ACH-000137,-0.2252796386104072
ACH-000138,-0.21368111686205246
ACH-000142,-0.20149335586696546
ACH-000143,-0.1596239881791966
ACH-000146,-0.21302327901908533
ACH-000148,-0.1873274362750641
ACH-000150,-0.3942669028384591
ACH-000152,-0.1315500919109821
ACH-000153,-0.2923333809271808
ACH-000159,-0.19571856310096347
ACH-000160,-0.2640892036743517
ACH-000163,-0.2253100026721808
ACH-000167,-0.39580688355345095
ACH-000168,-0.21144378406953251
ACH-000169,-0.17621951170274378
ACH-000178,-0.2399772430367325
ACH-000183,-0.18748156276749764
ACH-000188,-0.20806769189333693
ACH-000189,-0.2465000312207589
ACH-000190,-0.1703927498236155
ACH-000198,-0.19230569105199524
ACH-000203,-0.2154488406919077
ACH-000204,-0.006352820360984638
ACH-000206,-0.18881572252873285
ACH-000207,-0.3509582258092529
ACH-000208,-0.09397231743351617
ACH-000210,-0.12287455214109877
ACH-000211,-0.24719592542417396
ACH-000215,-0.22456165494645694
ACH-000221,-0.2876496478477207
ACH-000222,-0.15428559993502208
ACH-000223,-0.3808295742970153
ACH-000226,-0.2422277120472809
ACH-000227,-0.30794161127442404
ACH-000228,-0.2920021819715076
ACH-000231,-0.2179560264597692
ACH-000232,-0.22226854650672986
ACH-000233,-0.25452210199898256
ACH-000234,-0.3273232472561058
ACH-000235,-0.19786104865516532
ACH-000237,-0.18035329430395616
ACH-000238,-0.1158096317433241
ACH-000242,-0.5638527784766899
ACH-000243,-0.1889125310066093
ACH-000244,-0.2900938688079158
ACH-000246,-0.17409505549457696
ACH-000248,-0.3043787365612685
ACH-000250,-0.20064472734701225
ACH-000251,-0.2723652645978129
ACH-000252,-0.32294635910948666
ACH-000253,-0.18424900844643027
ACH-000255,-0.16947684577198105
ACH-000256,-0.11938334561581095
ACH-000257,-0.08831791432427119
ACH-000258,-0.2722399499814513
ACH-000259,-0.14646312763824185
ACH-000260,-0.19615066840294146
ACH-000261,-0.2175138482240912
ACH-000262,-0.2593432020234958
ACH-000263,-0.20122937114012132
ACH-000264,-0.2975757081990832
ACH-000265,-0.2731745535538729
ACH-000266,-0.18877282101667345
ACH-000272,-0.2335114847318274
ACH-000274,-0.2244281354894736
ACH-000277,-0.2650871045816668
ACH-000278,-0.2441308723944841
ACH-000279,-0.2705382000350561
ACH-000280,-0.20760012894554686
ACH-000281,-0.06484909506923918
ACH-000288,-0.18824934723325565
ACH-000291,-0.1036261462527354
ACH-000293,-0.32491250770203417
ACH-000294,-0.16150260742895806
ACH-000295,-0.26185236104902315
