,SAP130 (79595)
ACH-000004,-0.3927144650874329
ACH-000005,-0.43399161386714
ACH-000007,-0.5732487736453828
ACH-000009,-0.3892959720800063
ACH-000011,-0.4877424450971869
ACH-000012,-0.5091753927859767
ACH-000013,-0.3339847954544697
ACH-000014,-0.3720213344025512
ACH-000015,-0.36471333126900174
ACH-000017,-0.4336982243915278
ACH-000018,-0.5024237575734051
ACH-000019,-0.4838011999628656
ACH-000021,-0.21205299722763
ACH-000022,-0.298148309649258
ACH-000025,-0.3236046684183724
ACH-000028,-0.3526813190993268
ACH-000030,-0.4305431355255702
ACH-000035,-0.6584253391925595
ACH-000036,-0.2550125587340685
ACH-000037,-0.6794134981033976
ACH-000039,-0.4029280288743896
ACH-000040,-0.28243289718831954
ACH-000041,-0.37780004639083736
ACH-000042,-0.4291330510865081
ACH-000045,-0.5852694456284151
ACH-000047,-0.2716976719874449
ACH-000052,-0.35446709185393965
ACH-000053,-0.32439421576772565
ACH-000054,-0.4552461796748919
ACH-000055,-0.13511674694279155
ACH-000060,-0.25983100913428936
ACH-000067,-0.38424624659779016
ACH-000070,-0.44732081009164704
ACH-000075,-0.42149604176362265
ACH-000078,-0.3444510171831655
ACH-000082,-0.7168409293729872
ACH-000085,-0.98079165856746
ACH-000086,-0.2597862915265377
ACH-000087,-0.5750362695623971
ACH-000092,-0.5579351066932547
ACH-000095,-0.3853689079378044
ACH-000097,-0.3018801411387689
ACH-000098,-0.4299719842630241
ACH-000099,-0.44133984986355496
ACH-000108,-0.4451419700546058
ACH-000113,-0.3890069360756441
ACH-000116,-0.4820657009495312
ACH-000118,-0.379205956023828
ACH-000120,-0.5084564882747398
ACH-000123,-0.3424552357482182
ACH-000127,-0.3367061496524043
ACH-000128,-0.3916795796043479
ACH-000132,-0.4312517263187649
ACH-000133,-0.27974517240589336
ACH-000137,-0.4257667633166676
ACH-000138,-0.22621415253986765
ACH-000142,-0.4783945379956247
ACH-000143,-0.3412209906603409
ACH-000146,-0.30135126118180394
ACH-000148,-0.3896923481023949
ACH-000150,-0.424680341433632
ACH-000152,-0.06336434848497356
ACH-000153,-0.5698897727735981
ACH-000159,-0.6653261882685941
ACH-000160,-0.06696932121569098
ACH-000163,-0.44113454931342616
ACH-000167,-0.11480177964053764
ACH-000168,-0.2582387856677496
ACH-000169,-0.2939900802736177
ACH-000178,-0.5284888747813257
ACH-000183,-0.4013388543041754
ACH-000188,-0.3052862406812078
ACH-000189,-0.39139705798989016
ACH-000190,-0.07685397199554342
ACH-000198,-0.3186610408780554
ACH-000203,-0.2320741276202355
ACH-000204,-0.43673160149726425
ACH-000206,-0.045733611383800096
ACH-000207,-0.10664976893013894
ACH-000208,-0.08533575232918303
ACH-000210,-0.5779898474567433
ACH-000211,-0.3970458929729829
ACH-000215,-0.3331541334377533
ACH-000221,-0.506751649130578
ACH-000222,-0.3066750302014067
ACH-000223,-0.4811901399404385
ACH-000226,-0.508718574110696
ACH-000227,-0.5069056671265348
ACH-000228,-0.477149086271913
ACH-000231,-0.329637529791041
ACH-000232,-0.0721941043849639
ACH-000233,-0.4132990874307345
ACH-000234,-0.4403752790615296
ACH-000235,-0.4518262519503617
ACH-000237,-0.3060261012637149
ACH-000238,-0.4034246595102111
ACH-000242,-0.2621369052773373
ACH-000243,-0.5035824459726821
ACH-000244,-0.3722513325043919
ACH-000246,-0.5635803696705319
ACH-000248,-0.5613754619352929
ACH-000250,-0.3847466101482378
ACH-000251,-0.49260289708995797
ACH-000252,-0.4477360804562475
ACH-000253,-0.4238674051611772
ACH-000255,-0.4089290455154815
ACH-000256,-0.3705329831685645
ACH-000257,-0.43507282751728027
ACH-000258,-0.3245484059722333
ACH-000259,-0.5978703700271497
ACH-000260,-0.5069275690640357
ACH-000261,-0.4157427232498641
ACH-000262,-0.2418054846797097
ACH-000263,-0.9577159189344314
ACH-000264,-0.4507063774247703
ACH-000265,-0.2900436201352352
ACH-000266,-0.361374166875536
ACH-000272,-0.1869624097573251
ACH-000274,-0.5132267779087668
ACH-000277,-0.014380074441655882
ACH-000278,-0.3871138462272971
ACH-000279,-0.3705876049291689
