,SF3A1 (10291)
ACH-000004,-1.8905909125009448
ACH-000005,-1.4106377907721703
ACH-000007,-1.3353085862374598
ACH-000009,-1.649216052458803
ACH-000011,-1.4982388069345125
ACH-000012,-1.7214079326033147
ACH-000013,-1.4677956589468064
ACH-000014,-1.55973791895143
ACH-000015,-1.5314501647114358
ACH-000017,-1.4410092910350358
ACH-000018,-1.2294408041102576
ACH-000019,-1.4506070822804096
ACH-000021,-1.5056424424021355
ACH-000022,-1.646673025655185
ACH-000025,-1.4867644597809495
ACH-000028,-1.4115275080149596
ACH-000030,-1.5538390053457014
ACH-000035,-1.2484326823779652
ACH-000036,-1.3084061300309924
ACH-000037,-1.5457674399419017
ACH-000039,-1.437298125985479
ACH-000040,-1.2440887239641034
ACH-000041,-1.0786128965498456
ACH-000042,-1.075501842421215
ACH-000045,-1.467257745727771
ACH-000047,-1.498990744356974
ACH-000052,-1.3498102979208797
ACH-000053,-1.4298475376715751
ACH-000054,-1.2593153523536922
ACH-000055,-1.5178358703683523
ACH-000060,-1.3999220864976507
ACH-000067,-1.32630238554876
ACH-000070,-1.2450067307977872
ACH-000075,-1.2186687259842959
ACH-000078,-1.2374931521053885
ACH-000082,-1.1782901561669696
ACH-000085,-1.5895258156132417
ACH-000086,-1.2892414072602978
ACH-000087,-1.6147670805152785
ACH-000092,-1.2634614717984158
ACH-000095,-1.4885840054083317
ACH-000097,-1.6466296635529063
ACH-000098,-1.4417483095375898
ACH-000099,-1.414900584075324
ACH-000108,-1.3903865391855563
ACH-000113,-1.4541005492875825
ACH-000116,-1.439327606555758
ACH-000118,-1.4141642306936564
ACH-000120,-1.22207512086504
ACH-000123,-1.2183364216444728
ACH-000127,-1.4649273120431383
ACH-000128,-1.3360462886715812
ACH-000132,-1.392292868569157
ACH-000133,-1.4902066440361168
ACH-000137,-1.3474434601948286
ACH-000138,-1.3938611799054987
ACH-000142,-1.3289475964592554
ACH-000143,-1.565474360318674
ACH-000146,-1.5797388845754292
ACH-000148,-1.4084201701813646
ACH-000150,-1.3575914379383114
ACH-000152,-1.2966899851211198
ACH-000153,-1.4109286344100096
ACH-000159,-1.3801339706623836
ACH-000160,-1.6159839936502662
ACH-000163,-1.3358780433923825
ACH-000167,-2.112442164262222
ACH-000168,-1.3120805089001863
ACH-000169,-1.3877035306235488
ACH-000178,-1.1926153817119578
ACH-000183,-1.5636678041560823
ACH-000188,-1.309953423771572
ACH-000189,-1.2126040985478936
ACH-000190,-1.2523976834259354
ACH-000198,-1.6368161144431497
ACH-000203,-0.9991196966560759
ACH-000204,-1.2766777539946788
ACH-000206,-1.9188761563620085
ACH-000207,-1.8298658092381943
ACH-000208,-1.46238527610184
ACH-000210,-1.220149088985886
ACH-000211,-1.3286687904000978
ACH-000215,-1.2846797761617308
ACH-000221,-1.7614308478104486
ACH-000222,-1.4455210362406898
ACH-000223,-1.5539855797244135
ACH-000226,-1.4693336795537633
ACH-000227,-1.4040369636797618
ACH-000228,-1.5672611993217518
ACH-000231,-1.3320824514423784
ACH-000232,-1.5514566002725574
ACH-000233,-1.5551588066698938
ACH-000234,-1.1722321778795053
ACH-000235,-1.347413554725852
ACH-000237,-1.503015732249035
ACH-000238,-1.4757213978046662
ACH-000242,-1.556269238326092
ACH-000243,-1.3963998857814341
ACH-000244,-1.4940812264758037
ACH-000246,-1.3003598893611286
ACH-000248,-1.3870460614599385
ACH-000250,-1.4052502440644512
ACH-000251,-1.1628255311612554
ACH-000252,-1.8269060381255229
ACH-000253,-1.4772501045624742
ACH-000255,-1.260947376957939
ACH-000256,-1.435590601806807
ACH-000257,-1.323447118364454
ACH-000258,-1.4417671015578892
ACH-000259,-1.322750133521847
ACH-000260,-1.4486551585911511
ACH-000261,-1.200426416946852
ACH-000262,-1.2873259273668094
ACH-000263,-1.4296411739936599
ACH-000264,-1.590999272284212
ACH-000265,-1.4916533142980417
ACH-000266,-1.3339757479364742
ACH-000272,-1.4332012984556055
ACH-000274,-1.276866807832231
ACH-000277,-1.5732996016194136
ACH-000278,-1.5699342976282131
ACH-000279,-1.5124385866538896
ACH-000280,-1.3942812499850632
ACH-000281,-1.1880832912250263
ACH-000288,-1.4555380027298868
ACH-000291,-1.6143227620965117
ACH-000293,-1.678126961709543
ACH-000294,-1.5711397207375049
ACH-000295,-1.444411778651675
ACH-000296,-1.4096540639493278
ACH-000302,-1.5771601223349925
ACH-000304,-1.6647791551935365
ACH-000307,-1.37463792098564
ACH-000308,-1.6420450173229362
ACH-000310,-1.271528402326337
ACH-000311,-1.4393644617162744
ACH-000312,-1.3908625017874896
ACH-000315,-1.6149606248369632
ACH-000316,-1.256081065196321
ACH-000317,-1.3514153981918418
ACH-000318,-1.355926710468906
ACH-000319,-1.4310222196463418
ACH-000320,-1.5577763327745826
ACH-000322,-1.2224563396161174
ACH-000323,-1.3814895177888995
ACH-000324,-1.3714996085859186
ACH-000329,-1.4136895109318917
ACH-000330,-1.552410036074825
ACH-000331,-1.3875813107534178
ACH-000332,-1.3386293432475649
ACH-000334,-2.3056507966206823
ACH-000335,-1.3963565388213055
ACH-000336,-1.7061980336963918
ACH-000337,-1.3945319994446284
ACH-000338,-1.3472032754736551
ACH-000339,-1.3645256773123182
ACH-000341,-1.372012202411804
ACH-000348,-1.2800130736744957
ACH-000350,-1.5638699689479898
ACH-000352,-1.617359407300878
ACH-000356,-1.4719822968158482
ACH-000361,-1.3574522004905532
ACH-000362,-1.3055059497094843
ACH-000363,-1.5576532795390008
ACH-000364,-1.4256190234618402
ACH-000365,-1.5383293904164963
ACH-000366,-1.5548804305999946
ACH-000368,-1.1819465286146356
ACH-000374,-1.3732356143315307
ACH-000375,-1.5533259373407324
ACH-000376,-1.5477649160548306
ACH-000381,-1.6513192720970216
ACH-000383,-1.480227795746634
ACH-000387,-1.6092068428478663
ACH-000389,-1.6922303859194388
ACH-000390,-1.5736851618730174
ACH-000393,-1.3592691806439237
ACH-000395,-1.3432909358705614
ACH-000396,-1.431494161708916
ACH-000397,-1.5255924102064655
ACH-000401,-1.1645366511435504
ACH-000402,-1.5324034625698149
ACH-000403,-1.7623444243361528
ACH-000404,-1.2976829395258365
ACH-000406,-1.5615206585999215
ACH-000407,-1.460740196724856
ACH-000408,-1.5379550764163556
ACH-000410,-1.3768012695423435
ACH-000411,-1.1451972491048032
ACH-000414,-1.6387825544044152
ACH-000415,-1.4232010857954611
ACH-000416,-1.3480509044796791
ACH-000420,-1.5866505500189427
ACH-000421,-1.384923011063267
ACH-000424,-1.3562213827341127
ACH-000425,-1.1543441758081705
ACH-000426,-1.8846334488137082
ACH-000427,-1.426750913519277
ACH-000433,-1.4257391386994551
ACH-000435,-1.2057312261758284
ACH-000436,-1.5258192292250818
ACH-000444,-1.528041420837884
