,GPC6 (10082)
ACH-000004,-0.09051208270069716
ACH-000005,0.0022973321864310824
ACH-000007,-0.12036436133081264
ACH-000009,-0.004802395514471538
ACH-000011,-0.1743384852400507
ACH-000012,-0.09317313348449904
ACH-000013,-0.05990146696054195
ACH-000014,-0.019950140774663103
ACH-000015,-0.16294663698026016
ACH-000017,-0.06779174386952116
ACH-000018,-0.17726776539213948
ACH-000019,0.0073787293314291295
ACH-000021,-0.037385091124994135
ACH-000022,-0.17474879850692332
ACH-000025,-0.05813303490645439
ACH-000028,0.011553220265541071
ACH-000030,-0.045399027304662
ACH-000035,0.016948536846781968
ACH-000036,-0.184316988876012
ACH-000037,-0.1934706795371472
ACH-000039,-0.26241798213764955
ACH-000040,-0.02663848756486155
ACH-000041,-0.1848888390352065
ACH-000042,-0.20461525264943795
ACH-000045,-0.11052819718084002
ACH-000047,-0.06954945444387847
ACH-000052,-0.24783480305665254
ACH-000053,-0.03988087656336139
ACH-000054,-0.2390425548936681
ACH-000055,-0.1123387114626686
ACH-000060,-0.1668191123335435
ACH-000067,-0.1030402370578977
ACH-000070,-0.12539179538797274
ACH-000075,0.1078272449024789
ACH-000078,-0.17375464932641013
ACH-000082,-0.2547674058580613
ACH-000085,0.06942825157464558
ACH-000086,-0.1496618910967428
ACH-000087,0.025248249936156243
ACH-000092,-0.136410913740286
ACH-000095,-0.28808897096149216
ACH-000097,-0.0061729902557120615
ACH-000098,-0.06542381636532217
ACH-000099,-0.1568208445799179
ACH-000108,-0.1781561797180717
ACH-000113,0.011810698554266306
ACH-000116,-0.06572077028066557
ACH-000118,-0.06930901475018729
ACH-000120,-0.09099721207380752
ACH-000123,-0.03829257038374493
ACH-000127,-0.015203379927400694
ACH-000128,-0.015372442740994453
ACH-000132,-0.22085965474671515
ACH-000133,-0.05386534082814805
ACH-000137,-0.04726416259585687
ACH-000138,0.02779799834418011
ACH-000142,-0.009845311411052556
ACH-000143,0.03417987143820877
ACH-000146,-0.13532968023291214
ACH-000148,-0.16901910240591167
ACH-000150,-0.04363767806829557
ACH-000152,-0.0970229167182743
ACH-000153,-0.05336762714408745
ACH-000159,-0.16539848188749576
ACH-000160,-0.15454815622353996
ACH-000163,-0.1092279066795421
ACH-000167,-0.17059864852737164
ACH-000168,-0.009156828601832829
ACH-000169,-0.10217119729514304
ACH-000178,-0.04845001778888567
ACH-000183,0.13404865058957444
ACH-000188,-0.06657865706509118
ACH-000189,0.1338193662195518
ACH-000190,-0.07133302795200681
ACH-000198,-0.008996138558357807
ACH-000203,-0.1253632964266908
ACH-000204,-0.19455610075018706
ACH-000206,-0.0766469319176177
ACH-000207,-0.014145751029343906
ACH-000208,-0.09290289331616786
ACH-000210,0.0017048162702663944
ACH-000211,-0.058408147206066026
ACH-000215,-0.16441109095449094
ACH-000221,0.03276357602451721
ACH-000222,0.0066276016367684655
ACH-000223,-0.11250436090647174
ACH-000226,-0.13518437410119566
ACH-000227,-0.1507097378708507
ACH-000228,-0.016747368017330927
ACH-000231,-0.11563712929092265
ACH-000232,-0.15499570285813594
ACH-000233,-0.02636504750245195
ACH-000234,-0.1370028379704289
ACH-000235,-0.036806961759538216
ACH-000237,-0.2201915972037588
ACH-000238,-0.08754182725005501
ACH-000242,0.11584984238452938
ACH-000243,0.0026818802084413963
ACH-000244,-0.2228143165225812
ACH-000246,-0.09924342601137896
ACH-000248,-0.016052037543619915
ACH-000250,-0.10355932403863803
ACH-000251,-0.04269093422009795
ACH-000252,-0.3982241671544939
ACH-000253,-0.0907371854091796
ACH-000255,-0.04208763522489625
ACH-000256,-0.04542423777789149
ACH-000257,-0.2464206446805504
ACH-000258,-0.2508939257778404
ACH-000259,-0.07141306233030344
ACH-000260,-0.16575228745178938
ACH-000261,-0.11335401364389786
ACH-000262,-0.14046533691009816
ACH-000263,-0.25371882559433073
ACH-000264,-0.12335976241494336
ACH-000265,-0.04103863734209647
ACH-000266,-0.2039874153370481
ACH-000272,-0.09294389658830103
ACH-000274,-0.13481791868599122
ACH-000277,-0.07887593676505306
ACH-000278,-0.11734530749536995
ACH-000279,-0.1916649165828795
ACH-000280,0.01111835525057546
ACH-000281,-0.16946634306618233
ACH-000288,-0.08296886332748853
ACH-000291,-0.1295964313046777
ACH-000293,-0.07689545854405247
ACH-000294,-0.0964594990733053
ACH-000295,-0.31942489928746576
ACH-000296,-0.12905677690073156
ACH-000302,-0.12382491674114747
ACH-000304,-0.18351151965641496
ACH-000307,-0.021639256643972742
ACH-000308,-0.013227813920187551
ACH-000310,-0.26689064738163554
ACH-000311,-0.07750089530387902
ACH-000312,0.06598087723568262
ACH-000315,-0.008235473707260616
ACH-000316,-0.1320297207147238
ACH-000317,-0.1133902815410466
ACH-000318,-0.16521071202814736
ACH-000319,-0.13567356759239846
ACH-000320,0.016579481289419246
ACH-000322,-0.1843747688942844
ACH-000323,-0.20175222055932795
ACH-000324,-0.05920466016945309
ACH-000329,-0.12601114298056468
ACH-000330,0.025572784927599682
ACH-000331,-0.04079496761370184
ACH-000332,-0.0973799215333933
ACH-000334,-0.03544586362295842
ACH-000335,-0.0435254946701999
ACH-000336,-0.22497130130688786
ACH-000337,-0.08378165354514226
ACH-000338,-0.24756136818563426
ACH-000339,-0.12184696116956825
ACH-000341,-0.20225375029636614
ACH-000348,-0.08590612196788118
ACH-000350,-0.21824249912206786
ACH-000352,-0.0383172845172082
ACH-000356,-0.01823477731542989
ACH-000361,0.013581348942232473
ACH-000362,-0.07615020282222135
ACH-000363,-0.09448836190187973
ACH-000364,-0.05804006684933116
ACH-000365,-0.0829263802986756
ACH-000366,-0.08629699384502734
