,MOAP1 (64112)
ACH-000004,-0.05619390248386367
ACH-000005,-0.08226650507935131
ACH-000007,0.2327802884100753
ACH-000009,0.06142605856947773
ACH-000011,0.055785058294356905
ACH-000012,0.05752638315914111
ACH-000013,-0.04010147104628066
ACH-000014,-0.012122126161119757
ACH-000015,0.22138928724682416
ACH-000017,0.0365103125901739
ACH-000018,0.14724149389321134
ACH-000019,-0.1946150499698508
ACH-000021,0.016905219880034208
ACH-000022,0.0622339114746806
ACH-000025,-0.03761273281474978
ACH-000028,0.1480022093229107
ACH-000030,-0.08890591939836306
ACH-000035,0.09595097179351923
ACH-000036,0.034923821050664355
ACH-000037,0.0509301046230148
ACH-000039,0.10738891897267876
ACH-000040,-0.00014624484591609183
ACH-000041,-0.027394236585524902
ACH-000042,-0.0691523288328629
ACH-000045,0.01938608550054767
ACH-000047,-0.06507580770511552
ACH-000052,0.10889294354081497
ACH-000053,0.06614727738215037
ACH-000054,-0.007267095178799363
ACH-000055,-0.16247107155322638
ACH-000060,-0.2169332695874654
ACH-000067,-0.1108007489200486
ACH-000070,0.1265092465513505
ACH-000075,-0.22727359284866305
ACH-000078,-0.012866428454750476
ACH-000082,0.007690826070877556
ACH-000085,-0.031087362704845627
ACH-000086,0.008366096636343159
ACH-000087,-0.09275975205946684
ACH-000092,-0.05928417763308438
ACH-000095,-0.07256726168904312
ACH-000097,0.033434184638100536
ACH-000098,-0.0010405730368979287
ACH-000099,0.0069394154954550615
ACH-000108,-0.07005043275345094
ACH-000113,0.022846162634867568
ACH-000116,0.03701797302429307
ACH-000118,0.01815782998796117
ACH-000120,0.1639388694794334
ACH-000123,0.034344632975731065
ACH-000127,-0.09189239017005224
ACH-000128,-0.1535145276161458
ACH-000132,-0.100776547609872
ACH-000133,0.021711421356513192
ACH-000137,-0.024720841511096173
ACH-000138,0.05497075430956457
ACH-000142,0.05808746113455024
ACH-000143,0.08621217674752484
ACH-000146,0.014031390425905793
ACH-000148,-0.0238044833831692
ACH-000150,-0.04792020516126274
ACH-000152,-0.08082588389223658
ACH-000153,0.17301040986975827
ACH-000159,-0.03610756910142417
ACH-000160,-0.05355262981585232
ACH-000163,-0.01134960512492616
ACH-000167,0.0835494594284649
ACH-000168,0.03476570240237841
ACH-000169,0.10396520665100206
ACH-000178,-0.01742018033182485
ACH-000183,0.15121471462665906
ACH-000188,0.06249888455771674
ACH-000189,0.14324400366017265
ACH-000190,0.10826395578307407
ACH-000198,-0.0441053393502501
ACH-000203,0.08422708275895154
ACH-000204,0.07647843990034599
ACH-000206,0.05377925994430285
ACH-000207,-0.14302489402719104
ACH-000208,-0.027965694869379942
ACH-000210,-0.08431406766418785
ACH-000211,-0.060255178251912726
ACH-000215,0.035574154185664404
ACH-000221,0.02063112808624013
ACH-000222,0.048862221858987635
ACH-000223,-0.02813504048421616
ACH-000226,-0.026614018344034276
ACH-000227,-0.14674469320248024
ACH-000228,-0.01890735914815905
ACH-000231,-0.042632102216765215
ACH-000232,-0.09918210712237237
ACH-000233,-0.03499474549781404
ACH-000234,-0.01904353341806057
ACH-000235,-0.10032681863356299
ACH-000237,0.1372904566399968
ACH-000238,-0.15538871178765928
ACH-000242,-0.3320680113057234
ACH-000243,0.0009176882542216193
ACH-000244,-0.0007758488969316325
ACH-000246,-0.04291163030980735
ACH-000248,-0.023408876292073784
ACH-000250,-0.03048933071751025
ACH-000251,-0.05901031778818053
ACH-000252,-0.12670685935441006
ACH-000253,-0.09979466647343596
ACH-000255,0.04652690835266629
ACH-000256,-0.07102091146978873
ACH-000257,-0.30620604125927026
ACH-000258,0.17330288099781116
ACH-000259,-0.06972992024701945
ACH-000260,-0.05799258757265729
ACH-000261,-0.08559857195761918
ACH-000262,0.07946217961215901
ACH-000263,0.2877783651392508
ACH-000264,-0.060407701286726866
ACH-000265,0.1892119811857413
ACH-000266,0.002746156773564104
ACH-000272,-0.03806829519162537
ACH-000274,-0.12610716812879816
ACH-000277,-0.009094455375811708
ACH-000278,0.08810271519687768
ACH-000279,0.009726319030770323
ACH-000280,0.1191200604207582
ACH-000281,-0.0033132528595440887
ACH-000288,0.05616505620122717
ACH-000291,0.007585413552774991
ACH-000293,-0.05405056474165031
ACH-000294,-0.028999117059037214
ACH-000295,-0.04726530146696079
ACH-000296,0.0065848334573705754
ACH-000302,-0.07316273181321242
ACH-000304,0.0578372729651906
ACH-000307,-0.024448008936266617
ACH-000308,-0.02933534629754164
ACH-000310,-0.15017171377597238
ACH-000311,-0.062259331851060175
ACH-000312,-0.011561689553479384
ACH-000315,0.07790814678947837
ACH-000316,0.04265251077180377
ACH-000317,-0.11694742830871198
ACH-000318,0.15266654631433038
ACH-000319,-0.06614274335218802
ACH-000320,-0.07097421455632015
ACH-000322,-0.06113901241948232
ACH-000323,-0.07078498033594008
ACH-000324,0.03829216384742442
ACH-000329,-0.05943722048695025
ACH-000330,-0.2237582605185469
ACH-000331,0.001609654441001064
ACH-000332,-0.068850102730825
ACH-000334,0.12803974975653
ACH-000335,0.021244544003111415
ACH-000336,0.13266630052028958
ACH-000337,0.003865396551132275
ACH-000338,0.055682793060825936
ACH-000339,-0.07021059216777223
ACH-000341,-0.17290777691427267
ACH-000348,-0.06714306596125805
ACH-000350,0.06236786635228305
ACH-000352,0.0737963287240651
ACH-000356,-0.0007342530252659489
ACH-000361,0.07601110776428298
ACH-000362,-0.0210677646766652
ACH-000363,0.05378824795731918
ACH-000364,0.05298205384071103
ACH-000365,-0.1575215147218037
ACH-000366,-0.10607927335899753
ACH-000368,0.06361287517816121
ACH-000374,-0.02332119651329317
ACH-000375,0.14261375135671905
ACH-000376,-0.046497788198544665
