,C1QL2 (165257)
ACH-000004,0.22141868731089084
ACH-000005,0.32825299679049497
ACH-000007,0.14869983003688908
ACH-000009,0.20441672626877705
ACH-000011,0.11829899404196174
ACH-000012,0.1927089852813013
ACH-000013,0.06330006993939928
ACH-000014,0.0972865142384086
ACH-000015,0.11261001803782215
ACH-000017,0.2940440350529238
ACH-000018,0.1835387742034641
ACH-000019,0.0774397573618721
ACH-000021,0.16221112850785868
ACH-000022,-0.06817094126700446
ACH-000025,0.06344910545915915
ACH-000028,0.19572719151782145
ACH-000030,0.043591270821371854
ACH-000035,-0.0025091396156082736
ACH-000036,0.0999756279335007
ACH-000037,-0.02679899325614084
ACH-000039,0.2432580981527432
ACH-000040,0.18136239287607905
ACH-000041,0.15257140998513238
ACH-000042,0.08727544017471757
ACH-000045,0.06680764142786517
ACH-000047,-0.029244567483001863
ACH-000052,-0.0958884365655086
ACH-000053,0.2343455872346489
ACH-000054,0.07067116511402115
ACH-000055,-0.007841313102984922
ACH-000060,0.0061687619014804814
ACH-000067,0.114963134435863
ACH-000070,0.23192426005590086
ACH-000075,0.011473161038177276
ACH-000078,0.3055745233989445
ACH-000082,0.15048945889112328
ACH-000085,0.07886012188427713
ACH-000086,-0.005118933127711293
ACH-000087,0.1362507323692694
ACH-000092,-0.10970691080745032
ACH-000095,0.09656101702077166
ACH-000097,0.14453224061771172
ACH-000098,-0.04065651873391733
ACH-000099,0.18683704824987749
ACH-000108,0.02813430012526549
ACH-000113,0.2339130901924745
ACH-000116,0.14934343933985536
ACH-000118,0.0027058900252749673
ACH-000120,-0.054463013402601915
ACH-000123,0.059149717777938524
ACH-000127,-0.014665056503661084
ACH-000128,0.1175397950184754
ACH-000132,0.12702744628412466
ACH-000133,0.1386418542220622
ACH-000137,0.08060281220289456
ACH-000138,-0.029984887555483068
ACH-000142,0.07102427055106497
ACH-000143,0.04657850631002184
ACH-000146,0.0165657226161818
ACH-000148,-0.01527459949410449
ACH-000150,0.17057312395257265
ACH-000152,0.054630303720298534
ACH-000153,0.04925092597522876
ACH-000159,0.0474878639356831
ACH-000160,-0.0049096663506509606
ACH-000163,0.16004129108125745
ACH-000167,-0.1463502002034411
ACH-000168,0.2266912418132624
ACH-000169,0.19115313874309392
ACH-000178,0.0884181337990596
ACH-000183,0.06948721687870794
ACH-000188,0.025897055147091168
ACH-000189,0.08789599922186964
ACH-000190,0.12072867578811255
ACH-000198,0.09056005327169606
ACH-000203,-0.009971513573770177
ACH-000204,0.12402518422565413
ACH-000206,0.2506178597615605
ACH-000207,0.2099131268914092
ACH-000208,0.31241863844545953
ACH-000210,0.12552206722212264
ACH-000211,0.1216266571883374
ACH-000215,0.08708101091584794
ACH-000221,0.14770058092347846
ACH-000222,-0.10241498496740906
ACH-000223,0.14997182561716707
ACH-000226,-0.0260998782378943
ACH-000227,0.05422753212221522
ACH-000228,-0.0143876335047991
ACH-000231,0.13412475482303626
ACH-000232,0.15311403778124105
ACH-000233,0.1727960412692929
ACH-000234,0.1573082325760906
ACH-000235,0.07930617981230538
ACH-000237,0.09275818713019096
ACH-000238,0.05463026259257799
ACH-000242,-0.35801594478260634
ACH-000243,0.13653359750102612
ACH-000244,0.14814818647566738
ACH-000246,0.20066245592617027
ACH-000248,0.0776193148160942
ACH-000250,0.040452728548927085
ACH-000251,-0.024587192068913844
ACH-000252,0.11980086619952973
ACH-000253,0.14779196410113804
ACH-000255,-0.07674986011156673
ACH-000256,0.16290288218471813
ACH-000257,0.4132995887054396
ACH-000258,0.1838884744663529
ACH-000259,0.07692072438935972
ACH-000260,0.144881844774099
ACH-000261,0.17478392177852706
ACH-000262,0.16671333551785253
ACH-000263,0.06416911295832922
ACH-000264,0.13215517752051026
ACH-000265,0.04805648026208861
ACH-000266,0.09235086859855487
ACH-000272,0.244917462236448
ACH-000274,0.1188398228857326
ACH-000277,0.1044012663010931
ACH-000278,0.16764546610944586
ACH-000279,0.06481638020928696
ACH-000280,0.12286519606860186
ACH-000281,0.10509328763379472
ACH-000288,0.03719290341166403
ACH-000291,0.045817210277745185
ACH-000293,0.16189011276517312
ACH-000294,0.2140139352530672
ACH-000295,0.16849292184394926
ACH-000296,0.013112472372804369
ACH-000302,0.07588490008630835
ACH-000304,-0.10631506257150784
ACH-000307,0.12116509214673987
ACH-000308,-0.029246305889127862
ACH-000310,0.23310127910120154
ACH-000311,-0.04616476743670077
ACH-000312,0.1222785216306172
ACH-000315,-0.10283478713266853
ACH-000316,0.21970635510483366
ACH-000317,0.15308011639476193
ACH-000318,0.1207589955252368
ACH-000319,0.05900835950212335
ACH-000320,-0.049828790205465816
ACH-000322,0.1322923431732567
ACH-000323,0.23414653169730185
ACH-000324,0.11993179301343125
ACH-000329,0.08125944071056193
ACH-000330,-0.02022764493628227
ACH-000331,0.09208882853858658
ACH-000332,0.1563592880326558
ACH-000334,0.05859221069181982
ACH-000335,0.06615608578528842
ACH-000336,0.25384390993210604
ACH-000337,0.2425774508282871
ACH-000338,0.06381470315334331
ACH-000339,0.041585615871231406
ACH-000341,0.04254260409135305
ACH-000348,0.19045995182458084
ACH-000350,0.2664478948766605
ACH-000352,0.05728137273746588
ACH-000356,0.18148084616318608
ACH-000361,-0.22045575231086464
ACH-000362,0.07134326960032042
ACH-000363,0.25294040012935104
ACH-000364,0.10155062184455643
ACH-000365,0.13890984025536454
ACH-000366,0.10653881803626013
ACH-000368,0.18696412516589506
ACH-000374,0.14851028511444667
ACH-000375,0.16745237462756535
ACH-000376,0.059972909380141486
ACH-000381,0.2439369899891132
ACH-000383,0.1418024734871867
ACH-000387,0.027940061022756844
ACH-000389,0.3105722629800051
ACH-000390,0.04627586927824622
ACH-000393,-0.014832955542239947
