,TRAK2 (66008)
ACH-000004,-0.11008212548183488
ACH-000005,-0.3460804800307816
ACH-000007,-0.0023115386330739424
ACH-000009,-0.1995345648572012
ACH-000011,-0.04677916921624613
ACH-000012,-0.08481542032979295
ACH-000013,-0.0006886962231115744
ACH-000014,0.03207705152638895
ACH-000015,0.026134719551696085
ACH-000017,-0.03695996278708045
ACH-000018,-0.1805428348981775
ACH-000019,0.0892893009303013
ACH-000021,0.06646280859435638
ACH-000022,-0.09149871039158973
ACH-000025,0.00975895729227627
ACH-000028,0.009498883182957557
ACH-000030,-0.059056355576251336
ACH-000035,0.05282286310774137
ACH-000036,-0.028009563641247258
ACH-000037,-0.09350311692861864
ACH-000039,-0.2686984936727491
ACH-000040,-0.02125822877329204
ACH-000041,-0.0433928715546748
ACH-000042,-0.1253969377662671
ACH-000045,0.10705800793172383
ACH-000047,0.05889119068027107
ACH-000052,0.03317214236629102
ACH-000053,-0.06994697263025364
ACH-000054,-0.01196946163340507
ACH-000055,-0.1480966780439363
ACH-000060,-0.00554201459398082
ACH-000067,-0.1738673462965916
ACH-000070,-0.0635213521587586
ACH-000075,0.2487080446754377
ACH-000078,0.03088549991540793
ACH-000082,-0.08246366751467044
ACH-000085,-0.2527228510638458
ACH-000086,0.03318384502342358
ACH-000087,0.03818757667332854
ACH-000092,-0.15842289795635436
ACH-000095,-0.05970848621746536
ACH-000097,0.013432073954498443
ACH-000098,-0.11504953403075542
ACH-000099,0.04707099195680052
ACH-000108,-0.03294803980572389
ACH-000113,0.06923036548519099
ACH-000116,-0.03699674191315702
ACH-000118,0.026431125920076053
ACH-000120,0.053230821882706815
ACH-000123,0.07062195897348449
ACH-000127,-0.02747687056488487
ACH-000128,-0.08856645359729261
ACH-000132,-0.0092853488522818
ACH-000133,-0.04503606748954592
ACH-000137,-0.02926623983653748
ACH-000138,-0.045230234385906884
ACH-000142,0.04164029216753667
ACH-000143,-0.07418688067105568
ACH-000146,-0.005599931125050182
ACH-000148,0.02953944508257415
ACH-000150,-0.07559919970731753
ACH-000152,0.023479535868491767
ACH-000153,-0.10428190253106093
ACH-000159,0.05263275401235345
ACH-000160,0.06666435715172075
ACH-000163,-0.13165465553216535
ACH-000167,-0.4664023604613166
ACH-000168,-0.0829671575003494
ACH-000169,0.011236004853816744
ACH-000178,0.09977675913194464
ACH-000183,0.02808152883295529
ACH-000188,0.05173101520503075
ACH-000189,-0.17487612726380097
ACH-000190,-0.2807982715594981
ACH-000198,-0.05961599241200013
ACH-000203,-0.23587939635021485
ACH-000204,-0.05528014849535578
ACH-000206,-0.02237094255259571
ACH-000207,0.2431794509694079
ACH-000208,-0.1826031787509904
ACH-000210,-0.27891953475797804
ACH-000211,0.030770681917186838
ACH-000215,0.007425425056238563
ACH-000221,0.02193060993447874
ACH-000222,0.04567852949271319
ACH-000223,-0.059448900035667884
ACH-000226,-0.07591833256638514
ACH-000227,0.04977947998441272
ACH-000228,0.061633504904000415
ACH-000231,-0.07466898107807736
ACH-000232,-0.019705089575493863
ACH-000233,-0.10083894053400803
