,PDCD5 (9141)
ACH-000004,-0.2317263654024123
ACH-000005,-0.7443486782284886
ACH-000007,-0.4400262444568857
ACH-000009,-0.3947542514893907
ACH-000011,-0.7375581393634637
ACH-000012,-0.6300917889432521
ACH-000013,-0.4538223673155221
ACH-000014,-0.5054674400522327
ACH-000015,-0.6454172861688048
ACH-000017,-0.3102158066556593
ACH-000018,-0.6166760676688192
ACH-000019,-0.5652658794885539
ACH-000021,-0.3717644859759117
ACH-000022,-0.4402786698944064
ACH-000025,-0.4502063857240136
ACH-000028,-0.4748764001438824
ACH-000030,-0.7135234636823239
ACH-000035,-0.5084462775917721
ACH-000036,-0.7291727079798176
ACH-000037,-0.3911461054060314
ACH-000039,-0.3699586569805322
ACH-000040,-0.4838108669222173
ACH-000041,-0.484658391432742
ACH-000042,-0.33655586078467004
ACH-000045,-0.3084209309436638
ACH-000047,-0.1142748257432976
ACH-000052,-0.8113041144587719
ACH-000053,-0.5870503704427074
ACH-000054,-0.3806163093849166
ACH-000055,-0.5002781490932598
ACH-000060,-0.63015511175607
ACH-000067,-0.4761138270334651
ACH-000070,-0.4247965454704633
ACH-000075,-0.4729518942751011
ACH-000078,-0.3167486812620051
ACH-000082,-0.4693044949859586
ACH-000085,-0.7719160949994512
ACH-000086,-0.4650123048707689
ACH-000087,-0.4892431963980582
ACH-000092,-0.3914834315118543
ACH-000095,-0.23999143416223415
ACH-000097,-0.5413333658014832
ACH-000098,-0.4978067462440894
ACH-000099,-0.2693906039278586
ACH-000108,-0.5031369388112824
ACH-000113,-0.3003390993144633
ACH-000116,-0.5374423776555116
ACH-000118,-0.7302213363019485
ACH-000120,-0.3386516619631861
ACH-000123,-0.7342565776713282
ACH-000127,-0.4686018002357509
ACH-000128,-0.7701835132981968
ACH-000132,-0.27206433872744745
ACH-000133,-0.3839750622876701
ACH-000137,-0.6535953849017451
ACH-000138,-0.5352558069091755
ACH-000142,-0.4935794645071687
ACH-000143,-0.5227893016516645
ACH-000146,-0.19812460039987764
ACH-000148,-0.5038126796859694
ACH-000150,-0.2987528300144315
ACH-000152,-0.4328743932136696
ACH-000153,-0.5943724576673244
ACH-000159,-0.3852640876632911
ACH-000160,-0.7068090994993792
ACH-000163,-0.5293611541687009
ACH-000167,-0.39510971849020665
ACH-000168,-0.3576092946241334
ACH-000169,-0.4002443806539313
ACH-000178,-0.3855773076472744
ACH-000183,-0.7995021765140851
ACH-000188,-0.6281344975535313
ACH-000189,-0.7483222801835993
ACH-000190,-0.2796058397288434
ACH-000198,-0.4422288138134607
ACH-000203,-0.4320734813508248
ACH-000204,-0.5246209387922653
ACH-000206,-0.5153128746447235
ACH-000207,-0.5953733846530104
ACH-000208,-0.6510811855294035
ACH-000210,-0.4458554117883845
ACH-000211,-0.7257806785590405
ACH-000215,-0.6853492231914307
ACH-000221,-0.3409195227423345
ACH-000222,-0.43714595971300974
ACH-000223,-0.4189982349623723
ACH-000226,-0.4857957750929143
ACH-000227,-0.6044723817098423
ACH-000228,-0.5243398688410211
ACH-000231,-0.361127734269626
ACH-000232,-0.6719839761152774
ACH-000233,-0.4775101382163182
ACH-000234,-0.34279168639708835
ACH-000235,-0.5026989773355066
ACH-000237,-0.4571087099774921
ACH-000238,-0.5431534500148278
ACH-000242,-0.3039786034069529
ACH-000243,-0.6093708823067606
ACH-000244,-0.8448866270106437
ACH-000246,-0.23665868709611695
ACH-000248,-0.2523378108279033
ACH-000250,-0.4533682913152274
ACH-000251,-0.3797370288618981
ACH-000252,-0.2884467922413062
ACH-000253,-0.4516146271508604
ACH-000255,-0.653440130493911
ACH-000256,-0.5163602752707293
ACH-000257,-0.3231428101857671
ACH-000258,-0.42107049143806907
ACH-000259,-0.27562847086559145
ACH-000260,-0.7859978721772396
ACH-000261,-0.5347020986554112
ACH-000262,-0.5341081108533482
ACH-000263,-0.1055365107523344
ACH-000264,-0.4450529524079497
ACH-000265,-0.5060084232257411
ACH-000266,-0.3912222616711825
ACH-000272,-0.26507398910842395
ACH-000274,-0.4711611307238402
ACH-000277,-0.1919772566174727
ACH-000278,-0.5466238909289244
ACH-000279,-0.5411385674367298
ACH-000280,-0.8240662365067012
ACH-000281,-0.5026945992115461
ACH-000288,-0.3651241714316541
ACH-000291,-0.5889803307139269
ACH-000293,-0.948172595055602
ACH-000294,-0.608484903471816
ACH-000295,-0.1770819624674736
ACH-000296,-0.4055888002468033
ACH-000302,-0.4477344959970008
ACH-000304,-0.3396612238957026
ACH-000307,-0.3666572099240316
ACH-000308,-0.449146779418552
ACH-000310,-0.4606390067068221
ACH-000311,-0.4702282492182192
ACH-000312,-0.4675159943121298
ACH-000315,-0.3726615313437504
ACH-000316,-0.4030424441948231
ACH-000317,-0.2775332041986953
ACH-000318,-0.4653913107316271
ACH-000319,-0.4657624859996707
ACH-000320,-0.3587027276460316
ACH-000322,-0.3450645734906948
ACH-000323,-0.6552499973720814
ACH-000324,-0.4905976760676163
ACH-000329,-0.40912769659466897
ACH-000330,-0.4873118446675037
ACH-000331,-1.0180017037312779
ACH-000332,-0.2360105119442696
ACH-000334,-0.3865299790949056
ACH-000335,-0.7162864418850755
ACH-000336,-0.3131803399501232
ACH-000337,-0.1698684740259898
ACH-000338,0.15366970944163094
ACH-000339,-0.4756590808311891
ACH-000341,-0.5766717155354387
ACH-000348,-0.3783590895348858
ACH-000350,-0.4718330259369262
ACH-000352,-0.4726012390646358
ACH-000356,-0.5830611493247483
ACH-000361,-0.6783439704426063
ACH-000362,-0.3706057452320919
ACH-000363,-0.3642294311865049
ACH-000364,-0.5785199328154348
ACH-000365,-0.3197335143516877
ACH-000366,-0.5124318288109377
ACH-000368,-0.7166830077572269
ACH-000374,-0.4849199189471447
ACH-000375,-0.7909365629041205
