,PEA15 (8682)
ACH-000004,0.05986267110306809
ACH-000005,0.08262841900708427
ACH-000007,-0.1224650028039443
ACH-000009,-0.06336402839249959
ACH-000011,0.010903759225733615
ACH-000012,-0.028352212039016025
ACH-000013,-0.01971443693009348
ACH-000014,0.13415912347975611
ACH-000015,0.056439519306257485
ACH-000017,-0.05804797943584492
ACH-000018,-0.12525648864948866
ACH-000019,0.06035408467917658
ACH-000021,0.030584262474051393
ACH-000022,-0.04766574619835345
ACH-000025,-0.17116955489778518
ACH-000028,0.05481828883583376
ACH-000030,0.01983676880111948
ACH-000035,-0.013737261119061877
ACH-000036,0.0726867176828365
ACH-000037,-0.011358308595582893
ACH-000039,-0.035792787814369946
ACH-000040,-0.030963613535753963
ACH-000041,-0.10878646497514807
ACH-000042,0.029480165704648974
ACH-000045,-0.06532927755263053
ACH-000047,0.030219414429555606
ACH-000052,0.021286033940113955
ACH-000053,0.03239977938799585
ACH-000054,-0.02636103373794797
ACH-000055,-0.04111321293566909
ACH-000060,0.03257765674669668
ACH-000067,0.06403145908748813
ACH-000070,0.0006042332492518619
ACH-000075,-0.119810371395578
ACH-000078,0.07456703316114803
ACH-000082,-0.11501450045100706
ACH-000085,0.10109798345799717
ACH-000086,-0.14024621664634215
ACH-000087,0.3888739198421416
ACH-000092,-0.003899937581958162
ACH-000095,0.005082553580590684
ACH-000097,0.08461428910925314
ACH-000098,-0.06929898000181509
ACH-000099,0.03958388135261357
ACH-000108,0.07803641241681733
ACH-000113,0.015592203357569372
ACH-000116,-0.01666525996686291
ACH-000118,-0.06851298678259601
ACH-000120,-0.1578111369584495
ACH-000123,-0.001603246644849985
ACH-000127,-0.12265780796811207
ACH-000128,-0.09571975151507013
ACH-000132,0.02755630945862311
ACH-000133,0.011223795668475858
ACH-000137,0.012394766555303836
ACH-000138,-0.035840889098824324
ACH-000142,-0.016459060147160587
ACH-000143,0.03366120375412025
ACH-000146,0.03393419949313785
ACH-000148,-0.008157303802920055
ACH-000150,-0.07688436243853343
ACH-000152,0.01243178055034655
ACH-000153,0.009926119531853536
ACH-000159,0.03962390566798708
ACH-000160,0.07304681083769449
ACH-000163,0.05180956945832766
ACH-000167,0.025713189714107524
ACH-000168,0.1802824780908785
ACH-000169,-0.2893892841139484
ACH-000178,-0.08386483053880281
ACH-000183,-0.04423176809204188
ACH-000188,-0.12393491979912595
ACH-000189,0.17680324459306235
ACH-000190,0.013304443485815295
ACH-000198,-0.08586199763267542
ACH-000203,-0.12362233582367635
ACH-000204,-0.1804107012239527
ACH-000206,0.12702107434092388
