,S100P (6286)
ACH-000004,-0.01655487196308074
ACH-000005,0.14885557180403952
ACH-000007,0.015414430866801282
ACH-000009,0.040728957410244286
ACH-000011,-0.129860050627572
ACH-000012,0.05342216464209725
ACH-000013,0.11508855895653285
ACH-000014,0.11367512969569354
ACH-000015,-0.002149617363792789
ACH-000017,-0.0749268648271254
ACH-000018,-0.05121014209768415
ACH-000019,0.10662453677247026
ACH-000021,-0.012376702235733214
ACH-000022,-0.008818794133411953
ACH-000025,-0.041246583102002736
ACH-000028,0.08014617253913843
ACH-000030,-0.020294738751402613
ACH-000035,0.19267655860034144
ACH-000036,0.006204541378907261
ACH-000037,0.012336726595270506
ACH-000039,0.0480155414650306
ACH-000040,0.0069063934940848115
ACH-000041,-0.16240454627540096
ACH-000042,-0.059020690601234826
ACH-000045,-0.02656671294202415
ACH-000047,-0.052682458295244726
ACH-000052,-0.17002494510146046
ACH-000053,-0.09586022876837036
ACH-000054,-0.019232415058039982
ACH-000055,-0.019033797052170724
ACH-000060,-0.09418138724452577
ACH-000067,0.01667863199146529
ACH-000070,-0.08834977385700843
ACH-000075,0.1327336268076326
ACH-000078,-0.04273113224183815
ACH-000082,0.032837053978553014
ACH-000085,-0.09048474780039856
ACH-000086,0.0033204837824096435
ACH-000087,0.08188111695647407
ACH-000092,0.023505248333330838
ACH-000095,-0.1119218519335502
ACH-000097,-0.032760103012491285
ACH-000098,0.027529280622983432
ACH-000099,-0.09493360014111672
ACH-000108,-0.12341212024466408
ACH-000113,0.026953074620801654
ACH-000116,0.05388509893394975
ACH-000118,-0.07652342311686469
ACH-000120,-0.1271674778286078
ACH-000123,-0.0785595032749463
ACH-000127,0.03074096511630762
ACH-000128,-0.13307934746000274
ACH-000132,0.010795707242118414
ACH-000133,-0.18852390196591004
ACH-000137,0.018140049781112458
ACH-000138,-0.05956820789712704
ACH-000142,0.0490849405908595
ACH-000143,0.00781825527324357
ACH-000146,-0.07166486136686087
ACH-000148,0.0056538492308595535
ACH-000150,-0.2088798869409553
ACH-000152,-0.06508607108849404
ACH-000153,-0.24224381732123654
ACH-000159,-0.02836279666297706
ACH-000160,0.06262786776153148
ACH-000163,-0.11528286155335635
ACH-000167,0.029712486297100705
ACH-000168,-0.021953059231128048
ACH-000169,-0.17541942488744633
ACH-000178,-0.007027170661628918
ACH-000183,-0.057085525546846635
ACH-000188,0.012029471162321082
ACH-000189,-0.03911334001630546
ACH-000190,0.0370826628155704
ACH-000198,-0.07189156483156818
ACH-000203,-0.03061143390085895
ACH-000204,-0.027606375034871917
ACH-000206,0.24211156215135576
ACH-000207,0.0018816605545822493
ACH-000208,0.16800576697698427
ACH-000210,-0.12866316697207214
ACH-000211,-0.07335736673224838
ACH-000215,-0.035931741396969516
ACH-000221,0.05160734379157413
ACH-000222,0.12421276026499853
ACH-000223,-0.028085163994299337
ACH-000226,-0.034150686701694376
ACH-000227,-0.04018712797046396
ACH-000228,-0.06270013553462425
ACH-000231,-0.02546561637464506
ACH-000232,0.06154588801333383
ACH-000233,0.0627944811223712
ACH-000234,0.0076201304682847314
ACH-000235,-0.026285448437839087
ACH-000237,-0.2496935683646047
ACH-000238,-0.029694512821777375
ACH-000242,0.08490275154685256
ACH-000243,-0.058457184138047666
ACH-000244,-0.08317769963946102
ACH-000246,-0.018612701085805056
ACH-000248,0.19648053729094514
ACH-000250,-0.09228382570541303
ACH-000251,0.006306111361933004
ACH-000252,-0.09126600470896752
ACH-000253,-0.02060645301440176
ACH-000255,0.035567958263570135
ACH-000256,0.041406021412923835
ACH-000257,-0.04582996527256378
ACH-000258,0.1329661573528062
ACH-000259,-0.03548275980869937
ACH-000260,-0.0747292751459636
ACH-000261,-0.09996719408205776
ACH-000262,-0.09218353293228099
ACH-000263,-0.4002349422031446
ACH-000264,-0.025069779473146186
ACH-000265,0.03211473520956472
ACH-000266,-0.028567917678474712
ACH-000272,0.0445172338075524
ACH-000274,0.010002464088736977
ACH-000277,0.09510426216535672
ACH-000278,-0.07361800501824596
ACH-000279,-0.14194071344426942
ACH-000280,0.025072003175438888
ACH-000281,-0.2738109663050493
ACH-000288,0.012691569487177548
ACH-000291,0.10177766027174448
ACH-000293,0.05216812570501552
ACH-000294,0.0708249169447394
ACH-000295,-0.023412992800150342
ACH-000296,0.00984363356041284
ACH-000302,-0.11461591258001108
ACH-000304,0.15203039611730576
ACH-000307,-0.03334160439875962
ACH-000308,-0.10268723316486436
ACH-000310,-0.15726764235355736
ACH-000311,-0.2335788102066749
ACH-000312,-0.07499766736750127
ACH-000315,-0.2164633965200423
ACH-000316,0.05374342342355242
ACH-000317,0.09611934402692532
ACH-000318,0.017156403693780745
ACH-000319,-0.10704958798914983
ACH-000320,0.0639612544580167
ACH-000322,-0.11268434364740547
ACH-000323,0.14424720092093862
ACH-000324,0.04976297706868952
ACH-000329,0.0004067357297998441
ACH-000330,-0.10057916488037913
ACH-000331,0.04079038458568063
ACH-000332,-0.02870201140560045
ACH-000334,-0.03909698801688668
ACH-000335,-0.003251906693857553
ACH-000336,-0.050092744112279534
ACH-000337,0.062057302042384827
ACH-000338,-0.2868701965770362
ACH-000339,-0.10394270033770607
ACH-000341,-0.13082297924739275
ACH-000348,-0.057320808428420085
ACH-000350,-0.004358871982364342
ACH-000352,-0.009817900137154945
ACH-000356,-0.1442990417343248
ACH-000361,0.0592811094997867
ACH-000362,-0.01808142328691825
ACH-000363,-0.11949172583456827
ACH-000364,-0.12334619970807956
ACH-000365,-0.05987704821934956
ACH-000366,-0.07493113739325301
ACH-000368,-0.01639220943744219
ACH-000374,0.03214509421643485
ACH-000375,-0.21629386457579147
ACH-000376,-0.012895722370069349
ACH-000381,-0.11532739944870285
ACH-000383,0.032702952774351424
ACH-000387,-0.012798258796000654
ACH-000389,-0.021741641865543157
ACH-000390,-0.02121543570276236
ACH-000393,-0.15775237951378304
ACH-000395,-0.15640653396453538
ACH-000396,0.21479646148472936
ACH-000397,-0.10423182780584056
ACH-000401,-0.1842178852414565
ACH-000402,-0.05883913680970342
ACH-000403,-0.11288330299956127
