,CSTF1 (1477)
ACH-000004,-1.1484506765197835
ACH-000005,-1.0882318387098444
ACH-000007,-1.1270873918791493
ACH-000009,-0.9017485266790491
ACH-000011,-0.912500727294109
ACH-000012,-0.7985489791222224
ACH-000013,-0.7834426359626285
ACH-000014,-1.0044407891502922
ACH-000015,-0.7962023963370215
ACH-000017,-0.7885646886137787
ACH-000018,-0.8473033610519158
ACH-000019,-0.8282843983296326
ACH-000021,-0.9118487171748284
ACH-000022,-0.5384110528356901
ACH-000025,-1.0251520770796394
ACH-000028,-0.7308479555508828
ACH-000030,-0.7827184123262315
ACH-000035,-0.8250634393331796
ACH-000036,-0.5879071485757874
ACH-000037,-0.6968616945645333
ACH-000039,-0.6231910928432609
ACH-000040,-0.8649826809730958
ACH-000041,-0.8228566825159607
ACH-000042,-0.9246406418606156
ACH-000045,-0.7503865234912008
ACH-000047,-1.0053267206509886
ACH-000052,-0.9662017416668474
ACH-000053,-1.0197116047484518
ACH-000054,-1.1542720915850408
ACH-000055,-0.9377693185181382
ACH-000060,-0.9570154585849839
ACH-000067,-0.9647594880523886
ACH-000070,-0.8972534783248154
ACH-000075,-0.7669108431723671
ACH-000078,-0.7853141881315107
ACH-000082,-0.9267653479107252
ACH-000085,-0.8183301379997956
ACH-000086,-1.092958767697602
ACH-000087,-1.0819739437315905
ACH-000092,-1.0268127239643812
ACH-000095,-0.8900514828193052
ACH-000097,-0.7552983796576891
ACH-000098,-0.9416021466512016
ACH-000099,-0.9097637506725909
ACH-000108,-0.8295147029563583
ACH-000113,-0.7899810218997728
ACH-000116,-1.1493865035971187
ACH-000118,-0.7960898621622827
ACH-000120,-1.0149852547995881
ACH-000123,-0.9183467752071276
ACH-000127,-0.6766827308320978
ACH-000128,-0.9991674372460072
ACH-000132,-0.6769125255730951
ACH-000133,-1.0625638703676057
ACH-000137,-0.9864698822405692
ACH-000138,-0.9448486116687695
ACH-000142,-0.6952946648720696
ACH-000143,-1.014391929568911
ACH-000146,-0.6555539839955551
ACH-000148,-0.9727231080047004
