,KIF1B (23095)
ACH-000004,-0.22888377501490464
ACH-000005,-0.23254052737563705
ACH-000007,-0.1479347485030747
ACH-000009,-0.22211935114448492
ACH-000011,-0.288149613413483
ACH-000012,-0.1722733964791692
ACH-000013,-0.19792503512373424
ACH-000014,-0.12935080686932526
ACH-000015,-0.0938016867403387
ACH-000017,-0.05084915603722726
ACH-000018,-0.2303541522394729
ACH-000019,0.08627130446643465
ACH-000021,-0.1727211081789647
ACH-000022,-0.2382665822251452
ACH-000025,-0.1191996369974287
ACH-000028,-0.07284407193909209
ACH-000030,-0.12169828879950237
ACH-000035,-0.20738445510862635
ACH-000036,-0.034697185300643835
ACH-000037,-0.1840117788877487
ACH-000039,-0.04979184600572475
ACH-000040,-0.15675039001636631
ACH-000041,-0.10569118145815698
ACH-000042,-0.06090478566061711
ACH-000045,-0.27349150416251466
ACH-000047,-0.13451259522541778
ACH-000052,0.09902039621264201
ACH-000053,-0.0895021757868175
ACH-000054,-0.3398722300928508
ACH-000055,-0.06025527397800061
ACH-000060,-0.10000808739753203
ACH-000067,-0.3507563783898432
ACH-000070,-0.06304921975170352
ACH-000075,-0.06095463561649037
ACH-000078,0.004692970673769723
ACH-000082,-0.13870900199153058
ACH-000085,0.012750334732303805
ACH-000086,-0.25433489379303925
ACH-000087,-0.0818372218632673
ACH-000092,-0.09541278000670388
ACH-000095,-0.19914128033547626
ACH-000097,-0.29925353823039097
ACH-000098,-0.15802044693161654
ACH-000099,-0.3101865342773329
ACH-000108,-0.11748720473460833
ACH-000113,-0.11425248012415253
ACH-000116,-0.1197261644446632
ACH-000118,-0.03806339016948131
ACH-000120,-0.18274245397555766
ACH-000123,-0.04743453348267272
ACH-000127,-0.008567652477218437
ACH-000128,-0.3558057126612162
ACH-000132,-0.20731599725199004
ACH-000133,-0.08083355397147117
ACH-000137,-0.0747834166844647
ACH-000138,-0.24933494121100616
ACH-000142,-0.3041750046157224
ACH-000143,-0.12590654144107805
ACH-000146,-0.07388135599942222
ACH-000148,-0.15177854785734524
ACH-000150,-0.3105017368561936
ACH-000152,-0.17607705015111988
ACH-000153,-0.14253511714716705
ACH-000159,-0.20478604045343665
ACH-000160,-0.021365951781991945
ACH-000163,-0.01873952952426654
ACH-000167,-0.13553187630359598
ACH-000168,-0.2855655376301949
ACH-000169,0.026386723385488742
ACH-000178,-0.026690066202785908
ACH-000183,-0.2755092295695075
ACH-000188,-0.2924338525725503
ACH-000189,-0.062465770079615374
ACH-000190,-0.2237519763355764
ACH-000198,-0.1948973119799761
ACH-000203,0.2895824730271567
ACH-000204,-0.15260305035633187
ACH-000206,-0.14079956460946344
ACH-000207,-0.2968984940779794
ACH-000208,-0.3666425864782559
ACH-000210,-0.3233495403312542
ACH-000211,-0.10343950202993248
ACH-000215,-0.11085601379415486
ACH-000221,-0.153911488009372
ACH-000222,-0.23270109758618995
ACH-000223,-0.09445811080882296
ACH-000226,-0.16084888619245974
ACH-000227,-0.10108055032830762
ACH-000228,-0.18507351256631144
ACH-000231,-0.07932664105358889
ACH-000232,-0.0646033361190449
ACH-000233,-0.11711548011347958
ACH-000234,-0.25513165460652704
ACH-000235,-0.0867511202522994
ACH-000237,-0.15205900206243245
ACH-000238,-0.21040927109699809
ACH-000242,0.04995062059510615
ACH-000243,-0.052510489180766194
ACH-000244,0.01762596903395916
ACH-000246,-0.2398812794637537
ACH-000248,-0.2208964921073489
ACH-000250,-0.15234865628179636
ACH-000251,-0.062079102784795386
ACH-000252,-0.014044411762259729
ACH-000253,0.005265223691808747
ACH-000255,-0.15475177355023245
ACH-000256,-0.004885326615306485
ACH-000257,-0.3563645996249048
ACH-000258,-0.17451306015899815
ACH-000259,-0.14100055755857493
ACH-000260,-0.06695019991340223
ACH-000261,-0.04358488530389047
ACH-000262,-0.1761897732163216
ACH-000263,-0.4506290481284647
ACH-000264,-0.14846775810353025
ACH-000265,0.018417266295010625
ACH-000266,-0.11824544886224587
ACH-000272,-0.07737829367643166
ACH-000274,-0.14315856301675886
ACH-000277,-0.08011407108950916
ACH-000278,-0.06423419182531913
ACH-000279,-0.2480351775043084
ACH-000280,-0.15266567280564008
ACH-000281,-0.16800523935717435
ACH-000288,-0.2301392402702073
ACH-000291,-0.046911701339425085
ACH-000293,-0.20373011737273186
ACH-000294,-0.2026369803227382
ACH-000295,-0.23214137448691655
ACH-000296,-0.15234744883158888
ACH-000302,-0.07776794684285165
ACH-000304,-0.26884563243255954
ACH-000307,-0.30339454447527875
ACH-000308,-0.12051388028586743
ACH-000310,-0.1131937778642612
ACH-000311,-0.2803748878631284
ACH-000312,-0.3725016639134796
ACH-000315,-0.10219502115567408
ACH-000316,-0.28766105634087896
ACH-000317,0.013486815438725484
ACH-000318,-0.17978113060347242
ACH-000319,0.01239104728224693
ACH-000320,-0.4586664571371917
ACH-000322,-0.11714311619668855
ACH-000323,0.012795890591028956
ACH-000324,-0.26359742260963176
ACH-000329,-0.14976214522565112
ACH-000330,-0.3674115459278538
ACH-000331,-0.11262001877452818
ACH-000332,-0.16255046701067366
ACH-000334,-0.23803380071559865
ACH-000335,-0.23756098553518284
ACH-000336,-0.3793796364603851
ACH-000337,-0.2484672735432915
ACH-000338,0.5351787225670599
ACH-000339,-0.06953238598809611
ACH-000341,-0.0906072423412058
ACH-000348,-0.23150862027269264
ACH-000350,-0.15634963094181165
ACH-000352,-0.1856714241059603
ACH-000356,0.050913948112306914
ACH-000361,-0.26462776056996673
ACH-000362,-0.1619041519566609
ACH-000363,-0.17897538342765698
ACH-000364,-0.1617154718626468
ACH-000365,-0.09453248735053983
ACH-000366,-0.13719857898795687
ACH-000368,-0.42597227882045385
ACH-000374,-0.204766188155192
ACH-000375,-0.046070714527554964
ACH-000376,-0.05072820612523885
ACH-000381,-0.08703676909434889
ACH-000383,-0.2042208362754251
ACH-000387,-0.13028931067948032
ACH-000389,-0.14715489571074133
ACH-000390,-0.12550329674560373
ACH-000393,-0.21042203671659102
ACH-000395,-0.221364711693388
ACH-000396,0.06559869522439991
ACH-000397,-0.1785240611679422
ACH-000401,-0.33749337311138056
ACH-000402,-0.1329173425371054
ACH-000403,-0.11027494041749618
ACH-000404,0.02321646873278089
ACH-000406,-0.18675072939485604
ACH-000407,-0.18745630873352406
ACH-000408,-0.07752486110271865
ACH-000410,-0.17263201761639335
ACH-000411,-0.15576213304771316
ACH-000414,-0.18731557730871065
ACH-000415,-0.09505621444021406
ACH-000416,-0.05237939465082449
ACH-000420,-0.16053828973126966
ACH-000421,-0.10910445160340046
ACH-000424,-0.1982286256737675
ACH-000425,-0.24420917176888735
ACH-000426,0.0065837634079826965
ACH-000427,0.1031448037757078
ACH-000433,0.043275996915109305
ACH-000435,0.6142181492590921
ACH-000436,-0.16269886650012888
ACH-000444,-0.1890323766006496
ACH-000445,-0.4973050835767879
ACH-000448,-0.2430053084874449
ACH-000450,-0.08886624959750196
ACH-000452,-0.2065536423184876
ACH-000454,-0.22190902247189206
ACH-000458,-0.0421792073973247
ACH-000459,0.0944506211732192
ACH-000460,-0.07118280451722266
ACH-000461,-0.11595304393512418
ACH-000463,-0.10909878731133886
ACH-000464,-0.24671335159538985
ACH-000466,-0.1459315091309223
ACH-000467,0.029453288074147675
ACH-000468,-0.11959193153942647
ACH-000469,-0.2076390002065673
ACH-000470,-0.18108255837255013
ACH-000471,-0.06780937949241041
ACH-000472,-0.09091797772524406
ACH-000473,-0.22138654177101025
ACH-000475,-0.24848170989634505
ACH-000476,-0.16963077850676456
ACH-000477,0.042508847670286
ACH-000479,-0.04177056373561855
ACH-000480,-0.2259210164071661
ACH-000481,-0.08870435997967735
ACH-000483,-0.03106941672331635
ACH-000484,-0.28608327459289684
ACH-000485,-0.18301451146065995
ACH-000486,-0.0971930974667186
ACH-000487,-0.048366032972813784
ACH-000488,-0.1251703233473805
ACH-000490,-0.141357653518847
ACH-000491,-0.07474720406977076
ACH-000495,0.04728530689939799
ACH-000496,-0.2591959891315781
ACH-000499,-0.012380385888444716
ACH-000500,-0.6456536486459713
ACH-000502,-0.14743777370805866
ACH-000503,-0.052683915369945496
ACH-000505,-0.24149189240526575
ACH-000507,-0.17900455546404276
ACH-000510,-0.03134022999631556
ACH-000511,-0.07485330909228388
ACH-000512,-0.3877072303107833
ACH-000516,-0.23679360987202155
ACH-000517,-0.1439065952847143
ACH-000518,-0.1828986785968733
ACH-000520,-0.10491578681683802
ACH-000521,-0.25558392210585745
ACH-000522,-0.21864020257574654
ACH-000524,-0.17081998585424196
ACH-000527,-0.201148888064746
ACH-000528,-0.10679639781238913
ACH-000537,-0.09359524184936874
ACH-000541,-0.20076749829257212
ACH-000542,-0.10150520987335468
ACH-000544,-0.09836730397736963
ACH-000545,-0.19409159772662074
ACH-000547,-0.2027651627361881
ACH-000548,-0.15204471366503186
ACH-000549,-0.3119910331002112
ACH-000550,-0.4057568748257905
ACH-000552,-0.08641811853940516
ACH-000556,-0.17382232189343313
ACH-000557,-0.13575312870346204
ACH-000569,-0.19062035098600227
ACH-000570,-0.20660332231256287
ACH-000571,-0.21047537181649745
ACH-000573,-0.10485366407218402
ACH-000576,-0.2358285782286847
ACH-000579,-0.1759020934216148
ACH-000580,-0.07129663633881478
ACH-000584,-0.2407216890049826
ACH-000585,-0.06795428531260418
ACH-000588,-0.16362529090535707
ACH-000589,-0.12675994673110513
ACH-000591,-0.06843356722472765
ACH-000593,-0.06458181808081442
ACH-000600,-0.15543070928208447
ACH-000601,-0.1348961161955028
ACH-000605,0.007534007934831124
ACH-000606,-0.15710009841063124
ACH-000608,-0.12241983130809275
ACH-000614,-0.08274931978582888
ACH-000616,-0.02230424335463763
ACH-000618,-0.11616107489645056
ACH-000619,-0.343605918870138
ACH-000620,-0.1368070217325318
ACH-000621,-0.1289613878945334
ACH-000622,0.0013643080176581346
ACH-000623,-0.07164068757140751
ACH-000624,-0.14312701152766322
ACH-000627,-0.10222845743969362
ACH-000630,-0.10010260973979787
ACH-000631,-0.4139557035786433
ACH-000632,-0.2674282797044817
ACH-000633,-0.2257141949069512
ACH-000637,0.00041997394781932777
ACH-000638,-0.13748312709122565
ACH-000646,-0.2522209150745325
ACH-000647,-0.02656842177558207
ACH-000648,-0.0877698483881836
ACH-000649,-0.18805425358102434
ACH-000651,-0.10103206411334584
ACH-000652,-0.2518115721708091
ACH-000653,-0.14984992324794513
ACH-000657,-0.18270250340742075
ACH-000658,-0.18710113290703606
ACH-000661,-0.2429407633291269
ACH-000662,-0.3308094973294025
ACH-000663,-0.11423360762934485
ACH-000665,-0.11954978537704955
ACH-000671,-0.26310043560052593
ACH-000672,-0.5065753465655374
ACH-000673,-0.2559449173814509
ACH-000676,-0.08950490528166649
ACH-000677,-0.02915111863420204
ACH-000681,-0.2412535876706375
ACH-000683,-0.1613068680633588
ACH-000684,-0.045175801529896184
ACH-000688,-0.35953297543084434
ACH-000693,-0.186684361974706
ACH-000694,-0.16244949519462829
ACH-000695,-0.23408902992850456
ACH-000696,-0.032375380649099866
ACH-000697,-0.16482859185188964
ACH-000699,-0.19966387329813085
ACH-000701,-0.0497009143302523
ACH-000706,-0.0427975540591323
ACH-000711,-0.14257915810422034
ACH-000713,-0.09910326747664512
ACH-000714,-0.12518123724910568
ACH-000718,-0.20186825964225924
ACH-000720,-0.21699782099686285
ACH-000721,-0.22201070841446
ACH-000724,-0.22004412441078447
ACH-000725,-0.19088393611768
ACH-000732,-0.4582907747562182
ACH-000734,-0.09255647167676917
ACH-000735,-0.30222030186389004
ACH-000736,-0.15111911206254555
ACH-000738,-0.06096155993908574
ACH-000746,-0.1942543934714724
ACH-000747,-0.19736891009355187
ACH-000748,-0.25214272032823765
ACH-000753,-0.2076009265704904
ACH-000756,-0.2248421297539027
ACH-000757,-0.10550975437980584
ACH-000758,-0.24891530997757
ACH-000760,-0.1816542175445183
ACH-000762,-0.1816457294897791
ACH-000763,-0.15157591265123094
ACH-000764,-0.14526258344693566
ACH-000765,-0.3548983382340387
ACH-000766,-0.2734006024169829
ACH-000767,-0.2123334499037481
ACH-000768,0.019213258373447804
ACH-000769,-0.07468153772331744
ACH-000770,-0.2212778914721048
ACH-000771,-0.06270148676766459
ACH-000773,-0.024083354568636663
ACH-000776,-0.0592301445762695
ACH-000777,-0.2353400888347724
ACH-000778,-0.1986662143405819
ACH-000781,-0.08572882087519182
ACH-000782,0.046175031580354096
ACH-000783,-0.10034120567547936
ACH-000784,-0.2598833466854061
ACH-000785,-0.19719875197918116
ACH-000787,-0.1363267921913435
ACH-000788,-0.07671069977070248
ACH-000791,-0.08138439596340707
ACH-000792,-0.1055114147319816
ACH-000794,-0.11404853668671015
ACH-000796,-0.1753947029037312
ACH-000798,-0.3912662880932066
ACH-000799,0.047884922993256654
ACH-000800,-0.14152956342603376
ACH-000802,-0.0052254648588623545
ACH-000804,-0.049248658765419964
ACH-000805,-0.3934244370921964
ACH-000809,-0.14034810937065845
ACH-000810,-0.15166366828159594
ACH-000811,-0.14758813364909454
ACH-000817,-0.1880208127623472
ACH-000819,-0.10452374974670818
ACH-000820,-0.2444560022022763
ACH-000821,-0.5134958563961681
ACH-000822,-0.12048714583666716
ACH-000823,-0.18791263360193125
ACH-000824,-0.2359908537922812
ACH-000827,-0.16005340127773154
ACH-000829,-0.11466460656571735
ACH-000831,-0.11870897831992948
ACH-000832,-0.08658518702130749
ACH-000833,0.1708578353799369
ACH-000834,-0.2457776939130655
ACH-000835,-0.1896864411561758
ACH-000836,-0.20373646139242765
ACH-000837,-0.3823836188952868
ACH-000838,-0.2553289589165586
ACH-000839,-0.07286268579430136
ACH-000840,-0.19160151581495155
ACH-000841,-0.060592144500939527
ACH-000843,-0.01971837349806362
ACH-000846,-0.2451347261530481
ACH-000847,-0.2927829367804253
ACH-000848,-0.1052036070837081
ACH-000849,-0.1962383359951401
ACH-000851,-0.1392124798237339
ACH-000855,-0.08105547627231692
ACH-000856,-0.18981409452199566
ACH-000858,-0.016240702295015036
ACH-000859,-0.031200000641851574
ACH-000861,-0.1463341963526936
ACH-000862,-0.20235299984932392
ACH-000865,-0.09338411549209286
ACH-000866,-0.11545065889137568
ACH-000867,-0.16089403448863807
ACH-000869,-0.03850759533312632
ACH-000872,-0.0022657079509357803
ACH-000873,-0.01086920455806836
ACH-000876,-0.15912751904604547
ACH-000878,-0.09433132050633433
ACH-000880,-0.12693687748246674
ACH-000881,-0.19084845168872075
ACH-000882,-0.029929613821292944
ACH-000884,-0.22854601196403265
ACH-000885,-0.0804354712755927
ACH-000887,-0.0974185276346891
ACH-000889,-0.25240909548702245
ACH-000896,-0.05513837257608136
ACH-000898,-0.15109054997990246
ACH-000900,-0.17388947656507858
ACH-000901,-0.17902761953920718
ACH-000905,-0.12235529033202873
ACH-000906,-0.10162927768216626
ACH-000907,-0.2842913335798381
ACH-000910,-0.16472776192732372
ACH-000911,-0.11387940814252813
ACH-000912,-0.1542916062231672
ACH-000913,-0.13887127736776
ACH-000915,-0.16815781044514147
ACH-000916,-0.3023548758528791
ACH-000917,0.01895885720623509
ACH-000920,0.12086854919466718
ACH-000921,-0.047804455181192265
ACH-000924,-0.011012721213923543
ACH-000926,-0.22256181746780915
ACH-000928,-0.0657539761213408
ACH-000929,-0.08042106268952917
ACH-000932,-0.07835194400266644
ACH-000935,-0.210036342118976
ACH-000936,-0.18894570291153984
ACH-000937,-0.16331875317640315
ACH-000938,-0.10121118471824682
ACH-000939,-0.1655939046641686
ACH-000941,-0.1535320711892872
ACH-000943,0.003643278136545158
ACH-000946,-0.11158452050853668
ACH-000947,-0.13193360552426195
ACH-000948,0.00219292857111288
ACH-000950,-0.11293944013508475
ACH-000953,-0.06692395624619325
ACH-000954,-0.0470282537881741
ACH-000957,-0.05915689396275424
ACH-000958,-0.3862201861707032
ACH-000960,-0.10814287362191548
ACH-000963,-0.2577158531853496
ACH-000968,-0.05119522796669517
ACH-000969,-0.0688631415094585
ACH-000972,0.12185169684983975
ACH-000973,-0.11561493238053465
ACH-000974,-0.07487845820906204
ACH-000978,-0.2027154871832466
ACH-000984,-0.10151052697688154
ACH-000986,-0.1099491235066754
ACH-000988,-0.00024249915955253595
ACH-000993,-0.16777831876172467
ACH-000994,-0.10194766602738724
ACH-000996,-0.028004327388787064
ACH-001001,-0.10869669064661787
ACH-001020,-0.32766861559241284
ACH-001028,-0.08742349737604689
ACH-001031,-0.15772473081531413
ACH-001038,-0.17642313429585552
ACH-001048,-0.050368193296506436
ACH-001050,-0.1143012992965371
ACH-001053,-0.15958038881858547
ACH-001054,-0.23602005033038895
ACH-001061,-0.04519275007023954
ACH-001067,-0.3272133170677246
ACH-001075,-0.07038261942135565
ACH-001096,-0.09184073149707782
ACH-001111,-0.19922533267033574
ACH-001119,-0.25043567583088605
ACH-001128,-0.1368304918850722
ACH-001134,-0.0079564743548724
ACH-001151,-0.0489491832156448
ACH-001163,-0.15521370255693331
ACH-001164,-0.2238286854003648
ACH-001183,-0.12794263247360727
ACH-001192,-0.1845393655346312
ACH-001193,-0.21451658982680727
ACH-001196,-0.2336203072365737
ACH-001197,-0.123278353807965
ACH-001205,-0.07180045918919277
ACH-001211,-0.2597828828198281
ACH-001212,-0.5891349526636721
ACH-001228,-0.2565967144850505
ACH-001232,-0.32477838667611936
ACH-001239,-0.2240344237330428
ACH-001270,-0.0674053001502382
ACH-001274,-0.2507075086447603
ACH-001275,-0.16075585145345922
ACH-001277,-0.11554919188666035
ACH-001278,-0.25462486343032564
ACH-001280,0.08243714183279903
ACH-001283,-0.023110551275163118
ACH-001289,-0.09725267451257888
ACH-001300,-0.1084563488235104
ACH-001301,-0.2054419042978938
ACH-001302,-0.06716254143404203
ACH-001306,-0.21205206928616346
ACH-001318,-0.1332672468254969
ACH-001322,-0.1265213530519527
ACH-001328,-0.3063000545466803
ACH-001332,-0.0024146831740649013
ACH-001336,-0.13915341655800062
ACH-001346,-0.2264490520963813
ACH-001353,-0.11398420442014028
ACH-001354,-0.043785928994177103
ACH-001367,-0.21462341424582293
ACH-001368,-0.17816869747706185
ACH-001374,-0.3432662030427574
ACH-001377,-0.0970369547861851
ACH-001380,-0.06665342011320004
ACH-001391,-0.17114191994524772
ACH-001408,-0.09563449440610627
ACH-001430,-0.14631748669285013
ACH-001431,-0.27964242984110244
ACH-001450,-0.4387749650366141
ACH-001496,-0.09757229250671552
ACH-001500,-0.27586708037590274
ACH-001523,-0.12681943982414598
ACH-001532,-0.19850099266099874
ACH-001550,-0.13516124557453146
ACH-001552,-0.3129993596081592
ACH-001554,-0.0980437437436962
ACH-001654,-0.2117676633604696
ACH-001735,-0.19968332142146814
ACH-001736,-0.20326667133683812
ACH-001737,-0.03104132689366235
ACH-001740,-0.11171104195227538
ACH-001745,-0.1391839680612879
ACH-001765,-0.188067905291142
