,TMPRSS11D (9407)
ACH-000004,0.13875266801948147
ACH-000005,0.3867725517503622
ACH-000007,-0.07895392189415988
ACH-000009,-0.022549349919658297
ACH-000011,0.08560537801031998
ACH-000012,-0.08977485926562112
ACH-000013,0.016662464364374827
ACH-000014,0.05463552788753066
ACH-000015,-0.09664421486969416
ACH-000017,0.009249200304524459
ACH-000018,-0.07054120716376194
ACH-000019,-0.024879291672501545
ACH-000021,0.049209219101599116
ACH-000022,0.013128753915458069
ACH-000025,0.054871527221510834
ACH-000028,-0.043244318829982746
ACH-000030,0.03902872702556039
ACH-000035,-0.003029330220308512
ACH-000036,0.20014202351567054
ACH-000037,0.08186005210724817
ACH-000039,0.045482944994383864
ACH-000040,0.07487198205718502
ACH-000041,-0.019977472623829626
ACH-000042,0.04871598749758792
ACH-000045,0.06118191211285744
ACH-000047,0.09246593401955384
ACH-000052,0.03401375605910918
ACH-000053,0.033916341069540716
ACH-000054,-0.0035909817369025954
ACH-000055,0.15684657019484075
ACH-000060,-0.08037774790465955
ACH-000067,0.08347090807085347
ACH-000070,0.1309668633677407
ACH-000075,0.03814855091315773
ACH-000078,0.03531112195734451
ACH-000082,0.09553224602585084
ACH-000085,0.14110123196177782
ACH-000086,0.11791355324822393
ACH-000087,0.08893184984416168
ACH-000092,0.05023813063435168
ACH-000095,0.08056596816034703
ACH-000097,-0.024467702237948332
ACH-000098,0.008549111978384415
ACH-000099,0.13976392277297245
ACH-000108,0.09786822888308708
ACH-000113,0.038796455098164206
ACH-000116,-0.007602882492229444
ACH-000118,0.0562042001949088
ACH-000120,-0.09799271116676704
ACH-000123,-0.020082441894109182
ACH-000127,-0.024435965490570137
ACH-000128,0.0523907375787538
ACH-000132,0.020942105403135826
ACH-000133,-0.00651148039839645
ACH-000137,-0.04916968889497909
ACH-000138,0.1140447361680396
ACH-000142,-0.061120604249212326
ACH-000143,-0.06426327390331188
ACH-000146,0.017265975166669813
ACH-000148,-0.02279794823936037
ACH-000150,0.11301302487755625
ACH-000152,0.02420642193468737
ACH-000153,-0.21730752661893435
ACH-000159,-0.005710007009290918
ACH-000160,-0.11371854948672198
ACH-000163,-0.03999397782134555
ACH-000167,0.2527050166476459
ACH-000168,0.22431252259534407
ACH-000169,0.0021493024055285327
ACH-000178,-0.02076417169458672
ACH-000183,0.043704124090654654
ACH-000188,0.025591235512546908
ACH-000189,-0.08592342420450598
ACH-000190,0.2279177301071019
ACH-000198,0.06443816517089544
ACH-000203,0.26382107898476137
ACH-000204,0.2270694134501276
